,index,Player,state
1366,Providence College,Bryce Cotton,RI
1367,Providence College,Ben Bentil,RI
1368,Providence College,Kris Dunn,RI
1369,Purdue University,Paul Hoffman,IN
1370,Purdue University,Carl McNulty,IN
1371,Purdue University,Terry Dischinger,IN
1372,Purdue University,Dave Schellhase,IN
1373,Purdue University,Herm Gilliam,IN
1374,Purdue University,Frank Kendrick,IN
1375,Purdue University,Walter Jordan,IN
1376,Purdue University,Jerry Sichting,IN
1377,Purdue University,Keith Edmonson,IN
1378,Purdue University,Russell Cross,IN
1379,Purdue University,Tom Scheffler,IN
1380,Purdue University,Todd Mitchell,IN
1381,Purdue University,Jim Rowinski,IN
1382,Purdue University,Everette Stephens,IN
1383,Purdue University,Mel McCants,IN
1384,Purdue University,Steve Scheffler,IN
1385,Purdue University,Doug Lee,IN
1386,Purdue University,Jimmy Oliver,IN
1387,Purdue University,Glenn Robinson,IN
1388,Purdue University,Cuonzo Martin,IN
1389,Purdue University,Brad Miller,IN
1390,Purdue University,Brian Cardinal,IN
1391,Purdue University,Carl Landry,IN
1392,Purdue University,Robbie Hummel,IN
1393,Purdue University,Tony Mitchell,IN
1394,Rice University,Bill Closs,TX
1395,Rice University,Bill Henry,TX
1396,Rice University,Bob Kinney,TX
1397,Rice University,Ricky Pierce,TX
1398,Rice University,Ken Austin,TX
1399,Rice University,Brent Scott,TX
1400,Rice University,Mike Wilks,TX
1401,Rice University,Morris Almond,TX
1402,Rice University,Mike Harris,TX
1403,Robert Morris University (IL),Othyus Jeffers,
1404,Rutgers University,Bob Greacen,
1405,Rutgers University,Phil Sellers,
1406,Rutgers University,Eddie Jordan,
1407,Rutgers University,James Bailey,
1408,Rutgers University,Hollis Copeland,
1409,Rutgers University,Roy Hinson,
1410,Rutgers University,John Battle,
1411,Rutgers University,Quincy Douby,
1412,Rutgers University,Hamady N'Diaye,
1413,Saint Augustine's College,Ken Bannister,
1414,Saint Francis University,Maurice Stokes*,
1415,Saint Francis University,Kevin Porter,
1416,Saint Francis University,Mike Iuzzolino,
1417,Saint Joseph's University,Al Guokas,
1418,Saint Joseph's University,George Senesky,
1419,Saint Joseph's University,Ray Radziszewski,
1420,Saint Joseph's University,Bob McNeill,
1421,Saint Joseph's University,Steve Courtin,
1422,Saint Joseph's University,Matt Guokas,
1423,Saint Joseph's University,Cliff Anderson,
1424,Saint Joseph's University,Mike Bantom,
1425,Saint Joseph's University,Norman Black,
1426,Saint Joseph's University,Bryan Warrick,
1427,Saint Joseph's University,Maurice Martin,
1428,Saint Joseph's University,Jameer Nelson,
1429,Saint Joseph's University,Delonte West,
1430,Saint Joseph's University,Langston Galloway,
1431,Saint Joseph's University,DeAndre' Bembry,
1432,Saint Louis University,Ed Macauley*,
1433,Saint Louis University,Marv Schatzman,
1434,Saint Louis University,Bob Ferry,
1435,Saint Louis University,Bevo Nordmann,
1436,Saint Louis University,Rich Niemann,
1437,Saint Louis University,Barry Orms,
1438,Saint Louis University,Robin Jones,
1439,Saint Louis University,David Burns,
1440,Saint Louis University,Anthony Bonner,
1441,Saint Louis University,Larry Hughes,
1442,Saint Mary's College of California,Frank Kudelka,
1443,Saint Mary's College of California,Tom Meschery,
1444,Saint Mary's College of California,Peter Thibeaux,
1445,Saint Mary's College of California,David Cooke,
1446,Saint Mary's College of California,Matthew Dellavedova,
1447,Saint Mary's University of Minnesota,Clint Wager,
1448,Saint Peter's College,Bill Smith,
1449,Saint Peter's College,Bingo Smith,
1450,Saint Peter's College,Rich Rinaldi,
1451,Saint Vincent College,Daniel Santiago,
1452,Sam Houston State University,Frank Gates,TX
1453,Sam Houston State University,Murray Mitchell,TX
1454,San Diego State University,Joel Kramer,CA
1455,San Diego State University,Steve Malovic,CA
1456,San Diego State University,Michael Cage,CA
1457,San Diego State University,Randy Holcomb,CA
1458,San Diego State University,Kawhi Leonard,CA
1459,San Diego State University,Malcolm Thomas,CA
1460,San Diego State University,Jamaal Franklin,CA
1461,San Jose State University,Coby Dietrick,CA
1462,San Jose State University,Darnell Hillman,CA
1463,San Jose State University,Wally Rank,CA
1464,San Jose State University,Chris McNealy,CA
1465,San Jose State University,Ricky Berry,CA
1466,San Jose State University,Tariq Abdul-Wahad,CA
1467,Santa Clara University,Bob Feerick,CA
1468,Santa Clara University,Bruce Hale,CA
1469,Santa Clara University,Dick O'Keefe,CA
1470,Santa Clara University,Kenny Sears,CA
1471,Santa Clara University,Bud Ogden,CA
1472,Santa Clara University,Dennis Awtrey,CA
1473,Santa Clara University,Ralph Ogden,CA
1474,Santa Clara University,Kurt Rambis,CA
1475,Santa Clara University,Harold Keeling,CA
1476,Santa Clara University,Nick Vanos,CA
1477,Santa Clara University,Steve Nash,CA
1478,Santa Clara University,Marlon Garnett,CA
1479,Seattle University,Elgin Baylor*,WA
1480,Seattle University,Eddie Miles,WA
1481,Seattle University,John Tresvant,WA
1482,Seattle University,Plummer Lott,WA
1483,Seattle University,Tom Workman,WA
1484,Seattle University,Rod Derline,WA
1485,Seattle University,Frank Oleynick,WA
1486,Seattle University,Chuck Williams,WA
1487,Seattle University,Chuckie Williams,WA
1488,Seattle University,Clint Richardson,WA
1489,Seattle University,Jawann Oldham,WA
1490,Seton Hall University,Tommy Byrnes,NJ
1491,Seton Hall University,Bob Davies*,NJ
1492,Seton Hall University,Howie Janotta,NJ
1493,Seton Hall University,Johnny Macknowski,NJ
1494,Seton Hall University,Mike McCarron,NJ
1495,Seton Hall University,Ed Sadowski,NJ
1496,Seton Hall University,Pep Saul,NJ
1497,Seton Hall University,Bobby Wanzer*,NJ
1498,Seton Hall University,Walter Dukes,NJ
1499,Seton Hall University,Richie Regan,NJ
1500,Seton Hall University,Glenn Mosley,NJ
1501,Seton Hall University,Mark Bryant,NJ
1502,Seton Hall University,John Morton,NJ
1503,Seton Hall University,Anthony Avent,NJ
1504,Seton Hall University,Terry Dehere,NJ
1505,Seton Hall University,Andrew Gaze,NJ
1506,Seton Hall University,Luther Wright,NJ
1507,Seton Hall University,Adrian Griffin,NJ
1508,Seton Hall University,Samuel Dalembert,NJ
1509,Seton Hall University,Eddie Griffin,NJ
1510,Seton Hall University,Andre Barrett,NJ
1511,Seton Hall University,Isaiah Whitehead,NJ
1512,Seward County Community College,Martin Lewis,
1513,Shaw University,Ronald Murray,NC
1514,Siena College,Edwin Ubiles,NY
1515,Slippery Rock University of Pennsylvania,Myron Brown,PA
1516,South Carolina State University,Travis Williams,SC
1517,South Carolina State University,Troy Williams,SC
1518,South Dakota State University,Tom Black,SD
1519,South Dakota State University,Steve Lingenfelter,SD
1520,South Dakota State University,Nate Wolters,SD
1521,Southeastern Oklahoma State University,Dennis Rodman*,OK
1522,Southern Illinois University,Chico Vaughn,
1523,Southern Illinois University,Walt Frazier*,
1524,Southern Illinois University,Dick Garrett,
1525,Southern Illinois University,Nate Hawthorne,
1526,Southern Illinois University,Joe Meriweather,
1527,Southern Illinois University,Mike Glenn,
1528,Southern Illinois University,Ashraf Amaya,
1529,Southern Illinois University,Chris Carr,
1530,Southern Illinois University,Troy Hudson,
1531,Southern Illinois University,Diante Garrett,
1532,Southern Methodist University,Jim Krebs,TX
1533,Southern Methodist University,Ira Terrell,TX
1534,Southern Methodist University,Brad Branson,TX
1535,Southern Methodist University,Jon Koncak,TX
1536,Southern Methodist University,Carlton McKinney,TX
1537,Southern Methodist University,Jeryl Sasser,TX
1538,Southern Methodist University,Quinton Ross,TX
1539,Southern University and A&M College,Bob Love,LA
1540,Southern University and A&M College,Tommie Green,LA
1541,Southern University and A&M College,Frankie Sanders,LA
1542,Southern University and A&M College,Avery Johnson,LA
1543,Southern University and A&M College,Bobby Phills,LA
1544,St. Bonaventure University,Ken Murray,NY
1545,St. Bonaventure University,Billy Kenville,NY
1546,St. Bonaventure University,Fred Diute,NY
1547,St. Bonaventure University,Brendan McCann,NY
1548,St. Bonaventure University,Whitey Martin,NY
1549,St. Bonaventure University,Sam Stith,NY
1550,St. Bonaventure University,Tom Stith,NY
1551,St. Bonaventure University,Freddie Crawford,NY
1552,St. Bonaventure University,George Carter,NY
1553,St. Bonaventure University,Bob Lanier*,NY
1554,St. Bonaventure University,Essie Hollis,NY
1555,St. Bonaventure University,Glenn Hagan,NY
1556,St. Bonaventure University,David Vanterpool,NY
1557,St. Bonaventure University,Andrew Nicholson,NY
1558,St. Francis College,Jim Luisi,
1559,St. John's University,Harry Boykoff,NY
1560,St. John's University,Andrew Levane,NY
1561,St. John's University,Dick McGuire*,NY
1562,St. John's University,Bob Tough,NY
1563,St. John's University,Max Zaslofsky,NY
1564,St. John's University,Gerry Calabrese,NY
1565,St. John's University,Alfred McGuire*,NY
1566,St. John's University,Danny Finn,NY
1567,St. John's University,Jack McMahon,NY
1568,St. John's University,Zeke Zawoluk,NY
1569,St. John's University,Ronnie MacGilvray,NY
1570,St. John's University,Red Davis,NY
1571,St. John's University,Dick Duckett,NY
1572,St. John's University,Leroy Ellis,NY
1573,St. John's University,Kevin Loughery,NY
1574,St. John's University,Sonny Dove,NY
1575,St. John's University,John Warren,NY
1576,St. John's University,Mel Davis,NY
1577,St. John's University,Allie McGuire,NY
1578,St. John's University,Ed Searcy,NY
1579,St. John's University,Billy Paultz,NY
1580,St. John's University,Reggie Carter,NY
1581,St. John's University,Tony Jackson,NY
1582,St. John's University,Kevin Williams,NY
1583,St. John's University,Kevin Willis,NY
1584,St. John's University,Chris Mullin*,NY
1585,St. John's University,Bill Wennington,NY
1586,St. John's University,Walter Berry,NY
1587,St. John's University,Ron Rowan,NY
1588,St. John's University,Mark Jackson,NY
1589,St. John's University,Shelton Jones,NY
1590,St. John's University,Jayson Williams,NY
1591,St. John's University,Kenny Williams,NY
1592,St. John's University,LeRon Ellis,NY
1593,St. John's University,Malik Sealy,NY
1594,St. John's University,Robert Werdann,NY
1595,St. John's University,James Scott,NY
1596,St. John's University,Shawnelle Scott,NY
1597,St. John's University,Felipe Lopez,NY
1598,St. John's University,Jason Williams,NY
1599,St. John's University,Erick Barkley,NY
1600,St. John's University,Zendon Hamilton,NY
1601,St. John's University,Marc Jackson,NY
1602,St. John's University,Lavor Postell,NY
1603,St. John's University,Jay Williams,NY
1604,St. John's University,Omar Cook,NY
1605,St. John's University,Jawad Williams,NY
1606,St. John's University,Maurice Harkless,NY
1607,St. Mary's University,Robert Reid,TX
1608,St. Mary's University,Henry James,TX
1609,St. Thomas University,Art Collins,FL
1610,Stanford University,Jim Pollard*,CA
1611,Stanford University,George Yardley*,CA
1612,Stanford University,Jim Walsh,CA
1613,Stanford University,Paul Neumann,CA
1614,Stanford University,John Windsor,CA
1615,Stanford University,Art Harris,CA
1616,Stanford University,Rich Kelley,CA
1617,Stanford University,Claude Terry,CA
1618,Stanford University,Mike Bratz,CA
1619,Stanford University,Greg Butler,CA
1620,Stanford University,Todd Lichti,CA
1621,Stanford University,Adam Keefe,CA
1622,Stanford University,Brevin Knight,CA
1623,Stanford University,Tim Young,CA
1624,Stanford University,Mark Madsen,CA
1625,Stanford University,Casey Jacobsen,CA
1626,Stanford University,Curtis Borchardt,CA
1627,Stanford University,Josh Childress,CA
1628,Stanford University,Brandin Knight,CA
1629,Stanford University,Brook Lopez,CA
1630,Stanford University,Robin Lopez,CA
1631,Stanford University,Landry Fields,CA
1632,Stanford University,Brandon Knight,CA
1633,Stanford University,Dwight Powell,CA
1634,Stanford University,Josh Huestis,CA
1635,Stanford University,Chasson Randle,CA
1636,State University of New York College at Buffalo,Randy Smith,
1637,State University of New York at Potsdam,Derrick Rowland,
1638,State University of West Georgia,Foots Walker,GA
1639,Stephen F. Austin State University,George Johnson,
1640,Stephen F. Austin State University,James Silas,
1641,Stetson University,Earnie Killum,FL
1642,Stetson University,Lorenzo Williams,FL
1643,Stetson University,Lou Williams,FL
1644,Syracuse University,Bill Gabor,NY
1645,Syracuse University,Jack Kiley,NY
1646,Syracuse University,Eddie Miller,NY
1647,Syracuse University,Frank Reddout,NY
1648,Syracuse University,Dave Bing*,NY
1649,Syracuse University,William Smith,NY
1650,Syracuse University,Dennis DuVal,NY
1651,Syracuse University,Fred Saunders,NY
1652,Syracuse University,Rudy Hackett,NY
1653,Syracuse University,Willie Smith,NY
1654,Syracuse University,Marty Byrnes,NY
1655,Syracuse University,Louis Orr,NY
1656,Syracuse University,Danny Schayes,NY
1657,Syracuse University,Leo Rautins,NY
1658,Syracuse University,Rafael Addison,NY
1659,Syracuse University,Pearl Washington,NY
1660,Syracuse University,Rony Seikaly,NY
1661,Syracuse University,Sherman Douglas,NY
1662,Syracuse University,Derrick Coleman,NY
1663,Syracuse University,Billy Owens,NY
1664,Syracuse University,Stephen Thompson,NY
1665,Syracuse University,Dave Johnson,NY
1666,Syracuse University,Darryl Johnson,NY
1667,Syracuse University,Lawrence Moten,NY
1668,Syracuse University,John Wallace,NY
1669,Syracuse University,Jason Hart,NY
1670,Syracuse University,Etan Thomas,NY
1671,Syracuse University,Carmelo Anthony,NY
1672,Syracuse University,Hakim Warrick,NY
1673,Syracuse University,Demetris Nichols,NY
1674,Syracuse University,Darryl Watkins,NY
1675,Syracuse University,Donte Greene,NY
1676,Syracuse University,Jonny Flynn,NY
1677,Syracuse University,Wesley Johnson,NY
1678,Syracuse University,Andy Rautins,NY
1679,Syracuse University,Darius Johnson-Odom,NY
1680,Syracuse University,Kris Joseph,NY
1681,Syracuse University,Fab Melo,NY
1682,Syracuse University,Dion Waiters,NY
1683,Syracuse University,Michael Carter-Williams,NY
1684,Syracuse University,Arinze Onuaku,NY
1685,Syracuse University,James Southerland,NY
1686,Syracuse University,Tyler Ennis,NY
1687,Syracuse University,Jerami Grant,NY
1688,Syracuse University,Rakeem Christmas,NY
1689,Syracuse University,Jerian Grant,NY
1690,Syracuse University,Chris McCullough,NY
1691,Syracuse University,Michael Gbinije,NY
1692,Syracuse University,Malachi Richardson,NY
1693,Temple University,Nelson Bobb,PA
1694,Temple University,Jerry Rullo,PA
1695,Temple University,Ike Borsavage,PA
1696,Temple University,Bill Mlkvy,PA
1697,Temple University,Hal Lear,PA
1698,Temple University,Guy Rodgers*,PA
1699,Temple University,Pickles Kennedy,PA
1700,Temple University,Johnny Baum,PA
1701,Temple University,Eddie Mast,PA
1702,Temple University,Ollie Johnson,PA
1703,Temple University,Jerry Baskerville,PA
1704,Temple University,Terence Stansbury,PA
1705,Temple University,Nate Blackwell,PA
1706,Temple University,Tim Perry,PA
1707,Temple University,Ramon Rivas,PA
1708,Temple University,Duane Causwell,PA
1709,Temple University,Donald Hodge,PA
1710,Temple University,Mark Macon,PA
1711,Temple University,Aaron McKie,PA
1712,Temple University,Mark Strickland,PA
1713,Temple University,Rick Brunson,PA
1714,Temple University,William Cunningham,PA
1715,Temple University,Pepe Sanchez,PA
1716,Temple University,Mardy Collins,PA
1717,Temple University,Lynn Greer,PA
1718,Temple University,Lavoy Allen,PA
1719,Temple University,Dionte Christmas,PA
1720,Tennessee State University,Dick Barnett,TN
1721,Tennessee State University,Joe Buckhalter,TN
1722,Tennessee State University,John Barnhill,TN
1723,Tennessee State University,Porter Meriwether,TN
1724,Tennessee State University,Ben Warley,TN
1725,Tennessee State University,Dwight Waller,TN
1726,Tennessee State University,Lloyd Neal,TN
1727,Tennessee State University,Truck Robinson,TN
1728,Tennessee State University,Ted McClain,TN
1729,Tennessee State University,Eddie Johnson,TN
1730,Tennessee State University,Monti Davis,TN
1731,Tennessee State University,Anthony Mason,TN
1732,Tennessee State University,Carlos Rogers,TN
1733,Tennessee State University,Robert Covington,TN
1734,Tennessee Technological University,Ron Filipek,TN
1735,Tennessee Technological University,Milos Babic,TN
1736,Tennessee Technological University,Kevin Murphy,TN
1737,Texas A&M University,Walt Davis,TX
1738,Texas A&M University,Sonny Parker,TX
1739,Texas A&M University,Walter Davis,TX
1740,Texas A&M University,Dave Britton,TX
1741,Texas A&M University,Winston Crite,TX
1742,Texas A&M University,Antoine Wright,TX
1743,Texas A&M University,Acie Law,TX
1744,Texas A&M University,DeAndre Jordan,TX
1745,Texas A&M University,Donald Sloan,TX
1746,Texas A&M University,Khris Middleton,TX
1747,Texas A&M University,Danuel House,TX
1748,Texas Christian University,George McLeod,TX
1749,Texas Christian University,Goo Kennedy,TX
1750,Texas Christian University,Dennis Nutt,TX
1751,Texas Christian University,Reggie Smith,TX
1752,Texas Christian University,Kurt Thomas,TX
1753,Texas Christian University,Lee Nailon,TX
1754,Texas Southern University,Woody Sauldsberry,
1755,Texas Southern University,Bennie Swain,
1756,Texas Southern University,Alonzo Bradley,
1757,Texas Southern University,Alex Bradley,
1758,Texas Southern University,Ron Cavenall,
1759,Texas State University,Torgeir Bryn,TX
1760,Texas State University,Jeff Foster,TX
1761,Texas Tech University,Paul Nolen,TX
1762,Texas Tech University,Geoff Huston,TX
1763,Texas Tech University,Jeff Taylor,TX
1764,Texas Tech University,Darvin Ham,TX
1765,Texas Tech University,Jason Sasser,TX
1766,Texas Tech University,Tony Battie,TX
1767,Texas Tech University,Cory Carr,TX
1768,Texas Tech University,Andre Emmett,TX
1769,Texas Tech University,Kasib Powell,TX
1770,Texas Tech University,Jermaine Taylor,TX
1771,Texas Tech University,Jeffery Taylor,TX
1772,Texas Wesleyan University,Easy Parham,TX
1773,Thomas More College,Larry Staverman,KY
1774,Thomas More College,Dan Tieman,KY
1775,Towson University,Kurk Lee,MD
1776,Towson University,Gary Neal,MD
1777,Towson University,Jerrelle Benimon,MD
1778,Trenton State University,Greg Grant,
1779,Trinity Valley Community College,Shawn Kemp,
1780,Truman State University,Earl Dodd,MO
1781,Truman State University,Harry Gallatin*,MO
1782,Tulane University,Warren Perkins,LA
1783,Tulane University,Jim Riffey,LA
1784,Tulane University,Mel Payton,LA
1785,Tulane University,Bob Duffy,LA
1786,Tulane University,Craig Spitzer,LA
1787,Tulane University,John Arthurs,LA
1788,Tulane University,Phil Hicks,LA
1789,Tulane University,Paul Thompson,LA
1790,Tulane University,Jerald Honeycutt,LA
1791,Tulane University,Linton Johnson,LA
1792,Tuskegee University,Ken Mayfield,AL
1793,Tuskegee University,Carl Bailey,AL
1794,United States Military Academy,Mike Silliman,NY
1795,United States Naval Academy,David Robinson*,MD
1796,"University at Buffalo, State University of New York",Sam Pellom,NY
1797,University of Akron,Bill Turner,OH
1798,University of Alabama,Carl Shaeffer,AL
1799,University of Alabama,Leon Douglas,AL
1800,University of Alabama,Reggie King,AL
1801,University of Alabama,Eddie Phillips,AL
1802,University of Alabama,Ennis Whatley,AL
1803,University of Alabama,Buck Johnson,AL
1804,University of Alabama,Jim Farmer,AL
1805,University of Alabama,Derrick McKey,AL
1806,University of Alabama,Michael Ansley,AL
1807,University of Alabama,Keith Askins,AL
1808,University of Alabama,David Benoit,AL
1809,University of Alabama,Robert Horry,AL
1810,University of Alabama,Latrell Sprewell,AL
1811,University of Alabama,Marcus Webb,AL
1812,University of Alabama,Jason Caffey,AL
1813,University of Alabama,Antonio McDyess,AL
1814,University of Alabama,Eric Washington,AL
1815,University of Alabama,Gerald Wallace,AL
1816,University of Alabama,Marvin Williams,AL
1817,University of Alabama,Marcus Williams,AL
1818,University of Alabama,Jermareo Davidson,AL
1819,University of Alabama,Alonzo Gee,AL
1820,University of Alabama,JaMychal Green,AL
1821,University of Alabama at Birmingham,Keith McCord,AL
1822,University of Alabama at Birmingham,Oliver Robinson,AL
1823,University of Alabama at Birmingham,McKinley Singleton,AL
1824,University of Alabama at Birmingham,Alan Ogg,AL
1825,University of Alabama at Birmingham,Stanley Jackson,AL
1826,University of Alabama at Birmingham,Stephen Jackson,AL
1827,University of Alabama at Birmingham,Donell Taylor,AL
1828,University of Alabama at Birmingham,Walter Sharpe,AL
1829,University of Alabama at Birmingham,Carldell Johnson,AL
1830,University of Alabama at Birmingham,Elijah Millsap,AL
1831,University of Arizona,Leon Blevins,AZ
1832,University of Arizona,Eric Money,AZ
1833,University of Arizona,Connie Norman,AZ
1834,University of Arizona,Al Fleming,AZ
1835,University of Arizona,Bob Elliott,AZ
1836,University of Arizona,Larry Demic,AZ
1837,University of Arizona,Pete Williams,AZ
1838,University of Arizona,Steve Kerr,AZ
1839,University of Arizona,Tom Tolbert,AZ
1840,University of Arizona,Sean Elliott,AZ
1841,University of Arizona,Jud Buechler,AZ
1842,University of Arizona,Anthony Cook,AZ
1843,University of Arizona,Bison Dele,AZ
1844,University of Arizona,Matt Othick,AZ
1845,University of Arizona,Sean Rooks,AZ
1846,University of Arizona,Chris Mills,AZ
1847,University of Arizona,Khalid Reeves,AZ
1848,University of Arizona,Damon Stoudamire,AZ
1849,University of Arizona,Ben Davis,AZ
1850,University of Arizona,Reggie Geary,AZ
1851,University of Arizona,Ray Owes,AZ
1852,University of Arizona,Ed Stokes,AZ
1853,University of Arizona,Mike Bibby,AZ
1854,University of Arizona,Michael Dickerson,AZ
1855,University of Arizona,Miles Simon,AZ
1856,University of Arizona,Jason Terry,AZ
1857,University of Arizona,Gilbert Arenas,AZ
1858,University of Arizona,Richard Jefferson,AZ
1859,University of Arizona,Loren Woods,AZ
1860,University of Arizona,Luke Walton,AZ
1861,University of Arizona,Andre Iguodala,AZ
1862,University of Arizona,Channing Frye,AZ
1863,University of Arizona,Salim Stoudamire,AZ
1864,University of Arizona,Hassan Adams,AZ
1865,University of Arizona,Jerryd Bayless,AZ
1866,University of Arizona,Chase Budinger,AZ
1867,University of Arizona,Jordan Hill,AZ
1868,University of Arizona,Mustafa Shakur,AZ
1869,University of Arizona,Solomon Hill,AZ
1870,University of Arizona,Aaron Gordon,AZ
1871,University of Arizona,Grant Jerrett,AZ
1872,University of Arizona,Nick Johnson,AZ
1873,University of Arizona,Rondae Hollis-Jefferson,AZ
1874,University of Arkansas,Dean Tolson,AR
1875,University of Arkansas,Ron Brewer,AR
1876,University of Arkansas,Sidney Moncrief,AR
1877,University of Arkansas,Scott Hastings,AR
1878,University of Arkansas,Darrell Walker,AR
1879,University of Arkansas,Tony Brown,AR
1880,University of Arkansas,Alvin Robertson,AR
1881,University of Arkansas,Joe Kleine,AR
1882,University of Arkansas,Andrew Lang,AR
1883,University of Arkansas,Todd Day,AR
1884,University of Arkansas,Lee Mayberry,AR
1885,University of Arkansas,Oliver Miller,AR
1886,University of Arkansas,Isaiah Morris,AR
1887,University of Arkansas,Antonio Lang,AR
1888,University of Arkansas,Corey Beck,AR
1889,University of Arkansas,Clint McDaniel,AR
1890,University of Arkansas,Derek Hood,AR
1891,University of Arkansas,Jannero Pargo,AR
1892,University of Arkansas,Ronnie Brewer,AR
1893,University of Arkansas,Steven Hill,AR
1894,University of Arkansas,Dontell Jefferson,AR
1895,University of Arkansas,Sonny Weems,AR
1896,University of Arkansas,Courtney Fortson,AR
1897,University of Arkansas,Patrick Beverley,AR
1898,University of Arkansas,Coty Clarke,AR
1899,University of Arkansas,Bobby Portis,AR
1900,University of Arkansas at Little Rock,Myron Jackson,AR
1901,University of Arkansas at Little Rock,Jim Lampley,AR
1902,University of Arkansas at Little Rock,Pete Myers,AR
1903,University of Arkansas at Little Rock,Derek Fisher,AR
1904,University of Arkansas at Little Rock,Joe Stephens,AR
1905,University of Arkansas at Little Rock,Shane Edwards,AR
1906,University of Baltimore,Isaiah Wilson,MD
1907,University of Bridgeport,Manute Bol,CT
1908,University of California,Don Henriksen,
1909,University of California,Mike O'Neill,
1910,University of California,Larry Friend,
1911,University of California,Darrall Imhoff,
1912,University of California,Phil Chenier,
1913,University of California,Jackie Ridgle,
1914,University of California,Charles Johnson,
1915,University of California,John Coughran,
1916,University of California,Cheese Johnson,
1917,University of California,Mark McNamara,
1918,University of California,Leonard Taylor,
1919,University of California,Jason Kidd,
1920,University of California,Lamond Murray,
1921,University of California,Shareef Abdur-Rahim,
1922,University of California,Ed Gray,
1923,University of California,Michael Stewart,
1924,University of California,Sean Marks,
1925,University of California,Sean Lampley,
1926,University of California,Jamal Sampson,
1927,University of California,Francisco Elson,
1928,University of California,Geno Carlisle,
1929,University of California,Leon Powe,
1930,University of California,Ryan Anderson,
1931,University of California,Chris Johnson,
1932,University of California,Allen Crabbe,
1933,University of California,Jorge Gutierrez,
1934,University of California,Patrick Christopher,
1935,University of California,JaKarr Sampson,
1936,"University of California, Irvine",Ben McDonald,CA
1937,"University of California, Irvine",Bob Thornton,CA
1938,"University of California, Irvine",Johnny Rogers,CA
1939,"University of California, Irvine",Tod Murphy,CA
1940,"University of California, Irvine",Scott Brooks,CA
1941,"University of California, Irvine",Wayne Englestad,CA
1942,"University of California, Los Angeles",Alan Sawyer,CA
1943,"University of California, Los Angeles",Don Barksdale*,CA
1944,"University of California, Los Angeles",Dave Minor,CA
1945,"University of California, Los Angeles",Willie Naulls,CA
1946,"University of California, Los Angeles",Keith Erickson,CA
1947,"University of California, Los Angeles",Gail Goodrich*,CA
1948,"University of California, Los Angeles",Kareem Abdul-Jabbar*,CA
1949,"University of California, Los Angeles",Lucius Allen,CA
1950,"University of California, Los Angeles",Mike Lynn,CA
1951,"University of California, Los Angeles",John Vallely,CA
1952,"University of California, Los Angeles",Steve Patterson,CA
1953,"University of California, Los Angeles",Curtis Rowe,CA
1954,"University of California, Los Angeles",Sidney Wicks,CA
1955,"University of California, Los Angeles",Henry Bibby,CA
1956,"University of California, Los Angeles",Bill Walton*,CA
1957,"University of California, Los Angeles",Jamaal Wilkes*,CA
1958,"University of California, Los Angeles",Greg Lee,CA
1959,"University of California, Los Angeles",Dave Meyers,CA
1960,"University of California, Los Angeles",Andre McCarter,CA
1961,"University of California, Los Angeles",Swen Nater,CA
1962,"University of California, Los Angeles",Richard Washington,CA
1963,"University of California, Los Angeles",Marques Johnson,CA
1964,"University of California, Los Angeles",Raymond Townsend,CA
1965,"University of California, Los Angeles",Dave Greenwood,CA
1966,"University of California, Los Angeles",Roy Hamilton,CA
1967,"University of California, Los Angeles",Brad Holland,CA
1968,"University of California, Los Angeles",Magic Johnson*,CA
1969,"University of California, Los Angeles",Darrell Allums,CA
1970,"University of California, Los Angeles",Ralph Drollinger,CA
1971,"University of California, Los Angeles",Kiki Vandeweghe,CA
1972,"University of California, Los Angeles",James Wilkes,CA
1973,"University of California, Los Angeles",Mark Eaton,CA
1974,"University of California, Los Angeles",Mike Sanders,CA
1975,"University of California, Los Angeles",Darren Daye,CA
1976,"University of California, Los Angeles",Rod Foster,CA
1977,"University of California, Los Angeles",Kenny Fields,CA
1978,"University of California, Los Angeles",Stuart Gray,CA
1979,"University of California, Los Angeles",Mike Holton,CA
1980,"University of California, Los Angeles",Ralph Jackson,CA
1981,"University of California, Los Angeles",Brad Wright,CA
1982,"University of California, Los Angeles",Reggie Miller*,CA
1983,"University of California, Los Angeles",Jack Haley,CA
1984,"University of California, Los Angeles",Pooh Richardson,CA
1985,"University of California, Los Angeles",Mahmoud Abdul-Rauf,CA
1986,"University of California, Los Angeles",Trevor Wilson,CA
1987,"University of California, Los Angeles",Keith Owens,CA
1988,"University of California, Los Angeles",Don MacLean,CA
1989,"University of California, Los Angeles",Tracy Murray,CA
1990,"University of California, Los Angeles",Gerald Madkins,CA
1991,"University of California, Los Angeles",Richard Petruska,CA
1992,"University of California, Los Angeles",Darrick Martin,CA
1993,"University of California, Los Angeles",Tyus Edney,CA
1994,"University of California, Los Angeles",Ed O'Bannon,CA
1995,"University of California, Los Angeles",George Zidek,CA
1996,"University of California, Los Angeles",Charles O'Bannon,CA
1997,"University of California, Los Angeles",Toby Bailey,CA
1998,"University of California, Los Angeles",Randell Jackson,CA
1999,"University of California, Los Angeles",Jelani McCoy,CA
2000,"University of California, Los Angeles",Baron Davis,CA
2001,"University of California, Los Angeles",Jerome Moiso,CA
2002,"University of California, Los Angeles",Earl Watson,CA
2003,"University of California, Los Angeles",Dan Gadzuric,CA
2004,"University of California, Los Angeles",Jason Kapono,CA
