,index,Player,state
3248,University of Washington,Phil Zevenbergen,WA
3249,University of Washington,Jay Edwards,WA
3250,University of Washington,Eldridge Recasner,WA
3251,University of Washington,Rich Manning,WA
3252,University of Washington,Todd MacCulloch,WA
3253,University of Washington,Nate Robinson,WA
3254,University of Washington,Will Conroy,WA
3255,University of Washington,Brandon Roy,WA
3256,University of Washington,Spencer Hawes,WA
3257,University of Washington,Jon Brockman,WA
3258,University of Washington,Quincy Pondexter,WA
3259,University of Washington,Justin Dentmon,WA
3260,University of Washington,Justin Holiday,WA
3261,University of Washington,Terrence Ross,WA
3262,University of Washington,Tony Wroten,WA
3263,University of Washington,Marquese Chriss,WA
3264,University of Washington,Dejounte Murray,WA
3265,University of West Florida,Moochie Norris,FL
3266,University of Wisconsin,Paul Cloyd,
3267,University of Wisconsin,Bobby Cook,
3268,University of Wisconsin,Gene Englund,
3269,University of Wisconsin,Walt Lautenbach,
3270,University of Wisconsin,Dick Schulz,
3271,University of Wisconsin,Glen Selbo,
3272,University of Wisconsin,Don Rehfeldt,
3273,University of Wisconsin,Al Henry,
3274,University of Wisconsin,Kim Hughes,
3275,University of Wisconsin,Wes Matthews,
3276,University of Wisconsin,Cory Blackwell,
3277,University of Wisconsin,Claude Gregory,
3278,University of Wisconsin,Scott Roth,
3279,University of Wisconsin,Michael Finley,
3280,University of Wisconsin,Paul Grant,
3281,University of Wisconsin,Kirk Penney,
3282,University of Wisconsin,Devin Harris,
3283,University of Wisconsin,Marcus Landry,
3284,University of Wisconsin,Wesley Matthews,
3285,University of Wisconsin,Jon Leuer,
3286,University of Wisconsin,Greg Stiemsma,
3287,University of Wisconsin,Sam Dekker,
3288,University of Wisconsin,Duje Dukan,
3289,University of Wisconsin,Frank Kaminsky,
3290,University of Wisconsin-Eau Claire,Mike Ratliff,
3291,University of Wisconsin-Eau Claire,Frank Schade,
3292,University of Wisconsin-Green Bay,Tony Bennett,
3293,University of Wisconsin-Green Bay,Logan Vander,
3294,University of Wisconsin-Green Bay,Jeff Nordgaard,
3295,University of Wisconsin-Parkside,Abdul Jeelani,
3296,University of Wisconsin-River Falls,Nate DeLong,
3297,University of Wisconsin-Stevens Point,Terry Porter,
3298,University of Wyoming,Jack Cotton,WY
3299,University of Wyoming,Milo Komenich,WY
3300,University of Wyoming,Ron Livingstone,WY
3301,University of Wyoming,George Nostrand,WY
3302,University of Wyoming,Bill Roberts,WY
3303,University of Wyoming,Kenny Sailors,WY
3304,University of Wyoming,Mike Todorovich,WY
3305,University of Wyoming,Floyd Volker,WY
3306,University of Wyoming,John Pilch,WY
3307,University of Wyoming,Moe Radovich,WY
3308,University of Wyoming,Tony Windis,WY
3309,University of Wyoming,Flynn Robinson,WY
3310,University of Wyoming,Lewis Brown,WY
3311,University of Wyoming,Charles Bradley,WY
3312,University of Wyoming,Chris Engler,WY
3313,University of Wyoming,Fennis Dembo,WY
3314,University of Wyoming,Eric Leckner,WY
3315,University of Wyoming,Tim Breaux,WY
3316,University of Wyoming,Reggie Slater,WY
3317,University of Wyoming,Theo Ratliff,WY
3318,University of Wyoming,James Cotton,WY
3319,University of Wyoming,Justin Williams,WY
3320,University of the District of Columbia,Earl Jones,
3321,University of the Pacific,Jack Toomay,CA
3322,University of the Pacific,Bill Stricker,CA
3323,University of the Pacific,John Gianelli,CA
3324,University of the Pacific,Dell Demps,CA
3325,University of the Pacific,Michael Olowokandi,CA
3326,Utah State University,Ariel Maughan,UT
3327,Utah State University,Bert Cook,UT
3328,Utah State University,Pat Dunn,UT
3329,Utah State University,Shaler Halimon,UT
3330,Utah State University,Nate Williams,UT
3331,Utah State University,Marv Roberts,UT
3332,Utah State University,Desmond Penigar,UT
3333,Utah Valley State College,Ronnie Price,
3334,Valparaiso University,Milt Schoon,IN
3335,Valparaiso University,Don Bielke,IN
3336,Valparaiso University,Bryce Drew,IN
3337,Vanderbilt University,Clyde Lee,TN
3338,Vanderbilt University,Rod Freeman,TN
3339,Vanderbilt University,Bill Ligon,TN
3340,Vanderbilt University,Butch Feher,TN
3341,Vanderbilt University,Hutch Jones,TN
3342,Vanderbilt University,Jeff Turner,TN
3343,Vanderbilt University,Will Perdue,TN
3344,Vanderbilt University,Frank Kornet,TN
3345,Vanderbilt University,Dan Langhi,TN
3346,Vanderbilt University,Matt Freije,TN
3347,Vanderbilt University,Derrick Byars,TN
3348,Vanderbilt University,Festus Ezeli,TN
3349,Vanderbilt University,John Jenkins,TN
3350,Vanderbilt University,Wade Baldwin,TN
3351,Villanova University,Art Spector,PA
3352,Villanova University,Paul Arizin*,PA
3353,Villanova University,Jim Mooney,PA
3354,Villanova University,Sherwin Raiken,PA
3355,Villanova University,Tom Brennan,PA
3356,Villanova University,Larry Hennessy,PA
3357,Villanova University,Bob Schafer,PA
3358,Villanova University,Hubie White,PA
3359,Villanova University,Tom Hoover,PA
3360,Villanova University,Jim Washington,PA
3361,Villanova University,Bill Melchionni,PA
3362,Villanova University,Howard Porter,PA
3363,Villanova University,Chris Ford,PA
3364,Villanova University,Tom Ingelsby,PA
3365,Villanova University,Keith Herron,PA
3366,Villanova University,John Olive,PA
3367,Villanova University,Rory Sparrow,PA
3368,Villanova University,Stewart Granger,PA
3369,Villanova University,John Pinone,PA
3370,Villanova University,Dwayne McClain,PA
3371,Villanova University,Ed Pinckney,PA
3372,Villanova University,Harold Pressley,PA
3373,Villanova University,Doug West,PA
3374,Villanova University,Kerry Kittles,PA
3375,Villanova University,Jason Lawson,PA
3376,Villanova University,Tim Thomas,PA
3377,Villanova University,John Celestand,PA
3378,Villanova University,Malik Allen,PA
3379,Villanova University,Michael Bradley,PA
3380,Villanova University,Randy Foye,PA
3381,Villanova University,Kyle Lowry,PA
3382,Villanova University,Allan Ray,PA
3383,Villanova University,Dante Cunningham,PA
3384,Villanova University,Maalik Wayns,PA
3385,Villanova University,Darrun Hilliard,PA
3386,Villanova University,Daniel Ochefu,PA
3387,Virginia Commonwealth University,Jesse Dark,VA
3388,Virginia Commonwealth University,Bernie Harris,VA
3389,Virginia Commonwealth University,Gerald Henderson,VA
3390,Virginia Commonwealth University,Ed Sherod,VA
3391,Virginia Commonwealth University,Eric Maynor,VA
3392,Virginia Commonwealth University,Larry Sanders,VA
3393,Virginia Commonwealth University,Troy Daniels,VA
3394,Virginia Commonwealth University,Briante Weber,VA
3395,Virginia Commonwealth University,Treveon Graham,VA
3396,Virginia Military Institute,Ron Carter,VA
3397,Virginia Polytechnic Institute and State University,John Wetzel,VA
3398,Virginia Polytechnic Institute and State University,Allan Bristow,VA
3399,Virginia Polytechnic Institute and State University,Wayne Robinson,VA
3400,Virginia Polytechnic Institute and State University,Dell Curry,VA
3401,Virginia Polytechnic Institute and State University,Perry Young,VA
3402,Virginia Polytechnic Institute and State University,Bimbo Coles,VA
3403,Virginia Polytechnic Institute and State University,Jimmy Carruth,VA
3404,Virginia Polytechnic Institute and State University,Zabian Dowdell,VA
3405,Virginia Polytechnic Institute and State University,Erick Green,VA
3406,Virginia Polytechnic Institute and State University,Jarell Eddie,VA
3407,Virginia Polytechnic Institute and State University,Malcolm Delaney,VA
3408,Virginia Union University,Mike Davis,
3409,Virginia Union University,Mickey Davis,
3410,Virginia Union University,Charles Oakley,
3411,Virginia Union University,Jamie Waller,
3412,Virginia Union University,Terry Davis,
3413,Virginia Union University,Ben Wallace,
3414,Voorhees College,Jackie Dinkins,
3415,Wake Forest University,Dick Hemric,NC
3416,Wake Forest University,Dave Budd,NC
3417,Wake Forest University,Len Chappell,NC
3418,Wake Forest University,Ron Watts,NC
3419,Wake Forest University,Paul Long,NC
3420,Wake Forest University,Charlie Davis,NC
3421,Wake Forest University,Gil McGregor,NC
3422,Wake Forest University,Charles Davis,NC
3423,Wake Forest University,Frank Johnson,NC
3424,Wake Forest University,Jim Johnstone,NC
3425,Wake Forest University,Guy Morgan,NC
3426,Wake Forest University,Danny Young,NC
3427,Wake Forest University,Muggsy Bogues,NC
3428,Wake Forest University,Delaney Rudd,NC
3429,Wake Forest University,Chris King,NC
3430,Wake Forest University,Rodney Rogers,NC
3431,Wake Forest University,Anthony Tucker,NC
3432,Wake Forest University,Randolph Childress,NC
3433,Wake Forest University,Roy Rogers,NC
3434,Wake Forest University,Tim Duncan,NC
3435,Wake Forest University,Rusty LaRue,NC
3436,Wake Forest University,Josh Howard,NC
3437,Wake Forest University,Darius Songaila,NC
3438,Wake Forest University,Chris Paul,NC
3439,Wake Forest University,James Johnson,NC
3440,Wake Forest University,Jeff Teague,NC
3441,Wake Forest University,Al-Farouq Aminu,NC
3442,Wake Forest University,Ish Smith,NC
3443,Wake Forest University,JaJuan Johnson,NC
3444,Walsh University,Robert Whaley,
3445,Washington & Jefferson College,Buddy Jeannette*,
3446,Washington State University,Ed Gayda,WA
3447,Washington State University,Gene Conley,WA
3448,Washington State University,Norton Barnhill,WA
3449,Washington State University,Ron Davis,WA
3450,Washington State University,James Donaldson,WA
3451,Washington State University,Craig Ehlo,WA
3452,Washington State University,Brian Quinnett,WA
3453,Washington State University,Mark Hendrickson,WA
3454,Washington State University,Isaac Fontaine,WA
3455,Washington State University,Kyle Weaver,WA
3456,Washington State University,Klay Thompson,WA
3457,Washington State University,Aron Baynes,WA
3458,Wayne State University,George Brown,MI
3459,Wayne State University,Gerald Brown,MI
3460,Weber State University,Bob Davis,
3461,Weber State University,Justus Thigpen,
3462,Weber State University,Ruben Nembhard,
3463,Weber State University,Eddie Gill,
3464,Weber State University,Lance Allred,
3465,Weber State University,Damian Lillard,
3466,Weber State University,Joel Bolomboy,
3467,West Texas A&M University,Price Brookfield,TX
3468,West Texas A&M University,Chick Halbert,TX
3469,West Texas A&M University,Ray Ellefson,TX
3470,West Texas A&M University,Maurice Cheeks,TX
3471,West Virginia State University,Earl Lloyd*,WV
3472,West Virginia State University,Bob Wilson,WV
3473,West Virginia State University,Bobby Wilson,WV
3474,West Virginia State University,Ron Moore,WV
3475,West Virginia University,Fred Schaus,WV
3476,West Virginia University,Ed Beach,WV
3477,West Virginia University,Mark Workman,WV
3478,West Virginia University,Bobby Smith,WV
3479,West Virginia University,Jerry West*,WV
3480,West Virginia University,Rod Thorn,WV
3481,West Virginia University,Ron Williams,WV
3482,West Virginia University,Jerome Anderson,WV
3483,West Virginia University,Tony Robertson,WV
3484,West Virginia University,Lowes Moore,WV
3485,West Virginia University,Rob Williams,WV
3486,West Virginia University,Joe Alexander,WV
3487,West Virginia University,Devin Ebanks,WV
3488,West Virginia University,Kevin Jones,WV
3489,West Virginia University Institute of Technology,Sedale Threatt,
3490,West Virginia Wesleyan College,Jim Brogan,WV
3491,Westchester CC,Luis Montero,
3492,Western Carolina University,Mel Gibson,NC
3493,Western Carolina University,Bubba Wilson,NC
3494,Western Carolina University,Frankie King,NC
3495,Western Illinois University,Al Miksis,IL
3496,Western Kentucky University,Dee Gibson,KY
3497,Western Kentucky University,John Oldham,KY
3498,Western Kentucky University,Charlie Parsley,KY
3499,Western Kentucky University,Don Ray,KY
3500,Western Kentucky University,Odie Spears,KY
3501,Western Kentucky University,Blackie Towery,KY
3502,Western Kentucky University,Bob Lavoy,KY
3503,Western Kentucky University,Gene Rhodes,KY
3504,Western Kentucky University,Dan King,KY
3505,Western Kentucky University,Tom Marshall,KY
3506,Western Kentucky University,Art Spoelstra,KY
3507,Western Kentucky University,Jack Turner,KY
3508,Western Kentucky University,Forest Able,KY
3509,Western Kentucky University,Chuck Osborne,KY
3510,Western Kentucky University,Clem Haskins,KY
3511,Western Kentucky University,Greg Smith,KY
3512,Western Kentucky University,Clarence Glover,KY
3513,Western Kentucky University,Jim McDaniels,KY
3514,Western Kentucky University,Tellis Frank,KY
3515,Western Kentucky University,Kannard Johnson,KY
3516,Western Kentucky University,Darnell Mee,KY
3517,Western Kentucky University,Chris Robinson,KY
3518,Western Kentucky University,Courtney Lee,KY
3519,Western Kentucky University,Jeremy Evans,KY
3520,Western Michigan University,Don Boven,MI
3521,Western Michigan University,Dillard Crocker,MI
3522,Western Michigan University,Paul Griffin,MI
3523,Western Michigan University,Walker Russell,MI
3524,Western Michigan University,Ben Handlogten,MI
3525,Western Michigan University,Shayne Whittington,MI
3526,Wheaton College,Mel Peterson,MA
3527,Whitworth,Ralph Polson,
3528,Whitworth,Phil Jordon,
3529,Wichita State University,Gene Wiley,KS
3530,Wichita State University,Dave Stallworth,KS
3531,Wichita State University,Nate Bowman,KS
3532,Wichita State University,Cliff Levingston,KS
3533,Wichita State University,Antoine Carr,KS
3534,Wichita State University,Xavier McDaniel,KS
3535,Wichita State University,Gal Mekel,KS
3536,Wichita State University,Toure' Murry,KS
3537,Wichita State University,Cleanthony Early,KS
3538,Wichita State University,Ron Baker,KS
3539,Wichita State University,Fred VanVleet,KS
3540,Wilberforce University,Al Jackson,OH
3541,William Paterson University,Clinton Wheeler,NJ
3542,William Paterson University,Horace Jenkins,NJ
3543,Wingate University,Junior Harrington,NC
3544,Winston-Salem State University,Cleo Hill,NC
3545,Winston-Salem State University,Earl Monroe*,NC
3546,Winston-Salem State University,Jim Reid,NC
3547,Winston-Salem State University,Earl Williams,NC
3548,Winston-Salem State University,Carlos Terry,NC
3549,Wofford College,Jim Neal,SC
3550,Wright State University,Bill Edwards,OH
3551,Wright State University,Vitaly Potapenko,OH
3552,Xavier University,Mal McMullen,OH
3553,Xavier University,Dave Piontek,OH
3554,Xavier University,Bob Quick,OH
3555,Xavier University,Luther Rackley,OH
3556,Xavier University,Stan Kimbrough,OH
3557,Xavier University,Tyrone Hill,OH
3558,Xavier University,Derek Strong,OH
3559,Xavier University,Aaron Williams,OH
3560,Xavier University,Brian Grant,OH
3561,Xavier University,Larry Sykes,OH
3562,Xavier University,Michael Hawkins,OH
3563,Xavier University,James Posey,OH
3564,Xavier University,Torraye Braggs,OH
3565,Xavier University,David West,OH
3566,Xavier University,Lionel Chalmers,OH
3567,Xavier University,Semaj Christon,OH
3568,Xavier University of Louisiana,Nat Clifton*,
3569,Xavier University of Louisiana,Slick Watts,
3570,Xavier University of Louisiana,Bruce Seals,
3571,Yale University,Tony Lavelli,CT
3572,Yale University,Butch Graves,CT
3573,Youngstown State University,Leo Mogus,OH
