k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
628,Jason Varitek\varitja01,0.8,2011,2011,39-39,68,250,222,32,49,10,1,11,36,21,0,67,4,3,0,3,0,0,.221,.300,.423,.723,/*2,BOS
629,Willians Astudillo\astudwi01,0.7,2018,2019,26-27,62,218,205,25,61,10,1,5,32,4,0,8,4,0,5,10,0,0,.298,.317,.429,.746,/253DH79481,MIN
630,Gerrit Cole\colege01,0.7,2013,2019,22-28,139,279,244,17,41,2,0,3,15,6,0,107,1,28,0,3,0,0,.168,.191,.213,.404,*1/H,PIT-HOU
631,Derek Fisher\fishede01,0.7,2017,2019,23-25,112,312,278,43,56,8,4,10,33,29,1,110,3,0,2,1,9,4,.201,.282,.367,.649,/*79H8D,HOU
632,Erik Gonzalez\gonzaer01,0.7,2016,2019,24-27,178,334,313,39,80,18,2,5,29,15,3,92,2,3,1,2,7,3,.256,.293,.374,.667,/46H53D97,CLE-PIT
633,Edwin Jackson\jacksed01,0.7,2011,2019,27-35,193,256,229,19,39,4,0,1,8,9,0,96,0,17,1,0,1,1,.170,.201,.201,.402,*1/H,STL-CHW-WSN-CHC-ATL-SDP-MIA-BAL-OAK-TOR
634,Michael Perez\perezmi03,0.7,2018,2019,25-26,39,126,113,15,31,10,0,1,13,9,0,34,1,1,2,0,0,0,.274,.328,.389,.717,/*2H3,TBR
635,Donovan Solano\solando01,0.7,2012,2019,24-31,386,1208,1105,102,284,42,6,9,104,67,4,204,14,13,9,25,11,3,.257,.305,.330,.636,*4H/567D,MIA-NYY-SFG
636,Brandon Woodruff\woodrbr01,0.7,2017,2019,24-26,42,55,49,5,14,3,0,1,5,3,0,16,0,3,0,1,0,0,.286,.327,.408,.735,/*1H,MIL
637,Jordan Zimmermann\zimmejo02,0.7,2011,2019,25-33,160,344,295,17,50,6,0,1,13,9,0,89,0,38,2,1,0,0,.169,.193,.200,.393,*1/H,WSN-DET
638,Lane Adams\adamsla01,0.7,2014,2018,24-28,117,154,137,30,36,5,1,7,26,14,0,47,1,1,1,4,11,0,.263,.333,.467,.800,/*H789D,KCR-ATL
639,Efren Navarro\navaref01,0.7,2011,2018,25-32,157,355,323,36,78,16,2,3,22,29,4,70,0,3,0,7,2,6,.241,.304,.331,.635,/*37H9D,LAA-DET-CHC
640,Henderson Alvarez III\alvarhe01,0.7,2011,2017,21-27,54,115,100,5,22,4,0,1,9,1,0,36,0,12,2,0,0,0,.220,.223,.290,.513,/*1,TOR-MIA-PHI
641,Shawn O'Malley\omallsh01,0.7,2014,2016,26-28,124,305,268,37,62,10,2,3,25,30,0,81,3,3,1,4,11,2,.231,.315,.317,.632,/6H79845D,LAA-SEA
642,Doug Bernier\bernido01,0.7,2013,2015,33-35,44,79,65,12,15,4,0,0,7,10,1,20,2,2,0,1,2,1,.231,.351,.292,.643,/*6H54D,MIN
643,Joey Butler\butlejo04,0.7,2013,2015,27-29,102,297,274,33,75,14,0,8,31,20,0,91,3,0,0,16,5,2,.274,.330,.412,.742,/D7H9,TEX-STL-TBR
644,Daric Barton\bartoda02,0.7,2011,2014,25-28,180,600,510,57,110,23,0,4,48,79,3,111,5,0,6,8,3,1,.216,.323,.284,.608,*3/H,OAK
645,Roger Bernadina\bernaro01,0.7,2011,2014,27-30,385,928,829,96,193,36,4,17,72,76,5,200,14,8,1,15,38,7,.233,.308,.347,.655,7H8/93,WSN-PHI-LAD-CIN
646,Ryan Ludwick\ludwiry01,0.7,2011,2014,32-35,414,1570,1398,144,350,76,1,50,212,134,8,344,13,4,13,31,1,4,.250,.319,.413,.732,*7/H9D,SDP-PIT-CIN
647,Josh Satin\satinjo01,0.7,2011,2014,26-29,116,292,251,28,61,18,0,3,22,37,2,82,3,0,1,7,1,1,.243,.346,.351,.696,/*H35D,NYM
648,Dayan Viciedo\vicieda01,0.7,2011,2014,22-25,445,1692,1571,183,393,66,7,61,198,93,3,363,16,0,12,52,1,3,.250,.297,.418,.714,*79/DH3,CHW
649,Rick Ankiel\ankieri01,0.7,2011,2013,31-33,235,722,666,74,151,37,3,21,70,49,4,215,2,4,1,11,11,7,.227,.281,.386,.667,*8/9H,WSN-NYM-HOU
650,Darnell McDonald\mcdonda02,0.7,2011,2013,32-34,146,335,298,47,71,17,1,9,38,30,0,60,2,2,3,8,3,4,.238,.309,.393,.702,/97H8D1,BOS-NYY-CHC
651,Francisco Peguero\peguefr01,0.7,2012,2013,24-25,35,46,45,10,9,1,0,1,1,1,0,9,0,0,0,2,5,0,.200,.217,.289,.506,/*7H9,SFG
652,Miguel Tejada\tejadmi01,0.7,2011,2013,37-39,144,510,478,43,122,21,0,7,46,18,6,60,4,5,5,16,5,4,.255,.285,.343,.628,/564H3D,SFG-KCR
653,Mike McCoy\mccoymi01,0.7,2011,2012,30-31,112,284,249,36,48,9,0,3,17,29,1,47,1,5,0,1,14,3,.193,.280,.265,.545,/6H5849D71,TOR
654,Dontrelle Willis\willido03,0.7,2011,2011,29-29,16,34,31,2,12,3,1,1,4,0,0,4,0,3,0,0,0,0,.387,.387,.645,1.032,/*1H,CIN
655,Victor Caratini\caratvi01,0.6,2017,2019,23-25,128,327,291,37,75,17,0,4,32,25,1,67,8,2,1,9,0,0,.258,.332,.357,.690,/2H35179,CHC
656,Charlie Culberson\culbech01,0.6,2012,2019,23-30,355,818,755,89,192,36,5,21,102,44,8,207,9,5,5,23,12,6,.254,.301,.399,.700,H/7654391,SFG-COL-LAD-ATL
657,Cole Hamels\hamelco01,0.6,2011,2019,27-35,170,408,358,16,62,6,2,2,18,9,0,149,3,37,1,6,0,3,.173,.199,.218,.417,*1/H,PHI-TEX-CHC
658,Danny Jansen\janseda01,0.6,2018,2019,23-24,80,267,233,23,48,12,0,5,22,26,0,59,5,1,2,4,0,0,.206,.297,.322,.619,/*2HD,TOR
659,Ian Kennedy\kenneia01,0.6,2011,2019,26-34,183,332,267,14,31,10,1,1,16,26,0,130,1,37,1,3,0,0,.116,.197,.172,.369,*1/H,ARI-SDP-KCR
660,Tzu-Wei Lin\lintz02,0.6,2017,2019,23-25,75,161,141,25,35,8,3,1,9,19,0,40,0,1,0,0,2,3,.248,.338,.369,.706,/64H58D,BOS
661,Tim Locastro\locasti01,0.6,2017,2019,24-26,50,99,79,21,18,4,2,0,7,9,0,15,11,0,0,0,10,0,.228,.384,.329,.713,/*H789,LAD-ARI
662,Mikie Mahtook\mahtomi01,0.6,2015,2019,25-29,291,965,884,112,208,33,9,33,97,59,1,255,14,2,6,9,14,5,.235,.292,.405,.697,78/9HD,TBR-DET
663,Chance Sisco\siscoch01,0.6,2017,2019,22-24,80,233,200,20,41,13,0,6,25,19,0,83,14,0,0,2,1,0,.205,.318,.360,.678,/*2HD3,BAL
664,Vince Velasquez\velasvi01,0.6,2015,2019,23-27,85,124,112,7,24,2,0,0,2,3,0,31,0,9,0,4,0,0,.214,.235,.232,.467,*1/H,HOU-PHI
665,Spencer Kieboom\kiebosp01,0.6,2016,2018,25-27,53,144,125,17,29,5,0,2,13,17,0,28,1,0,1,2,0,0,.232,.326,.320,.646,/*2H35,WSN
666,Carlos Perez\perezca02,0.6,2015,2018,24-27,212,670,618,47,133,31,0,11,58,34,0,125,2,12,4,17,4,0,.215,.257,.319,.576,*2/H3D,LAA-ATL-TEX
667,Dalton Pompey\pompeda01,0.6,2014,2018,21-25,64,159,145,25,32,9,2,3,10,12,0,42,2,0,0,1,8,2,.221,.289,.372,.662,/8H7D,TOR
668,Mike Aviles\avilemi01,0.6,2011,2017,30-36,667,2218,2046,239,499,93,5,41,215,99,2,291,13,36,24,61,55,23,.244,.280,.354,.634,654/H79D83,KCR-BOS-CLE-DET-MIA
669,Adonis Garcia\garciad01,0.6,2015,2017,30-32,244,944,896,104,239,45,0,29,110,36,4,151,8,0,3,36,7,2,.267,.300,.414,.714,*5/H7D,ATL
670,Daniel Robertson\roberda09,0.6,2014,2017,28-31,148,386,351,43,92,16,2,1,36,27,2,41,0,7,1,12,6,6,.262,.314,.328,.642,/79H8D4,TEX-LAA-SEA-CLE
671,Matt Dominguez\dominma01,0.6,2011,2016,21-26,362,1369,1272,123,294,48,2,42,152,66,4,249,13,4,14,46,0,2,.231,.273,.371,.644,*5/DH3,FLA-HOU-TOR
672,Mike Baxter\baxtemi01,0.6,2011,2015,26-30,223,480,409,52,94,23,4,4,27,55,5,98,13,0,3,6,10,5,.230,.338,.335,.672,H/973D8,NYM-LAD-CHC
673,Elian Herrera\herreel01,0.6,2012,2015,27-30,223,639,586,69,148,35,2,8,55,44,2,160,2,4,3,10,11,4,.253,.306,.360,.666,/5H47968,LAD-MIL
674,Tim Hudson\hudsoti01,0.6,2011,2015,35-39,128,299,253,13,35,7,0,3,15,13,0,83,2,29,2,6,0,0,.138,.185,.202,.387,*1/H,ATL-SFG
675,Reed Johnson\johnsre02,0.6,2011,2015,34-38,434,915,847,100,233,59,5,11,87,25,2,199,32,5,6,16,4,4,.275,.319,.396,.714,*H79/8D,CHC-ATL-MIA-WSN
676,Miguel Olivo\olivomi01,0.6,2011,2014,32-35,258,935,889,90,197,35,2,35,102,33,2,260,1,2,10,18,9,11,.222,.248,.384,.631,*2/HD3,SEA-MIA-LAD
677,Matt Carson\carsoma01,0.6,2012,2013,30-31,46,82,77,8,22,1,0,1,7,3,0,22,1,0,1,0,3,0,.286,.317,.338,.655,/*97HD,MIN-CLE
678,Derek Lowe\lowede01,0.6,2011,2013,38-40,37,69,56,4,11,4,0,1,7,4,0,18,0,9,0,0,0,0,.196,.250,.321,.571,/*1,ATL-NYY-CLE-TEX
679,Brett Pill\pillbr01,0.6,2011,2013,26-28,111,259,240,28,56,10,2,9,32,13,1,44,3,1,2,12,1,1,.233,.279,.404,.683,/3H75,SFG
680,Derrick Robinson\robinde02,0.6,2013,2013,25-25,102,216,192,21,49,7,3,0,8,18,0,44,1,5,0,0,4,5,.255,.322,.323,.645,/*7H89,CIN
681,Aaron Rowand\rowanaa01,0.6,2011,2011,33-33,108,351,331,34,77,22,2,4,21,10,1,84,9,0,1,6,2,3,.233,.274,.347,.621,/*87H9D,SFG
682,Tyler Austin\austity01,0.5,2016,2019,24-27,162,499,451,62,104,17,1,29,81,41,0,187,2,0,5,6,2,2,.231,.295,.466,.760,/*3DH79,NYY-MIN-SFG
683,Franchy Cordero\cordefr02,0.5,2017,2019,22-24,79,273,246,36,59,9,4,10,29,24,0,106,0,2,1,1,7,3,.240,.306,.431,.737,/*87H9,SDP
684,Zach Duke\dukeza01,0.5,2011,2019,28-36,210,29,25,3,8,0,0,2,6,1,0,9,0,3,0,0,0,0,.320,.346,.560,.906,*1,ARI-WSN-CIN-MIL-CHW-STL-SEA-MIN
685,Kyle Farmer\farmeky01,0.5,2017,2019,26-28,107,183,168,12,40,8,1,5,27,9,2,45,4,0,2,3,3,1,.238,.290,.387,.677,/*H5432D,LAD-CIN
686,Brian Goodwin\goodwbr01,0.5,2016,2019,25-28,232,721,647,98,169,42,3,25,83,60,4,190,5,2,7,5,13,4,.261,.325,.451,.777,/78H9D,WSN-KCR-LAA
687,Phil Gosselin\gosseph01,0.5,2013,2019,24-30,308,629,581,75,152,30,2,7,41,37,2,121,5,3,3,6,7,4,.262,.310,.356,.666,*H/45673D9,ATL-ARI-PIT-TEX-CIN-PHI
688,Teoscar Hernandez\hernate01,0.5,2016,2019,23-26,249,905,824,114,193,49,8,38,106,72,2,279,3,0,6,22,8,9,.234,.296,.451,.748,*7/9H8D,HOU-TOR
689,Wade LeBlanc\leblawa01,0.5,2011,2019,26-34,118,65,55,4,13,1,0,0,2,1,0,13,1,8,0,1,0,0,.236,.263,.255,.518,*1,SDP-MIA-HOU-NYY-LAA-PIT-SEA
690,Oscar Mercado\mercaos01,0.5,2019,2019,24-24,23,92,83,18,23,4,0,3,8,4,0,19,3,2,0,1,2,1,.277,.333,.434,.767,/*798H,CLE
691,Amed Rosario\rosaram01,0.5,2017,2019,21-23,265,1035,975,118,246,41,16,21,97,47,5,233,5,4,4,20,37,16,.252,.289,.392,.681,*6/H,NYM
692,Christian Walker\walkech02,0.5,2014,2019,23-28,127,364,326,44,74,21,1,17,35,33,2,116,5,0,0,3,5,1,.227,.308,.454,.762,/*3HD7,BAL-ARI
693,Jorge Bonifacio\bonifjo01,0.5,2017,2018,24-25,182,692,620,86,151,31,3,21,63,64,1,189,4,1,3,11,1,2,.244,.317,.405,.722,*9/7HD8,KCR
694,Jose Briceno\bricejo01,0.5,2018,2018,25-25,46,128,117,12,28,2,0,5,10,8,0,35,2,1,0,2,0,1,.239,.299,.385,.684,/*2H3,LAA
695,Kris Medlen\medlekr01,0.5,2011,2018,25-32,81,108,89,7,13,3,0,1,6,8,0,39,0,10,1,0,1,0,.146,.214,.213,.428,*1,ATL-KCR-ARI
696,Boog Powell\powelbo02,0.5,2017,2018,24-25,59,160,141,27,37,6,1,3,12,16,0,36,0,1,2,3,1,2,.262,.333,.383,.716,/*8HD79,SEA-OAK
697,Bobby Wilson\wilsobo02,0.5,2011,2018,28-35,312,881,781,69,161,32,0,14,84,59,1,189,3,28,10,22,0,3,.206,.261,.301,.562,*2/3HD,LAA-ARI-TEX-TBR-DET-MIN
698,Ramon Cabrera\cabrera01,0.5,2015,2016,25-26,74,215,201,15,53,11,0,4,26,8,1,35,1,2,3,6,1,1,.264,.291,.378,.669,/*2H,CIN
699,Chris Parmelee\parmech01,0.5,2011,2016,23-28,311,1011,917,89,227,48,3,30,98,79,1,239,10,0,5,21,1,5,.248,.313,.405,.717,39/H78D,MIN-BAL-NYY
700,Matt Tuiasosopo\tuiasma01,0.5,2013,2016,27-30,84,194,167,26,40,7,0,7,30,25,0,58,2,0,0,3,0,0,.240,.345,.407,.753,/*7H3D5,DET-ATL
701,Jeff Bianchi\biancje01,0.5,2012,2015,25-28,165,404,377,34,81,11,1,4,40,18,0,76,1,4,4,6,4,4,.215,.250,.281,.531,/5H647,MIL-BOS
702,Chad Billingsley\billich01,0.5,2011,2015,26-30,62,132,114,7,18,4,0,2,7,4,0,49,0,13,1,1,0,0,.158,.185,.246,.430,/*1,LAD-PHI
703,Brent Morel\morelbr01,0.5,2011,2015,24-28,199,647,597,63,135,23,1,10,52,36,1,115,3,10,1,13,10,6,.226,.273,.318,.591,*5/H3,CHW-PIT
704,Jason Pridie\pridija01,0.5,2011,2015,27-31,122,270,241,30,53,12,3,5,24,25,2,72,0,3,1,2,7,1,.220,.292,.357,.649,/8H97D,NYM-PHI-BAL-COL-OAK
705,Bobby Abreu\abreubo01,0.5,2011,2014,37-40,320,997,854,95,213,50,2,12,98,135,8,190,1,1,6,18,28,7,.249,.350,.355,.705,D/H79,LAA-LAD-NYM
706,Tony Gwynn\gwynnto02,0.5,2011,2014,28-31,319,744,676,80,156,22,11,2,42,54,4,136,2,10,2,8,38,12,.231,.289,.305,.594,*7H/89,LAD-PHI
707,Scott Hairston\hairssc01,0.5,2011,2014,31-34,359,804,743,96,176,42,4,38,115,43,2,187,7,1,10,17,11,3,.237,.281,.458,.739,*H7/98D4,NYM-WSN-CHC
708,Corky Miller\milleco01,0.5,2013,2013,37-37,17,41,35,2,9,5,0,0,8,5,0,6,1,0,0,1,0,0,.257,.366,.400,.766,/*2H,CIN
709,Mike Fontenot\fontemi01,0.5,2011,2012,31-32,132,357,317,35,78,17,3,5,26,32,5,71,2,2,4,5,5,2,.246,.315,.366,.681,/H465D,SFG-PHI
710,Kosuke Fukudome\fukudko01,0.5,2011,2012,34-35,170,654,571,61,146,28,3,8,39,69,4,119,4,6,4,8,4,7,.256,.338,.357,.695,*9/H87D,CHC-CLE-CHW
711,Jeremy Hermida\hermije01,0.5,2011,2012,27-28,43,93,82,7,17,3,2,2,11,10,1,33,1,0,0,0,1,0,.207,.301,.366,.667,/H97,SDP-CIN
712,Aaron Miles\milesaa01,0.5,2011,2011,34-34,136,490,454,49,125,17,3,3,45,25,1,49,3,3,5,11,4,3,.275,.314,.346,.660,/*45H6,LAD
713,Jim Adduci\adducji02,0.4,2013,2019,28-34,151,431,396,48,92,18,4,5,39,29,0,111,0,3,3,5,7,2,.232,.283,.336,.619,/3H97D,TEX-DET-CHC
714,Luis Arraez\arraelu01,0.4,2019,2019,22-22,10,30,24,6,9,2,0,1,3,5,0,1,0,0,1,0,1,0,.375,.467,.583,1.050,/*46DH5,MIN
715,Cavan Biggio\biggica01,0.4,2019,2019,24-24,15,57,45,9,8,0,0,3,5,12,0,15,0,0,0,0,2,0,.178,.351,.378,.729,/*439HD,TOR
716,Ty Blach\blachty01,0.4,2016,2019,25-28,90,92,78,6,13,2,0,1,7,6,0,37,0,7,1,2,0,0,.167,.224,.231,.454,/*1H,SFG
717,Zack Britton\brittza01,0.4,2011,2019,23-31,21,8,8,3,5,1,0,1,2,0,0,1,0,0,0,0,0,0,.625,.625,1.125,1.750,*1,BAL-NYY
718,Thairo Estrada\estrath01,0.4,2019,2019,23-23,25,54,50,10,14,3,0,3,11,3,0,14,0,1,0,1,2,0,.280,.321,.520,.841,/4H679D,NYY
719,Dustin Garneau\garnedu01,0.4,2015,2019,27-31,95,302,268,27,53,18,0,5,25,28,2,76,4,1,1,7,0,0,.198,.282,.321,.603,/*2H,COL-OAK-CHW-LAA
720,J.A. Happ\happja01,0.4,2011,2019,28-36,85,147,120,11,16,1,0,1,5,8,0,57,0,19,0,1,0,0,.133,.188,.167,.354,*1/H,HOU-TOR-PIT-SEA-NYY
721,Keston Hiura\hiurake01,0.4,2019,2019,22-22,17,69,64,8,18,1,0,5,9,3,0,23,2,0,0,0,1,0,.281,.333,.531,.865,/*4,MIL
722,Dawel Lugo\lugoda01,0.4,2018,2019,23-24,48,169,159,15,35,4,4,2,15,8,0,32,1,0,1,4,0,0,.220,.260,.333,.594,/*45HD,DET
723,Luis Perdomo\perdolu02,0.4,2016,2019,23-26,80,106,93,4,13,2,4,0,5,2,0,38,1,9,1,1,0,0,.140,.165,.247,.412,/*1H,SDP
724,Chris Rusin\rusinch01,0.4,2012,2019,25-32,178,131,122,9,24,0,2,1,9,0,0,26,0,9,0,0,0,0,.197,.197,.254,.451,*1/H,CHC-COL
725,Craig Stammen\stammcr01,0.4,2011,2019,27-35,317,32,26,3,6,2,0,0,0,3,0,12,0,3,0,1,0,0,.231,.310,.308,.618,*1,WSN-SDP
726,Christin Stewart\stewach02,0.4,2018,2019,24-25,64,266,229,23,57,14,2,7,32,31,2,58,2,0,4,2,0,1,.249,.338,.419,.758,/*7DH,DET
727,Myles Straw\strawmy01,0.4,2018,2019,23-24,19,38,33,11,9,0,1,1,2,5,0,6,0,0,0,1,5,1,.273,.368,.424,.793,/9H867,HOU
728,Zack Wheeler\wheelza01,0.4,2013,2019,23-29,105,217,193,11,30,7,0,1,12,3,0,80,0,20,1,1,0,0,.155,.168,.207,.375,*1/H,NYM
729,Patrick Wisdom\wisdopa01,0.4,2018,2019,26-27,41,86,76,12,17,2,0,4,11,7,0,34,2,1,0,1,2,1,.224,.306,.408,.714,/H53,STL-TEX
730,Austin Wynns\wynnsau01,0.4,2018,2019,27-28,57,165,153,19,38,3,0,4,14,8,0,32,0,4,0,8,0,0,.248,.286,.346,.632,/*2HD,BAL
731,Kolby Allard\allarko01,0.4,2018,2018,20-20,3,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,/*1,ATL
732,Tony Cingrani\cingrto01,0.4,2012,2018,22-28,206,61,52,6,10,1,0,0,2,1,0,16,0,8,0,0,1,0,.192,.208,.212,.419,*1/H,CIN-LAD
733,Matt Davidson\davidma02,0.4,2013,2018,22-27,273,1028,926,103,209,45,1,49,143,81,1,355,13,0,8,21,0,2,.226,.295,.435,.730,D/53H1,ARI-CHW
734,Bruce Maxwell\maxwebr01,0.4,2016,2018,25-27,127,412,366,34,88,22,1,5,42,41,0,100,0,1,4,15,0,0,.240,.314,.347,.661,*2/HD,OAK
735,Reese McGuire\mcguire01,0.4,2018,2018,23-23,14,33,31,5,9,3,0,2,4,2,0,9,0,0,0,0,1,0,.290,.333,.581,.914,/*2H,TOR
736,Andrew Susac\susacan01,0.4,2014,2018,24-28,113,300,276,31,61,17,2,7,35,23,0,94,1,0,0,2,0,0,.221,.283,.373,.657,/*2H,SFG-MIL-BAL
737,Taijuan Walker\walketa01,0.4,2013,2018,20-25,32,68,65,6,13,2,0,1,6,1,0,25,0,2,0,2,0,0,.200,.212,.277,.489,/*1,SEA-ARI
738,Matt Cain\cainma01,0.4,2011,2017,26-32,167,338,294,14,38,6,0,3,22,9,0,144,1,32,2,1,0,0,.129,.157,.180,.337,*1/H,SFG
739,Darrell Ceciliani\cecilda01,0.4,2015,2017,25-27,55,109,100,9,19,5,0,2,7,5,0,39,3,0,0,0,5,1,.190,.250,.300,.550,/7H89D,NYM-TOR
740,Taylor Jungmann\jungmta01,0.4,2015,2017,25-27,30,52,45,3,11,2,0,0,0,1,0,16,0,6,0,0,0,0,.244,.261,.289,.550,/*1,MIL
741,Mat Latos\latosma01,0.4,2011,2017,23-29,136,295,254,12,36,4,0,3,12,6,0,110,2,32,1,4,0,0,.142,.167,.193,.360,*1,SDP-CIN-MIA-LAD-LAA-WSN-CHW-TOR
742,Ricky Nolasco\nolasri01,0.4,2011,2017,28-34,99,222,175,12,20,7,0,0,10,17,0,81,1,29,0,3,0,0,.114,.197,.154,.351,*1,FLA-MIA-LAD-MIN-LAA
743,Alex Presley\preslal01,0.4,2011,2017,25-31,431,1478,1378,155,363,49,19,29,111,80,2,274,6,9,4,19,29,17,.263,.306,.390,.696,7/98HD,PIT-MIN-HOU-MIL-DET
744,Dae-ho Lee\leeda02,0.4,2016,2016,34-34,104,317,292,33,74,9,0,14,49,20,2,74,5,0,0,8,0,0,.253,.312,.428,.740,/*3HD,SEA
745,Carlos Corporan\corpoca01,0.4,2011,2015,27-31,231,779,700,62,152,25,1,20,78,44,5,205,19,8,8,14,0,1,.217,.279,.341,.620,*2/HD3,HOU-TEX
746,Dan Haren\harenda01,0.4,2011,2015,30-34,93,191,157,8,25,5,0,0,13,9,0,56,1,23,1,3,0,0,.159,.208,.191,.399,*1/H,LAA-WSN-LAD-MIA-CHC
747,Slade Heathcott\heathsl01,0.4,2015,2015,24-24,17,30,25,6,10,2,0,2,8,2,0,5,0,0,1,0,0,1,.400,.429,.720,1.149,/*98H,NYY
