k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
1160,Tim Mayza\mayzati01,0.0,2017,2019,25-27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TOR
1161,Kevin McCarthy\mccarke01,0.0,2016,2019,24-27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,KCR
1162,Jake McGee\mcgeeja01,0.0,2011,2019,24-32,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TBR-COL
1163,Kyle McGowin\mcgowky01,0.0,2018,2019,26-27,8,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.200,.200,.200,.400,/*1,WSN
1164,Alex McRae\mcraeal01,0.0,2018,2019,25-26,6,6,5,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,.200,.200,.200,.400,/*1,PIT
1165,Miles Mikolas\mikolmi01,0.0,2012,2019,23-30,73,101,90,4,11,1,0,2,8,2,0,44,0,8,1,0,0,0,.122,.140,.200,.340,/*1H,SDP-TEX-STL
1166,Juan Minaya\minayju01,0.0,2016,2019,25-28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,CHW
1167,A.J. Minter\minteaj01,0.0,2017,2019,23-25,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL
1168,Mike Morin\morinmi01,0.0,2014,2019,23-28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,LAA-KCR-SEA-MIN
1169,Josh Naylor\naylojo01,0.0,2019,2019,22-22,18,55,55,7,13,3,0,2,12,0,0,15,0,0,0,0,1,0,.236,.236,.400,.636,/H79D,SDP
1170,Pat Neshek\neshepa01,0.0,2011,2019,30-38,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SDP-OAK-STL-HOU-PHI-COL
1171,Dovydas Neverauskas\neverdo01,0.0,2017,2019,24-26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PIT
1172,Jake Newberry\newbeja01,0.0,2018,2019,23-24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,KCR
1173,Scott Oberg\obergsc01,0.0,2015,2019,25-29,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,COL
1174,Tyler Olson\olsonty01,0.0,2015,2019,25-29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SEA-NYY-CLE
1175,Roberto Osuna\osunaro01,0.0,2015,2019,20-24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TOR-HOU
1176,Adam Ottavino\ottavad01,0.0,2012,2019,26-33,340,21,18,1,2,0,0,0,0,0,0,12,0,3,0,0,0,0,.111,.111,.111,.222,*1,COL-NYY
1177,Thomas Pannone\pannoth01,0.0,2018,2019,24-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TOR
1178,Blake Parker\parkebl01,0.0,2012,2019,27-34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,CHC-SEA-NYY-LAA-MIN
1179,Brad Peacock\peacobr01,0.0,2011,2019,23-31,29,19,17,1,2,1,0,0,2,1,0,11,0,1,0,0,0,0,.118,.167,.176,.343,*1,WSN-HOU
1180,Cionel Perez\perezci01,0.0,2018,2019,22-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,HOU
1181,Dillon Peters\peterdi01,0.0,2017,2019,24-26,17,20,16,2,1,0,0,0,0,1,0,10,0,3,0,0,0,0,.063,.118,.063,.180,/*1,MIA-LAA
1182,Evan Phillips\phillev01,0.0,2018,2019,23-24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL-BAL
1183,Adam Plutko\plutkad01,0.0,2016,2019,24-27,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,/*1,CLE
1184,Daniel Ponce de Leon\ponceda01,0.0,2018,2019,26-27,11,11,10,0,1,0,1,0,1,0,0,4,0,1,0,0,0,0,.100,.100,.300,.400,/*1H,STL
1185,Bobby Poyner\poynebo01,0.0,2018,2019,25-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,BOS
1186,Ryan Pressly\pressry01,0.0,2013,2019,24-30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,MIN-HOU
1187,Austin Pruitt\pruitau01,0.0,2017,2019,27-29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1H,TBR
1188,Cal Quantrill\quantca01,0.0,2019,2019,24-24,4,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,/*1,SDP
1189,Jose Quijada\quijajo01,0.0,2019,2019,23-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIA
1190,Tanner Rainey\raineta01,0.0,2018,2019,25-26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CIN-WSN
1191,Nick Ramirez\ramirni01,0.0,2019,2019,29-29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,DET
1192,Noe Ramirez\ramirno01,0.0,2015,2019,25-29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,BOS-LAA
1193,Edubray Ramos\ramosed02,0.0,2016,2019,23-26,155,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.500,.000,.500,*1,PHI
1194,Robbie Ray\rayro02,0.0,2014,2019,22-27,112,229,201,10,31,6,0,1,8,4,0,98,0,23,1,1,0,0,.154,.170,.199,.369,*1/H,DET-ARI
1195,Zac Reininger\reiniza01,0.0,2017,2019,24-26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,DET
1196,Trevor Richards\richatr01,0.0,2018,2019,25-26,34,60,51,2,3,0,0,0,2,3,0,30,0,6,0,0,0,0,.059,.111,.059,.170,/*1,MIA
1197,David Robertson\roberda08,0.0,2011,2019,26-34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,NYY-CHW-PHI
1198,Fernando Rodney\rodnefe01,0.0,2011,2019,34-42,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,LAA-TBR-SEA-CHC-SDP-MIA-ARI-OAK-MIN
1199,Jefry Rodriguez\rodrije01,0.0,2018,2019,24-25,22,18,16,2,3,1,0,0,1,0,0,8,0,2,0,0,0,0,.188,.188,.250,.438,/*1,WSN-CLE
1200,Taylor Rogers\rogerta01,0.0,2016,2019,25-28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,MIN
