,Player,Year,Tm,AV,percentile_av,state
532,Mike Williams,2011,TAM,6.0,79,NM
533,Mike Williams,2011,TAM,6.0,79,TX
534,Mike Williams,2011,TAM,6.0,79,IL
535,Mike Williams,2011,TAM,6.0,79,NY
536,Mike Williams,2011,TAM,6.0,79,SC
537,Mike Williams,2011,TAM,6.0,79,AL
538,Mike Williams,2011,TAM,6.0,79,LA
539,Josh Wilson,2011,WAS,6.0,79,MD
540,Kellen Winslow,2011,TAM,6.0,79,MO
541,Kellen Winslow,2011,TAM,6.0,79,FL
542,Jeremy Zuttah,2011,TAM,6.0,79,NJ
543,Branden Albert,2011,KAN,5.0,73,VA
544,Nate Allen,2011,PHI,5.0,73,FL
545,Nate Allen,2011,PHI,5.0,73,TX
546,Jon Asamoah,2011,KAN,5.0,73,IL
547,Miles Austin,2011,DAL,5.0,73,NJ
548,Dave Ball,2011,TEN,5.0,73,CA
549,Jake Ballard,2011,NYG,5.0,73,OH
550,Ronde Barber,2011,TAM,5.0,73,VA
551,Connor Barth,2011,TAM,5.0,73,NC
552,Davone Bess,2011,MIA,5.0,73,HI
553,Jahvid Best,2011,DET,5.0,73,CA
554,Rob Bironas,2011,TEN,5.0,73,GA
555,LeGarrette Blount,2011,TAM,5.0,73,OR
556,Kevin Boothe,2011,NYG,5.0,73,IA
557,Tyvon Branch,2011,OAK,5.0,73,CT
558,Steve Breaston,2011,KAN,5.0,73,MI
559,Desmond Bryant,2011,OAK,5.0,73,MA
560,Morgan Burnett,2011,GNB,5.0,73,GA
561,Plaxico Burress,2011,NYJ,5.0,73,MI
562,Jairus Byrd,2011,BUF,5.0,73,OR
563,Antoine Cason,2011,SDG,5.0,73,AZ
564,Adrian Clayborn,2011,TAM,5.0,73,IA
565,Chad Clifton,2011,GNB,5.0,73,TN
566,Vontae Davis,2011,MIA,5.0,73,IL
567,Louis Delmas,2011,DET,5.0,73,MI
568,Mike DeVito,2011,NYJ,5.0,73,ME
569,Ed Dickson,2011,BAL,5.0,73,OR
570,Early Doucet,2011,ARI,5.0,73,LA
571,Harry Douglas,2011,ATL,5.0,73,KY
572,Donald Driver,2011,GNB,5.0,73,MS
573,Drayton Florence,2011,BUF,5.0,73,TN
574,Mason Foster,2011,TAM,5.0,73,WA
575,Scott Fujita,2011,CLE,5.0,73,CA
576,Robert Gallery,2011,SEA,5.0,73,IA
577,Chris Gamble,2011,CAR,5.0,73,OH
578,Antonio Garay,2011,SDG,5.0,73,MA
579,Toby Gerhart,2011,MIN,5.0,73,CA
580,Ted Ginn,2011,SFO,5.0,73,OH
581,Josh Gordy,2011,STL,5.0,73,MI
582,Tyronne Green,2011,SDG,5.0,73,AL
583,Jermaine Gresham,2011,CIN,5.0,73,OK
584,Brent Grimes,2011,ATL,5.0,73,PA
585,Chris Hairston,2011,BUF,5.0,73,SC
586,Leon Hall,2011,CIN,5.0,73,MI
587,Greg Hardy,2011,CAR,5.0,73,MS
588,Brian Hartline,2011,MIA,5.0,73,OH
589,Jason Hatcher,2011,DAL,5.0,73,LA
590,Devery Henderson,2011,NOR,5.0,73,LA
591,E.J. Henderson,2011,MIN,5.0,73,MD
592,Santonio Holmes,2011,NYJ,5.0,73,OH
593,Kendall Hunter,2011,SFO,5.0,73,OK
594,Kareem Jackson,2011,HOU,5.0,73,AL
595,Brandon Jacobs,2011,NYG,5.0,73,IL
596,Quentin Jammer,2011,SDG,5.0,73,TX
597,Sebastian Janikowski,2011,OAK,5.0,73,FL
598,Charles Johnson,2011,CAR,5.0,73,GA
599,Charles Johnson,2011,CAR,5.0,73,MD
600,Charles Johnson,2011,CAR,5.0,73,CO
601,Charles Johnson,2011,CAR,5.0,73,MI
602,Charles Johnson,2011,CAR,5.0,73,LA
603,Spencer Johnson,2011,BUF,5.0,73,AL
604,Reshad Jones,2011,MIA,5.0,73,GA
605,Brandon Keith,2011,ARI,5.0,73,IA
606,Chris Kelsay,2011,BUF,5.0,73,NE
607,Justin King,2011,STL,5.0,73,PA
608,Kevin Kolb,2011,ARI,5.0,73,TX
609,Travis LaBoy,2011,SDG,5.0,73,UT
610,Shane Lechler,2011,OAK,5.0,73,TX
611,Doug Legursky,2011,PIT,5.0,73,PA
612,Jim Leonhard,2011,NYJ,5.0,73,WI
613,Ryan Lilja,2011,KAN,5.0,73,KA
614,Greg Little,2011,CLE,5.0,73,NC
615,Corey Liuget,2011,SDG,5.0,73,IL
616,Brandon Lloyd,2011,2TM,5.0,73,IL
617,Lance Louis,2011,CHI,5.0,73,CA
618,Danieal Manning,2011,HOU,5.0,73,TX
619,Sen'Derrick Marks,2011,TEN,5.0,73,AL
620,Richard Marshall,2011,ARI,5.0,73,CA
621,Sherrod Martin,2011,CAR,5.0,73,AL
622,Colin McCarthy,2011,TEN,5.0,73,FL
623,Devin McCourty,2011,NWE,5.0,73,NJ
624,Colt McCoy,2011,CLE,5.0,73,TX
625,Darren McFadden,2011,OAK,5.0,73,AR
626,Marcus McNeill,2011,SDG,5.0,73,AL
627,Brad Meester,2011,JAX,5.0,73,IA
628,Heath Miller,2011,PIT,5.0,73,VA
629,Koa Misi,2011,MIA,5.0,73,UT
630,Fili Moala,2011,IND,5.0,73,SC
631,Eugene Monroe,2011,JAX,5.0,73,VA
632,Denarius Moore,2011,OAK,5.0,73,TN
633,William Moore,2011,ATL,5.0,73,MO
634,Derrick Morgan,2011,TEN,5.0,73,GA
635,Legedu Naanee,2011,CAR,5.0,73,ID
636,David Nelson,2011,BUF,5.0,73,FL
637,David Nelson,2011,BUF,5.0,73,OH
638,Uche Nwaneri,2011,JAX,5.0,73,IN
639,Jared Odrick,2011,MIA,5.0,73,PA
640,Russell Okung,2011,SEA,5.0,73,OK
641,Greg Olsen,2011,CAR,5.0,73,FL
642,Charlie Peprah,2011,GNB,5.0,73,AL
643,Kenny Phillips,2011,NYG,5.0,73,FL
644,Shaun Phillips,2011,SDG,5.0,73,IN
645,Christian Ponder,2011,MIN,5.0,73,FL
646,Tracy Porter,2011,NOR,5.0,73,IN
647,Tracy Porter,2011,NOR,5.0,73,LA
648,Jerraud Powers,2011,IND,5.0,73,AL
649,Garrett Reynolds,2011,ATL,5.0,73,NC
650,Barry Richardson,2011,KAN,5.0,73,SC
651,Antrel Rolle,2011,NYG,5.0,73,FL
652,Matt Roth,2011,JAX,5.0,73,IA
653,Stanford Routt,2011,OAK,5.0,73,TX
654,Barrett Ruud,2011,TEN,5.0,73,NE
655,Jamarca Sanford,2011,MIN,5.0,73,MS
656,Josh Scobee,2011,JAX,5.0,73,LA
657,Richard Sherman,2011,SEA,5.0,73,CA
658,Eric Smith,2011,NYJ,5.0,73,MI
659,Eric Smith,2011,NYJ,5.0,73,TX
660,Eric Smith,2011,NYJ,5.0,73,LA
661,Chris Spencer,2011,CHI,5.0,73,MS
662,Marcus Thomas,2011,DEN,5.0,73,FL
663,Marcus Thomas,2011,DEN,5.0,73,TX
664,Matt Toeaina,2011,CHI,5.0,73,OR
665,Justin Tuck,2011,NYG,5.0,73,IN
666,Guy Whimper,2011,JAX,5.0,73,NC
667,Casey Wiegmann,2011,KAN,5.0,73,IA
668,Dan Williams,2011,ARI,5.0,73,TN
669,Dan Williams,2011,ARI,5.0,73,TN
670,Kevin Williams,2011,MIN,5.0,73,OK
671,Kevin Williams,2011,MIN,5.0,73,CA
672,Kevin Williams,2011,MIN,5.0,73,IA
673,Kevin Williams,2011,MIN,5.0,73,SC
674,Kevin Williams,2011,MIN,5.0,73,OK
675,Kevin Williams,2011,MIN,5.0,73,FL
676,Tramon Williams,2011,GNB,5.0,73,LA
677,Trent Williams,2011,WAS,5.0,73,OK
678,Eric Wood,2011,BUF,5.0,73,KY
679,Danny Woodhead,2011,NWE,5.0,73,NE
680,Jason Worilds,2011,PIT,5.0,73,VA
681,Major Wright,2011,CHI,5.0,73,FL
682,Titus Young,2011,DET,5.0,73,ID
683,David Akers,2011,SFO,4.0,66,KY
684,Russell Allen,2011,JAX,4.0,66,CA
685,Devin Aromashodu,2011,MIN,4.0,66,AL
686,O.J. Atogwe,2011,WAS,4.0,66,CA
687,Remi Ayodele,2011,MIN,4.0,66,OK
688,Dan Bailey,2011,DAL,4.0,66,OK
689,Sam Baker,2011,ATL,4.0,66,OR
690,Sam Baker,2011,ATL,4.0,66,SC
691,Michael Bennett,2011,TAM,4.0,66,WI
692,Michael Bennett,2011,TAM,4.0,66,TX
693,Michael Bennett,2011,TAM,4.0,66,OH
694,Joe Berger,2011,MIN,4.0,66,MI
695,Quincy Black,2011,TAM,4.0,66,NM
696,Charles Brown,2011,NOR,4.0,66,TX
697,Charles Brown,2011,NOR,4.0,66,SC
698,Donald Brown,2011,IND,4.0,66,CT
699,Donald Brown,2011,IND,4.0,66,OK
700,Jason Brown,2011,STL,4.0,66,NC
701,Matt Bryant,2011,ATL,4.0,66,TX
702,David Caldwell,2011,IND,4.0,66,VA
703,David Caldwell,2011,IND,4.0,66,TX
704,Jason Campbell,2011,OAK,4.0,66,AL
705,James Carpenter,2011,SEA,4.0,66,AL
706,Quinton Carter,2011,DEN,4.0,66,OK
707,Anthony Castonzo,2011,IND,4.0,66,MA
708,Austin Collie,2011,IND,4.0,66,UT
709,Dan Connor,2011,CAR,4.0,66,PA
710,Chris Conte,2011,CHI,4.0,66,CA
711,Josh Cribbs,2011,CLE,4.0,66,OH
712,Harvey Dahl,2011,STL,4.0,66,NV
713,Phil Dawson,2011,CLE,4.0,66,TX
714,Kris Dielman,2011,SDG,4.0,66,IN
715,Ryan Diem,2011,IND,4.0,66,IL
716,Evan Dietrich-Smith,2011,GNB,4.0,66,ID
717,Reed Doughty,2011,WAS,4.0,66,CO
718,Leger Douzable,2011,JAX,4.0,66,FL
719,Nick Eason,2011,ARI,4.0,66,SC
720,Shaun Ellis,2011,NWE,4.0,66,TN
721,Anthony Fasano,2011,MIA,4.0,66,IN
722,Brandon Fields,2011,MIA,4.0,66,MI
723,Larry Foote,2011,PIT,4.0,66,MI
724,Aubrayo Franklin,2011,NOR,4.0,66,TN
725,Blaine Gabbert,2011,JAX,4.0,66,MO
726,Breno Giacomini,2011,SEA,4.0,66,KY
727,Matt Giordano,2011,OAK,4.0,66,CA
728,Charles Godfrey,2011,CAR,4.0,66,IA
729,Robbie Gould,2011,CHI,4.0,66,PA
730,Corey Graham,2011,CHI,4.0,66,NH
731,Deon Grant,2011,NYG,4.0,66,TN
732,Steve Gregory,2011,SDG,4.0,66,NY
733,Cedric Griffin,2011,MIN,4.0,66,TX
734,Lavelle Hawkins,2011,TEN,4.0,66,CA
735,Geno Hayes,2011,TAM,4.0,66,FL
736,Erin Henderson,2011,MIN,4.0,66,MD
737,Alex Henery,2011,PHI,4.0,66,NE
738,Peyton Hillis,2011,CLE,4.0,66,AR
739,Michael Huff,2011,OAK,4.0,66,TX
740,Maurice Hurt,2011,WAS,4.0,66,FL
741,James Ihedigbo,2011,NWE,4.0,66,MA
742,Mark Ingram,2011,NOR,4.0,66,AL
743,Mark Ingram,2011,NOR,4.0,66,MI
744,A.J. Jefferson,2011,ARI,4.0,66,CA
745,Michael Jenkins,2011,MIN,4.0,66,OH
746,Mike Jenkins,2011,DAL,4.0,66,FL
747,Mike Jenkins,2011,DAL,4.0,66,VA
748,Andre Johnson,2011,HOU,4.0,66,PA
749,Andre Johnson,2011,HOU,4.0,66,FL
750,Antonio Johnson,2011,IND,4.0,66,MS
751,Michael Johnson,2011,CIN,4.0,66,AZ
752,Michael Johnson,2011,CIN,4.0,66,GA
753,Rashad Johnson,2011,ARI,4.0,66,AL
754,Sean Jones,2011,TAM,4.0,66,GA
755,Sean Jones,2011,TAM,4.0,66,IL
756,Akeem Jordan,2011,PHI,4.0,66,VA
757,Chris Kemoeatu,2011,PIT,4.0,66,UT
758,Jacob Lacey,2011,IND,4.0,66,OK
759,Andy Lee,2011,SFO,4.0,66,PA
760,Marcedes Lewis,2011,JAX,4.0,66,CA
761,Kaluka Maiava,2011,CLE,4.0,66,SC
762,Mario Manningham,2011,NYG,4.0,66,MI
763,Rashean Mathis,2011,JAX,4.0,66,FL
764,Terrell McClain,2011,CAR,4.0,66,FL
765,Dexter McCluster,2011,KAN,4.0,66,MS
766,Jon McGraw,2011,KAN,4.0,66,KA
767,Rocky McIntosh,2011,WAS,4.0,66,FL
768,Leodis McKelvin,2011,BUF,4.0,66,AL
769,Donovan McNabb,2011,MIN,4.0,66,NY
770,Paul McQuistan,2011,SEA,4.0,66,UT
771,John Moffitt,2011,SEA,4.0,66,WI
772,Maurice Morris,2011,DET,4.0,66,OR
773,Santana Moss,2011,WAS,4.0,66,FL
774,Captain Munnerlyn,2011,CAR,4.0,66,SC
775,Stephen Nicholas,2011,ATL,4.0,66,FL
776,Ben Obomanu,2011,SEA,4.0,66,AL
777,Preston Parker,2011,TAM,4.0,66,FL
778,Tony Pashos,2011,CLE,4.0,66,IL
779,Dennis Pitta,2011,BAL,4.0,66,UT
780,Brian Price,2011,TAM,4.0,66,CA
781,Brian Price,2011,TAM,4.0,66,TX
782,Will Rackley,2011,JAX,4.0,66,PA
783,Sidney Rice,2011,SEA,4.0,66,SC
784,Stevan Ridley,2011,NWE,4.0,66,LA
785,Perry Riley,2011,WAS,4.0,66,LA
786,Andre Roberts,2011,ARI,4.0,66,SC
787,Patrick Robinson,2011,NOR,4.0,66,TN
788,Patrick Robinson,2011,NOR,4.0,66,FL
789,Kelvin Sheppard,2011,BUF,4.0,66,LA
790,Visanthe Shiancoe,2011,MIN,4.0,66,MD
791,Jeremy Shockey,2011,CAR,4.0,66,FL
792,John Skelton,2011,ARI,4.0,66,NY
793,Kevin Smith,2011,DET,4.0,66,FL
794,Kevin Smith,2011,DET,4.0,66,WA
795,Kevin Smith,2011,DET,4.0,66,RI
796,Kevin Smith,2011,DET,4.0,66,CA
797,Kevin Smith,2011,DET,4.0,66,TX
798,Shaun Smith,2011,TEN,4.0,66,SC
799,Aqib Talib,2011,TAM,4.0,66,KS
800,Daniel Thomas,2011,MIA,4.0,66,KA
801,Demaryius Thomas,2011,DEN,4.0,66,GA
802,Mike Thomas,2011,JAX,4.0,66,AZ
803,Mike Thomas,2011,JAX,4.0,66,OK
804,Mike Thomas,2011,JAX,4.0,66,MS
805,Adam Vinatieri,2011,IND,4.0,66,SD
806,Sebastian Vollmer,2011,NWE,4.0,66,TX
807,Kevin Walter,2011,HOU,4.0,66,MI
808,T.J. Ward,2011,CLE,4.0,66,OR
809,Jamaal Westerman,2011,NYJ,4.0,66,NJ
810,Philip Wheeler,2011,IND,4.0,66,GA
811,Damian Williams,2011,TEN,4.0,66,SC
812,Ricky Williams,2011,BAL,4.0,66,TX
813,Ricky Williams,2011,BAL,4.0,66,TX
814,Ricky Williams,2011,BAL,4.0,66,OK
815,Roy Williams,2011,CHI,4.0,66,CA
816,Roy Williams,2011,CHI,4.0,66,OK
817,Roy Williams,2011,CHI,4.0,66,TX
818,George Wilson,2011,BUF,4.0,66,AR
819,George Wilson,2011,BUF,4.0,66,PA
820,George Wilson,2011,BUF,4.0,66,OK
821,George Wilson,2011,BUF,4.0,66,IN
822,Wesley Woodyard,2011,DEN,4.0,66,KY
823,Usama Young,2011,CLE,4.0,66,OH
824,Husain Abdullah,2011,MIN,3.0,59,WA
825,Anthony Adams,2011,CHI,3.0,59,PA
826,Joseph Addai,2011,IND,3.0,59,LA
827,Asher Allen,2011,MIN,3.0,59,GA
828,Jason Allen,2011,HOU,3.0,59,TN
829,Will Allen,2011,MIA,3.0,59,NY
830,Will Allen,2011,MIA,3.0,59,OH
831,Mark Anderson,2011,NWE,3.0,59,AL
832,Lance Ball,2011,DEN,3.0,59,MD
833,Marion Barber,2011,CHI,3.0,59,MN
834,Marion Barber,2011,CHI,3.0,59,MN
835,Antwan Barnes,2011,SDG,3.0,59,FL
836,Jackie Battle,2011,KAN,3.0,59,TX
837,Demetress Bell,2011,BUF,3.0,59,LA
838,Jacob Bell,2011,STL,3.0,59,OH
839,Kahlil Bell,2011,CHI,3.0,59,CA
840,Arrelious Benn,2011,TAM,3.0,59,IL
841,Earl Bennett,2011,CHI,3.0,59,TN
842,Kroy Biermann,2011,ATL,3.0,59,MT
843,Kevin Boss,2011,OAK,3.0,59,OR
844,Da'Quan Bowers,2011,TAM,3.0,59,SC
845,Sam Bradford,2011,STL,3.0,59,OK
846,Jeremy Bridges,2011,ARI,3.0,59,MS
847,Dezmon Briscoe,2011,TAM,3.0,59,KS
848,Keith Brooking,2011,DAL,3.0,59,GA
849,Vincent Brown,2011,SDG,3.0,59,MS
850,Andre Caldwell,2011,CIN,3.0,59,FL
851,Bobby Carpenter,2011,DET,3.0,59,OH
852,Dan Carpenter,2011,MIA,3.0,59,MT
853,Alex Carrington,2011,BUF,3.0,59,AK
854,Jonathan Casillas,2011,NOR,3.0,59,WI
855,Matt Cassel,2011,KAN,3.0,59,SC
856,Scott Chandler,2011,BUF,3.0,59,IA
857,Patrick Chung,2011,NWE,3.0,59,OR
858,Chris Clark,2011,DEN,3.0,59,MS
859,Drew Coleman,2011,JAX,3.0,59,TX
860,Britton Colquitt,2011,DEN,3.0,59,TN
861,Dustin Colquitt,2011,KAN,3.0,59,TN
862,Riley Cooper,2011,PHI,3.0,59,FL
863,Derek Cox,2011,JAX,3.0,59,VA
864,Patrick Crayton,2011,SDG,3.0,59,OK
865,Mason Crosby,2011,GNB,3.0,59,CO
866,Brandon Deaderick,2011,NWE,3.0,59,AL
867,Brandyn Dombrowski,2011,SDG,3.0,59,CA
868,Joel Dreessen,2011,HOU,3.0,59,CO
869,Kenrick Ellis,2011,NYJ,3.0,59,VA
870,Jonathan Fanene,2011,CIN,3.0,59,UT
871,Dane Fletcher,2011,NWE,3.0,59,MT
872,Nick Folk,2011,NYJ,3.0,59,AZ
873,Jacoby Ford,2011,OAK,3.0,59,SC
874,Dominique Franks,2011,ATL,3.0,59,OK
875,Sione Fua,2011,CAR,3.0,59,CA
876,Adam Goldberg,2011,STL,3.0,59,WY
877,Stephen Gostkowski,2011,NWE,3.0,59,TN
878,Larry Grant,2011,SFO,3.0,59,OH
879,Howard Green,2011,GNB,3.0,59,LA
880,Andre Gurode,2011,BAL,3.0,59,CO
881,Gary Guyton,2011,NWE,3.0,59,GA
882,Jason Hanson,2011,DET,3.0,59,WA
883,Chris Harris,2011,2TM,3.0,59,KS
884,Chris Harris,2011,2TM,3.0,59,LA
885,Andrew Hawkins,2011,CIN,3.0,59,OH
886,Chad Henne,2011,MIA,3.0,59,MI
887,Jason Hill,2011,JAX,3.0,59,WA
888,Sammie Lee Hill,2011,DET,3.0,59,AL
889,Jason Hunter,2011,DEN,3.0,59,
890,Chris Ivory,2011,NOR,3.0,59,WA
891,Tanard Jackson,2011,TAM,3.0,59,NY
892,Lemuel Jeanpierre,2011,SEA,3.0,59,SC
893,Peria Jerry,2011,ATL,3.0,59,MS
894,Chad Johnson,2011,NWE,3.0,59,OK
895,Micah Johnson,2011,CIN,3.0,59,KY
896,Adam Jones,2011,CIN,3.0,59,WV
897,Greg Jones,2011,NYG,3.0,59,CO
898,Greg Jones,2011,NYG,3.0,59,CA
899,Greg Jones,2011,NYG,3.0,59,FL
900,Greg Jones,2011,NYG,3.0,59,MI
901,John Kasay,2011,NOR,3.0,59,GA
902,Jeremy Kerley,2011,NYJ,3.0,59,TX
903,Karl Klug,2011,TEN,3.0,59,IA
904,Sam Koch,2011,BAL,3.0,59,NE
905,Olin Kreutz,2011,NOR,3.0,59,WA
906,LaRon Landry,2011,WAS,3.0,59,LA
907,Sean Locklear,2011,WAS,3.0,59,NC
908,Kregg Lumpkin,2011,TAM,3.0,59,GA
909,Pat McAfee,2011,IND,3.0,59,WV
910,Ryan McBean,2011,DEN,3.0,59,OK
911,Clinton McDonald,2011,SEA,3.0,59,TN
912,Joe McKnight,2011,NYJ,3.0,59,SC
913,Randy McMichael,2011,SDG,3.0,59,GA
914,Zoltan Mesko,2011,NWE,3.0,59,MI
915,William Middleton,2011,JAX,3.0,59,SC
916,Rahim Moore,2011,DEN,3.0,59,CA
917,Brian Moorman,2011,BUF,3.0,59,PA
918,Thomas Morstead,2011,NOR,3.0,59,TX
919,C.J. Mosley,2011,JAX,3.0,59,MO
920,C.J. Mosley,2011,JAX,3.0,59,AL
921,Nick Novak,2011,SDG,3.0,59,MD
922,Mike Nugent,2011,CIN,3.0,59,OH
923,Chris Ogbonnaya,2011,2TM,3.0,59,TX
924,Mike Peterson,2011,ATL,3.0,59,FL
925,Mike Pollak,2011,IND,3.0,59,AZ
926,Brodney Pool,2011,NYJ,3.0,59,OK
927,Joey Porter,2011,ARI,3.0,59,CO
928,Chilo Rachal,2011,SFO,3.0,59,SC
929,Neil Rackers,2011,HOU,3.0,59,IL
930,Isaac Redman,2011,PIT,3.0,59,MY
931,Marcel Reece,2011,OAK,3.0,59,WA
932,Joe Reitz,2011,IND,3.0,59,MI
933,Kerry Rhodes,2011,ARI,3.0,59,KY
934,Jacquizz Rodgers,2011,ATL,3.0,59,OR
935,Shaun Rogers,2011,NOR,3.0,59,TX
936,Kevin Rutland,2011,JAX,3.0,59,MO
937,Jon Ryan,2011,SEA,3.0,59,canada
938,James Sanders,2011,ATL,3.0,59,CA
939,Orlando Scandrick,2011,DAL,3.0,59,ID
940,Tony Scheffler,2011,DET,3.0,59,MI
941,Mike Scifres,2011,SDG,3.0,59,IL
942,Bernard Scott,2011,CIN,3.0,59,TX
943,Bryan Scott,2011,BUF,3.0,59,PA
944,Jonathan Scott,2011,PIT,3.0,59,TX
945,Jordan Senn,2011,CAR,3.0,59,OR
946,Clint Session,2011,JAX,3.0,59,PA
947,Sam Shields,2011,GNB,3.0,59,FL
948,Aldon Smith,2011,SFO,3.0,59,MO
949,Brad Smith,2011,BUF,3.0,59,MO
950,Brad Smith,2011,BUF,3.0,59,TX
951,D.J. Smith,2011,GNB,3.0,59,
952,Jason Snelling,2011,ATL,3.0,59,VA
953,Marcus Spears,2011,DAL,3.0,59,LA
954,Marcus Spears,2011,DAL,3.0,59,LA
955,Brandon Spikes,2011,NWE,3.0,59,FL
956,LaRod Stephens-Howling,2011,ARI,3.0,59,PA
957,Andy Studebaker,2011,KAN,3.0,59,MA
958,Ryan Succop,2011,KAN,3.0,59,SC
959,Golden Tate,2011,SEA,3.0,59,IN
960,Osi Umenyiora,2011,NYG,3.0,59,AL
961,Alterraun Verner,2011,TEN,3.0,59,CA
962,Hines Ward,2011,PIT,3.0,59,GA
963,Ben Watson,2011,CLE,3.0,59,NC
964,Ryan Wendell,2011,NWE,3.0,59,CA
965,Bobbie Williams,2011,CIN,3.0,59,AR
966,Chris Williams,2011,CHI,3.0,59,TN
967,Chris Williams,2011,CHI,3.0,59,LA
968,Chris Williams,2011,CHI,3.0,59,MA
969,Edwin Williams,2011,CHI,3.0,59,MD
970,Jacquian Williams,2011,NYG,3.0,59,FL
971,Kyle Williams,2011,SFO,3.0,59,SC
972,Kyle Williams,2011,SFO,3.0,59,LA
973,Kyle Williams,2011,SFO,3.0,59,AZ
974,Mario Williams,2011,HOU,3.0,59,NC
975,Kyle Wilson,2011,NYJ,3.0,59,ID
976,Tony Wragge,2011,STL,3.0,59,NM
977,Jarius Wynn,2011,GNB,3.0,59,GA
978,T.J. Yates,2011,HOU,3.0,59,NC
979,Ashton Youboty,2011,JAX,3.0,59,OH
980,Vince Young,2011,PHI,3.0,59,TX
981,Danario Alexander,2011,STL,2.0,48,MO
982,Jamaal Anderson,2011,IND,2.0,48,AR
983,Stacy Andrews,2011,NYG,2.0,48,MS
984,Javier Arenas,2011,KAN,2.0,48,AL
985,Brendon Ayanbadejo,2011,BAL,2.0,48,CA
986,Jonathan Baldwin,2011,KAN,2.0,48,PA
987,Alan Ball,2011,DAL,2.0,48,IL
988,Kevin Barnes,2011,WAS,2.0,48,MD
989,Danny Batten,2011,BUF,2.0,48,SD
990,Colin Baxter,2011,2TM,2.0,48,AZ
991,John Beck,2011,WAS,2.0,48,UT
992,Nick Bellore,2011,NYJ,2.0,48,MI
993,Mackenzy Bernadeau,2011,CAR,2.0,48,MA
994,Rocky Bernard,2011,NYG,2.0,48,TX
995,Aaron Berry,2011,DET,2.0,48,PA
996,Atari Bigby,2011,SEA,2.0,48,FL
997,E.J. Biggers,2011,TAM,2.0,48,MI
998,Chase Blackburn,2011,NYG,2.0,48,OH
999,Stewart Bradley,2011,ARI,2.0,48,NE
1000,Tyler Brayton,2011,IND,2.0,48,CO
1001,Kenny Britt,2011,TEN,2.0,48,NJ
1002,Raheem Brock,2011,SEA,2.0,48,TX
1003,Josh Brown,2011,STL,2.0,48,NE
1004,Sergio Brown,2011,NWE,2.0,48,IN
1005,Jarrett Bush,2011,GNB,2.0,48,UT
1006,Darius Butler,2011,CAR,2.0,48,CT
1007,Antoine Caldwell,2011,HOU,2.0,48,AL
1008,Tommie Campbell,2011,TEN,2.0,48,PA
1009,Nolan Carroll,2011,MIA,2.0,48,MD
1010,David Carter,2011,ARI,2.0,48,CA
1011,David Carter,2011,ARI,2.0,48,KY
1012,Delone Carter,2011,IND,2.0,48,NY
1013,James Casey,2011,HOU,2.0,48,TX
1014,Tashard Choice,2011,3TM,2.0,48,OK
1015,Dallas Clark,2011,IND,2.0,48,IA
1016,Charles Clay,2011,MIA,2.0,48,OK
1017,Jerricho Cotchery,2011,PIT,2.0,48,NC
1018,Tyrone Culver,2011,MIA,2.0,48,CA
1019,Craig Dahl,2011,STL,2.0,48,ND
1020,Andra Davis,2011,BUF,2.0,48,FL
1021,Kellen Davis,2011,CHI,2.0,48,MI
1022,Kyle DeVan,2011,PHI,2.0,48,OR
1023,Jarett Dillard,2011,JAX,2.0,48,TX
1024,Derrick Dockery,2011,DAL,2.0,48,TX
1025,Demar Dotson,2011,TAM,2.0,48,MS
1026,Carlos Dunlap,2011,CIN,2.0,48,FL
1027,King Dunlap,2011,PHI,2.0,48,AL
1028,Braylon Edwards,2011,SFO,2.0,48,MI
1029,Dannell Ellerbe,2011,BAL,2.0,48,GA
1030,Trai Essex,2011,PIT,2.0,48,OK
1031,Jay Feely,2011,ARI,2.0,48,MI
1032,Daniel Fells,2011,DEN,2.0,48,CA
1033,Bradley Fletcher,2011,STL,2.0,48,IA
1034,Matt Flynn,2011,GNB,2.0,48,LA
1035,Justin Forsett,2011,SEA,2.0,48,CA
1036,Rob Francois,2011,GNB,2.0,48,MA
1037,Omar Gaither,2011,CAR,2.0,48,TN
1038,Junior Galette,2011,NOR,2.0,48,TX
1039,Dylan Gandy,2011,DET,2.0,48,TX
1040,Nate Garner,2011,MIA,2.0,48,AR
1041,Brandon Gibson,2011,STL,2.0,48,WA
1042,Gary Gibson,2011,STL,2.0,48,NJ
1043,Wallace Gilberry,2011,KAN,2.0,48,AL
1044,Marcus Gilchrist,2011,SDG,2.0,48,SC
1045,DeJon Gomes,2011,WAS,2.0,48,NE
1046,Amon Gordon,2011,KAN,2.0,48,CA
1047,Earnest Graham,2011,TAM,2.0,48,FL
1048,Quentin Groves,2011,OAK,2.0,48,AL
1049,Letroy Guion,2011,MIN,2.0,48,FL
1050,Derek Hagan,2011,2TM,2.0,48,AZ
1051,Mario Haggan,2011,DEN,2.0,48,MS
1052,Caleb Hanie,2011,CHI,2.0,48,CO
1053,Joselio Hanson,2011,PHI,2.0,48,TX
1054,Montario Hardesty,2011,CLE,2.0,48,TN
1055,Anthony Hargrove,2011,SEA,2.0,48,GA
1056,Al Harris,2011,STL,2.0,48,TX
1057,Al Harris,2011,STL,2.0,48,AZ
1058,Chris Harris,2011,DEN,2.0,48,KS
1059,Chris Harris,2011,DEN,2.0,48,LA
1060,William Hayes,2011,TEN,2.0,48,NC
1061,Albert Haynesworth,2011,2TM,2.0,48,TN
1062,Todd Heap,2011,ARI,2.0,48,AZ
