,Player,Year,Tm,AV,percentile_av,state
4208,Greg Jones,2012,JAX,0.0,11,CA
4209,Greg Jones,2012,JAX,0.0,11,FL
4210,Greg Jones,2012,JAX,0.0,11,MI
4211,Greg Jones,2012,JAX,0.0,11,CO
4212,Greg Jones,2012,JAX,0.0,11,CA
4213,Greg Jones,2012,JAX,0.0,11,FL
4214,Greg Jones,2012,JAX,0.0,11,MI
4215,Marcel Jones,2012,NOR,0.0,11,NE
4216,Taiwan Jones,2012,OAK,0.0,11,MI
4217,Taiwan Jones,2012,OAK,0.0,11,WA
4218,Davin Joseph,2012,TAM,0.0,11,OK
4219,Josh Kaddu,2012,MIA,0.0,11,OR
4220,Nate Kaeding,2012,2TM,0.0,11,IA
4221,Jermaine Kearse,2012,SEA,0.0,11,WA
4222,Case Keenum,2012,HOU,0.0,11,TX
4223,Bryan Kehl,2012,2TM,0.0,11,UT
4224,Thomas Keiser,2012,CAR,0.0,11,CA
4225,Senio Kelemete,2012,ARI,0.0,11,WA
4226,Sergio Kindle,2012,BAL,0.0,11,TX
4227,Brandon King,2012,JAX,0.0,11,AL
4228,Brandon King,2012,JAX,0.0,11,IN
4229,Marquette King,2012,OAK,0.0,11,GA
4230,Dre Kirkpatrick,2012,CIN,0.0,11,AL
4231,Ishmaa'ily Kitchen,2012,CLE,0.0,11,OH
4232,Dan Knapp,2012,CIN,0.0,11,AZ
4233,Johnny Knox,2012,CHI,0.0,11,TX
4234,Kyle Knox,2012,SEA,0.0,11,CA
4235,Kevin Kowalski,2012,DAL,0.0,11,OH
4236,Troy Kropog,2012,2TM,0.0,11,LA
4237,Mario Kurn,2012,OAK,0.0,11,CA
4238,Spencer Larsen,2012,NWE,0.0,11,AZ
4239,Trevor Laws,2012,STL,0.0,11,IN
4240,Ronald Leary,2012,DAL,0.0,11,TN
4241,Ryan Lee,2012,NOR,0.0,11,SC
4242,Matt Leinart,2012,OAK,0.0,11,SC
4243,Anthony Levine,2012,BAL,0.0,11,TN
4244,Lazarius Levingston,2012,TAM,0.0,11,LA
4245,Myron Lewis,2012,TAM,0.0,11,TN
4246,Ronnell Lewis,2012,DET,0.0,11,OK
4247,Chris Lewis-Harris,2012,CIN,0.0,11,TN
4248,Korey Lindsey,2012,WAS,0.0,11,IL
4249,Greg Lloyd,2012,BUF,0.0,11,CT
4250,Greg Lloyd,2012,BUF,0.0,11,GA
4251,Ricardo Lockette,2012,SFO,0.0,11,GA
4252,Stefan Logan,2012,DET,0.0,11,SD
4253,Jerome Long,2012,2TM,0.0,11,CA
4254,Lance Long,2012,DET,0.0,11,MS
4255,Ryan Longwell,2012,SEA,0.0,11,CA
4256,Joe Looney,2012,SFO,0.0,11,NC
4257,Demarcus Love,2012,MIN,0.0,11,AR
4258,Kregg Lumpkin,2012,NYG,0.0,11,GA
4259,Ricky Lumpkin,2012,ARI,0.0,11,KY
4260,Scott Lutrus,2012,IND,0.0,11,CT
4261,Jordan Mabin,2012,CLE,0.0,11,OK
4262,Jeff Maehl,2012,HOU,0.0,11,OR
4263,Kevin Malast,2012,TEN,0.0,11,NJ
4264,John Malecki,2012,PIT,0.0,11,PA
4265,Ryan Mallett,2012,NWE,0.0,11,AR
4266,Steve Maneri,2012,KAN,0.0,11,TX
4267,Phillipkeith Manley,2012,ATL,0.0,11,OH
4268,Terrell Manning,2012,GNB,0.0,11,NC
4269,Olindo Mare,2012,CHI,0.0,11,IL
4270,Owen Marecic,2012,CLE,0.0,11,CA
4271,Marc Mariani,2012,TEN,0.0,11,MT
4272,Brandon Marshall,2012,JAX,0.0,11,FL
4273,Brandon Marshall,2012,JAX,0.0,11,NV
4274,Charly Martin,2012,SEA,0.0,11,TX
4275,Derrick Martin,2012,NWE,0.0,11,WY
4276,Derrick Martin,2012,NWE,0.0,11,AZ
4277,Ruvell Martin,2012,BUF,0.0,11,MI
4278,Matthew Masifilo,2012,TAM,0.0,11,CA
4279,Jeron Mastrud,2012,MIA,0.0,11,KA
4280,Bryan Mattison,2012,KAN,0.0,11,IA
4281,Josh Mauga,2012,NYJ,0.0,11,NV
4282,Reagan Maui'a,2012,ARI,0.0,11,HI
4283,Ryan McBean,2012,BAL,0.0,11,OK
4284,Kyle McCarthy,2012,KAN,0.0,11,IN
4285,Antoine McClain,2012,BAL,0.0,11,SC
4286,Le'Ron McClain,2012,SDG,0.0,11,AL
4287,Terrell McClain,2012,2TM,0.0,11,FL
4288,Jacques McClendon,2012,ATL,0.0,11,TN
4289,Josh McCown,2012,CHI,0.0,11,TX
4290,Luke McCown,2012,ATL,0.0,11,LA
4291,Colt McCoy,2012,CLE,0.0,11,TX
4292,Greg McCoy,2012,ARI,0.0,11,TX
4293,Jamie McCoy,2012,PIT,0.0,11,TX
4294,Kelcie McCray,2012,MIA,0.0,11,AK
4295,Andrew McDonald,2012,MIA,0.0,11,IN
4296,Marshall McFadden,2012,PIT,0.0,11,SC
4297,Walter McFadden,2012,PIT,0.0,11,AL
4298,Terrence McGee,2012,BUF,0.0,11,LA
4299,Sean McGrath,2012,SEA,0.0,11,AK
4300,Corey McIntyre,2012,BUF,0.0,11,WV
4301,Brandon McKinney,2012,IND,0.0,11,MI
4302,Randy McMichael,2012,SDG,0.0,11,GA
4303,Mike McNeill,2012,STL,0.0,11,NE
4304,Marvin McNutt,2012,PHI,0.0,11,IA
4305,Gerald McRath,2012,TEN,0.0,11,MS
4306,Caleb McSurdy,2012,DAL,0.0,11,MT
4307,Davin Meggett,2012,IND,0.0,11,MD
4308,Kerry Meier,2012,ATL,0.0,11,KS
4309,DeQuan Menzie,2012,KAN,0.0,11,AL
4310,Brandon Meriweather,2012,WAS,0.0,11,FL
4311,Phillip Merling,2012,GNB,0.0,11,SC
4312,Carmen Messina,2012,DET,0.0,11,NM
4313,Brit Miller,2012,STL,0.0,11,IL
4314,Gabe Miller,2012,CHI,0.0,11,OR
4315,Jordan Miller,2012,GNB,0.0,11,AL
4316,Justin Miller,2012,DET,0.0,11,SC
4317,Kyle Miller,2012,2TM,0.0,11,OH
4318,Lonyae Miller,2012,BAL,0.0,11,CA
4319,Prince Miller,2012,CLE,0.0,11,GA
4320,Ryan Miller,2012,CLE,0.0,11,CO
4321,David Mims,2012,KAN,0.0,11,TX
4322,Chase Minnifield,2012,WAS,0.0,11,VA
4323,Dontay Moch,2012,CIN,0.0,11,NV
4324,Mike Mohamed,2012,2TM,0.0,11,CA
4325,Antwaun Molden,2012,JAX,0.0,11,KY
4326,Nick Mondek,2012,HOU,0.0,11,IN
4327,Collin Mooney,2012,TEN,0.0,11,KS
4328,Devin Moore,2012,DET,0.0,11,WY
4329,Evan Moore,2012,2TM,0.0,11,CA
4330,Kashif Moore,2012,2TM,0.0,11,CT
4331,Kellen Moore,2012,DET,0.0,11,ID
4332,Matt Moore,2012,MIA,0.0,11,OR
4333,Cameron Morrah,2012,SEA,0.0,11,CA
4334,Kirk Morrison,2012,BUF,0.0,11,CA
4335,Brandon Mosley,2012,NYG,0.0,11,AL
4336,Dale Moss,2012,CHI,0.0,11,SD
4337,Adrian Moten,2012,2TM,0.0,11,MD
4338,Jonas Mouton,2012,SDG,0.0,11,MI
4339,Derek Moye,2012,PIT,0.0,11,PA
4340,Daniel Muir,2012,NYJ,0.0,11,OH
4341,Jerome Murphy,2012,3TM,0.0,11,FL
4342,Kevin Murphy,2012,MIN,0.0,11,OK
4343,Kevin Murphy,2012,MIN,0.0,11,MA
4344,Richard Murphy,2012,JAX,0.0,11,LA
4345,Legedu Naanee,2012,MIA,0.0,11,ID
4346,Bill Nagy,2012,DET,0.0,11,WI
4347,Chris Neild,2012,WAS,0.0,11,WV
4348,Cory Nelms,2012,OAK,0.0,11,FL
4349,David Nelson,2012,BUF,0.0,11,FL
4350,David Nelson,2012,BUF,0.0,11,OH
4351,Jerico Nelson,2012,NOR,0.0,11,AR
4352,Kyle Nelson,2012,SDG,0.0,11,NM
4353,Nate Ness,2012,CAR,0.0,11,AZ
4354,Jamar Newsome,2012,KAN,0.0,11,FL
4355,Adam Nissley,2012,ATL,0.0,11,FL
4356,Lucas Nix,2012,OAK,0.0,11,PA
4357,James Nixon,2012,GNB,0.0,11,CA
4358,Danny Noble,2012,TAM,0.0,11,OH
4359,Drew Nowak,2012,JAX,0.0,11,MI
4360,Ty Nsekhe,2012,STL,0.0,11,TX
4361,Ogemdi Nwagbuo,2012,DET,0.0,11,MI
4362,Jake O'Connell,2012,KAN,0.0,11,OH
4363,Adewale Ojomo,2012,NYG,0.0,11,FL
4364,Jamize Olawale,2012,OAK,0.0,11,TX
4365,Kenny Onatolu,2012,CAR,0.0,11,NE
4366,Dan Orlovsky,2012,TAM,0.0,11,CT
4367,Greg Orton,2012,DEN,0.0,11,NE
4368,Kyle Orton,2012,DAL,0.0,11,IN
4369,Kassim Osgood,2012,DET,0.0,11,CA
4370,Brock Osweiler,2012,DEN,0.0,11,AZ
4371,Chris Owusu,2012,TAM,0.0,11,CA
4372,Ernest Owusu,2012,TAM,0.0,11,CA
4373,Akwasi Owusu-Ansah,2012,OAK,0.0,11,IN
4374,Cheta Ozougwu,2012,CHI,0.0,11,TX
4375,Jordan Palmer,2012,JAX,0.0,11,TX
4376,Michael Palmer,2012,ATL,0.0,11,SC
4377,Nathan Palmer,2012,IND,0.0,11,IL
4378,Colin Parker,2012,ARI,0.0,11,AZ
4379,Juqua Parker,2012,CLE,0.0,11,OK
4380,Martin Parker,2012,NYG,0.0,11,VA
4381,Preston Parker,2012,TAM,0.0,11,FL
4382,Ron Parker,2012,2TM,0.0,11,SC
4383,Roscoe Parrish,2012,TAM,0.0,11,FL
4384,Bear Pascoe,2012,NYG,0.0,11,CA
4385,Mike Patterson,2012,PHI,0.0,11,SC
4386,David Paulson,2012,PIT,0.0,11,OR
4387,Isaiah Pead,2012,STL,0.0,11,OH
4388,Micah Pellerin,2012,DAL,0.0,11,VA
4389,Jeris Pendleton,2012,JAX,0.0,11,OH
4390,Michael Person,2012,SEA,0.0,11,MT
4391,Jason Peters,2012,PHI,0.0,11,AR
4392,Deangelo Peterson,2012,WAS,0.0,11,LA
4393,John Phillips,2012,DAL,0.0,11,VA
4394,Kealoha Pilares,2012,CAR,0.0,11,HI
4395,Eddie Pleasant,2012,HOU,0.0,11,OR
4396,Quinton Pointer,2012,STL,0.0,11,NV
4397,Lousaka Polite,2012,ATL,0.0,11,PA
4398,Chris Polk,2012,PHI,0.0,11,WA
4399,Mike Pollak,2012,CAR,0.0,11,AZ
4400,Royce Pollard,2012,NYJ,0.0,11,HI
4401,Tauren Poole,2012,CAR,0.0,11,TN
4402,Leonard Pope,2012,PIT,0.0,11,GA
4403,Julian Posey,2012,MIA,0.0,11,OH
4404,John Potter,2012,BUF,0.0,11,MI
4405,Zach Potter,2012,JAX,0.0,11,NE
4406,Jerrell Powe,2012,KAN,0.0,11,MS
4407,Chaz Powell,2012,GNB,0.0,11,PA
4408,Shaun Prater,2012,CIN,0.0,11,IA
4409,De'Andre Presley,2012,MIA,0.0,11,
4410,Chris Pressley,2012,CIN,0.0,11,WI
4411,Michael Preston,2012,TEN,0.0,11,OH
4412,Brian Price,2012,DAL,0.0,11,CA
4413,Brian Price,2012,DAL,0.0,11,TX
4414,Taylor Price,2012,JAX,0.0,11,OH
4415,Myron Pryor,2012,NWE,0.0,11,KY
4416,Cyhl Quarles,2012,NWE,0.0,11,NC
4417,Andrew Quarless,2012,GNB,0.0,11,PA
4418,Richard Quinn,2012,CIN,0.0,11,NC
4419,Will Rackley,2012,JAX,0.0,11,PA
4420,Bobby Rainey,2012,BAL,0.0,11,KY
4421,Ryan Rau,2012,PHI,0.0,11,OR
4422,Bert Reed,2012,PIT,0.0,11,FL
4423,D'Aundre Reed,2012,MIN,0.0,11,AZ
4424,Jacques Reeves,2012,KAN,0.0,11,IN
4425,Micanor Regis,2012,ATL,0.0,11,FL
4426,Allen Reisner,2012,2TM,0.0,11,IA
4427,Mike Remmers,2012,TAM,0.0,11,OR
4428,Chase Reynolds,2012,STL,0.0,11,MT
4429,Matt Reynolds,2012,PHI,0.0,11,UT
4430,Jamey Richard,2012,NWE,0.0,11,NY
4431,Sean Richardson,2012,GNB,0.0,11,TN
4432,Javon Ringer,2012,TEN,0.0,11,MI
4433,Adrien Robinson,2012,NYG,0.0,11,OH
4434,Gerrell Robinson,2012,ARI,0.0,11,AZ
4435,Trent Robinson,2012,SFO,0.0,11,MI
4436,Brian Robiskie,2012,DET,0.0,11,OH
4437,Courtney Roby,2012,NOR,0.0,11,IN
4438,James Rodgers,2012,ATL,0.0,11,OR
4439,Evan Rodriguez,2012,CHI,0.0,11,TX
4440,James Rogers,2012,TAM,0.0,11,MI
4441,Shaun Rogers,2012,NYG,0.0,11,TX
4442,Taveon Rogers,2012,CIN,0.0,11,NM
4443,Brian Rolle,2012,PHI,0.0,11,OH
4444,Greg Romeus,2012,NOR,0.0,11,PA
4445,Nelson Rosario,2012,CAR,0.0,11,CA
4446,Jay Ross,2012,BUF,0.0,11,NC
4447,Jeremy Ross,2012,GNB,0.0,11,CA
4448,Martin Rucker,2012,KAN,0.0,11,MO
4449,Anderson Russell,2012,2TM,0.0,11,OH
4450,Jimmy Saddler-McQueen,2012,DET,0.0,11,TX
4451,Nick Saenz,2012,TAM,0.0,11,TX
4452,Brandon Saine,2012,GNB,0.0,11,OH
4453,Greg Salas,2012,2TM,0.0,11,HI
4454,Zebrie Sanders,2012,BUF,0.0,11,FL
4455,Robert Sands,2012,CIN,0.0,11,WV
4456,Brian Sanford,2012,CLE,0.0,11,TX
4457,Dane Sanzenbacher,2012,2TM,0.0,11,OH
4458,Ricky Sapp,2012,NYJ,0.0,11,SC
4459,Tyler Sash,2012,NYG,0.0,11,IA
4460,Quentin Saulsberry,2012,DEN,0.0,11,MS
4461,Weslye Saunders,2012,IND,0.0,11,SC
4462,Damik Scafe,2012,SDG,0.0,11,MA
4463,Brian Schaefering,2012,DAL,0.0,11,MO
4464,J.K. Schaffer,2012,CIN,0.0,11,OH
4465,Pat Schiller,2012,ATL,0.0,11,IL
4466,Stephen Schilling,2012,SDG,0.0,11,MI
4467,Shann Schillinger,2012,ATL,0.0,11,MT
4468,Caleb Schlauderaff,2012,NYJ,0.0,11,UT
4469,Owen Schmitt,2012,OAK,0.0,11,WV
4470,Bernard Scott,2012,CIN,0.0,11,TX
4471,Chris Scott,2012,BUF,0.0,11,TN
4472,Chris Scott,2012,BUF,0.0,11,IN
4473,Da'Rel Scott,2012,NYG,0.0,11,MD
4474,Laron Scott,2012,NYG,0.0,11,GA
4475,Tray Session,2012,OAK,0.0,11,NV
4476,DeShawn Shead,2012,SEA,0.0,11,OR
4477,Cameron Sheffield,2012,KAN,0.0,11,AL
4478,Anthony Sherman,2012,ARI,0.0,11,CT
4479,Derek Sherrod,2012,GNB,0.0,11,MS
4480,Visanthe Shiancoe,2012,NWE,0.0,11,MD
4481,J.B. Shugarts,2012,BUF,0.0,11,OH
4482,Mickey Shuler,2012,OAK,0.0,11,PA
4483,Mickey Shuler,2012,OAK,0.0,11,PA
4484,Sealver Siliga,2012,DEN,0.0,11,UT
4485,Mana Silva,2012,2TM,0.0,11,HI
4486,Alex Silvestro,2012,BAL,0.0,11,NJ
4487,Jason Slowey,2012,OAK,0.0,11,OR
4488,Brad Smelley,2012,CLE,0.0,11,AL
4489,Alex Smith,2012,CLE,0.0,11,UT
4490,Alex Smith,2012,CLE,0.0,11,CA
4491,Alfonso Smith,2012,ARI,0.0,11,KY
4492,Alphonso Smith,2012,DET,0.0,11,NC
4493,Andre Smith,2012,DAL,0.0,11,AL
4494,Andre Smith,2012,DAL,0.0,11,VA
4495,Antone Smith,2012,ATL,0.0,11,FL
4496,Brian Smith,2012,BUF,0.0,11,AL
4497,Brian Smith,2012,BUF,0.0,11,IN
4498,Lee Smith,2012,BUF,0.0,11,TN
4499,Lionel Smith,2012,DET,0.0,11,TX
4500,Michael Smith,2012,TAM,0.0,11,KA
4501,Michael Smith,2012,TAM,0.0,11,UT
4502,Rusty Smith,2012,TEN,0.0,11,FL
4503,Justin Snow,2012,WAS,0.0,11,TX
4504,Vic So'oto,2012,3TM,0.0,11,UT
4505,Stephen Spach,2012,JAX,0.0,11,CA
4506,Matt Spaeth,2012,CHI,0.0,11,MN
4507,Sean Spence,2012,PIT,0.0,11,FL
4508,Kory Sperry,2012,ARI,0.0,11,CO
4509,Jason Spitz,2012,JAX,0.0,11,KY
4510,Isaiah Stanback,2012,JAX,0.0,11,WA
4511,Drew Stanton,2012,IND,0.0,11,MI
4512,Ricky Stanzi,2012,KAN,0.0,11,IA
4513,Ryan Steed,2012,NOR,0.0,11,SC
4514,Emmanuel Stephens,2012,CLE,0.0,11,MS
4515,Nick Stephens,2012,DAL,0.0,11,TX
4516,Reggie Stephens,2012,CHI,0.0,11,NJ
4517,Maurice Stovall,2012,JAX,0.0,11,IN
4518,Tommy Streeter,2012,BAL,0.0,11,FL
4519,Sammie Stroughter,2012,TAM,0.0,11,OR
4520,Nathan Stupar,2012,PHI,0.0,11,PA
4521,Quan Sturdivant,2012,KAN,0.0,11,NC
4522,Chris Summers,2012,MIN,0.0,11,VA
4523,Nick Sundberg,2012,WAS,0.0,11,CA
4524,Phillip Supernaw,2012,HOU,0.0,11,AR
4525,Will Svitek,2012,ATL,0.0,11,CA
4526,Andrew Szczerba,2012,ATL,0.0,11,PA
4527,Matt Szymanski,2012,KAN,0.0,11,TX
4528,Alameda Ta'amu,2012,PIT,0.0,11,WA
4529,Will Ta'ufo'ou,2012,JAX,0.0,11,CA
4530,Alex Tanney,2012,KAN,0.0,11,NJ
4531,Jeff Tarpinian,2012,NWE,0.0,11,IA
4532,Curtis Taylor,2012,SFO,0.0,11,LA
4533,Herbert Taylor,2012,JAX,0.0,11,TX
4534,Kerry Taylor,2012,ARI,0.0,11,AZ
4535,Monte Taylor,2012,2TM,0.0,11,OH
4536,Nicholas Taylor,2012,MIN,0.0,11,FL
4537,Ryan Taylor,2012,GNB,0.0,11,AL
4538,Ryan Taylor,2012,GNB,0.0,11,NC
4539,Tyler Thigpen,2012,BUF,0.0,11,SC
4540,Julius Thomas,2012,DEN,0.0,11,OR
4541,Terrell Thomas,2012,NYG,0.0,11,SC
4542,Brandon Thompson,2012,CIN,0.0,11,SC
4543,Christian Thompson,2012,BAL,0.0,11,SC
4544,Deonte Thompson,2012,BAL,0.0,11,FL
4545,Everrette Thompson,2012,ARI,0.0,11,WA
4546,Peyton Thompson,2012,ATL,0.0,11,CA
4547,Taylor Thompson,2012,TEN,0.0,11,TX
4548,Neiko Thorpe,2012,KAN,0.0,11,AL
4549,Walter Thurmond,2012,SEA,0.0,11,OR
4550,Andrew Tiller,2012,NOR,0.0,11,NY
4551,Jordan Todman,2012,JAX,0.0,11,CT
4552,Scott Tolzien,2012,SFO,0.0,11,WI
4553,Nick Toon,2012,NOR,0.0,11,WI
4554,Ryan Torain,2012,NYG,0.0,11,AZ
4555,Patrick Trahan,2012,CHI,0.0,11,AL
4556,Justin Trattou,2012,NYG,0.0,11,FL
4557,Torell Troup,2012,BUF,0.0,11,FL
4558,Johnnie Troutman,2012,SDG,0.0,11,PA
4559,Dion Turner,2012,MIA,0.0,11,UT
4560,Patrick Turner,2012,NYJ,0.0,11,SC
4561,Brian Tyms,2012,MIA,0.0,11,FL
4562,Steve Vallos,2012,2TM,0.0,11,NC
4563,Julian Vandervelde,2012,PHI,0.0,11,IA
4564,Josh Vaughan,2012,ATL,0.0,11,VA
4565,Matt Veldman,2012,JAX,0.0,11,ND
4566,Dustin Waldron,2012,KAN,0.0,11,OR
4567,Tyrunn Walker,2012,NOR,0.0,11,OK
4568,Bryan Walters,2012,SEA,0.0,11,IA
4569,Jeremiah Warren,2012,NWE,0.0,11,FL
4570,Ty Warren,2012,DEN,0.0,11,TX
4571,Brandon Washington,2012,STL,0.0,11,FL
4572,Rokevious Watkins,2012,STL,0.0,11,SC
4573,Joe Webb,2012,MIN,0.0,11,AL
4574,Scott Wedige,2012,ARI,0.0,11,IL
4575,Darrion Weems,2012,DAL,0.0,11,OR
4576,Eric Weems,2012,CHI,0.0,11,FL
4577,Thomas Welch,2012,BUF,0.0,11,TN
4578,Jamaal Westerman,2012,2TM,0.0,11,NJ
4579,Griff Whalen,2012,IND,0.0,11,CA
4580,Ryan Whalen,2012,CIN,0.0,11,CA
4581,Travelle Wharton,2012,CIN,0.0,11,SC
4582,Cody White,2012,HOU,0.0,11,IL
4583,Johnny White,2012,2TM,0.0,11,NC
4584,Jordan White,2012,NYJ,0.0,11,MI
4585,Markus White,2012,2TM,0.0,11,FL
4586,Charlie Whitehurst,2012,SDG,0.0,11,SC
4587,Aston Whiteside,2012,CHI,0.0,11,TX
4588,Eddie Whitley,2012,2TM,0.0,11,VA
4589,Fozzy Whittaker,2012,ARI,0.0,11,TX
4590,Kenny Wiggins,2012,SFO,0.0,11,CA
4591,Michael Wilhoite,2012,SFO,0.0,11,KS
4592,Chris Williams,2012,2TM,0.0,11,TN
4593,Chris Williams,2012,2TM,0.0,11,LA
4594,Chris Williams,2012,2TM,0.0,11,MA
4595,Eddie Williams,2012,CLE,0.0,11,ID
4596,Ian Williams,2012,SFO,0.0,11,IN
4597,Jabara Williams,2012,STL,0.0,11,TX
4598,Jason Williams,2012,2TM,0.0,11,IL
4599,Javarris Williams,2012,WAS,0.0,11,TN
4600,Keiland Williams,2012,2TM,0.0,11,LA
4601,Keith Williams,2012,BUF,0.0,11,NE
4602,Keith Williams,2012,BUF,0.0,11,MO
4603,LaQuan Williams,2012,BAL,0.0,11,MD
4604,Leon Williams,2012,KAN,0.0,11,FL
4605,Malcolm Williams,2012,NWE,0.0,11,TX
4606,Teddy Williams,2012,IND,0.0,11,TX
4607,Zack Williams,2012,CAR,0.0,11,WA
4608,Mike Willie,2012,SDG,0.0,11,AZ
4609,Tracy Wilson,2012,TEN,0.0,11,IL
4610,Kellen Winslow,2012,NWE,0.0,11,MO
4611,Kellen Winslow,2012,NWE,0.0,11,FL
4612,Doug Worthington,2012,WAS,0.0,11,OH
4613,Devon Wylie,2012,KAN,0.0,11,CA
4614,Desmond Wynn,2012,TAM,0.0,11,NJ
4615,T.J. Yates,2012,HOU,0.0,11,NC
4616,Will Yeatman,2012,MIA,0.0,11,IN
4617,Lee Ziemba,2012,IND,0.0,11,AL
4618,Markus Zusevics,2012,NWE,0.0,11,IA
4619,David Akers,2012,SFO,-1.0,0,KY
4620,Billy Cundiff,2012,WAS,-1.0,0,IA
4621,Brady Quinn,2012,KAN,-1.0,0,IN
4622,John Skelton,2012,ARI,-2.0,0,NY
4623,Ryan Lindley,2012,ARI,-5.0,0,CA
4624,Louis Vasquez,2013,DEN,20.0,99,TX
4625,Peyton Manning,2013,DEN,19.0,99,TN
4626,Richard Sherman,2013,SEA,19.0,99,CA
4627,NaVorro Bowman,2013,SFO,18.0,99,PA
4628,Luke Kuechly,2013,CAR,18.0,99,MA
4629,Drew Brees,2013,NOR,17.0,99,IN
4630,Vontaze Burfict,2013,CIN,17.0,99,AZ
4631,Jamaal Charles,2013,KAN,16.0,99,TX
4632,Karlos Dansby,2013,ARI,16.0,99,AL
4633,Cam Newton,2013,CAR,16.0,99,AL
4634,Cam Newton,2013,CAR,16.0,99,SC
4635,Robert Quinn,2013,STL,16.0,99,NC
4636,Philip Rivers,2013,SDG,16.0,99,NC
4637,J.J. Watt,2013,HOU,16.0,99,MI
4638,Muhammad Wilkerson,2013,NYJ,16.0,99,TX
4639,Russell Wilson,2013,SEA,16.0,99,WI
4640,Matt Forte,2013,CHI,15.0,99,LA
4641,Colin Kaepernick,2013,SFO,15.0,99,NV
4642,Andrew Luck,2013,IND,15.0,99,CA
4643,Robert Mathis,2013,IND,15.0,99,AL
4644,LeSean McCoy,2013,PHI,15.0,99,PA
4645,Patrick Peterson,2013,ARI,15.0,99,LA
4646,Ndamukong Suh,2013,DET,15.0,99,NE
4647,Antonio Brown,2013,PIT,14.0,98,MI
4648,Antonio Brown,2013,PIT,14.0,98,WV
4649,Andy Dalton,2013,CIN,14.0,98,TX
4650,Lavonte David,2013,TAM,14.0,98,NE
4651,Tamba Hali,2013,KAN,14.0,98,PA
4652,Greg Hardy,2013,CAR,14.0,98,MS
4653,Alshon Jeffery,2013,CHI,14.0,98,SC
4654,Ryan Kalil,2013,CAR,14.0,98,SC
4655,Logan Mankins,2013,NWE,14.0,98,CA
4656,Evan Mathis,2013,PHI,14.0,98,AL
4657,Jason Peters,2013,PHI,14.0,98,AR
4658,Josh Sitton,2013,GNB,14.0,98,FL
4659,Alex Smith,2013,KAN,14.0,98,UT
4660,Alex Smith,2013,KAN,14.0,98,CA
4661,Demaryius Thomas,2013,DEN,14.0,98,GA
4662,Earl Thomas,2013,SEA,14.0,98,TX
4663,Earl Thomas,2013,SEA,14.0,98,TX
4664,Tom Brady,2013,NWE,13.0,97,MI
4665,Ahmad Brooks,2013,SFO,13.0,97,TX
4666,Eric Decker,2013,DEN,13.0,97,MN
4667,A.J. Green,2013,CIN,13.0,97,GA
4668,Cameron Jordan,2013,NOR,13.0,97,CA
4669,Gerald McCoy,2013,TAM,13.0,97,OK
4670,Knowshon Moreno,2013,DEN,13.0,97,GA
4671,DeMarco Murray,2013,DAL,13.0,97,OK
4672,Dontari Poe,2013,KAN,13.0,97,TN
4673,Ben Roethlisberger,2013,PIT,13.0,97,OH
4674,Tony Romo,2013,DAL,13.0,97,IL
4675,Matt Ryan,2013,ATL,13.0,97,MA
4676,Justin Smith,2013,SFO,13.0,97,IN
4677,Justin Smith,2013,SFO,13.0,97,MO
4678,Tyron Smith,2013,DAL,13.0,97,SC
4679,Matthew Stafford,2013,DET,13.0,97,GA
4680,Joe Staley,2013,SFO,13.0,97,MI
4681,Mario Williams,2013,BUF,13.0,97,NC
4682,Anquan Boldin,2013,SFO,12.0,97,FL
4683,Dez Bryant,2013,DAL,12.0,97,OK
4684,Jurrell Casey,2013,TEN,12.0,97,SC
4685,Jahri Evans,2013,NOR,12.0,97,PA
4686,Calvin Johnson,2013,DET,12.0,97,GA
4687,Derrick Johnson,2013,KAN,12.0,97,WA
4688,Derrick Johnson,2013,KAN,12.0,97,TX
4689,Marshawn Lynch,2013,SEA,12.0,97,CA
4690,Brandon Marshall,2013,CHI,12.0,97,FL
4691,Brandon Marshall,2013,CHI,12.0,97,NV
4692,Antrel Rolle,2013,NYG,12.0,97,FL
4693,Terrell Suggs,2013,BAL,12.0,97,AZ
4694,Alterraun Verner,2013,TEN,12.0,97,CA
4695,Eric Berry,2013,KAN,11.0,96,TN
4696,Kam Chancellor,2013,SEA,11.0,96,VA
4697,Nick Foles,2013,PHI,11.0,96,AZ
4698,Josh Gordon,2013,CLE,11.0,96,UT
4699,Jimmy Graham,2013,NOR,11.0,96,FL
4700,Ben Grubbs,2013,NOR,11.0,96,AL
4701,Joe Haden,2013,CLE,11.0,96,FL
4702,DeSean Jackson,2013,PHI,11.0,96,CA
4703,Kyle Long,2013,CHI,11.0,96,OR
4704,Ryan Mathews,2013,SDG,11.0,96,CA
4705,Jordy Nelson,2013,GNB,11.0,96,KA
4706,Haloti Ngata,2013,BAL,11.0,96,OR
4707,Carson Palmer,2013,ARI,11.0,96,SC
4708,Adrian Peterson,2013,MIN,11.0,96,OK
4709,Adrian Peterson,2013,MIN,11.0,96,GA
4710,Aqib Talib,2013,NWE,11.0,96,KS
4711,Kyle Williams,2013,BUF,11.0,96,SC
4712,Kyle Williams,2013,BUF,11.0,96,LA
4713,Kyle Williams,2013,BUF,11.0,96,AZ
4714,Keenan Allen,2013,SDG,10.0,95,CA
4715,Zane Beadles,2013,DEN,10.0,95,UT
4716,Reggie Bush,2013,DET,10.0,95,SC
4717,Jeromey Clary,2013,SDG,10.0,95,KA
