Player,Season,PER,percentile_per,state
Sim Bhullar,2014-15,44.3,99,NM
Anthony Brown,2017-18,41.9,99,IL
Eric Moreland,2014-15,40.8,99,OR
David Stockton,2017-18,33.9,99,WA
Orien Greene,2010-11,33.0,99,LA
Rakeem Christmas,2015-16,32.0,99,NY
Jarnell Stokes,2016-17,31.5,99,TN
Stephen Curry,2015-16,31.5,99,NC
Tyrus Thomas,2014-15,31.4,99,LA
Tony Mitchell,2013-14,30.9,99,IN
Anthony Davis,2014-15,30.8,99,TX
Demetrius Jackson,2016-17,30.8,99,IN
Russell Westbrook,2016-17,30.6,99,CA
James Harden,2017-18,29.8,99,AZ
Kevin Durant,2013-14,29.8,99,TX
Henry Sims,2012-13,29.2,99,DC
Russell Westbrook,2014-15,29.1,99,CA
Anthony Davis,2017-18,28.9,99,TX
Kevin Durant,2012-13,28.3,99,TX
Stephen Curry,2017-18,28.2,99,NC
Kevin Durant,2015-16,28.2,99,TX
Stephen Curry,2014-15,28.0,99,NC
Kevin Durant,2016-17,27.6,99,TX
Kawhi Leonard,2016-17,27.6,99,CA
Kevin Durant,2014-15,27.6,99,TX
Russell Westbrook,2015-16,27.6,99,CA
Anthony Davis,2016-17,27.5,99,TX
James Harden,2016-17,27.4,98,AZ
Chris Paul,2011-12,27.0,98,NC
Kevin Love,2013-14,26.9,98,CA
James Harden,2014-15,26.7,98,AZ
Isaiah Thomas,2016-17,26.5,98,IN
Anthony Davis,2013-14,26.5,98,TX
Chris Paul,2012-13,26.4,98,NC
Dwyane Wade,2011-12,26.3,98,WI
Chris Paul,2015-16,26.2,98,NC
Kevin Durant,2011-12,26.2,98,TX
Chris Paul,2016-17,26.2,98,NC
Hassan Whiteside,2014-15,26.2,98,WV
MarShon Brooks,2017-18,26.1,98,RI
DeMarcus Cousins,2013-14,26.1,98,KY
Josh Huestis,2016-17,26.1,98,CA
Chris Paul,2014-15,26.0,98,NC
Kawhi Leonard,2015-16,26.0,98,CA
Kevin Durant,2017-18,26.0,98,TX
Kawhi Leonard,2017-18,26.0,98,CA
Chris Paul,2013-14,25.9,98,NC
Karl-Anthony Towns,2016-17,25.9,98,KY
DeMarcus Cousins,2016-17,25.8,98,KY
Hassan Whiteside,2015-16,25.7,98,WV
Dwyane Wade,2010-11,25.6,98,WI
Jonathan Gibson,2017-18,25.4,98,NM
Brook Lopez,2013-14,25.4,98,CA
Kevin Love,2011-12,25.4,98,CA
James Harden,2015-16,25.3,98,AZ
DeMarcus Cousins,2014-15,25.2,97,KY
JaVale McGee,2016-17,25.2,97,NV
Damian Lillard,2017-18,25.2,97,UT
Jimmy Butler,2016-17,25.1,97,WI
Kyrie Irving,2017-18,25.0,97,NC
LaMarcus Aldridge,2017-18,25.0,97,TX
Anthony Davis,2015-16,25.0,97,TX
Karl-Anthony Towns,2017-18,24.9,97,KY
Carmelo Anthony,2012-13,24.8,97,NY
Brook Lopez,2012-13,24.7,97,CA
Russell Westbrook,2017-18,24.7,97,CA
Montrezl Harrell,2017-18,24.7,97,KY
Russell Westbrook,2013-14,24.7,97,CA
Stephen Curry,2016-17,24.6,97,NC
Chris Paul,2017-18,24.4,97,NC
Tim Duncan,2012-13,24.4,97,NC
Carmelo Anthony,2013-14,24.4,97,NY
Kevin Love,2010-11,24.3,97,CA
Stephen Curry,2013-14,24.1,97,NC
Joel Embiid,2016-17,24.1,97,KS
Damian Lillard,2016-17,24.1,97,UT
Shawn Long,2016-17,24.1,97,LA
Hassan Whiteside,2017-18,24.1,97,WV
DeMar DeRozan,2016-17,24.0,97,CA
Dwyane Wade,2012-13,24.0,97,WI
Coty Clarke,2015-16,23.9,97,AR
Blake Griffin,2013-14,23.9,97,OK
Russell Westbrook,2012-13,23.9,97,CA
Jimmy Butler,2017-18,23.7,97,WI
Chris Paul,2010-11,23.7,97,NC
Russell Westbrook,2010-11,23.6,96,CA
Kevin Durant,2010-11,23.6,96,TX
DeMarcus Cousins,2015-16,23.6,96,KY
Derrick Rose,2010-11,23.5,96,TN
Brandan Wright,2013-14,23.5,96,CA
James Harden,2013-14,23.5,96,AZ
Blake Griffin,2011-12,23.4,96,OK
Mike Conley,2016-17,23.2,96,OH
John Wall,2016-17,23.2,96,KY
Victor Oladipo,2017-18,23.1,96,IN
Kyrie Irving,2016-17,23.0,96,NC
Derrick Rose,2011-12,23.0,96,TN
James Harden,2012-13,23.0,96,AZ
Russell Westbrook,2011-12,22.9,96,CA
Kyle Lowry,2016-17,22.9,96,PA
Andre Drummond,2017-18,22.9,96,CT
Joel Embiid,2017-18,22.9,96,KS
Arinze Onuaku,2014-15,22.8,96,NY
LaMarcus Aldridge,2014-15,22.8,96,TX
Blake Griffin,2014-15,22.8,96,OK
Brook Lopez,2014-15,22.7,96,CA
LaMarcus Aldridge,2011-12,22.7,96,TX
Andre Drummond,2013-14,22.6,96,CT
DeMarcus Cousins,2017-18,22.6,96,KY
Zach Randolph,2010-11,22.6,96,MI
Hassan Whiteside,2016-17,22.6,96,WV
Blake Griffin,2016-17,22.6,96,OK
Tim Duncan,2014-15,22.6,96,NC
Karl-Anthony Towns,2015-16,22.5,95,KY
Michael Beasley,2015-16,22.5,95,KS
Tim Duncan,2011-12,22.5,95,NC
Kevin Love,2017-18,22.4,95,CA
Carl Landry,2015-16,22.4,95,IN
LaMarcus Aldridge,2015-16,22.4,95,TX
Blake Griffin,2012-13,22.4,95,OK
JaVale McGee,2017-18,22.3,95,NV
Kyle Lowry,2015-16,22.2,95,PA
Damian Lillard,2015-16,22.2,95,UT
Gordon Hayward,2016-17,22.2,95,IN
Blake Griffin,2015-16,22.1,95,OK
Greg Monroe,2011-12,22.0,95,DC
Dwyane Wade,2013-14,22.0,95,WI
Al Horford,2013-14,22.0,95,FL
Kawhi Leonard,2014-15,22.0,95,CA
Tim Duncan,2010-11,21.9,95,NC
Blake Griffin,2010-11,21.9,95,OK
Kenneth Faried,2011-12,21.9,95,KY
Brook Lopez,2011-12,21.9,95,CA
Paul Millsap,2011-12,21.8,95,LA
Greg Monroe,2015-16,21.8,95,DC
LaMarcus Aldridge,2013-14,21.8,95,TX
Derrick Favors,2014-15,21.8,95,GA
DeAndre Jordan,2016-17,21.8,95,TX
Brook Lopez,2015-16,21.7,95,CA
Carmelo Anthony,2010-11,21.7,95,NY
Anthony Davis,2012-13,21.7,95,TX
DeMarcus Cousins,2011-12,21.7,95,KY
Brandan Wright,2011-12,21.6,94,CA
Andre Drummond,2012-13,21.6,94,CT
Derrick Favors,2015-16,21.6,94,GA
Patty Mills,2011-12,21.5,94,LA
Nikola Vucevic,2014-15,21.5,94,CA
DeMar DeRozan,2015-16,21.5,94,CA
Carmelo Anthony,2014-15,21.5,94,NY
Isaiah Thomas,2015-16,21.5,94,IN
LaMarcus Aldridge,2010-11,21.5,94,TX
George Hill,2014-15,21.5,94,IN
Kyrie Irving,2014-15,21.5,94,NC
Lou Williams,2016-17,21.4,94,FL
Kyrie Irving,2011-12,21.4,94,NC
Andre Drummond,2014-15,21.4,94,CT
Al Horford,2014-15,21.4,94,FL
Kevin Martin,2010-11,21.4,94,OH
Dwyane Wade,2014-15,21.4,94,WI
Kyrie Irving,2012-13,21.4,94,NC
Paul Millsap,2015-16,21.3,94,LA
Jimmy Butler,2015-16,21.3,94,WI
Jimmy Butler,2014-15,21.3,94,WI
Tim Duncan,2013-14,21.3,94,NC
Stephen Curry,2012-13,21.3,94,NC
Kemba Walker,2016-17,21.3,94,KY
Cole Aldrich,2015-16,21.3,94,KS
Greg Monroe,2014-15,21.2,94,DC
Greg Monroe,2017-18,21.2,94,DC
Andre Drummond,2015-16,21.2,94,CT
Ryan Anderson,2011-12,21.2,94,CA
Stephen Curry,2011-12,21.2,94,NC
Alan Williams,2015-16,21.1,93,IA
Greg Monroe,2016-17,21.1,93,DC
Tyreke Evans,2017-18,21.1,93,TN
Carmelo Anthony,2011-12,21.1,93,NY
James Harden,2011-12,21.1,93,AZ
Josh Smith,2011-12,21.1,93,CO
Nikola Vucevic,2015-16,21.1,93,CA
Kevin Love,2016-17,21.1,93,CA
Deron Williams,2010-11,21.1,93,IL
DeMar DeRozan,2017-18,21.0,93,CA
Trey Burke,2017-18,21.0,93,MI
Kenneth Faried,2015-16,21.0,93,KY
DeAndre Jordan,2014-15,21.0,93,TX
Brandan Wright,2012-13,21.0,93,CA
Paul George,2015-16,20.9,93,CA
Andre Drummond,2016-17,20.9,93,CT
David West,2017-18,20.9,93,OH
John Wall,2012-13,20.8,93,KY
Klay Thompson,2014-15,20.8,93,WA
Steve Nash,2010-11,20.8,93,CA
Kemba Walker,2015-16,20.8,93,KY
Damian Lillard,2014-15,20.7,93,UT
JaVale McGee,2012-13,20.7,93,NV
Al Horford,2010-11,20.7,93,FL
DeAndre Jordan,2015-16,20.6,93,TX
Steven Adams,2017-18,20.6,93,PA
Kemba Walker,2017-18,20.6,93,KY
Jeff Teague,2014-15,20.6,93,NC
Isaiah Thomas,2014-15,20.6,93,IN
Eric Bledsoe,2016-17,20.5,92,KY
Kyle O'Quinn,2016-17,20.5,92,VA
Jeremy Evans,2014-15,20.5,92,KY
Isaiah Thomas,2013-14,20.5,92,IN
Brandan Wright,2014-15,20.4,92,CA
LaMarcus Aldridge,2012-13,20.4,92,TX
David West,2010-11,20.4,92,OH
Brook Lopez,2016-17,20.4,92,CA
Nerlens Noel,2016-17,20.4,92,KY
Carmelo Anthony,2015-16,20.3,92,NY
Deron Williams,2011-12,20.3,92,IL
Steve Nash,2011-12,20.3,92,CA
Dwyane Wade,2015-16,20.3,92,WI
Deron Williams,2012-13,20.3,92,IL
Kenneth Faried,2016-17,20.3,92,KY
Lou Williams,2011-12,20.2,92,FL
DeMarcus Cousins,2012-13,20.2,92,KY
Paul George,2016-17,20.2,92,CA
Gordon Hayward,2014-15,20.2,92,IN
Chris Bosh,2015-16,20.2,92,GA
Lou Williams,2017-18,20.2,92,FL
Larry Nance,2017-18,20.2,92,SC
DeAndre Jordan,2017-18,20.2,92,TX
Bradley Beal,2016-17,20.1,91,FL
David West,2012-13,20.1,91,OH
Paul George,2013-14,20.1,91,CA
Kyrie Irving,2013-14,20.1,91,NC
Kyle Lowry,2013-14,20.1,91,PA
Joakim Noah,2013-14,20.0,91,FL
Eric Bledsoe,2015-16,20.0,91,KY
Chris Bosh,2012-13,20.0,91,GA
Kyle O'Quinn,2017-18,20.0,91,VA
Jarnell Stokes,2015-16,20.0,91,TN
Mike Conley,2013-14,20.0,91,OH
Ed Davis,2014-15,20.0,91,CA
Paul Millsap,2014-15,20.0,91,LA
Shayne Whittington,2014-15,20.0,91,MI
Kyrie Irving,2015-16,19.9,91,NC
Jeremy Lin,2011-12,19.9,91,MA
JaVale McGee,2011-12,19.9,91,NV
Shabazz Muhammad,2014-15,19.9,91,CA
John Wall,2014-15,19.9,91,KY
Lou Williams,2014-15,19.9,91,FL
JaVale McGee,2015-16,19.9,91,NV
Jeremy Evans,2012-13,19.9,91,KY
Julius Randle,2017-18,19.9,91,KY
John Wall,2015-16,19.8,91,KY
Chris Bosh,2014-15,19.8,91,GA
Kenneth Faried,2013-14,19.8,91,KY
Paul Millsap,2010-11,19.8,91,LA
Paul Millsap,2013-14,19.8,91,LA
Paul Millsap,2012-13,19.8,91,LA
Al Horford,2012-13,19.8,91,FL
Brandon Bass,2016-17,19.7,90,LA
Jrue Holiday,2015-16,19.7,90,CA
Nikola Vucevic,2017-18,19.7,90,CA
Joel Bolomboy,2016-17,19.7,90,UT
Jack Cooley,2017-18,19.7,90,IN
Bobby Portis,2017-18,19.7,90,AR
Carlos Boozer,2011-12,19.7,90,NC
David Lee,2011-12,19.7,90,CA
Rudy Gay,2014-15,19.7,90,CT
Paul Pierce,2010-11,19.7,90,KS
Eric Bledsoe,2017-18,19.7,90,KY
David Lee,2015-16,19.6,90,CA
Reggie Jackson,2015-16,19.6,90,MA
James Singleton,2011-12,19.6,90,KY
Blake Griffin,2017-18,19.6,90,OK
Paul Pierce,2011-12,19.6,90,KS
Joakim Noah,2011-12,19.6,90,FL
Jeremy Evans,2011-12,19.6,90,KY
Eric Bledsoe,2013-14,19.6,90,KY
John Wall,2013-14,19.5,90,KY
Kyle Lowry,2017-18,19.5,90,PA
Zach Randolph,2014-15,19.5,90,MI
Greg Monroe,2012-13,19.5,90,DC
Alan Williams,2016-17,19.5,90,IA
Marreese Speights,2014-15,19.5,90,FL
Mike Conley,2015-16,19.4,90,OH
Alex Len,2017-18,19.4,90,MD
Chris Bosh,2010-11,19.4,90,GA
Stephen Curry,2010-11,19.4,90,NC
Ty Lawson,2011-12,19.4,90,CA
Al Horford,2015-16,19.4,90,FL
Devin Ebanks,2010-11,19.4,90,WV
Lamar Odom,2010-11,19.4,90,RI
Kawhi Leonard,2013-14,19.4,90,CA
Kyle Lowry,2014-15,19.3,89,PA
Maalik Wayns,2013-14,19.3,89,PA
Draymond Green,2015-16,19.3,89,MI
George Hill,2016-17,19.3,89,IN
Roy Hibbert,2011-12,19.3,89,DC
Brook Lopez,2010-11,19.3,89,CA
Jordan Hill,2013-14,19.3,89,AZ
Josh Smith,2010-11,19.2,89,CO
Jeff Teague,2016-17,19.2,89,NC
Willie Reed,2017-18,19.2,89,LA
Willie Reed,2015-16,19.2,89,LA
Montrezl Harrell,2016-17,19.2,89,KY
Jeremy Lin,2016-17,19.2,89,MA
David Lee,2012-13,19.2,89,CA
Eric Gordon,2011-12,19.2,89,IN
Terrence Jones,2013-14,19.1,89,KY
David Lee,2013-14,19.1,89,CA
Jorge Gutierrez,2015-16,19.1,89,CA
Paul Pierce,2012-13,19.1,89,KS
Cole Aldrich,2013-14,19.1,89,KS
Jordan Crawford,2017-18,19.1,89,KY
Jabari Parker,2016-17,19.1,89,NC
Nikola Vucevic,2016-17,19.1,89,CA
John Wall,2017-18,19.1,89,KY
Derrick Favors,2013-14,19.0,88,GA
Ramon Sessions,2010-11,19.0,88,NV
Ryan Anderson,2010-11,19.0,88,CA
Chris Andersen,2010-11,19.0,88,TX
Mason Plumlee,2013-14,19.0,88,NC
Ty Lawson,2013-14,19.0,88,CA
Al Horford,2011-12,19.0,88,FL
Chris Bosh,2013-14,19.0,88,GA
Brandan Wright,2017-18,19.0,88,CA
Kevin Love,2015-16,19.0,88,CA
Tyler Zeller,2014-15,18.9,88,CA
Jannero Pargo,2013-14,18.9,88,AR
Robin Lopez,2012-13,18.9,88,CA
Thaddeus Young,2011-12,18.9,88,GA
Chris Bosh,2011-12,18.9,88,GA
Chris Andersen,2011-12,18.9,88,TX
Lou Williams,2010-11,18.9,88,FL
Dwight Powell,2017-18,18.8,88,CA
Darren Collison,2017-18,18.8,88,CA
Jeff Withey,2016-17,18.8,88,KS
Kemba Walker,2012-13,18.8,88,KY
Joakim Noah,2010-11,18.8,88,FL
Jeremy Evans,2010-11,18.8,88,KY
Carlos Boozer,2010-11,18.8,88,NC
Derrick Favors,2017-18,18.8,88,GA
Nikola Vucevic,2013-14,18.8,88,CA
Ryan Anderson,2013-14,18.8,88,CA
Drew Gooden,2011-12,18.8,88,KS
Jrue Holiday,2014-15,18.8,88,CA
Elliot Williams,2011-12,18.8,88,TN
Kyle Lowry,2011-12,18.8,88,PA
Adreian Payne,2017-18,18.8,88,MI
Kevin Love,2014-15,18.8,88,CA
Ed Davis,2015-16,18.7,87,CA
Chauncey Billups,2010-11,18.7,87,CO
Larry Sanders,2012-13,18.7,87,VA
Paul George,2017-18,18.7,87,CA
Archie Goodwin,2016-17,18.7,87,KY
Sean Williams,2011-12,18.7,87,MA
Patty Mills,2013-14,18.7,87,LA
Samuel Dalembert,2012-13,18.6,87,NJ
Richaun Holmes,2016-17,18.6,87,OH
LaMarcus Aldridge,2016-17,18.6,87,TX
Danny Granger,2011-12,18.6,87,NM
Kevon Looney,2015-16,18.6,87,CA
John Henson,2015-16,18.6,87,CA
Mike Conley,2014-15,18.6,87,OH
Damian Lillard,2013-14,18.6,87,UT
Jarnell Stokes,2014-15,18.6,87,TN
Chris Wright,2011-12,18.6,87,OH
Klay Thompson,2015-16,18.6,87,WA
Kenneth Faried,2012-13,18.5,87,KY
Brandan Wright,2016-17,18.5,87,CA
James Johnson,2013-14,18.5,87,NC
Chris Andersen,2013-14,18.5,87,TX
Jordan Hill,2012-13,18.5,87,AZ
Elton Brand,2010-11,18.5,87,NC
Eric Gordon,2010-11,18.5,87,IN
Ty Lawson,2014-15,18.5,87,CA
Dwyane Wade,2016-17,18.5,87,WI
Myles Turner,2016-17,18.5,87,TX
Zach Randolph,2016-17,18.5,87,MI
David Lee,2016-17,18.5,87,CA
Markieff Morris,2013-14,18.4,86,IL
Tyreke Evans,2013-14,18.4,86,TN
Thaddeus Young,2010-11,18.4,86,GA
Chris Johnson,2012-13,18.4,86,CA
Joe Johnson,2011-12,18.4,86,IA
Rodney Stuckey,2010-11,18.4,86,WA
Bradley Beal,2017-18,18.4,86,FL
DeMar DeRozan,2013-14,18.4,86,CA
Drew Gooden,2013-14,18.4,86,KS
Kenneth Faried,2014-15,18.4,86,KY
Eric Bledsoe,2014-15,18.4,86,KY
Otto Porter,2017-18,18.3,86,DC
Terrence Jones,2014-15,18.3,86,KY
Jerome Jordan,2011-12,18.3,86,OK
Gordon Hayward,2015-16,18.3,86,IN
Mike Conley,2012-13,18.3,86,OH
Rudy Gay,2013-14,18.3,86,CT
Zach Randolph,2013-14,18.3,86,MI
Zach Randolph,2015-16,18.3,86,MI
Tony Allen,2010-11,18.3,86,OK
Brandan Wright,2015-16,18.3,86,CA
Carl Landry,2011-12,18.2,86,IN
Vernon Macklin,2011-12,18.2,86,FL
Kris Humphries,2013-14,18.2,86,MN
Thaddeus Young,2012-13,18.2,86,GA
John Henson,2012-13,18.2,86,CA
Tyrus Thomas,2010-11,18.2,86,LA
DeAndre Jordan,2013-14,18.2,86,TX
Brice Johnson,2017-18,18.2,86,UT
Mason Plumlee,2016-17,18.1,85,NC
Spencer Hawes,2011-12,18.1,85,WA
Devin Booker,2017-18,18.1,85,KY
Greg Monroe,2013-14,18.1,85,DC
Tony Mitchell,2013-14,18.1,85,IN
Ryan Anderson,2012-13,18.1,85,CA
Tyreke Evans,2012-13,18.1,85,TN
Joakim Noah,2012-13,18.1,85,FL
Rajon Rondo,2012-13,18.1,85,KY
Cole Aldrich,2014-15,18.1,85,KS
Mason Plumlee,2014-15,18.0,85,NC
Rudy Gay,2017-18,18.0,85,CT
Chris Wilcox,2010-11,18.0,85,MD
John Henson,2014-15,18.0,85,CA
Mike Muscala,2014-15,18.0,85,PA
Greg Monroe,2010-11,18.0,85,DC
Shawn Marion,2012-13,18.0,85,NV
Elton Brand,2011-12,18.0,85,NC
Nate Robinson,2011-12,18.0,85,WA
Jared Sullinger,2014-15,17.9,85,OH
James Johnson,2014-15,17.9,85,NC
Carmelo Anthony,2016-17,17.9,85,NY
Rudy Gay,2016-17,17.9,85,CT
Trey Lyles,2017-18,17.9,85,KY
Mike Harris,2010-11,17.9,85,TX
Ty Lawson,2010-11,17.9,85,CA
Kris Humphries,2011-12,17.9,85,MN
Tyreke Evans,2015-16,17.9,85,TN
John Henson,2013-14,17.9,85,CA
Jarrett Jack,2011-12,17.9,85,GA
Zach Randolph,2011-12,17.9,85,MI
Jeff Teague,2015-16,17.9,85,NC
Ty Lawson,2012-13,17.9,85,CA
Kevin Love,2012-13,17.9,85,CA
Zach Randolph,2012-13,17.9,85,MI
Paul Millsap,2016-17,17.8,84,LA
Steve Novak,2010-11,17.8,84,WI
Michael Beasley,2016-17,17.8,84,KS
Andre Miller,2010-11,17.8,84,MI
David Lee,2010-11,17.8,84,CA
Kris Humphries,2010-11,17.8,84,MN
Nikola Vucevic,2012-13,17.8,84,CA
Ed Davis,2012-13,17.8,84,CA
Kelly Olynyk,2017-18,17.8,84,WA
Rudy Gay,2010-11,17.8,84,CT
Vince Carter,2012-13,17.8,84,CA
Danny Granger,2010-11,17.8,84,NM
Meyers Leonard,2017-18,17.8,84,IL
Jrue Holiday,2017-18,17.8,84,CA
Michael Beasley,2017-18,17.8,84,KS
Rudy Gay,2011-12,17.8,84,CT
Aron Baynes,2015-16,17.8,84,WA
David West,2011-12,17.8,84,OH
James Ennis,2015-16,17.8,84,CA
Delon Wright,2015-16,17.8,84,UT
David Lee,2014-15,17.8,84,CA
Ramon Sessions,2012-13,17.7,83,NV
Jeff Withey,2015-16,17.7,83,KS
Cole Aldrich,2011-12,17.7,83,KS
Jerryd Bayless,2011-12,17.7,83,AZ
John Wall,2011-12,17.7,83,KY
Tyreke Evans,2014-15,17.7,83,TN
Al Horford,2016-17,17.7,83,FL
Josh Smith,2012-13,17.7,83,CO
Lou Williams,2015-16,17.7,83,FL
Festus Ezeli,2015-16,17.7,83,TN
Robin Lopez,2013-14,17.7,83,CA
Robin Lopez,2015-16,17.6,83,CA
David West,2015-16,17.6,83,OH
Al Horford,2017-18,17.6,83,FL
Kemba Walker,2014-15,17.6,83,KY
Dwight Powell,2016-17,17.6,83,CA
Earl Boykins,2010-11,17.6,83,MI
Jeff Withey,2014-15,17.6,83,KS
Willie Cauley-Stein,2017-18,17.6,83,KY
Jordan Crawford,2016-17,17.6,83,KY
Jon Leuer,2013-14,17.6,83,WI
DeJuan Blair,2011-12,17.6,83,PA
Chris Copeland,2013-14,17.6,83,CO
Deron Williams,2013-14,17.6,83,IL
Isaiah Thomas,2011-12,17.6,83,IN
Rodney Stuckey,2011-12,17.6,83,WA
Ryan Reid,2011-12,17.6,83,FL
Anthony Randolph,2011-12,17.6,83,LA
Andre Iguodala,2011-12,17.6,83,AZ
Kosta Koufos,2017-18,17.5,82,OH
Thaddeus Young,2015-16,17.5,82,GA
Derrick Favors,2012-13,17.5,82,GA
Eric Bledsoe,2012-13,17.5,82,KY
Carl Landry,2012-13,17.5,82,IN
David West,2013-14,17.5,82,OH
Kyle Lowry,2012-13,17.5,82,PA
Isaiah Thomas,2012-13,17.5,82,IN
Marreese Speights,2016-17,17.5,82,FL
Darren Collison,2014-15,17.5,82,CA
Kyle O'Quinn,2015-16,17.5,82,VA
Rajon Rondo,2011-12,17.5,82,KY
Jakob Poeltl,2017-18,17.5,82,UT
Domantas Sabonis,2017-18,17.5,82,WA
Nate Robinson,2012-13,17.4,82,WA
JaVale McGee,2010-11,17.4,82,NV
Charlie Villanueva,2014-15,17.4,82,CT
DeMar DeRozan,2014-15,17.4,82,CA
Jeff Adrien,2013-14,17.4,82,CT
Miles Plumlee,2015-16,17.4,82,NC
Khris Middleton,2017-18,17.4,82,TX
Brandon Bass,2015-16,17.4,82,LA
Chris Andersen,2012-13,17.4,82,TX
Klay Thompson,2016-17,17.4,82,WA
Jordan Farmar,2011-12,17.4,82,CA
Richaun Holmes,2017-18,17.4,82,OH
Kenneth Faried,2017-18,17.4,82,KY
Marcus Thornton,2011-12,17.4,82,LA
John Jenkins,2016-17,17.3,81,TN
Otto Porter,2016-17,17.3,81,DC
Thomas Robinson,2016-17,17.3,81,KS
Kosta Koufos,2011-12,17.3,81,OH
Jordan Adams,2015-16,17.3,81,CA
Mario Chalmers,2015-16,17.3,81,KS
Jamal Crawford,2013-14,17.3,81,MI
Marreese Speights,2012-13,17.3,81,FL
Roy Hibbert,2012-13,17.3,81,DC
DeJuan Blair,2013-14,17.3,81,PA
Chris Kaman,2014-15,17.3,81,MI
Zach Randolph,2017-18,17.3,81,MI
Derrick Williams,2015-16,17.2,81,IL
Mason Plumlee,2015-16,17.2,81,NC
Ryan Anderson,2015-16,17.2,81,CA
Gorgui Dieng,2014-15,17.2,81,KY
Brice Johnson,2016-17,17.2,81,UT
Elfrid Payton,2016-17,17.2,81,LA
DeAndre Jordan,2012-13,17.2,81,TX
Kosta Koufos,2012-13,17.2,81,OH
Devin Harris,2010-11,17.2,81,WI
Reggie Jackson,2014-15,17.2,81,MA
Andre Iguodala,2010-11,17.2,81,AZ
Marreese Speights,2015-16,17.1,81,FL
Willie Reed,2016-17,17.1,81,LA
Jahlil Okafor,2015-16,17.1,81,NC
Gorgui Dieng,2015-16,17.1,81,KY
DeJuan Blair,2010-11,17.1,81,PA
Rajon Rondo,2010-11,17.1,81,KY
Jabari Parker,2017-18,17.1,81,NC
Tobias Harris,2017-18,17.1,81,LA
Carlos Boozer,2012-13,17.1,81,NC
Terrence Jones,2012-13,17.1,81,KY
Jeff Teague,2013-14,17.1,81,NC
Jrue Holiday,2013-14,17.1,81,CA
Jrue Holiday,2016-17,17.1,81,CA
Derrick Favors,2011-12,17.1,81,GA
Brandon Knight,2014-15,17.1,81,CA
Chris Kaman,2013-14,17.0,80,MI
Andrew Bogut,2013-14,17.0,80,UT
Hilton Armstrong,2013-14,17.0,80,CT
Paul Millsap,2017-18,17.0,80,LA
Cheick Diallo,2017-18,17.0,80,KS
Jeremy Lamb,2017-18,17.0,80,CT
Baron Davis,2010-11,17.0,80,CA
Aaron Gordon,2015-16,17.0,80,AZ
Dewayne Dedmon,2015-16,17.0,80,CA
James Johnson,2016-17,17.0,80,NC
Shawn Marion,2010-11,17.0,80,NV
Derrick Rose,2016-17,17.0,80,TN
Jeremy Lamb,2016-17,17.0,80,CT
Mason Plumlee,2017-18,16.9,80,NC
Tim Duncan,2015-16,16.9,80,NC
Jordan Clarkson,2014-15,16.9,80,MI
Jordan Hamilton,2012-13,16.9,80,TX
Rondae Hollis-Jefferson,2017-18,16.9,80,AZ
Michael Kidd-Gilchrist,2015-16,16.9,80,KY
Samuel Dalembert,2011-12,16.9,80,NJ
Taj Gibson,2011-12,16.9,80,CA
Rajon Rondo,2015-16,16.9,80,KY
Tobias Harris,2016-17,16.9,80,LA
Gordon Hayward,2012-13,16.8,79,IN
Paul George,2012-13,16.8,79,CA
Chris Copeland,2012-13,16.8,79,CO
Jerome Jordan,2014-15,16.8,79,OK
Cheick Diallo,2016-17,16.8,79,KS
Skal Labissiere,2016-17,16.8,79,KY
Mike Conley,2011-12,16.8,79,OH
Khris Middleton,2015-16,16.8,79,TX
Dwight Powell,2015-16,16.8,79,CA
Marvin Williams,2015-16,16.8,79,AL
Jason Smith,2012-13,16.8,79,LA
Jeff Teague,2012-13,16.8,79,NC
Antawn Jamison,2010-11,16.8,79,CA
Samuel Dalembert,2013-14,16.8,79,NJ
Kemba Walker,2013-14,16.8,79,KY
Paul Pierce,2013-14,16.8,79,KS
Jamal Crawford,2012-13,16.8,79,MI
Michael Beasley,2013-14,16.8,79,KS
Ramon Sessions,2011-12,16.7,79,NV
Kevin Martin,2014-15,16.7,79,OH
Tobias Harris,2014-15,16.7,79,LA
Jrue Holiday,2012-13,16.7,79,CA
Victor Oladipo,2015-16,16.7,79,IN
Rasheed Wallace,2012-13,16.7,79,CA
Jared Sullinger,2015-16,16.7,79,OH
Andrew Bogut,2010-11,16.7,79,UT
Patrick Patterson,2010-11,16.7,79,KY
Cody Zeller,2016-17,16.7,79,IN
Arnett Moultrie,2012-13,16.7,79,MS
Will Bynum,2012-13,16.6,78,GA
Kawhi Leonard,2011-12,16.6,78,CA
Wilson Chandler,2012-13,16.6,78,IL
George Hill,2012-13,16.6,78,IN
Jason Smith,2011-12,16.6,78,LA
Mitch McGary,2014-15,16.6,78,MI
Mike Dunleavy,2011-12,16.6,78,SC
David West,2016-17,16.6,78,OH
Jamal Crawford,2014-15,16.6,78,MI
Myles Turner,2017-18,16.6,78,TX
Thaddeus Young,2013-14,16.6,78,GA
Wade Baldwin,2017-18,16.6,78,TN
Deyonta Davis,2017-18,16.6,78,MI
Raymond Felton,2010-11,16.6,78,CA
Andrew Wiggins,2015-16,16.5,77,KS
Kyle Lowry,2010-11,16.5,77,PA
Marcus Thornton,2010-11,16.5,77,LA
Hakim Warrick,2010-11,16.5,77,NY
Aaron Gordon,2017-18,16.5,77,AZ
Paul George,2011-12,16.5,77,CA
