name,salary,year
Dwight Freeney,"$4,078,125  ",2014
Brent Celek,"$4,075,000  ",2014
Sammie Lee Hill,"$4,066,666  ",2014
Jadeveon Clowney,"$4,049,636  ",2014
Mike Scifres,"$4,035,000  ",2014
Evander Hood,"$4,025,000  ",2014
Jake Locker,"$4,004,637  ",2014
Kyle Orton,"$4,000,000  ",2014
Desmond Bryant,"$4,000,000  ",2014
B.J. Raji,"$4,000,000  ",2014
Jimmy Graham,"$4,000,000  ",2014
Rodger Saffold,"$4,000,000  ",2014
Delanie Walker,"$4,000,000  ",2014
Antonio Cromartie,"$4,000,000  ",2014
Brent Grimes,"$4,000,000  ",2014
Randy Starks,"$4,000,000  ",2014
Toby Gerhart,"$4,000,000  ",2014
Emmanuel Sanders,"$4,000,000  ",2014
Michael Bennett,"$4,000,000  ",2014
Michael Vick,"$4,000,000  ",2014
Eric Decker,"$4,000,000  ",2014
Jerry Hughes,"$3,995,000  ",2014
James Casey,"$3,985,000  ",2014
Marcel Reece,"$3,980,838  ",2014
Hakeem Nicks,"$3,975,000  ",2014
Brad Jones,"$3,925,000  ",2014
Stevie Johnson,"$3,925,000  ",2014
John Abraham,"$3,925,000  ",2014
Malcom Floyd,"$3,916,666  ",2014
Gosder Cherilus,"$3,900,000  ",2014
Zach Miller,"$3,887,500  ",2014
Greg Robinson,"$3,869,836  ",2014
Fred Jackson,"$3,850,000  ",2014
William Hayes,"$3,845,000  ",2014
Bryan Bulaga,"$3,829,000  ",2014
Rey Maualuga,"$3,828,125  ",2014
James Jones,"$3,800,000  ",2014
Stephen Gostkowski,"$3,800,000  ",2014
Dustin Colquitt,"$3,800,000  ",2014
Rob Sims,"$3,775,000  ",2014
Nick Roach,"$3,771,250  ",2014
Colin Kaepernick,"$3,767,444  ",2014
Blake Bortles,"$3,755,420  ",2014
Jason Hatcher,"$3,750,000  ",2014
Michael Neal,"$3,750,000  ",2014
Matt Hasselbeck,"$3,750,000  ",2014
Donald Thomas,"$3,750,000  ",2014
Brandon Gibson,"$3,735,000  ",2014
Barkevious Mingo,"$3,715,228  ",2014
Sean Lee,"$3,700,000  ",2014
Jason Jones,"$3,683,333  ",2014
Richard Sherman,"$3,676,606  ",2014
Bradley Fletcher,"$3,650,000  ",2014
Harry Douglas,"$3,645,833  ",2014
Kyle Arrington,"$3,625,000  ",2014
Sammy Watkins,"$3,624,655  ",2014
Ryan Mathews,"$3,612,000  ",2014
Nick Folk,"$3,600,000  ",2014
Brandon Fields,"$3,586,116  ",2014
Derrick Morgan,"$3,541,668  ",2014
Orlando Scandrick,"$3,513,014  ",2014
David Hawthorne,"$3,510,000  ",2014
Julius Peppers,"$3,500,000  ",2014
Jairus Byrd,"$3,500,000  ",2014
Tarell Brown,"$3,500,000  ",2014
Charles Woodson,"$3,500,000  ",2014
Carlos Rogers,"$3,500,000  ",2014
Earl Mitchell,"$3,500,000  ",2014
Louis Delmas,"$3,500,000  ",2014
Jarret Johnson,"$3,500,000  ",2014
Evan Smith,"$3,500,000  ",2014
Clinton McDonald,"$3,500,000  ",2014
Ryan Tannehill,"$3,455,046  ",2014
Erik Pears,"$3,450,000  ",2014
Luke Kuechly,"$3,430,528  ",2014
Mason Crosby,"$3,400,000  ",2014
Joe Staley,"$3,400,000  ",2014
Chase Daniel,"$3,400,000  ",2014
Thomas Davis,"$3,400,000  ",2014
Khalil Mack,"$3,395,818  ",2014
Brandon Graham,"$3,378,000  ",2014
Kraig Urbik,"$3,375,000  ",2014
Elvis Dumervil,"$3,375,000  ",2014
Ryan Fitzpatrick,"$3,375,000  ",2014
Keenan Lewis,"$3,350,000  ",2014
Mike Tolbert,"$3,350,000  ",2014
Aldon Smith,"$3,339,781  ",2014
Captain Munnerlyn,"$3,333,333  ",2014
Matt Bryant,"$3,312,500  ",2014
Jonathan Cooper,"$3,306,591  ",2014
Kory Lichtensteiger,"$3,300,000  ",2014
Jeromey Clary,"$3,300,000  ",2014
Stephon Gilmore,"$3,295,679  ",2014
Cullen Jenkins,"$3,266,666  ",2014
Brodrick Bunkley,"$3,262,500  ",2014
Brandon Spikes,"$3,250,000  ",2014
DeAndre Levy,"$3,250,000  ",2014
T.J. Ward,"$3,250,000  ",2014
Britton Colquitt,"$3,250,000  ",2014
Michael Koenen,"$3,250,000  ",2014
Thomas Morstead,"$3,235,000  ",2014
Shonn Greene,"$3,233,333  ",2014
Christian Ponder,"$3,232,313  ",2014
Garrett Graham,"$3,203,125  ",2014
Eugene Monroe,"$3,200,000  ",2014
Dennis Pitta,"$3,200,000  ",2014
Chris Canty,"$3,166,666  ",2014
Dez Bryant,"$3,148,500  ",2014
Nick Fairley,"$3,146,500  ",2014
Jon Beason,"$3,141,666  ",2014
Manny Lawson,"$3,100,000  ",2014
Tyson Jackson,"$3,100,000  ",2014
Golden Tate,"$3,100,000  ",2014
Dontari Poe,"$3,087,274  ",2014
Sebastian Janikowski,"$3,060,000  ",2014
Daryl Washington,"$3,056,765  ",2014
Charles Tillman,"$3,050,000  ",2014
Robert Quinn,"$3,002,357  ",2014
Shawn Lauvao,"$3,000,000  ",2014
Perry Riley,"$3,000,000  ",2014
Walter Thurmond,"$3,000,000  ",2014
Antoine Bethea,"$3,000,000  ",2014
Michael Oher,"$3,000,000  ",2014
Jared Allen,"$3,000,000  ",2014
Knowshon Moreno,"$3,000,000  ",2014
Roy Miller,"$3,000,000  ",2014
Brandon Flowers,"$3,000,000  ",2014
Doug Baldwin,"$3,000,000  ",2014
Darius Butler,"$3,000,000  ",2014
Nate Allen,"$3,000,000  ",2014
Reshad Jones,"$2,995,882  ",2014
Alex Boone,"$2,990,000  ",2014
Jake Matthews,"$2,987,182  ",2014
Steve McLendon,"$2,983,333  ",2014
Donald Butler,"$2,980,000  ",2014
Junior Galette,"$2,950,000  ",2014
Pat McAfee,"$2,950,000  ",2014
Mike Pouncey,"$2,946,266  ",2014
Reggie Bush,"$2,944,444  ",2014
Matthew Slater,"$2,933,334  ",2014
Mackenzy Bernadeau,"$2,924,166  ",2014
Tavon Austin,"$2,897,955  ",2014
Dee Milliner,"$2,877,505  ",2014
Justin Blackmon,"$2,871,260  ",2014
Rob Ninkovich,"$2,850,000  ",2014
Donnie Avery,"$2,850,000  ",2014
Allen Bailey,"$2,808,986  ",2014
Patrick Robinson,"$2,804,333  ",2014
Tracy Porter,"$2,800,000  ",2014
Sam Koch,"$2,800,000  ",2014
Jon Asamoah,"$2,800,000  ",2014
Adam-Pacman Jones,"$2,800,000  ",2014
Fletcher Cox,"$2,793,036  ",2014
Jared Odrick,"$2,779,548  ",2014
Ryan Kerrigan,"$2,774,639  ",2014
Kyle Rudolph,"$2,773,134  ",2014
Chance Warmack,"$2,765,147  ",2014
Dominique Rodgers-Cromartie,"$2,750,000  ",2014
Stevie Brown,"$2,750,000  ",2014
Julian Edelman,"$2,750,000  ",2014
Terrance Knighton,"$2,750,000  ",2014
Chris Johnson,"$2,750,000  ",2014
Matt Slauson,"$2,747,500  ",2014
Michael Floyd,"$2,719,500  ",2014
Nate Solder,"$2,717,429  ",2014
Brandon Browner,"$2,715,706  ",2014
Robert Geathers,"$2,700,000  ",2014
Craig Stevens,"$2,693,750  ",2014
Bernard Pollard,"$2,675,000  ",2014
Jonathan Babineaux,"$2,666,666  ",2014
Drew Stanton,"$2,666,666  ",2014
Willie Young,"$2,666,666  ",2014
Malcolm Jenkins,"$2,666,666  ",2014
Mike Evans,"$2,660,273  ",2014
Corey Liuget,"$2,645,918  ",2014
Breno Giacomini,"$2,625,000  ",2014
Jason Kelce,"$2,622,358  ",2014
Adrian Clayborn,"$2,612,325  ",2014
Prince Amukamara,"$2,603,013  ",2014
Tyler Polumbus,"$2,600,000  ",2014
Robbie Gould,"$2,600,000  ",2014
Michael Brockers,"$2,596,908  ",2014
D.J. Fluker,"$2,591,476  ",2014
Phil Taylor,"$2,575,125  ",2014
K.J. Wright,"$2,552,500  ",2014
Corey Graham,"$2,550,000  ",2014
Anthony Castonzo,"$2,545,803  ",2014
Calvin Pace,"$2,500,000  ",2014
Maurice Jones-Drew,"$2,500,000  ",2014
Wesley Woodyard,"$2,500,000  ",2014
Jared Veldheer,"$2,500,000  ",2014
Charlie Johnson,"$2,500,000  ",2014
Shelley Smith,"$2,500,000  ",2014
Daryl Smith,"$2,475,000  ",2014
Glover Quin,"$2,472,500  ",2014
Bruce Irvin,"$2,470,897  ",2014
Cameron Jordan,"$2,459,991  ",2014
James Carpenter,"$2,431,364  ",2014
John Greco,"$2,430,000  ",2014
King Dunlap,"$2,425,000  ",2014
Manuel Ramirez,"$2,416,666  ",2014
Quinton Coples,"$2,400,762  ",2014
Chris Williams,"$2,400,000  ",2014
Andy Lee,"$2,400,000  ",2014
Marcus Gilbert,"$2,391,802  ",2014
Kyle Wilson,"$2,387,400  ",2014
Jimmy Smith,"$2,374,176  ",2014
Anquan Boldin,"$2,364,000  ",2014
Mark Ingram,"$2,359,875  ",2014
Henry Melton,"$2,359,625  ",2014
Dre Kirkpatrick,"$2,351,726  ",2014
Nolan Carroll,"$2,350,000  ",2014
D.J. Hayden,"$2,346,295  ",2014
Justin Gilbert,"$2,333,364  ",2014
Koa Misi,"$2,328,000  ",2014
Geoff Schwartz,"$2,325,000  ",2014
Kevin Huber,"$2,320,000  ",2014
Anthony Barr,"$2,317,000  ",2014
J.D. Walton,"$2,312,500  ",2014
George Wilson,"$2,300,000  ",2014
Joique Bell,"$2,300,000  ",2014
Brandon Myers,"$2,291,666  ",2014
Melvin Ingram,"$2,290,428  ",2014
Sheldon Richardson,"$2,285,000  ",2014
Brandon Fusco,"$2,254,556  ",2014
Shea McClellin,"$2,253,654  ",2014
Trent Richardson,"$2,252,708  ",2014
Andre Roberts,"$2,250,000  ",2014
Ted Ginn Jr.,"$2,250,000  ",2014
Danny Woodhead,"$2,250,000  ",2014
Adam Vinatieri,"$2,250,000  ",2014
Mark Sanchez,"$2,250,000  ",2014
Kendall Wright,"$2,241,396  ",2014
Logan Paulsen,"$2,236,666  ",2014
Chandler Jones,"$2,229,136  ",2014
Eric Ebron,"$2,227,118  ",2014
Mike Mitchell,"$2,200,000  ",2014
Brandon Pettigrew,"$2,200,000  ",2014
Jacob Tamme,"$2,200,000  ",2014
Muhammad Wilkerson,"$2,187,500  ",2014
Byron Bell,"$2,187,000  ",2014
Dan Williams,"$2,185,000  ",2014
Star Lotulelei,"$2,182,841  ",2014
Riley Reiff,"$2,180,100  ",2014
Steve Smith,"$2,166,666  ",2014
Kenny Vaccaro,"$2,141,980  ",2014
Cameron Heyward,"$2,133,418  ",2014
Rashad Johnson,"$2,133,333  ",2014
David DeCastro,"$2,131,063  ",2014
Jerome Felton,"$2,127,452  ",2014
Chris Clark,"$2,125,666  ",2014
Tony McDaniel,"$2,125,000  ",2014
Dont'a Hightower,"$2,106,546  ",2014
Vincent Rey,"$2,100,000  ",2014
Zach Strief,"$2,100,000  ",2014
Cortez Allen,"$2,097,875  ",2014
Taylor Lewan,"$2,088,183  ",2014
Shane Lechler,"$2,083,333  ",2014
Whitney Mercilus,"$2,082,024  ",2014
Kevin Williams,"$2,078,125  ",2014
Jeremy Kerley,"$2,077,062  ",2014
DeAngelo Hall,"$2,062,500  ",2014
Kevin Zeitler,"$2,057,509  ",2014
Dexter McCluster,"$2,050,000  ",2014
Nick Perry,"$2,045,250  ",2014
Dwan Edwards,"$2,037,500  ",2014
Jarrett Bush,"$2,033,333  ",2014
E.J. Manuel,"$2,019,386  ",2014
Blaine Gabbert,"$2,011,587  ",2014
Darren Sproles,"$2,000,000  ",2014
Willie Colon,"$2,000,000  ",2014
Chris Baker,"$2,000,000  ",2014
Miles Austin,"$2,000,000  ",2014
Joe Hawley,"$2,000,000  ",2014
Terence Newman,"$2,000,000  ",2014
Phil Dawson,"$2,000,000  ",2014
Tramaine Brock,"$2,000,000  ",2014
Pat Sims,"$2,000,000  ",2014
Brandon LaFell,"$2,000,000  ",2014
Daryn Colledge,"$2,000,000  ",2014
Barry Church,"$2,000,000  ",2014
Demar Dotson,"$2,000,000  ",2014
Jarvis Jones,"$1,978,523  ",2014
Steve Weatherford,"$1,975,000  ",2014
Joe Mays,"$1,968,750  ",2014
Ramon Foster,"$1,950,000  ",2014
Ropati Pitoitua,"$1,950,000  ",2014
Harrison Smith,"$1,946,876  ",2014
Eric Reid,"$1,927,444  ",2014
Jameel McClain,"$1,925,000  ",2014
Will Montgomery,"$1,925,000  ",2014
Jeff Cumberland,"$1,900,000  ",2014
Scott Chandler,"$1,900,000  ",2014
Corey Hilliard,"$1,900,000  ",2014
Justin Pugh,"$1,896,795  ",2014
"Odell Beckham, Jr.","$1,892,036  ",2014
Kyle Long,"$1,886,580  ",2014
Tyler Eifert,"$1,876,364  ",2014
Jacoby Jones,"$1,875,000  ",2014
Mike Jenkins,"$1,875,000  ",2014
Samson Satele,"$1,859,375  ",2014
Desmond Trufant,"$1,855,870  ",2014
Doug Martin,"$1,851,144  ",2014
Keith Rivers,"$1,850,000  ",2014
Rafael Bush,"$1,850,000  ",2014
Khalif Barnes,"$1,850,000  ",2014
Aaron Donald,"$1,843,000  ",2014
John Phillips,"$1,841,666  ",2014
Sharrif Floyd,"$1,835,500  ",2014
Devin Hester,"$1,833,333  ",2014
Bruce Gradkowski,"$1,833,333  ",2014
Donald Brown,"$1,833,333  ",2014
Jermey Parnell,"$1,833,333  ",2014
Dawan Landry,"$1,825,000  ",2014
David Wilson,"$1,823,046  ",2014
Dan Carpenter,"$1,812,500  ",2014
Marcus Cannon,"$1,810,634  ",2014
Riley Cooper,"$1,800,000  ",2014
Wallace Gilberry,"$1,800,000  ",2014
Bjoern Werner,"$1,794,635  ",2014
Nate Garner,"$1,791,666  ",2014
Xavier Rhodes,"$1,774,205  ",2014
Mike Pollak,"$1,766,666  ",2014
Shaun Suisham,"$1,762,500  ",2014
Kyle Fuller,"$1,761,273  ",2014
Datone Jones,"$1,753,770  ",2014
Chris Ivory,"$1,750,000  ",2014
Shaun Hill,"$1,750,000  ",2014
Davin Joseph,"$1,750,000  ",2014
Vance Walker,"$1,750,000  ",2014
Graham Gano,"$1,750,000  ",2014
Chad Rinehart,"$1,750,000  ",2014
DeAndre Hopkins,"$1,733,341  ",2014
Ryan Shazier,"$1,728,584  ",2014
Jason Babin,"$1,725,000  ",2014
Kevin Boothe,"$1,725,000  ",2014
Sylvester Williams,"$1,723,125  ",2014
Darren McFadden,"$1,718,000  ",2014
Geno Hayes,"$1,712,500  ",2014
Jeremy Zuttah,"$1,700,000  ",2014
Corey Wootton,"$1,700,000  ",2014
Jerricho Cotchery,"$1,700,000  ",2014
Nick Novak,"$1,700,000  ",2014
Dan Bailey,"$1,700,000  ",2014
Steven Hauschka,"$1,700,000  ",2014
Benjamin Watson,"$1,684,375  ",2014
William Gay,"$1,666,667  ",2014
Heath Farwell,"$1,666,667  ",2014
Taiwan Jones,"$1,651,250  ",2014
Jim Dray,"$1,650,000  ",2014
Dan Skuta,"$1,650,000  ",2014
David Bruton,"$1,650,000  ",2014
Cordarrelle Patterson,"$1,641,148  ",2014
Zack Martin,"$1,630,509  ",2014
Ryan Wendell,"$1,625,000  ",2014
Matt Shaughnessy,"$1,625,000  ",2014
Jay Ratliff,"$1,625,000  ",2014
Jabaal Sheard,"$1,619,625  ",2014
Robert Housler,"$1,602,023  ",2014
Fili Moala,"$1,600,000  ",2014
Justin Houston,"$1,598,812  ",2014
C.J. Mosley,"$1,597,818  ",2014
Alec Ogletree,"$1,597,735  ",2014
DeMarco Murray,"$1,596,625  ",2014
Ashlee Palmer,"$1,583,334  ",2014
Chris Culliver,"$1,580,719  ",2014
Paul McQuistan,"$1,580,000  ",2014
Pierre Thomas,"$1,570,000  ",2014
Christopher Conte,"$1,564,400  ",2014
Mason Foster,"$1,562,250  ",2014
Travis Frederick,"$1,561,370  ",2014
Calvin Pryor,"$1,556,955  ",2014
Da'Norris Searcy,"$1,552,106  ",2014
Clint Boling,"$1,551,362  ",2014
Jordan Cameron,"$1,550,350  ",2014
Roberto Garza,"$1,550,000  ",2014
Sam Acho,"$1,549,607  ",2014
Roy Helu,"$1,548,563  ",2014
Colin McCarthy,"$1,544,850  ",2014
Bruce Carter,"$1,544,645  ",2014
C.J. Mosley,"$1,542,647  ",2014
Cecil Shorts,"$1,541,845  ",2014
Matt Elam,"$1,537,955  ",2014
Ja'Wuan James,"$1,532,436  ",2014
Bilal Powell,"$1,531,125  ",2014
Brandin Cooks,"$1,524,264  ",2014
Roman Harper,"$1,518,750  ",2014
HaHa Clinton-Dix,"$1,516,091  ",2014
Jason Campbell,"$1,500,000  ",2014
Cam Thomas,"$1,500,000  ",2014
Alex Carrington,"$1,500,000  ",2014
Charlie Whitehurst,"$1,500,000  ",2014
Ryan Mundy,"$1,500,000  ",2014
Dominic Raiola,"$1,500,000  ",2014
Clay Harbor,"$1,500,000  ",2014
Johnny Manziel,"$1,499,745  ",2014
Brooks Reed,"$1,496,015  ",2014
Jarvis Jenkins,"$1,492,667  ",2014
Dee Ford,"$1,483,400  ",2014
Buster Skrine,"$1,481,500  ",2014
Jacquizz Rodgers,"$1,478,750  ",2014
Denarius Moore,"$1,478,513  ",2014
Brett Kern,"$1,469,375  ",2014
Brian Quick,"$1,469,072  ",2014
Corey Peters,"$1,468,750  ",2014
Charles Clay,"$1,459,000  ",2014
Coby Fleener,"$1,456,813  ",2014
Lorenzo Alexander,"$1,455,000  ",2014
Jeron Johnson,"$1,453,125  ",2014
Darqueze Dennard,"$1,450,708  ",2014
Jacquian Williams,"$1,450,670  ",2014
Justin Durant,"$1,450,000  ",2014
Derek Newton,"$1,446,064  ",2014
Courtney Upshaw,"$1,444,554  ",2014
Jimmy Wilson,"$1,442,475  ",2014
John Carlson,"$1,437,500  ",2014
Jason Verrett,"$1,434,364  ",2014
Josh Gordy,"$1,431,000  ",2014
Joe Reitz,"$1,431,000  ",2014
Nick Bellore,"$1,431,000  ",2014
Spencer Paysinger,"$1,431,000  ",2014
Robert McClain,"$1,431,000  ",2014
Jamari Lattimore,"$1,431,000  ",2014
Mitch Unrein,"$1,431,000  ",2014
Derek Wolfe,"$1,420,036  ",2014
Marcus Smith,"$1,418,016  ",2014
Rahim Moore,"$1,415,313  ",2014
Mitchell Schwartz,"$1,410,229  ",2014
Michael Hoomanawanui,"$1,407,500  ",2014
D.J. Williams,"$1,407,500  ",2014
Deone Bucannon,"$1,401,673  ",2014
Jon Ryan,"$1,400,000  ",2014
Sergio Brown,"$1,400,000  ",2014
Mike Nugent,"$1,400,000  ",2014
Al Woods,"$1,400,000  ",2014
Kelvin Benjamin,"$1,393,500  ",2014
Andre Branch,"$1,388,164  ",2014
Orlando Franklin,"$1,386,000  ",2014
James Starks,"$1,384,375  ",2014
Kenny Britt,"$1,375,000  ",2014
Darrel Young,"$1,367,708  ",2014
Janoris Jenkins,"$1,360,995  ",2014
Thomas DeCoud,"$1,353,750  ",2014
Anthony McCoy,"$1,350,000  ",2014
Josh Brown,"$1,350,000  ",2014
Amini Silatolu,"$1,346,483  ",2014
Lance Kendricks,"$1,344,614  ",2014
Donnie Jones,"$1,333,333  ",2014
Dominique Easley,"$1,327,918  ",2014
Cordy Glenn,"$1,326,867  ",2014
Stefen Wisniewski,"$1,315,810  ",2014
Rashad Jennings,"$1,312,500  ",2014
Trumaine McBride,"$1,309,375  ",2014
Alan Ball,"$1,305,000  ",2014
Darian Stewart,"$1,300,000  ",2014
Anthony Spencer,"$1,296,875  ",2014
Jimmie Ward,"$1,293,188  ",2014
Ian Williams,"$1,283,333  ",2014
Craig Dahl,"$1,283,333  ",2014
Cullen Loeffler,"$1,270,000  ",2014
Jeff Allen,"$1,266,497  ",2014
Bradley Roby,"$1,264,096  ",2014
Marcus Gilchrist,"$1,258,600  ",2014
Dave Zastudil,"$1,252,500  ",2014
Tarvaris Jackson,"$1,250,000  ",2014
Jeremy Mincey,"$1,250,000  ",2014
Brian Hoyer,"$1,250,000  ",2014
Robert Ayers,"$1,250,000  ",2014
Andrew Quarless,"$1,250,000  ",2014
Brett Keisel,"$1,250,000  ",2014
Teddy Bridgewater,"$1,245,364  ",2014
Kedric Golston,"$1,245,000  ",2014
John Cyprien,"$1,242,978  ",2014
Alshon Jeffery,"$1,240,317  ",2014
Tim Masthay,"$1,240,000  ",2014
Usama Young,"$1,235,000  ",2014
Garrison Sanborn,"$1,234,167  ",2014
Justin Hunter,"$1,232,761  ",2014
Zach Ertz,"$1,222,545  ",2014
Eugene Sims,"$1,216,684  ",2014
Mychal Kendricks,"$1,212,121  ",2014
Darius Slay,"$1,202,114  ",2014
Dane Fletcher,"$1,200,000  ",2014
Dane Sanzenbacher,"$1,200,000  ",2014
Giovani Bernard,"$1,193,941  ",2014
Lance Moore,"$1,177,500  ",2014
Kellen Clemens,"$1,177,500  ",2014
Manti Te'o,"$1,175,550  ",2014
Bobby Wagner,"$1,174,854  ",2014
Stephen Paea,"$1,172,787  ",2014
Matt Bosher,"$1,168,950  ",2014
Darrell Stuckey,"$1,163,750  ",2014
Tavon Wilson,"$1,150,335  ",2014
Brad Smith,"$1,150,000  ",2014
Gary Barnidge,"$1,150,000  ",2014
Zak DeOssie,"$1,150,000  ",2014
James Ihedigbo,"$1,150,000  ",2014
Andre Caldwell,"$1,150,000  ",2014
Anthony Sherman,"$1,145,000  ",2014
Geno Smith,"$1,140,819  ",2014
Husain Abdullah,"$1,130,000  ",2014
Kendall Reyes,"$1,125,817  ",2014
Mike McGlynn,"$1,125,000  ",2014
Cornellius Carradine,"$1,124,473  ",2014
Colin Cole,"$1,121,875  ",2014
Da'Quan Bowers,"$1,120,820  ",2014
Rodney Hudson,"$1,115,577  ",2014
Bruce Miller,"$1,107,114  ",2014
Robert Woods,"$1,106,085  ",2014
Isaiah Pead,"$1,101,300  ",2014
Shane Vereen,"$1,101,275  ",2014
Derek Anderson,"$1,100,000  ",2014
Mike Leach,"$1,091,668  ",2014
Menelik Watson,"$1,089,739  ",2014
Tyson Clabo,"$1,080,000  ",2014
Matt Flynn,"$1,078,750  ",2014
Torrey Smith,"$1,078,392  ",2014
Jon Condo,"$1,077,500  ",2014
Johnthan Banks,"$1,074,164  ",2014
Jason Trusnik,"$1,071,668  ",2014
Patrick Chung,"$1,070,000  ",2014
Ted Larsen,"$1,065,000  ",2014
Jon Dorenbos,"$1,055,000  ",2014
Kawann Short,"$1,052,349  ",2014
Zach Brown,"$1,052,263  ",2014
John Kuhn,"$1,051,875  ",2014
Cedric Peerman,"$1,050,000  ",2014
Erik Lorig,"$1,050,000  ",2014
Chase Blackburn,"$1,050,000  ",2014
Matt Spaeth,"$1,037,500  ",2014
Brandon Tate,"$1,024,000  ",2014
Daniel Kilgore,"$1,022,575  ",2014
A.J.  Jenkins,"$1,021,594  ",2014
Randall Cobb,"$1,021,179  ",2014
Anthony Dixon,"$1,016,666  ",2014
Xavier Su'a-Filo,"$1,009,382  ",2014
L.P. Ladouceur,"$1,005,000  ",2014
Brandon Lloyd,"$1,005,000  ",2014
Ryan Broyles,"$1,003,227  ",2014
DeMarcus Lawrence,"$1,001,209  ",2014
Bryan Braman,"$1,000,000  ",2014
Leger Douzable,"$1,000,000  ",2014
Darrin Walls,"$1,000,000  ",2014
Albert McClellan,"$1,000,000  ",2014
Owen Daniels,"$1,000,000  ",2014
Henry Hynoski,"$1,000,000  ",2014
Quintin Demps,"$1,000,000  ",2014
Mark Herzlich,"$1,000,000  ",2014
Marcus Sherels,"$1,000,000  ",2014
Sean Lissemore,"$1,000,000  ",2014
Kevin Minter,"$997,795  ",2014
Joel Bitonio,"$993,036  ",2014
Letroy Guion,"$985,000  ",2014
J.J. Jansen,"$980,000  ",2014
Peter Konz,"$978,709  ",2014
Kiko Alonso,"$977,364  ",2014
Will Blackmon,"$976,706  ",2014
Derek Carr,"$976,691  ",2014
John Denney,"$975,087  ",2014
Ra'Shede Hageman,"$970,153  ",2014
Mike Adams,"$966,450  ",2014
Brock Osweiler,"$959,096  ",2014
Gavin Escobar,"$956,930  ",2014
Austin Seferian-Jenkins,"$955,440  ",2014
Adam Hayward,"$955,000  ",2014
Tommy Kelly,"$955,000  ",2014
Josh Gordon,"$954,069  ",2014
Chris Maragos,"$950,000  ",2014
Lavonte David,"$946,836  ",2014
Marqise Lee,"$940,731  ",2014
Stevan Ridley,"$939,750  ",2014
Le'Veon Bell,"$936,500  ",2014
Don Carey,"$930,000  ",2014
Kyle Van Noy,"$927,654  ",2014
Frostee Rucker,"$927,500  ",2014
Benjamin Ijalana,"$926,658  ",2014
Vinny Curry,"$922,318  ",2014
Johnathan Hankins,"$916,065  ",2014
LaMarcus Joyner,"$914,578  ",2014
Kelechi Osemele,"$912,510  ",2014
Nick Sundberg,"$912,500  ",2014
Casey Hayward,"$902,703  ",2014
Mark Barron,"$902,646  ",2014
Jeff Linkenbach,"$900,000  ",2014
Jordan Matthews,"$899,867  ",2014
Brandon Meriweather,"$899,411  ",2014
Rueben Randle,"$897,799  ",2014
Jon Bostic,"$895,636  ",2014
Lance Louis,"$892,500  ",2014
Reggie Walker,"$890,000  ",2014
Clint Gresham,"$887,500  ",2014
Weston Richburg,"$886,791  ",2014
Allen Barbre,"$885,000  ",2014
Cody Wallace,"$880,000  ",2014
JoLonn Dunbar,"$879,978  ",2014
David Amerson,"$875,205  ",2014
Vincent Brown,"$875,005  ",2014
Cyrus Kouandjio,"$874,331  ",2014
Darryl Tapp,"$870,000  ",2014
Andrew Sendejo,"$866,666  ",2014
Mario Addison,"$865,000  ",2014
Justin Drescher,"$860,000  ",2014
Paul Richardson,"$856,879  ",2014
Will Yeatman,"$855,000  ",2014
Morgan Cox,"$855,000  ",2014
Peyton Hillis,"$855,000  ",2014
Jamie Collins,"$854,773  ",2014
Terrell McClain,"$850,000  ",2014
Tom Johnson,"$845,000  ",2014
Mike Windt,"$842,500  ",2014
Tim Jamison,"$840,000  ",2014
David Johnson,"$840,000  ",2014
Stephon Tuitt,"$838,081  ",2014
Brett Goode,"$836,250  ",2014
Dwayne Allen,"$835,826  ",2014
Margus Hunt,"$834,341  ",2014
Gabe Carimi,"$832,500  ",2014
Jasper Brinkley,"$830,000  ",2014
Jonathan Martin,"$824,933  ",2014
Brandon Harris,"$824,907  ",2014
Jamar Taylor,"$824,125  ",2014
Trumaine Johnson,"$823,794  ",2014
Kavell Conner,"$820,000  ",2014
Nate Irving,"$818,750  ",2014
Vance McDonald,"$817,995  ",2014
Russell Wilson,"$817,302  ",2014
Jerrel Jernigan,"$813,813  ",2014
Trent Murphy,"$813,236  ",2014
Leonard Hankerson,"$812,219  ",2014
Josh Robinson,"$811,250  ",2014
Arthur Brown,"$807,780  ",2014
Ronnie Hillman,"$807,708  ",2014
Marshall Newhouse,"$805,000  ",2014
Frank Zombo,"$805,000  ",2014
Kendall Hunter,"$804,805  ",2014
DeVier Posey,"$801,023  ",2014
Christopher Owens,"$800,000  ",2014
Kenrick Ellis,"$797,500  ",2014
Timmy Jernigan,"$796,891  ",2014
Brian De La Puente,"$795,001  ",2014
Tanner Purdum,"$795,000  ",2014
Taylor Mays,"$795,000  ",2014
Jon Weeks,"$793,750  ",2014
D.J. Swearinger,"$793,477  ",2014
Montee Ball,"$787,347  ",2014
Jah Reid,"$785,810  ",2014
Shareece Wright,"$781,035  ",2014
Jace Amaro,"$780,544  ",2014
Paul Fanaika,"$780,000  ",2014
Sam Young,"$780,000  ",2014
Aaron Dobson,"$779,175  ",2014
Ryan Mallett,"$776,976  ",2014
Robert Alford,"$773,045  ",2014
Eddie Lacy,"$771,003  ",2014
Nick Foles,"$770,880  ",2014
Bryan Anger,"$770,523  ",2014
Nate Chandler,"$770,000  ",2014
Christine Michael,"$766,916  ",2014
Demario Davis,"$764,490  ",2014
