,Player,salary,college,state,wins_above_replacement
8643,Michael Anthony,,"University of California, Los Angeles",CA,
8644,Michael Anthony,,California State University Fullerton,CA,
8645,Michael Anthony,,University of Northern Colorado,CO,
8646,Michael Anthony,,"California Polytechnic State University, Pomona",CA,
8647,Michael Anthony,,Fresno City College,CA,
8648,Michael Anthony,,Paris Junior College,TX,
8649,Michael Anthony,,University of Richmond,VA,
8650,Michael Anthony,,Longwood University,VA,
8651,Michael Anthony,,Concordia College-Bronxville,NY,
8652,Michael Anthony,,Iowa State University,IA,
8653,Michael Anthony,,George Mason University,VA,
8654,Michael Anthony,,McDaniel College,MD,
8655,Michael Anthony,,Hagerstown Community College,MD,
8656,Michael Anthony,,Arizona State University,AZ,
8657,Michael Anthony,,Jackson State University,MS,
8658,Michael Anthony,,Central Florida Community College,FL,
8659,Michael Anthony,,"University of California, Los Angeles",CA,
8660,Michael Anthony,,California State University Fullerton,CA,
8661,Michael Anthony,,University of Northern Colorado,CO,
8662,Michael Anthony,,"California Polytechnic State University, Pomona",CA,
8663,Michael Anthony,,Fresno City College,CA,
8664,Michael Anthony,,Paris Junior College,TX,
8665,Michael Anthony,,University of Richmond,VA,
8666,Michael Anthony,,Longwood University,VA,
8667,Michael Anthony,,Concordia College-Bronxville,NY,
8668,Michael Anthony,,Iowa State University,IA,
8669,Michael Anthony,,George Mason University,VA,
8670,Michael Anthony,,McDaniel College,MD,
8671,Michael Anthony,,Hagerstown Community College,MD,
8672,Michael Anthony,,Arizona State University,AZ,
8673,Michael Anthony,,Jackson State University,MS,
8674,Michael Anthony,,Central Florida Community College,FL,
8675,Michael Anthony,,"University of California, Los Angeles",CA,
8676,Michael Anthony,,California State University Fullerton,CA,
8677,Michael Anthony,,University of Northern Colorado,CO,
8678,Michael Anthony,,"California Polytechnic State University, Pomona",CA,
8679,Michael Anthony,,Fresno City College,CA,
8680,Michael Anthony,,Paris Junior College,TX,
8681,Michael Anthony,,University of Richmond,VA,
8682,Michael Anthony,,Longwood University,VA,
8683,Ramon Antonio,,,,
8684,Ramon Antonio,,,,
8685,Ramon Antonio,,,,
8686,Ramon Antonio,,,,
8687,James Epherium,,,,
8688,Dylan Davis Haines,,"University of California, Irvine",CA,
8689,John Berton,,Canisius College,NY,
8690,John Berton,,University of Notre Dame,IN,
8691,Benigno,,,,
8692,Robert Joseph,,Manhattan College,NY,
8693,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8694,Robert Joseph,,University of Massachusetts Amherst,MA,
8695,Robert Joseph,,California State University Fresno,CA,
8696,Robert Joseph,,University of New Mexico,NM,
8697,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8698,Robert Joseph,,Bradley University,IL,
8699,Robert Joseph,,Charleston Southern University,SC,
8700,Robert Joseph,,Manhattan College,NY,
8701,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8702,Robert Joseph,,University of Massachusetts Amherst,MA,
8703,Robert Joseph,,California State University Fresno,CA,
8704,Robert Joseph,,University of New Mexico,NM,
8705,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8706,Robert Joseph,,Bradley University,IL,
8707,Robert Joseph,,Charleston Southern University,SC,
8708,Robert Joseph,,Manhattan College,NY,
8709,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8710,Robert Joseph,,University of Massachusetts Amherst,MA,
8711,Robert Joseph,,California State University Fresno,CA,
8712,Robert Joseph,,University of New Mexico,NM,
8713,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8714,Robert Joseph,,Bradley University,IL,
8715,Robert Joseph,,Charleston Southern University,SC,
8716,Robert Joseph,,Manhattan College,NY,
8717,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8718,Robert Joseph,,University of Massachusetts Amherst,MA,
8719,Robert Joseph,,California State University Fresno,CA,
8720,Robert Joseph,,University of New Mexico,NM,
8721,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8722,Robert Joseph,,Bradley University,IL,
8723,Robert Joseph,,Charleston Southern University,SC,
8724,Robert Joseph,,Manhattan College,NY,
8725,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8726,Robert Joseph,,University of Massachusetts Amherst,MA,
8727,Robert Joseph,,California State University Fresno,CA,
8728,Robert Joseph,,University of New Mexico,NM,
8729,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8730,Robert Joseph,,Bradley University,IL,
8731,Robert Joseph,,Charleston Southern University,SC,
8732,Robert Joseph,,Manhattan College,NY,
8733,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8734,Robert Joseph,,University of Massachusetts Amherst,MA,
8735,Robert Joseph,,California State University Fresno,CA,
8736,Robert Joseph,,University of New Mexico,NM,
8737,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8738,Robert Joseph,,Bradley University,IL,
8739,Robert Joseph,,Charleston Southern University,SC,
8740,Robert Joseph,,Manhattan College,NY,
8741,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8742,Robert Joseph,,University of Massachusetts Amherst,MA,
8743,Robert Joseph,,California State University Fresno,CA,
8744,Robert Joseph,,University of New Mexico,NM,
8745,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8746,Robert Joseph,,Bradley University,IL,
8747,Robert Joseph,,Charleston Southern University,SC,
8748,Robert Joseph,,Manhattan College,NY,
8749,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8750,Robert Joseph,,University of Massachusetts Amherst,MA,
8751,Robert Joseph,,California State University Fresno,CA,
8752,Robert Joseph,,University of New Mexico,NM,
8753,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8754,Robert Joseph,,Bradley University,IL,
8755,Robert Joseph,,Charleston Southern University,SC,
8756,Robert Joseph,,Manhattan College,NY,
8757,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8758,Robert Joseph,,University of Massachusetts Amherst,MA,
8759,Robert Joseph,,California State University Fresno,CA,
8760,Robert Joseph,,University of New Mexico,NM,
8761,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8762,Robert Joseph,,Bradley University,IL,
8763,Robert Joseph,,Charleston Southern University,SC,
8764,Robert Joseph,,Manhattan College,NY,
8765,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8766,Robert Joseph,,University of Massachusetts Amherst,MA,
8767,Robert Joseph,,California State University Fresno,CA,
8768,Robert Joseph,,University of New Mexico,NM,
8769,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8770,Robert Joseph,,Bradley University,IL,
8771,Robert Joseph,,Charleston Southern University,SC,
8772,Robert Joseph,,Manhattan College,NY,
8773,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8774,Robert Joseph,,University of Massachusetts Amherst,MA,
8775,Robert Joseph,,California State University Fresno,CA,
8776,Robert Joseph,,University of New Mexico,NM,
8777,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8778,Robert Joseph,,Bradley University,IL,
8779,Robert Joseph,,Charleston Southern University,SC,
8780,Robert Joseph,,Manhattan College,NY,
8781,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8782,Robert Joseph,,University of Massachusetts Amherst,MA,
8783,Robert Joseph,,California State University Fresno,CA,
8784,Robert Joseph,,University of New Mexico,NM,
8785,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8786,Robert Joseph,,Bradley University,IL,
8787,Robert Joseph,,Charleston Southern University,SC,
8788,Robert Joseph,,Manhattan College,NY,
8789,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8790,Robert Joseph,,University of Massachusetts Amherst,MA,
8791,Robert Joseph,,California State University Fresno,CA,
8792,Robert Joseph,,University of New Mexico,NM,
8793,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8794,Robert Joseph,,Bradley University,IL,
8795,Robert Joseph,,Charleston Southern University,SC,
8796,Robert Joseph,,Manhattan College,NY,
8797,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8798,Robert Joseph,,University of Massachusetts Amherst,MA,
8799,Robert Joseph,,California State University Fresno,CA,
8800,Robert Joseph,,University of New Mexico,NM,
8801,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8802,Robert Joseph,,Bradley University,IL,
8803,Robert Joseph,,Charleston Southern University,SC,
8804,Robert Joseph,,Manhattan College,NY,
8805,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8806,Robert Joseph,,University of Massachusetts Amherst,MA,
8807,Robert Joseph,,California State University Fresno,CA,
8808,Robert Joseph,,University of New Mexico,NM,
8809,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8810,Robert Joseph,,Bradley University,IL,
8811,Robert Joseph,,Charleston Southern University,SC,
8812,Robert Joseph,,Manhattan College,NY,
8813,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8814,Robert Joseph,,University of Massachusetts Amherst,MA,
8815,Robert Joseph,,California State University Fresno,CA,
8816,Robert Joseph,,University of New Mexico,NM,
8817,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8818,Robert Joseph,,Bradley University,IL,
8819,Robert Joseph,,Charleston Southern University,SC,
8820,Robert Joseph,,Manhattan College,NY,
8821,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8822,Robert Joseph,,University of Massachusetts Amherst,MA,
8823,Robert Joseph,,California State University Fresno,CA,
8824,Robert Joseph,,University of New Mexico,NM,
8825,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8826,Robert Joseph,,Bradley University,IL,
8827,Robert Joseph,,Charleston Southern University,SC,
8828,Robert Joseph,,Manhattan College,NY,
8829,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8830,Robert Joseph,,University of Massachusetts Amherst,MA,
8831,Robert Joseph,,California State University Fresno,CA,
8832,Robert Joseph,,University of New Mexico,NM,
8833,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8834,Robert Joseph,,Bradley University,IL,
8835,Robert Joseph,,Charleston Southern University,SC,
8836,Robert Joseph,,Manhattan College,NY,
8837,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8838,Robert Joseph,,University of Massachusetts Amherst,MA,
8839,Robert Joseph,,California State University Fresno,CA,
8840,Robert Joseph,,University of New Mexico,NM,
8841,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8842,Robert Joseph,,Bradley University,IL,
8843,Robert Joseph,,Charleston Southern University,SC,
8844,Robert Joseph,,Manhattan College,NY,
8845,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8846,Robert Joseph,,University of Massachusetts Amherst,MA,
8847,Robert Joseph,,California State University Fresno,CA,
8848,Robert Joseph,,University of New Mexico,NM,
8849,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8850,Robert Joseph,,Bradley University,IL,
8851,Robert Joseph,,Charleston Southern University,SC,
8852,Robert Joseph,,Manhattan College,NY,
8853,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8854,Robert Joseph,,University of Massachusetts Amherst,MA,
8855,Robert Joseph,,California State University Fresno,CA,
8856,Robert Joseph,,University of New Mexico,NM,
8857,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8858,Robert Joseph,,Bradley University,IL,
8859,Robert Joseph,,Charleston Southern University,SC,
8860,Robert Joseph,,Manhattan College,NY,
8861,Robert Joseph,,"Miami-Dade College, North Campus",FL,
8862,Robert Joseph,,University of Massachusetts Amherst,MA,
8863,Robert Joseph,,California State University Fresno,CA,
8864,Robert Joseph,,University of New Mexico,NM,
8865,Robert Joseph,,"Rutgers, the State University of New Jersey",NJ,
8866,Robert Joseph,,Bradley University,IL,
8867,Robert Joseph,,Charleston Southern University,SC,
8868,Luis Ignacio,,,,
8869,Erick Johan,,,,
8870,Manuel Antonio,,,,
8871,Manuel Antonio,,,,
8872,Manuel Antonio,,,,
8873,Willy Del Jesus,,,,
8874,Jacob Stuart,,,,
8875,William Oscar,,,,
8876,Yancey Wyatt,,Medical College of Virginia,VA,
8877,Richard John,,Kent State University,OH,
8878,Richard John,,Kent State University,OH,
8879,Richard John,,Kent State University,OH,
8880,Richard John,,Kent State University,OH,
8881,Richard John,,Kent State University,OH,
8882,Richard John,,Kent State University,OH,
8883,Robert Cunningham,,University of Nevada-Las Vegas,NV,
8884,Joseph Allen,,,,
8885,Joseph Allen,,,,
8886,Jose Joaquin,,,,
8887,Jose Joaquin,,,,
8888,Oscar Gregorio,,,,
8889,Charles Amos,,,,
8890,Charles Amos,,,,
8891,Robert Ernest,,,,
8892,Robert Ernest,,,,
8893,Loren Rolland,,,,
8894,Charles Percy,,Brown University,RI,
8895,Mack Neal,,,,
8896,Brandon Allen,"$414,000 ",Galveston College,TX,
8897,Brandon Allen,"$414,000 ",Galveston College,TX,
8898,Brandon Allen,"$414,000 ",Galveston College,TX,
8899,Brandon Allen,"$414,000 ",Galveston College,TX,
8900,Lester John,,Rose-Hulman Institute of Technology,IN,
8901,Lester John,,Rose-Hulman Institute of Technology,IN,
8902,Walter Wayne,,,,
8903,Edgar Suter,,,,
8904,Michael Joseph,,Columbia University,NY,
8905,Michael Joseph,,Vanderbilt University,TN,
8906,Michael Joseph,,Valencia Community College,FL,
8907,Michael Joseph,,Loyola College in Maryland,MD,
8908,Michael Joseph,,Wake Forest University,NC,
8909,Michael Joseph,,Georgetown University,DC,
8910,Michael Joseph,,Rock Hill College,MD,
8911,Michael Joseph,,Bucknell University,PA,
8912,Michael Joseph,,Villanova University,PA,
8913,Michael Joseph,,The Ohio State University,OH,
8914,Michael Joseph,,Creighton University,NE,
8915,Michael Joseph,,Georgia Institute of Technology,GA,
8916,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
8917,Michael Joseph,,Missouri State University,MO,
8918,Michael Joseph,,Brown University,RI,
8919,Michael Joseph,,College of the Holy Cross,MA,
8920,Michael Joseph,,"Miami-Dade College, North Campus",FL,
8921,Michael Joseph,,University of Miami,FL,
8922,Michael Joseph,,Santa Fe Community College,FL,
8923,Michael Joseph,,Ball State University,IN,
8924,Michael Joseph,,Texas A&M University,TX,
8925,Michael Joseph,,Columbia University,NY,
8926,Michael Joseph,,Vanderbilt University,TN,
8927,Michael Joseph,,Valencia Community College,FL,
8928,Michael Joseph,,Loyola College in Maryland,MD,
8929,Michael Joseph,,Wake Forest University,NC,
8930,Michael Joseph,,Georgetown University,DC,
8931,Michael Joseph,,Rock Hill College,MD,
8932,Michael Joseph,,Bucknell University,PA,
8933,Michael Joseph,,Villanova University,PA,
8934,Michael Joseph,,The Ohio State University,OH,
8935,Michael Joseph,,Creighton University,NE,
8936,Michael Joseph,,Georgia Institute of Technology,GA,
8937,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
8938,Michael Joseph,,Missouri State University,MO,
8939,Michael Joseph,,Brown University,RI,
8940,Michael Joseph,,College of the Holy Cross,MA,
8941,Michael Joseph,,"Miami-Dade College, North Campus",FL,
8942,Michael Joseph,,University of Miami,FL,
8943,Michael Joseph,,Santa Fe Community College,FL,
8944,Michael Joseph,,Ball State University,IN,
8945,Michael Joseph,,Texas A&M University,TX,
8946,Michael Joseph,,Columbia University,NY,
8947,Michael Joseph,,Vanderbilt University,TN,
8948,Michael Joseph,,Valencia Community College,FL,
8949,Michael Joseph,,Loyola College in Maryland,MD,
8950,Michael Joseph,,Wake Forest University,NC,
8951,Michael Joseph,,Georgetown University,DC,
8952,Michael Joseph,,Rock Hill College,MD,
8953,Michael Joseph,,Bucknell University,PA,
8954,Michael Joseph,,Villanova University,PA,
8955,Michael Joseph,,The Ohio State University,OH,
8956,Michael Joseph,,Creighton University,NE,
8957,Michael Joseph,,Georgia Institute of Technology,GA,
8958,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
8959,Michael Joseph,,Missouri State University,MO,
8960,Michael Joseph,,Brown University,RI,
8961,Michael Joseph,,College of the Holy Cross,MA,
8962,Michael Joseph,,"Miami-Dade College, North Campus",FL,
8963,Michael Joseph,,University of Miami,FL,
8964,Michael Joseph,,Santa Fe Community College,FL,
8965,Michael Joseph,,Ball State University,IN,
8966,Michael Joseph,,Texas A&M University,TX,
8967,Michael Joseph,,Columbia University,NY,
8968,Michael Joseph,,Vanderbilt University,TN,
8969,Michael Joseph,,Valencia Community College,FL,
8970,Michael Joseph,,Loyola College in Maryland,MD,
8971,Michael Joseph,,Wake Forest University,NC,
8972,Michael Joseph,,Georgetown University,DC,
8973,Michael Joseph,,Rock Hill College,MD,
8974,Michael Joseph,,Bucknell University,PA,
8975,Michael Joseph,,Villanova University,PA,
8976,Michael Joseph,,The Ohio State University,OH,
8977,Michael Joseph,,Creighton University,NE,
8978,Michael Joseph,,Georgia Institute of Technology,GA,
8979,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
8980,Michael Joseph,,Missouri State University,MO,
8981,Michael Joseph,,Brown University,RI,
8982,Michael Joseph,,College of the Holy Cross,MA,
8983,Michael Joseph,,"Miami-Dade College, North Campus",FL,
8984,Michael Joseph,,University of Miami,FL,
8985,Michael Joseph,,Santa Fe Community College,FL,
8986,Michael Joseph,,Ball State University,IN,
8987,Michael Joseph,,Texas A&M University,TX,
8988,Michael Joseph,,Columbia University,NY,
8989,Michael Joseph,,Vanderbilt University,TN,
8990,Michael Joseph,,Valencia Community College,FL,
8991,Michael Joseph,,Loyola College in Maryland,MD,
8992,Michael Joseph,,Wake Forest University,NC,
8993,Michael Joseph,,Georgetown University,DC,
8994,Michael Joseph,,Rock Hill College,MD,
8995,Michael Joseph,,Bucknell University,PA,
8996,Michael Joseph,,Villanova University,PA,
8997,Michael Joseph,,The Ohio State University,OH,
8998,Michael Joseph,,Creighton University,NE,
8999,Michael Joseph,,Georgia Institute of Technology,GA,
9000,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9001,Michael Joseph,,Missouri State University,MO,
9002,Michael Joseph,,Brown University,RI,
9003,Michael Joseph,,College of the Holy Cross,MA,
9004,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9005,Michael Joseph,,University of Miami,FL,
9006,Michael Joseph,,Santa Fe Community College,FL,
9007,Michael Joseph,,Ball State University,IN,
9008,Michael Joseph,,Texas A&M University,TX,
9009,Michael Joseph,,Columbia University,NY,
9010,Michael Joseph,,Vanderbilt University,TN,
9011,Michael Joseph,,Valencia Community College,FL,
9012,Michael Joseph,,Loyola College in Maryland,MD,
9013,Michael Joseph,,Wake Forest University,NC,
9014,Michael Joseph,,Georgetown University,DC,
9015,Michael Joseph,,Rock Hill College,MD,
9016,Michael Joseph,,Bucknell University,PA,
9017,Michael Joseph,,Villanova University,PA,
9018,Michael Joseph,,The Ohio State University,OH,
9019,Michael Joseph,,Creighton University,NE,
9020,Michael Joseph,,Georgia Institute of Technology,GA,
9021,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9022,Michael Joseph,,Missouri State University,MO,
9023,Michael Joseph,,Brown University,RI,
9024,Michael Joseph,,College of the Holy Cross,MA,
9025,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9026,Michael Joseph,,University of Miami,FL,
9027,Michael Joseph,,Santa Fe Community College,FL,
9028,Michael Joseph,,Ball State University,IN,
9029,Michael Joseph,,Texas A&M University,TX,
9030,Michael Joseph,,Columbia University,NY,
9031,Michael Joseph,,Vanderbilt University,TN,
9032,Michael Joseph,,Valencia Community College,FL,
9033,Michael Joseph,,Loyola College in Maryland,MD,
9034,Michael Joseph,,Wake Forest University,NC,
9035,Michael Joseph,,Georgetown University,DC,
9036,Michael Joseph,,Rock Hill College,MD,
9037,Michael Joseph,,Bucknell University,PA,
9038,Michael Joseph,,Villanova University,PA,
9039,Michael Joseph,,The Ohio State University,OH,
9040,Michael Joseph,,Creighton University,NE,
9041,Michael Joseph,,Georgia Institute of Technology,GA,
9042,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9043,Michael Joseph,,Missouri State University,MO,
9044,Michael Joseph,,Brown University,RI,
9045,Michael Joseph,,College of the Holy Cross,MA,
9046,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9047,Michael Joseph,,University of Miami,FL,
9048,Michael Joseph,,Santa Fe Community College,FL,
9049,Michael Joseph,,Ball State University,IN,
9050,Michael Joseph,,Texas A&M University,TX,
9051,Michael Joseph,,Columbia University,NY,
9052,Michael Joseph,,Vanderbilt University,TN,
9053,Michael Joseph,,Valencia Community College,FL,
9054,Michael Joseph,,Loyola College in Maryland,MD,
9055,Michael Joseph,,Wake Forest University,NC,
9056,Michael Joseph,,Georgetown University,DC,
9057,Michael Joseph,,Rock Hill College,MD,
9058,Michael Joseph,,Bucknell University,PA,
9059,Michael Joseph,,Villanova University,PA,
9060,Michael Joseph,,The Ohio State University,OH,
9061,Michael Joseph,,Creighton University,NE,
9062,Michael Joseph,,Georgia Institute of Technology,GA,
9063,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9064,Michael Joseph,,Missouri State University,MO,
9065,Michael Joseph,,Brown University,RI,
9066,Michael Joseph,,College of the Holy Cross,MA,
9067,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9068,Michael Joseph,,University of Miami,FL,
9069,Michael Joseph,,Santa Fe Community College,FL,
9070,Michael Joseph,,Ball State University,IN,
9071,Michael Joseph,,Texas A&M University,TX,
9072,Michael Joseph,,Columbia University,NY,
9073,Michael Joseph,,Vanderbilt University,TN,
9074,Michael Joseph,,Valencia Community College,FL,
9075,Michael Joseph,,Loyola College in Maryland,MD,
9076,Michael Joseph,,Wake Forest University,NC,
9077,Michael Joseph,,Georgetown University,DC,
9078,Michael Joseph,,Rock Hill College,MD,
9079,Michael Joseph,,Bucknell University,PA,
9080,Michael Joseph,,Villanova University,PA,
9081,Michael Joseph,,The Ohio State University,OH,
9082,Michael Joseph,,Creighton University,NE,
9083,Michael Joseph,,Georgia Institute of Technology,GA,
9084,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9085,Michael Joseph,,Missouri State University,MO,
9086,Michael Joseph,,Brown University,RI,
9087,Michael Joseph,,College of the Holy Cross,MA,
9088,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9089,Michael Joseph,,University of Miami,FL,
9090,Michael Joseph,,Santa Fe Community College,FL,
9091,Michael Joseph,,Ball State University,IN,
9092,Michael Joseph,,Texas A&M University,TX,
9093,Michael Joseph,,Columbia University,NY,
9094,Michael Joseph,,Vanderbilt University,TN,
9095,Michael Joseph,,Valencia Community College,FL,
9096,Michael Joseph,,Loyola College in Maryland,MD,
9097,Michael Joseph,,Wake Forest University,NC,
9098,Michael Joseph,,Georgetown University,DC,
9099,Michael Joseph,,Rock Hill College,MD,
9100,Michael Joseph,,Bucknell University,PA,
9101,Michael Joseph,,Villanova University,PA,
9102,Michael Joseph,,The Ohio State University,OH,
9103,Michael Joseph,,Creighton University,NE,
9104,Michael Joseph,,Georgia Institute of Technology,GA,
9105,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9106,Michael Joseph,,Missouri State University,MO,
9107,Michael Joseph,,Brown University,RI,
9108,Michael Joseph,,College of the Holy Cross,MA,
9109,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9110,Michael Joseph,,University of Miami,FL,
9111,Michael Joseph,,Santa Fe Community College,FL,
9112,Michael Joseph,,Ball State University,IN,
9113,Michael Joseph,,Texas A&M University,TX,
9114,Michael Joseph,,Columbia University,NY,
9115,Michael Joseph,,Vanderbilt University,TN,
9116,Michael Joseph,,Valencia Community College,FL,
9117,Michael Joseph,,Loyola College in Maryland,MD,
9118,Michael Joseph,,Wake Forest University,NC,
9119,Michael Joseph,,Georgetown University,DC,
9120,Michael Joseph,,Rock Hill College,MD,
9121,Michael Joseph,,Bucknell University,PA,
9122,Michael Joseph,,Villanova University,PA,
9123,Michael Joseph,,The Ohio State University,OH,
9124,Michael Joseph,,Creighton University,NE,
9125,Michael Joseph,,Georgia Institute of Technology,GA,
9126,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9127,Michael Joseph,,Missouri State University,MO,
9128,Michael Joseph,,Brown University,RI,
9129,Michael Joseph,,College of the Holy Cross,MA,
9130,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9131,Michael Joseph,,University of Miami,FL,
9132,Michael Joseph,,Santa Fe Community College,FL,
9133,Michael Joseph,,Ball State University,IN,
9134,Michael Joseph,,Texas A&M University,TX,
9135,Michael Joseph,,Columbia University,NY,
9136,Michael Joseph,,Vanderbilt University,TN,
9137,Michael Joseph,,Valencia Community College,FL,
9138,Michael Joseph,,Loyola College in Maryland,MD,
9139,Michael Joseph,,Wake Forest University,NC,
9140,Michael Joseph,,Georgetown University,DC,
9141,Michael Joseph,,Rock Hill College,MD,
9142,Michael Joseph,,Bucknell University,PA,
9143,Michael Joseph,,Villanova University,PA,
9144,Michael Joseph,,The Ohio State University,OH,
9145,Michael Joseph,,Creighton University,NE,
9146,Michael Joseph,,Georgia Institute of Technology,GA,
9147,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9148,Michael Joseph,,Missouri State University,MO,
9149,Michael Joseph,,Brown University,RI,
9150,Michael Joseph,,College of the Holy Cross,MA,
9151,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9152,Michael Joseph,,University of Miami,FL,
9153,Michael Joseph,,Santa Fe Community College,FL,
9154,Michael Joseph,,Ball State University,IN,
9155,Michael Joseph,,Texas A&M University,TX,
9156,Michael Joseph,,Columbia University,NY,
9157,Michael Joseph,,Vanderbilt University,TN,
9158,Michael Joseph,,Valencia Community College,FL,
9159,Michael Joseph,,Loyola College in Maryland,MD,
9160,Michael Joseph,,Wake Forest University,NC,
9161,Michael Joseph,,Georgetown University,DC,
9162,Michael Joseph,,Rock Hill College,MD,
9163,Michael Joseph,,Bucknell University,PA,
9164,Michael Joseph,,Villanova University,PA,
9165,Michael Joseph,,The Ohio State University,OH,
9166,Michael Joseph,,Creighton University,NE,
9167,Michael Joseph,,Georgia Institute of Technology,GA,
9168,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9169,Michael Joseph,,Missouri State University,MO,
9170,Michael Joseph,,Brown University,RI,
9171,Michael Joseph,,College of the Holy Cross,MA,
9172,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9173,Michael Joseph,,University of Miami,FL,
9174,Michael Joseph,,Santa Fe Community College,FL,
9175,Michael Joseph,,Ball State University,IN,
9176,Michael Joseph,,Texas A&M University,TX,
9177,Michael Joseph,,Columbia University,NY,
9178,Michael Joseph,,Vanderbilt University,TN,
9179,Michael Joseph,,Valencia Community College,FL,
9180,Michael Joseph,,Loyola College in Maryland,MD,
9181,Michael Joseph,,Wake Forest University,NC,
9182,Michael Joseph,,Georgetown University,DC,
9183,Michael Joseph,,Rock Hill College,MD,
9184,Michael Joseph,,Bucknell University,PA,
9185,Michael Joseph,,Villanova University,PA,
9186,Michael Joseph,,The Ohio State University,OH,
9187,Michael Joseph,,Creighton University,NE,
9188,Michael Joseph,,Georgia Institute of Technology,GA,
9189,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9190,Michael Joseph,,Missouri State University,MO,
9191,Michael Joseph,,Brown University,RI,
9192,Michael Joseph,,College of the Holy Cross,MA,
9193,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9194,Michael Joseph,,University of Miami,FL,
9195,Michael Joseph,,Santa Fe Community College,FL,
9196,Michael Joseph,,Ball State University,IN,
9197,Michael Joseph,,Texas A&M University,TX,
9198,Michael Joseph,,Columbia University,NY,
9199,Michael Joseph,,Vanderbilt University,TN,
9200,Michael Joseph,,Valencia Community College,FL,
9201,Michael Joseph,,Loyola College in Maryland,MD,
9202,Michael Joseph,,Wake Forest University,NC,
9203,Michael Joseph,,Georgetown University,DC,
9204,Michael Joseph,,Rock Hill College,MD,
9205,Michael Joseph,,Bucknell University,PA,
9206,Michael Joseph,,Villanova University,PA,
9207,Michael Joseph,,The Ohio State University,OH,
9208,Michael Joseph,,Creighton University,NE,
