,Player,salary,college,state,wins_above_replacement
34671,Juan Miguel,,Jacksonville University,FL,
34672,Juan Miguel,,Tallahassee Community College,FL,
34673,Juan Miguel,,Jacksonville University,FL,
34674,Patrick Theodore Joseph,,Western Michigan University,MI,
34675,John Beverly,,,,
34676,Robert McKasha,,,,
34677,Robert Vance,,,,
34678,Robert Van,,University of Southern California,CA,
34679,Bryan Bedford,,,,
34680,Charles Ross,,Columbia State Community College,TN,
34681,Clarence Elmer,,,,
34682,Craig Seton,,Spokane Falls Community College,WA,
34683,Loren Dale,,University of Oklahoma,OK,
34684,John Kyle,,,,
34685,Kevin Darnell,,,,
34686,Larry Paul,,James Madison University,VA,
34687,Monroe Barr,,Mississippi State University,MS,
34688,Albert Roy,,,,
34689,Russell Lance,,,,
34690,Sergio Armando,,San Diego City College,CA,
34691,Wilmer David,,,,
34692,Kevin Paul,,Tulane University,LA,
34693,Garrett Lee,,University of Houston,TX,
34694,Garrett Lee,,Grayson County College,TX,
34695,Brian Merritt,,University of North Carolina at Greensboro,NC,
34696,Dennis Michael,,Los Angeles Valley College,CA,
34697,Dennis Michael,,Old Dominion University,VA,
34698,Dennis Michael,,Los Angeles Valley College,CA,
34699,Dennis Michael,,Old Dominion University,VA,
34700,Dennis Michael,,Los Angeles Valley College,CA,
34701,Dennis Michael,,Old Dominion University,VA,
34702,Joseph Douglas,,St. Xavier University,IL,
34703,Joseph Douglas,,North Carolina State University,NC,
34704,Joseph Douglas,,St. Xavier University,IL,
34705,Joseph Douglas,,North Carolina State University,NC,
34706,Joseph Douglas,,St. Xavier University,IL,
34707,Joseph Douglas,,North Carolina State University,NC,
34708,Ronald Ralph,,Michigan State University,MI,
34709,Ronald Ralph,,Michigan State University,MI,
34710,Randall James,,California State University Long Beach,CA,
34711,George Benjamin,,Mercer University,GA,
34712,George Benjamin,,Mercer University,GA,
34713,George Benjamin,,Mercer University,GA,
34714,Ernest Follette,,,,
34715,Michael Ross,,Nicholls State University,LA,
34716,Dale Robert,,Cleveland State University,OH,
34717,Dale Robert,,Cuyahoga Community College,OH,
34718,Dustan Kyle,,University of Alabama,AL,
34719,Fenton Leroy,,,,
34720,Carlton,,,,
34721,Benjamin Jose,,Arizona Western College,AZ,
34722,Cruz Gabriel,,Arizona State University,AZ,
34723,Cruz Gabriel,,Yavapai College,AZ,
34724,Gustavo Eduardo,,,,
34725,Islay,,,,
34726,Jose Benjamin,,,,
34727,Yadier Benjamin,,,,
34728,Paul Leo,,University of Minnesota,MN,
34729,Dustin Douglas,,,,
34730,Frederick Henry,,,,
34731,Samuel John,,,,
34732,Samuel John,,,,
34733,Vincent Leo,,Villanova University,PA,
34734,Shane Hartland,,Clemson University,SC,
34735,Yoan Manuel,,,,
34736,Frederick Alfred,,Boston College,MA,
34737,Frederick Alfred,,Boston College,MA,
34738,Alex,,,,
34739,Alex,,,,
34740,Carlos Antwan,,,,
34741,Raul Ramon,,,,
34742,Raul Adalberto,,,,
34743,Isidro Pedroza,,,,
34744,Craig Keystone,,,,
34745,Francelis,,,,
34746,John Evans,,Old Dominion University,VA,
34747,Luis Anibal,,,,
34748,Rafael Edgardo,,,,
34749,Agustin Alcantara,,,,
34750,Aurelio Faustino,,,,
34751,Felipe Angel,,,,
34752,Jesus Alejandro,,,,
34753,Alvin Atlas,,,,
34754,Jordan Blackmon,,,,
34755,Monty Bryson,,Pfeiffer University,NC,
34756,Steven Lewis,,Pepperdine University,CA,
34757,Allan Arthur,,Loyola University New Orleans,LA,
34758,Luke,,Hill College,TX,
34759,Ramon Segundo,,,,
34760,Daniel Francisco,,Buena Vista University,IA,
34761,Joseph Geoffrey,,Louisiana State University,LA,
34762,Eric Lane,,Erskine College,SC,
34763,William Craig,,Merced College,CA,
34764,James Irving,,East Tennessee State University,TN,
34765,Wallace Wade,,Texas A&M University,TX,
34766,Adam Ross,,University of Texas at Arlington,TX,
34767,Anselm Winn,,,,
34768,Andrew George,,,,
34769,Archie Francis,,Springfield College,MA,
34770,Balor Lilbon,,,,
34771,Robert Devell,,,,
34772,Bradley Alan,,Grand Canyon University,AZ,
34773,Carlos Whitman,,,,
34774,William Austin,,University of Georgia,GA,
34775,William Austin,,North Carolina State University,NC,
34776,William Austin,,University of Georgia,GA,
34777,William Austin,,North Carolina State University,NC,
34778,D C,,,,
34779,Donnie Ray,,,,
34780,Alonzo Earl,,,,
34781,Graham Edward,,,,
34782,Euel Walton,,,,
34783,Ferdinand De Paige,,,,
34784,Gary Douglas,,University of Texas at Austin,TX,
34785,Gary Douglas,,University of Texas at Austin,TX,
34786,Frank Jonah,,,,
34787,Henry Scott,,,,
34788,Jackie Spencer,,,,
34789,Jeremiah S.,,,,
34790,Jerome Jeremy,,,,
34791,James Stanford,,Hendrix College,AR,
34792,Joe Gregg,,,,
34793,Alvin Earl,,,,
34794,Kelvin Orlando,,Jackson State University,MS,
34795,Kerwin Lamar,,,,
34796,Marcus Braymont,,Sacramento City College,CA,
34797,Matthew Cody,,,,
34798,Maurice,,,,
34799,Randolph Edward,,,,
34800,Roy Daniel,,St. Edward's University,TX,
34801,Scott Alanboyd,,,,
34802,Terry Bluford,,,,
34803,Tommy Joe,,Cerritos College,CA,
34804,Warren Neal,,Texas A&M University,TX,
34805,Lloyd Albert,,,,
34806,William Wilcy,,,,
34807,Robert Ralph,,,,
34808,Robert Ralph,,,,
34809,Franklin Miguel,,,,
34810,Julio Ruben,,,,
34811,Jose Guillermo,,,,
34812,Jose Guillermo,,,,
34813,Jose Guillermo,,,,
34814,Kendrys,,,,
34815,Osmer Eduardo,,,,
34816,Richard Angelo,,College of San Mateo,CA,
34817,William Nelson,,,,
34818,Charles Barthell,,,,
34819,Colin Richard,,,,
34820,John Herbert,,,,
34821,John Herbert,,,,
34822,Roy Ellis,,,,
34823,Forrest Thedore,,,,
34824,Raymond Anderson,,Austin College,TX,
34825,Seth Marvin,,Baylor University,TX,
34826,Brenton Andre,,"California Polytechnic State University, San Luis Obispo",CA,
34827,A. Harry,,,,
34828,Bobby Keith,,University of Texas at Austin,TX,
34829,Mitchell Austin,,Mississippi State University,MS,
34830,Ramon Rafael,,,,
34831,Diego Rafael,,,,
34832,Edwin A.,,,,
34833,Jose de los Santos Mauricio,,,,
34834,Lewis Howard,,,,
34835,Omar Renan,,,,
34836,Orber,,,,
34837,David Beale,,Dartmouth College,NH,
34838,Robert Morris,,,,
34839,Chester Collins,,,,
34840,Harry Richard,,,,
34841,Harry Richard,,,,
34842,Cyril Arlon,,,,
34843,Edward Carre,,Tulane University,LA,
34844,Edwin Willis,,,,
34845,Joe Leonard,,Merritt College,CA,
34846,Nyjer Jamid,,Walla Walla Community College,WA,
34847,Raymond Caryll,,,,
34848,Tom Stephen,,,,
34849,Vernon Thomas,,,,
34850,Meredith Goodwin,,University of Connecticut,CT,
34851,Edward Jerome,,College of the Holy Cross,MA,
34852,Eugene John,,,,
34853,Shawn Peter,,,,
34854,John Glen,,Ohio University,OH,
34855,Alvin,,Wingate University,NC,
34856,Justin Ernest George,,,,
34857,Maxwell Anthony,,,,
34858,Reyes Armando,,,,
34859,Willard Blackmer,,Lowell Technological Institute,MA,
34860,Willard Blackmer,,Tufts University,MA,
34861,Akeel J.,,,,
34862,Avery Bryan,,,,
34863,Joseph Harley,,,,
34864,Danny Walker,,,,
34865,Doyt Theodore,,Wake Forest University,NC,
34866,Walter Guy,,,,
34867,Stephen Henry,,,,
34868,William Harold,,University of Michigan,MI,
34869,William Harold,,University of Michigan,MI,
34870,William Harold,,University of Michigan,MI,
34871,John Scott,,Brigham Young University,UT,
34872,James Samuel,,Paris Junior College,TX,
34873,Jonathan W.,,,,
34874,Joseph Anselm,,College of the Holy Cross,MA,
34875,Justis Logan,,,,
34876,Matthew Christian,,Seton Hall University,NJ,
34877,Peter R.,,,,
34878,Philip Melvin,,,,
34879,Warren Randall,,Louisiana State University,LA,
34880,Newell Obediah,,"University of California, Berkeley",CA,
34881,Newell Obediah,,University of Michigan,MI,
34882,Peter Raymond,,,,
34883,Clayton Grant,,Gonzaga University,WA,
34884,Wycliffe Nathaniel,,Howard University,DC,
34885,Carl Wendle,,University of Oklahoma,OK,
34886,Charles Hazen,,,,
34887,Charles Alfred,,,,
34888,Charles Alfred,,,,
34889,Kristopher Colt,,North Carolina State University,NC,
34890,Guy,,,,
34891,Guy,,,,
34892,Guy,,,,
34893,Guy,,,,
34894,Kevin Joseph,,Seton Hall University,NJ,
34895,Kevin Joseph,,Texas A&M University,TX,
34896,Kevin Joseph,,Seton Hall University,NJ,
34897,Kevin Joseph,,Texas A&M University,TX,
34898,Kevin Joseph,,Seton Hall University,NJ,
34899,Kevin Joseph,,Texas A&M University,TX,
34900,Rosaire Allen,,Fresno City College,CA,
34901,Guillermo Alejandro,,,,
34902,Jonathan Solomon,,,,
34903,Lloyd Anthony,,,,
34904,Robert Jonathan,,,,
34905,Dustin Aaron,,,,
34906,Earl Victor,,,,
34907,Arnold Robert,,,,
34908,Walter Frederick,,,,
34909,Walter Frederick,,,,
34910,Felix Inglesby,,,,
34911,Gerald Braheen,,,,
34912,Wallace,,,,
34913,Paul Richard,,Arizona State University,AZ,
34914,Paul Richard,,Azusa Pacific University,CA,
34915,Paul Richard,,Western Illinois University,IL,
34916,Paul Richard,,Des Moines Area Community College,IA,
34917,Paul Richard,,Arizona State University,AZ,
34918,Paul Richard,,Azusa Pacific University,CA,
34919,Paul Richard,,Western Illinois University,IL,
34920,Paul Richard,,Des Moines Area Community College,IA,
34921,Paul Richard,,Arizona State University,AZ,
34922,Paul Richard,,Azusa Pacific University,CA,
34923,Paul Richard,,Western Illinois University,IL,
34924,Paul Richard,,Des Moines Area Community College,IA,
34925,William Bankhead,,,,
34926,Daniel Ross,,Clemson University,SC,
34927,Brandon Douglas,,,,
34928,Charles Crosby,,,,
34929,Damian Joseph,,,,
34930,Howard Glenn,,,,
34931,Charles Malcolm,,Vanderbilt University,TN,
34932,Earl Dalton,,,,
34933,Andres Alberto,,Golden West College,CA,
34934,Andres Alberto,,California State University Fullerton,CA,
34935,Daniel Avila,,,,
34936,Manuel Rafael,,,,
34937,Darryl DeWayne,,,,
34938,Elisha Matthew,,,,
34939,Jason Louis,,Iona College,NY,
34940,Taylor Davis,,,,
34941,Curtell Howard,,Santa Rosa Junior College,CA,
34942,Glen Hubert,,,,
34943,Albert Theodore,,,,
34944,Anthony David,,,,
34945,Lyle Joseph,,Louisiana State University,LA,
34946,Harry Harlan,,,,
34947,Gabriel Jose,,,,
34948,Steven,,University of Michigan,MI,
34949,Steven,,University of Kansas,KS,
34950,Steven,,University of Michigan,MI,
34951,Steven,,University of Kansas,KS,
34952,Steven,,University of Michigan,MI,
34953,Steven,,University of Kansas,KS,
34954,Jamie,,St. Joseph's University,PA,
34955,Ronald Frank,,,,
34956,Philip Ray,,,,
34957,Donald Frederick,,,,
34958,Ray Coleman,,,,
34959,Willard Lawrence,,,,
34960,Billy Arnold,,,,
34961,Ignatius Andrew,,,,
34962,Edward Jose,,,,
34963,Hugh Noyes,,,,
34964,Michael D.,,,,
34965,Terence John,,Marietta College,OH,
34966,Charles George,,,,
34967,Conor Joseph,,,,
34968,Gregory Thomas,,Louisiana State University,LA,
34969,Gregory Thomas,,Louisiana State University,LA,
34970,Ford Parker,,University of Oregon,OR,
34971,Kenneth Scott,,The Citadel,SC,
34972,Kenneth Scott,,Dallas Baptist University,TX,
34973,Kenneth Scott,,The Citadel,SC,
34974,Kenneth Scott,,Dallas Baptist University,TX,
34975,Boyce Cedric,,,,
34976,Steven Rance,,,,
34977,Jacob Ferdinand,,,,
34978,Robert Cleveland,,,,
34979,Maxwell Steven,,,,
34980,Van Lingle,,,,
34981,Horatio Brinsmade,,,,
34982,Leslie Ernest,,,,
34983,Arnaldo Rafel,,,,
34984,Noe,,,,
34985,Noe,,,,
34986,Juan Oscar,,University of Miami,FL,
34987,Pedro Javier,,,,
34988,Yairo,,,,
34989,Peter Daniel,,Northwest Florida State College,FL,
34990,Eric Walter,,University of Southern California,CA,
34991,Joseph Martin Napoleon,,,,
34992,Clarence Hanford,,,,
34993,Thurman Lee,,Kent State University,OH,
34994,John Baird,,,,
34995,Masanori,,,,
34996,Toru,,,,
34997,Bobby Ray,,,,
34998,Simeon Augustus,,,,
34999,Thomas Malcolm,,Guilford College,NC,
35000,Timothy Hayes,,,,
35001,William R. W.,,California State University Northridge,CA,
35002,Robert Sylvester,,,,
35003,Cornelius B.,,,,
35004,Cornelius David,,,,
35005,Dale Bryan,,,,
35006,Donald Rex,,Orange Coast College,CA,
35007,Herbert Courtland,,,,
35008,Dwayne Keith,,,,
35009,Joseph Akin,,,,
35010,John Ryan,,,,
35011,Patrick Lawrence,,,,
35012,Leo Joseph,,,,
35013,Michael Jerome,,Villanova University,PA,
35014,Michael Jerome,,Villanova University,PA,
35015,Morgan Edward,,,,
35016,Francis J.,,,,
35017,Thomas Christian,,Florida Atlantic University,FL,
35018,Arlington John,,Salt Lake Community College,UT,
35019,Ambrose Joseph,,Brown University,RI,
35020,William Allenwood,,Brown University,RI,
35021,Robert Hayes,,,,
35022,Robert Hayes,,,,
35023,Colton James,,,,
35024,Dale Albert,,Blinn College,TX,
35025,Daniel Saffle,,San Diego State University,CA,
35026,Eddie Clarence,,,,
35027,George King,,North Carolina State University,NC,
35028,Glenn Everett,,,,
35029,Heath Robertson,,University of Michigan,MI,
35030,James Oscar,,,,
35031,Joseph Ambrose,,,,
35032,Jeremiah J.,,,,
35033,Jeremiah J.,,,,
35034,Ivan Augustus,,,,
35035,Matthew Henry,,Georgia Institute of Technology,GA,
35036,Dennis Eugene,,University of Missouri Columbia,MO,
35037,Harrison Scott,,,,
35038,Stanley Frank,,,,
35039,Stanley Frank,,,,
35040,Neal Gordon,,,,
35041,Ralph Ronald,,Clemson University,SC,
35042,Ralph Ronald,,Louisburg College,NC,
35043,Michael Cole,,Stanford University,CA,
35044,Alexander Dominick,,,,
35045,Glenn Calvin,,,,
35046,Charles Solomon,,Mississippi State University,MS,
35047,Brett Allen,,Missouri State University,MO,
35048,Brett Allen,,Missouri State University,MO,
35049,Elmer Glenn,,,,
35050,George D.,,,,
35051,Gregory Richard,,,,
35052,Ralph Edward,,"University of California, Berkeley",CA,
35053,Ralph Edward,,"University of California, Berkeley",CA,
35054,James Xavier,,,,
35055,Lynnwood Lincoln,,,,
35056,Michael Stanley,,Iowa State University,IA,
35057,Randall Kirk,,Clark College,WA,
35058,Rodney Luther,,University of Wisconsin at Madison,WI,
35059,Roderick Demond,,,,
35060,William Bradford,,,,
35061,Aaron Kenneth,,Central Arizona College,AZ,
35062,Aaron Kenneth,,University of Washington,WA,
35063,Brian Shawn,,Louisiana Tech University,LA,
35064,Brian Shawn,,Hill College,TX,
35065,Christopher William,,Towson University,MD,
35066,Christopher William,,Feather River College,CA,
35067,Christopher William,,University of Southern California,CA,
35068,Christopher William,,Towson University,MD,
35069,Christopher William,,Feather River College,CA,
35070,Christopher William,,University of Southern California,CA,
35071,Christopher William,,Towson University,MD,
35072,Christopher William,,Feather River College,CA,
35073,Christopher William,,University of Southern California,CA,
35074,Christopher William,,Towson University,MD,
35075,Christopher William,,Feather River College,CA,
35076,Christopher William,,University of Southern California,CA,
35077,Xavier Clifford,,"University of California, Berkeley",CA,
35078,Louis Marcellus,,St. Joseph's College,IN,
35079,Clinton Scott,,,,
35080,Walter Harold,,,,
35081,Charles Harrison,,University of Connecticut,CT,
35082,Michael Timothy,,University of Miami,FL,
35083,Michael Timothy,,"University of California, Berkeley",CA,
35084,Michael Timothy,,University of Miami,FL,
35085,Michael Timothy,,"University of California, Berkeley",CA,
35086,Michael Timothy,,University of Miami,FL,
35087,Michael Timothy,,"University of California, Berkeley",CA,
35088,Michael Timothy,,University of Miami,FL,
35089,Michael Timothy,,"University of California, Berkeley",CA,
35090,Samuel Ralph,,"Brooklyn College, The City University of New York",NY,
35091,William Gerard,,St. Clair County Community College,MI,
35092,Micheal Yoshihide,,University of South Alabama,AL,
35093,Norihiro,,,,
35094,Peter Ernest,,Duke University,NC,
35095,William Gideon,,,,
35096,Joseph Shane,,University of Houston,TX,
35097,Skelton Leroy,,,,
35098,Aloysius Francis,,Georgetown University,DC,
35099,Tyler Wesley,,,,
35100,Harold Richard,,,,
35101,Lazaro Ramon Gonzalo,,,,
35102,Raymond Edmond,,,,
35103,Jerry Austin,,,,
35104,Samuel Woody,,,,
35105,Samuel Franklin,,East Carolina University,NC,
35106,Leslie Ferdinand,,,,
35107,Omar David,,,,
35108,Christopher Gregg,,,,
35109,William Mitchell,,,,
35110,William Mitchell,,,,
35111,James Edwin,,Marietta College,OH,
35112,James Edwin,,Marietta College,OH,
35113,James Edwin,,Marietta College,OH,
35114,Kenneth Leland,,Brown University,RI,
35115,Robert Marcel,,"University of California, San Diego",CA,
35116,Peter Alphonsus,,College of the Holy Cross,MA,
35117,Daniel Donovan,,Cerritos College,CA,
35118,Daniel Donovan,,California State University Fullerton,CA,
35119,Dioner Favian,,,,
35120,Efren,,University of Nevada-Las Vegas,NV,
35121,Jaime,,"Miami-Dade College, Wolfson Campus",FL,
35122,Oswaldo Ramses,,,,
35123,Norberto,,,,
35124,Yamaico,,,,
35125,Vincent P.,,,,
35126,Roleine Cecil,,,,
35127,Dennis Edward,,University of Minnesota,MN,
35128,Blaine,,,,
35129,Charles Lenard,,,,
35130,Alfred Earle,,West Virginia Wesleyan College,WV,
35131,Joseph Hunt,,University of Akron,OH,
35132,Theophilus Fountain,,,,
35133,Zachary Sheridan,,,,
35134,Ronald Andrew,,,,
35135,Troy Lee,,Howard College,TX,
35136,Calvin Amandus,,Illinois Wesleyan University,IL,
35137,Douglas Williams,,University of Virginia,VA,
35138,Ronald Alvin,,,,
35139,Kristopher David,,,,
35140,James Gilmore,,,,
35141,Arthur Neukom,,Rose-Hulman Institute of Technology,IN,
35142,James Llewellyn,,College of Marin,CA,
35143,Alvin Edward,,University of Delaware,DE,
35144,Robert Otis,,,,
35145,Cecil Fleming,,,,
35146,Thomas White,,,,
35147,Bernard Edmund,,,,
35148,Ernest Frederick,,,,
35149,Andrew Anthony,,,,
35150,Bryant Lawrence,,Texarkana College,TX,
35151,Christopher Lars,,,,
35152,George Emmett,,,,
35153,Wayland Eugene,,,,
35154,James Victor,,Orange Coast College,CA,
35155,Jeffrey Allan,,Old Dominion University,VA,
35156,Jeffrey Allan,,Old Dominion University,VA,
35157,James Lorin,,,,
35158,James Jacob,,University of Alabama,AL,
35159,John Clark,,University of Kansas,KS,
35160,Luther Martin,,,,
35161,Lynn Bernard,,,,
35162,Melvin Frederick,,,,
35163,Robert Augustus,,Mount San Antonio College,CA,
35164,Thomas Cousineau,,,,
35165,Angel Ladimir,,,,
35166,Patrick John,,Butler University,IN,
35167,Patrick John,,Butler University,IN,
35168,Graig,,San Diego State University,CA,
35169,Miles Albion,,,,
35170,Harold Charles,,Brown University,RI,
35171,Harold Charles,,University of Arizona,AZ,
35172,Harold Charles,,Brown University,RI,
35173,Harold Charles,,University of Arizona,AZ,
35174,John Stein,,,,
35175,Nickolas Donald,,,,
35176,Ernie Wyre,,,,
35177,Dovydas,,,,
35178,Ernest Alonzo,,Stanford University,CA,
35179,Alexander Brown,,Yale University,CT,
35180,Phillip Joseph,,California State University Fullerton,CA,
35181,Christopher Jake,,,,
35182,Marc Alexander,,,,
35183,Floyd Elmo,,Illinois College,IL,
35184,Joel Ivan,,,,
35185,Maurice Milton,,,,
35186,Albert Dwayne,,Chaffey College,CA,
35187,Albert Dwayne,,San Diego State University,CA,
35188,Alan Spencer,,Fullerton College,CA,
35189,Joshua Paul,,The Ohio State University,OH,
35190,Kevin Bradley,,,,
35191,Louis Norman,,,,
35192,Heber Hampton,,Wake Forest University,NC,
35193,Lamar Ashby,,,,
35194,Warren Dale,,Middle Georgia College,GA,
35195,Eustace James,,,,
35196,Mpho' Gift,,,,
35197,Constantine Gregory,,,,
35198,William Beck,,Washington College,MD,
35199,Brett James,,,,
35200,Chester Raymond,,,,
35201,Chester Raymond,,,,
35202,Donald Leigh,,,,
