,Player,PER,PER_Percentile,state,college
511,Joakim Noah,19.6,90,FL,University of Florida
512,Joakim Noah,18.8,88,FL,University of Florida
513,Joakim Noah,18.1,85,FL,University of Florida
514,Joakim Noah,15.6,71,FL,University of Florida
515,Joakim Noah,15.3,69,FL,University of Florida
516,Joakim Noah,15.2,68,FL,University of Florida
517,Joakim Noah,14.1,60,FL,University of Florida
518,Ed Davis,20.0,91,CA,University of North Carolina
519,Ed Davis,18.7,87,CA,University of North Carolina
520,Ed Davis,17.8,84,CA,University of North Carolina
521,Ed Davis,15.9,74,CA,University of North Carolina
522,Ed Davis,15.8,73,CA,University of North Carolina
523,Ed Davis,15.5,71,CA,University of North Carolina
524,Ed Davis,14.2,61,CA,University of North Carolina
525,Ed Davis,11.5,38,CA,University of North Carolina
526,Shayne Whittington,20.0,91,MI,Western Michigan University
527,Shayne Whittington,7.4,12,MI,Western Michigan University
528,Jeremy Lin,19.9,91,MA,Harvard University
529,Jeremy Lin,19.2,89,MA,Harvard University
530,Jeremy Lin,15.9,74,MA,Harvard University
531,Jeremy Lin,15.6,71,MA,Harvard University
532,Jeremy Lin,14.9,66,MA,Harvard University
533,Jeremy Lin,14.8,65,MA,Harvard University
534,Jeremy Lin,14.3,61,MA,Harvard University
535,Jeremy Lin,13.8,57,MA,Harvard University
536,Shabazz Muhammad,19.9,91,CA,"University of California, Los Angeles"
537,Shabazz Muhammad,15.4,70,CA,"University of California, Los Angeles"
538,Shabazz Muhammad,15.2,68,CA,"University of California, Los Angeles"
539,Shabazz Muhammad,14.9,66,CA,"University of California, Los Angeles"
540,Shabazz Muhammad,13.1,51,CA,"University of California, Los Angeles"
541,Julius Randle,19.9,91,KY,University of Kentucky
542,Julius Randle,16.3,76,KY,University of Kentucky
543,Julius Randle,13.9,58,KY,University of Kentucky
544,Julius Randle,-7.5,0,KY,University of Kentucky
545,Brandon Bass,19.7,90,LA,Louisiana State University
546,Brandon Bass,17.4,82,LA,Louisiana State University
547,Brandon Bass,16.3,76,LA,Louisiana State University
548,Brandon Bass,15.9,74,LA,Louisiana State University
549,Brandon Bass,15.0,67,LA,Louisiana State University
550,Brandon Bass,14.1,60,LA,Louisiana State University
551,Brandon Bass,12.3,44,LA,Louisiana State University
552,Jrue Holiday,19.7,90,CA,"University of California, Los Angeles"
553,Jrue Holiday,18.8,88,CA,"University of California, Los Angeles"
554,Jrue Holiday,17.8,84,CA,"University of California, Los Angeles"
555,Jrue Holiday,17.1,81,CA,"University of California, Los Angeles"
556,Jrue Holiday,17.1,81,CA,"University of California, Los Angeles"
557,Jrue Holiday,16.7,79,CA,"University of California, Los Angeles"
558,Jrue Holiday,15.4,70,CA,"University of California, Los Angeles"
559,Jrue Holiday,14.7,65,CA,"University of California, Los Angeles"
560,Joel Bolomboy,19.7,90,UT,Weber State University
561,Joel Bolomboy,11.7,40,UT,Weber State University
562,Jack Cooley,19.7,90,IN,University of Notre Dame
563,Jack Cooley,11.4,37,IN,University of Notre Dame
564,Bobby Portis,19.7,90,AR,University of Arkansas
565,Bobby Portis,14.9,66,AR,University of Arkansas
566,Bobby Portis,13.8,57,AR,University of Arkansas
567,Carlos Boozer,19.7,90,NC,Duke University
568,Carlos Boozer,18.8,88,NC,Duke University
569,Carlos Boozer,17.1,81,NC,Duke University
570,Carlos Boozer,16.4,77,NC,Duke University
571,Carlos Boozer,14.4,62,NC,Duke University
572,David Lee,19.7,90,CA,University of San Francisco
573,David Lee,19.6,90,CA,University of San Francisco
574,David Lee,19.2,89,CA,University of San Francisco
575,David Lee,19.1,89,CA,University of San Francisco
576,David Lee,18.5,87,CA,University of San Francisco
577,David Lee,17.8,84,CA,University of San Francisco
578,David Lee,17.8,84,CA,University of San Francisco
579,Rudy Gay,19.7,90,CT,University of Connecticut
580,Rudy Gay,18.3,86,CT,University of Connecticut
581,Rudy Gay,18.0,85,CT,University of Connecticut
582,Rudy Gay,17.9,85,CT,University of Connecticut
583,Rudy Gay,17.8,84,CT,University of Connecticut
584,Rudy Gay,17.8,84,CT,University of Connecticut
585,Rudy Gay,15.6,71,CT,University of Connecticut
586,Rudy Gay,15.5,71,CT,University of Connecticut
587,Paul Pierce,19.7,90,KS,University of Kansas
588,Paul Pierce,19.6,90,KS,University of Kansas
589,Paul Pierce,19.1,89,KS,University of Kansas
590,Paul Pierce,16.8,79,KS,University of Kansas
591,Paul Pierce,15.2,68,KS,University of Kansas
592,Paul Pierce,8.2,15,KS,University of Kansas
593,Paul Pierce,5.7,7,KS,University of Kansas
594,Reggie Jackson,19.6,90,MA,Boston College
595,Reggie Jackson,17.2,81,MA,Boston College
596,Reggie Jackson,15.9,74,MA,Boston College
597,Reggie Jackson,15.4,70,MA,Boston College
598,Reggie Jackson,14.9,66,MA,Boston College
599,Reggie Jackson,14.2,61,MA,Boston College
600,Reggie Jackson,9.2,21,MA,Boston College
601,James Singleton,19.6,90,KY,Murray State University
602,Marreese Speights,19.5,90,FL,University of Florida
603,Marreese Speights,17.5,82,FL,University of Florida
604,Marreese Speights,17.3,81,FL,University of Florida
605,Marreese Speights,17.1,81,FL,University of Florida
606,Marreese Speights,15.3,69,FL,University of Florida
607,Marreese Speights,15.2,68,FL,University of Florida
608,Marreese Speights,14.1,60,FL,University of Florida
609,Marreese Speights,13.7,56,FL,University of Florida
610,Alex Len,19.4,90,MD,University of Maryland
611,Alex Len,15.0,67,MD,University of Maryland
612,Alex Len,13.5,55,MD,University of Maryland
613,Alex Len,12.4,45,MD,University of Maryland
614,Alex Len,7.3,12,MD,University of Maryland
615,Ty Lawson,19.4,90,CA,University of North Carolina
616,Ty Lawson,19.0,88,CA,University of North Carolina
617,Ty Lawson,18.5,87,CA,University of North Carolina
618,Ty Lawson,17.9,85,CA,University of North Carolina
619,Ty Lawson,17.9,85,CA,University of North Carolina
620,Ty Lawson,15.4,70,CA,University of North Carolina
621,Ty Lawson,9.7,24,CA,University of North Carolina
622,Devin Ebanks,19.4,90,WV,West Virginia University
623,Devin Ebanks,8.3,16,WV,West Virginia University
624,Devin Ebanks,6.3,9,WV,West Virginia University
625,Lamar Odom,19.4,90,RI,University of Rhode Island
626,Lamar Odom,10.9,33,RI,University of Rhode Island
627,Lamar Odom,9.2,21,RI,University of Rhode Island
628,Maalik Wayns,19.3,89,PA,Villanova University
629,Maalik Wayns,5.0,6,PA,Villanova University
630,Draymond Green,19.3,89,MI,Michigan State University
631,Draymond Green,16.5,77,MI,Michigan State University
632,Draymond Green,16.4,77,MI,Michigan State University
633,Draymond Green,16.1,75,MI,Michigan State University
634,Draymond Green,12.7,48,MI,Michigan State University
635,Draymond Green,7.1,11,MI,Michigan State University
636,Roy Hibbert,19.3,89,DC,Georgetown University
637,Roy Hibbert,17.3,81,DC,Georgetown University
638,Roy Hibbert,15.9,74,DC,Georgetown University
639,Roy Hibbert,15.4,70,DC,Georgetown University
640,Roy Hibbert,13.5,55,DC,Georgetown University
641,Roy Hibbert,13.5,55,DC,Georgetown University
642,Roy Hibbert,11.2,35,DC,Georgetown University
643,Jordan Hill,19.3,89,AZ,University of Arizona
644,Jordan Hill,18.5,87,AZ,University of Arizona
645,Jordan Hill,16.4,77,AZ,University of Arizona
646,Jordan Hill,16.2,76,AZ,University of Arizona
647,Jordan Hill,15.8,73,AZ,University of Arizona
648,Jordan Hill,13.0,50,AZ,University of Arizona
649,Jordan Hill,5.5,7,AZ,University of Arizona
650,Willie Reed,19.2,89,LA,Grambling State University
651,Willie Reed,19.2,89,LA,Grambling State University
652,Willie Reed,17.1,81,LA,Grambling State University
653,Eric Gordon,19.2,89,IN,Indiana University
654,Eric Gordon,18.5,87,IN,Indiana University
655,Eric Gordon,15.4,70,IN,Indiana University
656,Eric Gordon,15.2,68,IN,Indiana University
657,Eric Gordon,14.9,66,IN,Indiana University
658,Eric Gordon,13.5,55,IN,Indiana University
659,Eric Gordon,13.2,52,IN,Indiana University
660,Eric Gordon,12.7,48,IN,Indiana University
661,Terrence Jones,19.1,89,KY,University of Kentucky
662,Terrence Jones,18.3,86,KY,University of Kentucky
663,Terrence Jones,17.1,81,KY,University of Kentucky
664,Terrence Jones,16.1,75,KY,University of Kentucky
665,Terrence Jones,13.5,55,KY,University of Kentucky
666,Jorge Gutierrez,19.1,89,CA,University of California
667,Jorge Gutierrez,11.0,34,CA,University of California
668,Jorge Gutierrez,8.7,18,CA,University of California
669,Jordan Crawford,19.1,89,KY,University of Kentucky
670,Jordan Crawford,17.6,83,KY,University of Kentucky
671,Jordan Crawford,14.5,63,KY,University of Kentucky
672,Jordan Crawford,14.3,61,KY,University of Kentucky
673,Jordan Crawford,13.8,57,KY,University of Kentucky
674,Jordan Crawford,11.8,40,KY,University of Kentucky
675,Jabari Parker,19.1,89,NC,Duke University
676,Jabari Parker,17.1,81,NC,Duke University
677,Jabari Parker,14.8,65,NC,Duke University
678,Jabari Parker,14.5,63,NC,Duke University
679,Ramon Sessions,19.0,88,NV,"University of Nevada, Reno"
680,Ramon Sessions,17.7,83,NV,"University of Nevada, Reno"
681,Ramon Sessions,16.7,79,NV,"University of Nevada, Reno"
682,Ramon Sessions,16.0,74,NV,"University of Nevada, Reno"
683,Ramon Sessions,15.9,74,NV,"University of Nevada, Reno"
684,Ramon Sessions,12.4,45,NV,"University of Nevada, Reno"
685,Ramon Sessions,11.2,35,NV,"University of Nevada, Reno"
686,Ramon Sessions,11.1,34,NV,"University of Nevada, Reno"
687,Chris Andersen,19.0,88,TX,Blinn College
688,Chris Andersen,18.9,88,TX,Blinn College
689,Chris Andersen,18.5,87,TX,Blinn College
690,Chris Andersen,17.4,82,TX,Blinn College
691,Chris Andersen,16.1,75,TX,Blinn College
692,Chris Andersen,15.3,69,TX,Blinn College
693,Chris Andersen,11.6,39,TX,Blinn College
694,Mason Plumlee,19.0,88,NC,Duke University
695,Mason Plumlee,18.1,85,NC,Duke University
696,Mason Plumlee,18.0,85,NC,Duke University
697,Mason Plumlee,17.2,81,NC,Duke University
698,Mason Plumlee,16.9,80,NC,Duke University
699,Tyler Zeller,18.9,88,CA,University of North Carolina
700,Tyler Zeller,16.0,74,CA,University of North Carolina
701,Tyler Zeller,15.4,70,CA,University of North Carolina
702,Tyler Zeller,15.4,70,CA,University of North Carolina
703,Tyler Zeller,13.0,50,CA,University of North Carolina
704,Tyler Zeller,11.0,34,CA,University of North Carolina
705,Jannero Pargo,18.9,88,AR,University of Arkansas
706,Jannero Pargo,14.9,66,AR,University of Arkansas
707,Jannero Pargo,13.6,56,AR,University of Arkansas
708,Jannero Pargo,10.3,28,AR,University of Arkansas
709,Robin Lopez,18.9,88,CA,Stanford University
710,Robin Lopez,17.7,83,CA,Stanford University
711,Robin Lopez,17.6,83,CA,Stanford University
712,Robin Lopez,16.2,76,CA,Stanford University
713,Robin Lopez,15.2,68,CA,Stanford University
714,Robin Lopez,14.7,65,CA,Stanford University
715,Robin Lopez,14.4,62,CA,Stanford University
716,Robin Lopez,13.9,58,CA,Stanford University
717,Thaddeus Young,18.9,88,GA,Georgia Institute of Technology
718,Thaddeus Young,18.4,86,GA,Georgia Institute of Technology
719,Thaddeus Young,18.2,86,GA,Georgia Institute of Technology
720,Thaddeus Young,17.5,82,GA,Georgia Institute of Technology
721,Thaddeus Young,16.6,78,GA,Georgia Institute of Technology
722,Thaddeus Young,15.7,72,GA,Georgia Institute of Technology
723,Thaddeus Young,14.9,66,GA,Georgia Institute of Technology
724,Thaddeus Young,14.8,65,GA,Georgia Institute of Technology
725,Dwight Powell,18.8,88,CA,Stanford University
726,Dwight Powell,17.6,83,CA,Stanford University
727,Dwight Powell,16.8,79,CA,Stanford University
728,Dwight Powell,13.8,57,CA,Stanford University
729,Darren Collison,18.8,88,CA,"University of California, Los Angeles"
730,Darren Collison,17.5,82,CA,"University of California, Los Angeles"
731,Darren Collison,16.3,76,CA,"University of California, Los Angeles"
732,Darren Collison,16.2,76,CA,"University of California, Los Angeles"
733,Darren Collison,15.9,74,CA,"University of California, Los Angeles"
734,Darren Collison,15.6,71,CA,"University of California, Los Angeles"
735,Darren Collison,15.3,69,CA,"University of California, Los Angeles"
736,Darren Collison,13.6,56,CA,"University of California, Los Angeles"
737,Jeff Withey,18.8,88,KS,University of Kansas
738,Jeff Withey,17.7,83,KS,University of Kansas
739,Jeff Withey,17.6,83,KS,University of Kansas
740,Jeff Withey,15.2,68,KS,University of Kansas
741,Jeff Withey,8.3,16,KS,University of Kansas
742,Drew Gooden,18.8,88,KS,University of Kansas
743,Drew Gooden,18.4,86,KS,University of Kansas
744,Drew Gooden,15.9,74,KS,University of Kansas
745,Drew Gooden,11.9,41,KS,University of Kansas
746,Drew Gooden,7.7,13,KS,University of Kansas
747,Drew Gooden,7.5,12,KS,University of Kansas
748,Elliot Williams,18.8,88,TN,University of Memphis
749,Elliot Williams,8.7,18,TN,University of Memphis
750,Elliot Williams,8.7,18,TN,University of Memphis
751,Elliot Williams,3.3,4,TN,University of Memphis
752,Adreian Payne,18.8,88,MI,Michigan State University
753,Adreian Payne,14.4,62,MI,Michigan State University
754,Adreian Payne,7.7,13,MI,Michigan State University
755,Adreian Payne,5.6,7,MI,Michigan State University
756,Chauncey Billups,18.7,87,CO,University of Colorado
757,Chauncey Billups,16.1,75,CO,University of Colorado
758,Chauncey Billups,15.0,67,CO,University of Colorado
759,Chauncey Billups,5.3,7,CO,University of Colorado
760,Larry Sanders,18.7,87,VA,Virginia Commonwealth University
761,Larry Sanders,15.2,68,VA,Virginia Commonwealth University
762,Larry Sanders,14.0,59,VA,Virginia Commonwealth University
763,Larry Sanders,13.3,53,VA,Virginia Commonwealth University
764,Larry Sanders,11.0,34,VA,Virginia Commonwealth University
765,Larry Sanders,6.5,9,VA,Virginia Commonwealth University
766,Archie Goodwin,18.7,87,KY,University of Kentucky
767,Archie Goodwin,11.2,35,KY,University of Kentucky
768,Archie Goodwin,11.1,34,KY,University of Kentucky
769,Archie Goodwin,10.3,28,KY,University of Kentucky
770,Sean Williams,18.7,87,MA,Boston College
771,Samuel Dalembert,18.6,87,NJ,Seton Hall University
772,Samuel Dalembert,16.9,80,NJ,Seton Hall University
773,Samuel Dalembert,16.8,79,NJ,Seton Hall University
774,Samuel Dalembert,14.1,60,NJ,Seton Hall University
775,Samuel Dalembert,11.8,40,NJ,Seton Hall University
776,Richaun Holmes,18.6,87,OH,Bowling Green State University
777,Richaun Holmes,17.4,82,OH,Bowling Green State University
778,Richaun Holmes,15.9,74,OH,Bowling Green State University
779,Danny Granger,18.6,87,NM,University of New Mexico
780,Danny Granger,17.8,84,NM,University of New Mexico
781,Danny Granger,10.9,33,NM,University of New Mexico
782,Danny Granger,8.6,17,NM,University of New Mexico
783,Danny Granger,4.0,5,NM,University of New Mexico
784,Kevon Looney,18.6,87,CA,"University of California, Los Angeles"
785,Kevon Looney,14.8,65,CA,"University of California, Los Angeles"
786,Kevon Looney,13.6,56,CA,"University of California, Los Angeles"
787,John Henson,18.6,87,CA,University of North Carolina
788,John Henson,18.2,86,CA,University of North Carolina
789,John Henson,18.0,85,CA,University of North Carolina
790,John Henson,17.9,85,CA,University of North Carolina
791,John Henson,15.7,72,CA,University of North Carolina
792,John Henson,15.3,69,CA,University of North Carolina
793,Chris Wright,18.6,87,OH,University of Dayton
794,Chris Wright,16.5,77,OH,University of Dayton
795,Chris Wright,-1.9,1,OH,University of Dayton
796,James Johnson,18.5,87,NC,Wake Forest University
797,James Johnson,17.9,85,NC,Wake Forest University
798,James Johnson,17.0,80,NC,Wake Forest University
799,James Johnson,15.8,73,NC,Wake Forest University
800,James Johnson,14.5,63,NC,Wake Forest University
801,James Johnson,12.6,47,NC,Wake Forest University
802,James Johnson,11.4,37,NC,Wake Forest University
803,James Johnson,10.2,27,NC,Wake Forest University
804,Elton Brand,18.5,87,NC,Duke University
805,Elton Brand,18.0,85,NC,Duke University
806,Elton Brand,15.2,68,NC,Duke University
807,Elton Brand,14.0,59,NC,Duke University
808,Elton Brand,11.4,37,NC,Duke University
809,Elton Brand,9.4,22,NC,Duke University
810,Myles Turner,18.5,87,TX,University of Texas at Austin
811,Myles Turner,16.6,78,TX,University of Texas at Austin
812,Myles Turner,15.4,70,TX,University of Texas at Austin
813,Markieff Morris,18.4,86,IL,Northwestern University
814,Markieff Morris,15.8,73,IL,Northwestern University
815,Markieff Morris,13.7,56,IL,Northwestern University
816,Markieff Morris,13.2,52,IL,Northwestern University
817,Markieff Morris,12.6,47,IL,Northwestern University
818,Markieff Morris,12.2,43,IL,Northwestern University
819,Markieff Morris,12.1,43,IL,Northwestern University
820,Chris Johnson,18.4,86,CA,University of California
821,Chris Johnson,10.8,32,CA,University of California
822,Chris Johnson,10.8,32,CA,University of California
823,Chris Johnson,10.7,31,CA,University of California
824,Chris Johnson,10.2,27,CA,University of California
825,Chris Johnson,10.2,27,CA,University of California
826,Chris Johnson,8.2,15,CA,University of California
827,Joe Johnson,18.4,86,IA,University of Iowa
828,Joe Johnson,16.4,77,IA,University of Iowa
829,Joe Johnson,15.5,71,IA,University of Iowa
830,Joe Johnson,14.1,60,IA,University of Iowa
831,Joe Johnson,14.1,60,IA,University of Iowa
832,Joe Johnson,12.8,49,IA,University of Iowa
833,Joe Johnson,12.0,42,IA,University of Iowa
834,Joe Johnson,8.1,15,IA,University of Iowa
835,Rodney Stuckey,18.4,86,WA,Eastern Washington University
836,Rodney Stuckey,17.6,83,WA,Eastern Washington University
837,Rodney Stuckey,15.4,70,WA,Eastern Washington University
838,Rodney Stuckey,14.0,59,WA,Eastern Washington University
839,Rodney Stuckey,13.0,50,WA,Eastern Washington University
840,Rodney Stuckey,12.6,47,WA,Eastern Washington University
841,Rodney Stuckey,9.5,22,WA,Eastern Washington University
842,Otto Porter,18.3,86,DC,Georgetown University
843,Otto Porter,17.3,81,DC,Georgetown University
844,Otto Porter,14.5,63,DC,Georgetown University
845,Otto Porter,11.6,39,DC,Georgetown University
846,Otto Porter,6.0,8,DC,Georgetown University
847,Jerome Jordan,18.3,86,OK,University of Tulsa
848,Jerome Jordan,16.8,79,OK,University of Tulsa
849,Tony Allen,18.3,86,OK,Oklahoma State University
850,Tony Allen,15.7,72,OK,Oklahoma State University
851,Tony Allen,15.6,71,OK,Oklahoma State University
852,Tony Allen,14.6,64,OK,Oklahoma State University
853,Tony Allen,13.3,53,OK,Oklahoma State University
854,Tony Allen,13.2,52,OK,Oklahoma State University
855,Tony Allen,12.9,50,OK,Oklahoma State University
856,Tony Allen,8.7,18,OK,Oklahoma State University
857,Vernon Macklin,18.2,86,FL,University of Florida
858,Kris Humphries,18.2,86,MN,University of Minnesota
859,Kris Humphries,17.9,85,MN,University of Minnesota
860,Kris Humphries,17.8,84,MN,University of Minnesota
861,Kris Humphries,15.4,70,MN,University of Minnesota
862,Kris Humphries,13.6,56,MN,University of Minnesota
863,Kris Humphries,13.6,56,MN,University of Minnesota
864,Kris Humphries,13.1,51,MN,University of Minnesota
865,Brice Johnson,18.2,86,UT,University of Utah
866,Brice Johnson,17.2,81,UT,University of Utah
867,Spencer Hawes,18.1,85,WA,University of Washington
868,Spencer Hawes,16.0,74,WA,University of Washington
869,Spencer Hawes,15.7,72,WA,University of Washington
870,Spencer Hawes,15.6,71,WA,University of Washington
871,Spencer Hawes,12.8,49,WA,University of Washington
872,Spencer Hawes,12.4,45,WA,University of Washington
873,Spencer Hawes,9.8,24,WA,University of Washington
874,Devin Booker,18.1,85,KY,University of Kentucky
875,Devin Booker,14.6,64,KY,University of Kentucky
876,Devin Booker,11.9,41,KY,University of Kentucky
877,Rajon Rondo,18.1,85,KY,University of Kentucky
878,Rajon Rondo,17.5,82,KY,University of Kentucky
879,Rajon Rondo,17.1,81,KY,University of Kentucky
880,Rajon Rondo,16.9,80,KY,University of Kentucky
881,Rajon Rondo,15.3,69,KY,University of Kentucky
882,Rajon Rondo,15.3,69,KY,University of Kentucky
883,Rajon Rondo,13.6,56,KY,University of Kentucky
884,Rajon Rondo,13.5,55,KY,University of Kentucky
885,Chris Wilcox,18.0,85,MD,University of Maryland
886,Chris Wilcox,15.3,69,MD,University of Maryland
887,Chris Wilcox,12.4,45,MD,University of Maryland
888,Mike Muscala,18.0,85,PA,Bucknell University
889,Mike Muscala,14.4,62,PA,Bucknell University
890,Mike Muscala,14.4,62,PA,Bucknell University
891,Mike Muscala,13.6,56,PA,Bucknell University
892,Mike Muscala,10.8,32,PA,Bucknell University
893,Shawn Marion,18.0,85,NV,"University of Nevada, Las Vegas"
894,Shawn Marion,17.0,80,NV,"University of Nevada, Las Vegas"
895,Shawn Marion,15.0,67,NV,"University of Nevada, Las Vegas"
896,Shawn Marion,13.7,56,NV,"University of Nevada, Las Vegas"
897,Shawn Marion,11.0,34,NV,"University of Nevada, Las Vegas"
898,Nate Robinson,18.0,85,WA,University of Washington
899,Nate Robinson,17.4,82,WA,University of Washington
900,Nate Robinson,15.6,71,WA,University of Washington
901,Nate Robinson,10.6,30,WA,University of Washington
902,Nate Robinson,10.0,25,WA,University of Washington
903,Nate Robinson,2.6,3,WA,University of Washington
904,Jared Sullinger,17.9,85,OH,Ohio State University
905,Jared Sullinger,16.7,79,OH,Ohio State University
906,Jared Sullinger,16.4,77,OH,Ohio State University
907,Jared Sullinger,13.5,55,OH,Ohio State University
908,Jared Sullinger,6.0,8,OH,Ohio State University
909,Trey Lyles,17.9,85,KY,University of Kentucky
910,Trey Lyles,11.6,39,KY,University of Kentucky
911,Trey Lyles,9.9,25,KY,University of Kentucky
912,Mike Harris,17.9,85,TX,Rice University
913,Mike Harris,15.3,69,TX,Rice University
914,Jarrett Jack,17.9,85,GA,Georgia Institute of Technology
915,Jarrett Jack,15.9,74,GA,Georgia Institute of Technology
916,Jarrett Jack,14.6,64,GA,Georgia Institute of Technology
917,Jarrett Jack,14.5,63,GA,Georgia Institute of Technology
918,Jarrett Jack,14.2,61,GA,Georgia Institute of Technology
919,Jarrett Jack,11.5,38,GA,Georgia Institute of Technology
920,Jarrett Jack,11.5,38,GA,Georgia Institute of Technology
921,Jarrett Jack,7.7,13,GA,Georgia Institute of Technology
922,Steve Novak,17.8,84,WI,Marquette University
923,Steve Novak,15.9,74,WI,Marquette University
924,Steve Novak,14.4,62,WI,Marquette University
925,Steve Novak,11.3,36,WI,Marquette University
926,Steve Novak,11.1,34,WI,Marquette University
927,Steve Novak,8.6,17,WI,Marquette University
928,Steve Novak,1.3,2,WI,Marquette University
929,Andre Miller,17.8,84,MI,Michigan State University
930,Andre Miller,15.7,72,MI,Michigan State University
931,Andre Miller,14.8,65,MI,Michigan State University
932,Andre Miller,13.9,58,MI,Michigan State University
933,Andre Miller,13.4,54,MI,Michigan State University
934,Andre Miller,13.3,53,MI,Michigan State University
935,Kelly Olynyk,17.8,84,WA,Gonzaga University
936,Kelly Olynyk,16.3,76,WA,Gonzaga University
937,Kelly Olynyk,15.9,74,WA,Gonzaga University
938,Kelly Olynyk,15.3,69,WA,Gonzaga University
939,Kelly Olynyk,15.2,68,WA,Gonzaga University
940,Vince Carter,17.8,84,CA,University of North Carolina
941,Vince Carter,15.9,74,CA,University of North Carolina
942,Vince Carter,14.8,65,CA,University of North Carolina
943,Vince Carter,13.6,56,CA,University of North Carolina
944,Vince Carter,12.7,48,CA,University of North Carolina
945,Vince Carter,11.7,40,CA,University of North Carolina
946,Vince Carter,10.8,32,CA,University of North Carolina
947,Vince Carter,9.6,23,CA,University of North Carolina
948,Meyers Leonard,17.8,84,IL,University of Illinois at Urbana-Champaign
949,Meyers Leonard,14.8,65,IL,University of Illinois at Urbana-Champaign
950,Meyers Leonard,12.1,43,IL,University of Illinois at Urbana-Champaign
951,Meyers Leonard,11.3,36,IL,University of Illinois at Urbana-Champaign
952,Meyers Leonard,9.4,22,IL,University of Illinois at Urbana-Champaign
953,Meyers Leonard,8.9,19,IL,University of Illinois at Urbana-Champaign
954,Aron Baynes,17.8,84,WA,Washington State University
955,Aron Baynes,15.9,74,WA,Washington State University
956,Aron Baynes,13.1,51,WA,Washington State University
957,Aron Baynes,12.1,43,WA,Washington State University
958,Aron Baynes,9.7,24,WA,Washington State University
959,Aron Baynes,8.8,18,WA,Washington State University
960,James Ennis,17.8,84,CA,"California State University, Long Beach"
961,James Ennis,11.6,39,CA,"California State University, Long Beach"
962,James Ennis,11.5,38,CA,"California State University, Long Beach"
963,James Ennis,10.6,30,CA,"California State University, Long Beach"
964,Delon Wright,17.8,84,UT,University of Utah
965,Delon Wright,16.5,77,UT,University of Utah
966,Delon Wright,15.0,67,UT,University of Utah
967,Jerryd Bayless,17.7,83,AZ,University of Arizona
968,Jerryd Bayless,14.1,60,AZ,University of Arizona
969,Jerryd Bayless,13.5,55,AZ,University of Arizona
970,Jerryd Bayless,12.4,45,AZ,University of Arizona
971,Jerryd Bayless,12.0,42,AZ,University of Arizona
972,Jerryd Bayless,11.1,34,AZ,University of Arizona
973,Jerryd Bayless,8.7,18,AZ,University of Arizona
974,Jerryd Bayless,7.5,12,AZ,University of Arizona
975,Festus Ezeli,17.7,83,TN,Vanderbilt University
976,Festus Ezeli,16.2,76,TN,Vanderbilt University
977,Festus Ezeli,9.3,21,TN,Vanderbilt University
978,Earl Boykins,17.6,83,MI,Eastern Michigan University
979,Earl Boykins,10.3,28,MI,Eastern Michigan University
980,Willie Cauley-Stein,17.6,83,KY,University of Kentucky
981,Willie Cauley-Stein,16.3,76,KY,University of Kentucky
982,Willie Cauley-Stein,15.3,69,KY,University of Kentucky
983,Jon Leuer,17.6,83,WI,University of Wisconsin
984,Jon Leuer,16.2,76,WI,University of Wisconsin
985,Jon Leuer,15.3,69,WI,University of Wisconsin
986,Jon Leuer,14.2,61,WI,University of Wisconsin
987,Jon Leuer,11.9,41,WI,University of Wisconsin
988,Jon Leuer,10.4,29,WI,University of Wisconsin
989,Jon Leuer,8.9,19,WI,University of Wisconsin
990,DeJuan Blair,17.6,83,PA,University of Pittsburgh
991,DeJuan Blair,17.3,81,PA,University of Pittsburgh
992,DeJuan Blair,17.1,81,PA,University of Pittsburgh
993,DeJuan Blair,14.6,64,PA,University of Pittsburgh
994,DeJuan Blair,7.7,13,PA,University of Pittsburgh
995,DeJuan Blair,5.4,7,PA,University of Pittsburgh
996,Chris Copeland,17.6,83,CO,University of Colorado
997,Chris Copeland,16.8,79,CO,University of Colorado
998,Chris Copeland,7.4,12,CO,University of Colorado
999,Chris Copeland,5.4,7,CO,University of Colorado
1000,Ryan Reid,17.6,83,FL,Florida State University
1001,Anthony Randolph,17.6,83,LA,Louisiana State University
1002,Anthony Randolph,16.2,76,LA,Louisiana State University
1003,Anthony Randolph,15.6,71,LA,Louisiana State University
1004,Anthony Randolph,12.2,43,LA,Louisiana State University
1005,Andre Iguodala,17.6,83,AZ,University of Arizona
1006,Andre Iguodala,17.2,81,AZ,University of Arizona
1007,Andre Iguodala,15.2,68,AZ,University of Arizona
1008,Andre Iguodala,14.3,61,AZ,University of Arizona
1009,Andre Iguodala,13.7,56,AZ,University of Arizona
1010,Andre Iguodala,12.3,44,AZ,University of Arizona
1011,Andre Iguodala,12.2,43,AZ,University of Arizona
1012,Andre Iguodala,11.2,35,AZ,University of Arizona
1013,Kosta Koufos,17.5,82,OH,Ohio State University
1014,Kosta Koufos,17.3,81,OH,Ohio State University
1015,Kosta Koufos,17.2,81,OH,Ohio State University
1016,Kosta Koufos,16.5,77,OH,Ohio State University
1017,Kosta Koufos,15.1,68,OH,Ohio State University
1018,Kosta Koufos,14.2,61,OH,Ohio State University
1019,Kosta Koufos,13.8,57,OH,Ohio State University
1020,Kosta Koufos,12.6,47,OH,Ohio State University
1021,Jakob Poeltl,17.5,82,UT,University of Utah
1022,Jakob Poeltl,12.2,43,UT,University of Utah
1023,Domantas Sabonis,17.5,82,WA,Gonzaga University
