,Player,PER,PER_Percentile,state,college
2271,Austin Rivers,10.3,28,NC,Duke University
2272,Austin Rivers,5.9,8,NC,Duke University
2273,Sasha Kaun,12.5,46,KS,University of Kansas
2274,Ray McCallum,12.5,46,MI,University of Detroit Mercy
2275,Ray McCallum,9.7,24,MI,University of Detroit Mercy
2276,Ray McCallum,9.1,20,MI,University of Detroit Mercy
2277,Sam Young,12.5,46,PA,University of Pittsburgh
2278,Sam Young,9.7,24,PA,University of Pittsburgh
2279,Sam Young,7.5,12,PA,University of Pittsburgh
2280,Damien Wilkins,12.5,46,ID,Idaho State University
2281,Damien Wilkins,11.4,37,ID,Idaho State University
2282,Damien Wilkins,6.9,11,ID,Idaho State University
2283,Damien Wilkins,4.9,6,ID,Idaho State University
2284,Linas Kleiza,12.4,45,MI,University of Missouri
2285,Linas Kleiza,10.1,26,MI,University of Missouri
2286,Linas Kleiza,8.2,15,MI,University of Missouri
2287,Hasheem Thabeet,12.4,45,CT,University of Connecticut
2288,Hasheem Thabeet,11.6,39,CT,University of Connecticut
2289,Hasheem Thabeet,4.7,6,CT,University of Connecticut
2290,Hasheem Thabeet,2.6,3,CT,University of Connecticut
2291,Charles Jenkins,12.4,45,NY,Hofstra University
2292,Charles Jenkins,7.5,12,NY,Hofstra University
2293,Erick Green,12.4,45,VA,Virginia Polytechnic Institute and State University
2294,Erick Green,8.9,19,VA,Virginia Polytechnic Institute and State University
2295,Andrew Goudelock,12.4,45,SC,College of Charleston
2296,Andrew Goudelock,8.4,16,SC,College of Charleston
2297,Andrew Goudelock,-6.4,0,SC,College of Charleston
2298,Danuel House,12.4,45,TX,Texas A&M University
2299,Danuel House,12.2,43,TX,Texas A&M University
2300,Richard Jefferson,12.4,45,AZ,University of Arizona
2301,Richard Jefferson,11.8,40,AZ,University of Arizona
2302,Richard Jefferson,11.3,36,AZ,University of Arizona
2303,Richard Jefferson,11.1,34,AZ,University of Arizona
2304,Richard Jefferson,10.3,28,AZ,University of Arizona
2305,Richard Jefferson,9.7,24,AZ,University of Arizona
2306,Richard Jefferson,8.3,16,AZ,University of Arizona
2307,Richard Jefferson,6.4,9,AZ,University of Arizona
2308,Greg Oden,12.4,45,OH,Ohio State University
2309,Earl Clark,12.4,45,KY,University of Louisville
2310,Earl Clark,10.1,26,KY,University of Louisville
2311,Earl Clark,9.1,20,KY,University of Louisville
2312,Earl Clark,8.1,15,KY,University of Louisville
2313,Earl Clark,6.7,10,KY,University of Louisville
2314,Dominique Jones,12.4,45,MS,Mississippi State University
2315,Dominique Jones,11.8,40,MS,Mississippi State University
2316,Dominique Jones,10.6,30,MS,Mississippi State University
2317,Shelden Williams,12.3,44,CA,University of North Carolina
2318,Shelden Williams,11.9,41,CA,University of North Carolina
2319,Langston Galloway,12.3,44,PA,Saint Joseph's University
2320,Langston Galloway,12.2,43,PA,Saint Joseph's University
2321,Langston Galloway,11.7,40,PA,Saint Joseph's University
2322,Langston Galloway,10.4,29,PA,Saint Joseph's University
2323,Nick Calathes,12.3,44,FL,University of Florida
2324,Nick Calathes,12.3,44,FL,University of Florida
2325,Xavier Henry,12.3,44,KS,University of Kansas
2326,Xavier Henry,9.2,21,KS,University of Kansas
2327,Xavier Henry,7.6,13,KS,University of Kansas
2328,Xavier Henry,7.0,11,KS,University of Kansas
2329,Xavier Henry,4.9,6,KS,University of Kansas
2330,Chinanu Onuaku,12.3,44,KY,University of Louisville
2331,Chinanu Onuaku,-3.2,1,KY,University of Louisville
2332,Marquese Chriss,12.3,44,WA,University of Washington
2333,Marquese Chriss,11.1,34,WA,University of Washington
2334,Allen Crabbe,12.3,44,CA,University of California
2335,Allen Crabbe,12.2,43,CA,University of California
2336,Allen Crabbe,11.6,39,CA,University of California
2337,Allen Crabbe,8.7,18,CA,University of California
2338,Allen Crabbe,7.7,13,CA,University of California
2339,Darnell Jackson,12.3,44,KS,University of Kansas
2340,Ben Wallace,12.3,44,VA,Virginia Union University
2341,Ben Wallace,10.7,31,VA,Virginia Union University
2342,Kirk Hinrich,12.3,44,KS,University of Kansas
2343,Kirk Hinrich,10.8,32,KS,University of Kansas
2344,Kirk Hinrich,10.8,32,KS,University of Kansas
2345,Kirk Hinrich,9.2,21,KS,University of Kansas
2346,Kirk Hinrich,7.2,11,KS,University of Kansas
2347,Kirk Hinrich,6.8,10,KS,University of Kansas
2348,Shane Battier,12.3,44,NC,Duke University
2349,Shane Battier,10.7,31,NC,Duke University
2350,Shane Battier,9.7,24,NC,Duke University
2351,Shane Battier,8.7,18,NC,Duke University
2352,David Nwaba,12.2,43,CA,"California Polytechnic State University, San Luis Obispo"
2353,David Nwaba,12.2,43,CA,"California Polytechnic State University, San Luis Obispo"
2354,Solomon Hill,12.2,43,AZ,University of Arizona
2355,Solomon Hill,10.2,27,AZ,University of Arizona
2356,Solomon Hill,8.0,14,AZ,University of Arizona
2357,Solomon Hill,7.6,13,AZ,University of Arizona
2358,Solomon Hill,4.8,6,AZ,University of Arizona
2359,Chris Douglas-Roberts,12.2,43,TN,University of Memphis
2360,Chris Douglas-Roberts,11.5,38,TN,University of Memphis
2361,Chris Douglas-Roberts,8.3,16,TN,University of Memphis
2362,Chris Douglas-Roberts,3.3,4,TN,University of Memphis
2363,Matt Carroll,12.2,43,IN,University of Notre Dame
2364,Matt Carroll,5.6,7,IN,University of Notre Dame
2365,Matt Carroll,2.9,3,IN,University of Notre Dame
2366,Jermaine Taylor,12.2,43,TX,Texas Tech University
2367,Shawne Williams,12.2,43,CA,University of North Carolina
2368,Shawne Williams,10.5,29,CA,University of North Carolina
2369,Shawne Williams,9.5,22,CA,University of North Carolina
2370,Shawne Williams,4.9,6,CA,University of North Carolina
2371,Luke Babbitt,12.1,43,NV,"University of Nevada, Reno"
2372,Luke Babbitt,11.6,39,NV,"University of Nevada, Reno"
2373,Luke Babbitt,11.3,36,NV,"University of Nevada, Reno"
2374,Luke Babbitt,11.1,34,NV,"University of Nevada, Reno"
2375,Luke Babbitt,9.8,24,NV,"University of Nevada, Reno"
2376,Luke Babbitt,9.4,22,NV,"University of Nevada, Reno"
2377,Luke Babbitt,8.3,16,NV,"University of Nevada, Reno"
2378,Luke Babbitt,1.0,2,NV,"University of Nevada, Reno"
2379,Denzel Valentine,12.1,43,MI,Michigan State University
2380,Denzel Valentine,7.3,12,MI,Michigan State University
2381,Roger Mason,12.1,43,VA,University of Virginia
2382,Roger Mason,10.0,25,VA,University of Virginia
2383,Roger Mason,8.2,15,VA,University of Virginia
2384,Roger Mason,7.1,11,VA,University of Virginia
2385,Robert Sacre,12.1,43,WA,Gonzaga University
2386,Robert Sacre,10.9,33,WA,Gonzaga University
2387,Robert Sacre,10.4,29,WA,Gonzaga University
2388,Robert Sacre,3.4,4,WA,Gonzaga University
2389,Julian Wright,12.1,43,KS,University of Kansas
2390,Rashard Lewis,12.0,42,LA,La Salle University
2391,Rashard Lewis,11.1,34,LA,La Salle University
2392,Rashard Lewis,10.7,31,LA,La Salle University
2393,Rashard Lewis,9.3,21,LA,La Salle University
2394,Trey Thompkins,12.0,42,TX,University of Texas at Austin
2395,Rodney McGruder,12.0,42,KS,Kansas State University
2396,Rodney McGruder,9.1,20,KS,Kansas State University
2397,Marcus Smart,12.0,42,OK,Oklahoma State University
2398,Marcus Smart,11.3,36,OK,Oklahoma State University
2399,Marcus Smart,11.0,34,OK,Oklahoma State University
2400,Marcus Smart,10.8,32,OK,Oklahoma State University
2401,Derrick Jones,12.0,42,FL,University of Miami
2402,Derrick Jones,10.1,26,FL,University of Miami
2403,Kelly Oubre,11.9,41,KS,University of Kansas
2404,Kelly Oubre,9.1,20,KS,University of Kansas
2405,Kelly Oubre,8.2,15,KS,University of Kansas
2406,Eddie House,11.9,41,AZ,Arizona State University
2407,Wayne Selden,11.8,40,KS,University of Kansas
2408,Wayne Selden,6.9,11,KS,University of Kansas
2409,James Southerland,11.8,40,NY,Syracuse University
2410,Kyle Singler,11.8,40,NC,Duke University
2411,Kyle Singler,10.0,25,NC,Duke University
2412,Kyle Singler,8.5,17,NC,Duke University
2413,Kyle Singler,6.6,10,NC,Duke University
2414,Kyle Singler,5.9,8,NC,Duke University
2415,Kyle Singler,5.9,8,NC,Duke University
2416,Dominic McGuire,11.8,40,CA,"California State University, Fresno"
2417,Dominic McGuire,10.4,29,CA,"California State University, Fresno"
2418,Dominic McGuire,7.7,13,CA,"California State University, Fresno"
2419,Lou Amundson,11.8,40,NV,"University of Nevada, Las Vegas"
2420,Lou Amundson,11.5,38,NV,"University of Nevada, Las Vegas"
2421,Lou Amundson,11.5,38,NV,"University of Nevada, Las Vegas"
2422,Lou Amundson,9.3,21,NV,"University of Nevada, Las Vegas"
2423,Lou Amundson,9.1,20,NV,"University of Nevada, Las Vegas"
2424,Lou Amundson,6.7,10,NV,"University of Nevada, Las Vegas"
2425,Phil Pressey,11.8,40,MI,University of Missouri
2426,Phil Pressey,10.6,30,MI,University of Missouri
2427,Phil Pressey,8.8,18,MI,University of Missouri
2428,Pat Connaughton,11.8,40,IN,University of Notre Dame
2429,Pat Connaughton,9.3,21,IN,University of Notre Dame
2430,Pat Connaughton,4.6,5,IN,University of Notre Dame
2431,Donte Greene,11.8,40,NY,Syracuse University
2432,Donte Greene,9.7,24,NY,Syracuse University
2433,Trey Johnson,11.8,40,MS,Jackson State University
2434,Trey Johnson,8.3,16,MS,Jackson State University
2435,Iman Shumpert,11.7,40,GA,Georgia Institute of Technology
2436,Iman Shumpert,11.4,37,GA,Georgia Institute of Technology
2437,Iman Shumpert,10.8,32,GA,Georgia Institute of Technology
2438,Iman Shumpert,9.6,23,GA,Georgia Institute of Technology
2439,Iman Shumpert,9.0,19,GA,Georgia Institute of Technology
2440,Iman Shumpert,8.4,16,GA,Georgia Institute of Technology
2441,Iman Shumpert,6.4,9,GA,Georgia Institute of Technology
2442,Steve Blake,11.7,40,MD,University of Maryland
2443,Steve Blake,11.0,34,MD,University of Maryland
2444,Steve Blake,9.8,24,MD,University of Maryland
2445,Steve Blake,9.5,22,MD,University of Maryland
2446,Steve Blake,8.5,17,MD,University of Maryland
2447,Steve Blake,7.5,12,MD,University of Maryland
2448,Zabian Dowdell,11.7,40,VA,Virginia Polytechnic Institute and State University
2449,Al Thornton,11.7,40,FL,Florida State University
2450,Samardo Samuels,11.7,40,KY,University of Louisville
2451,Samardo Samuels,11.1,34,KY,University of Louisville
2452,Samardo Samuels,6.2,9,KY,University of Louisville
2453,Eric Maynor,11.7,40,VA,Virginia Commonwealth University
2454,Eric Maynor,9.3,21,VA,Virginia Commonwealth University
2455,Eric Maynor,9.1,20,VA,Virginia Commonwealth University
2456,Eric Maynor,6.2,9,VA,Virginia Commonwealth University
2457,Luther Head,11.7,40,IL,University of Illinois at Urbana-Champaign
2458,Marquis Daniels,11.7,40,AL,Auburn University
2459,Marquis Daniels,9.2,21,AL,Auburn University
2460,Marquis Daniels,8.1,15,AL,Auburn University
2461,Manny Harris,11.7,40,MI,University of Michigan
2462,Manny Harris,10.9,33,MI,University of Michigan
2463,Manny Harris,10.4,29,MI,University of Michigan
2464,Manny Harris,-2.2,1,MI,University of Michigan
2465,Jason Maxiell,11.7,40,OH,University of Cincinnati
2466,Jason Maxiell,11.3,36,OH,University of Cincinnati
2467,Jason Maxiell,10.4,29,OH,University of Cincinnati
2468,Jason Maxiell,9.4,22,OH,University of Cincinnati
2469,Jason Maxiell,8.1,15,OH,University of Cincinnati
2470,Brian Cook,11.6,39,IL,University of Illinois at Urbana-Champaign
2471,Brian Cook,5.8,8,IL,University of Illinois at Urbana-Champaign
2472,Cliff Alexander,11.6,39,KS,University of Kansas
2473,Glenn Robinson,11.5,38,IN,Purdue University
2474,Glenn Robinson,11.4,37,IN,Purdue University
2475,Glenn Robinson,10.8,32,IN,Purdue University
2476,Glenn Robinson,8.5,17,IN,Purdue University
2477,Jerry Stackhouse,11.5,38,CA,University of North Carolina
2478,Jerry Stackhouse,8.5,17,CA,University of North Carolina
2479,Jerry Stackhouse,6.0,8,CA,University of North Carolina
2480,Justise Winslow,11.5,38,NC,Duke University
2481,Justise Winslow,8.4,16,NC,Duke University
2482,Justise Winslow,8.2,15,NC,Duke University
2483,Isaiah Whitehead,11.5,38,NJ,Seton Hall University
2484,Isaiah Whitehead,7.6,13,NJ,Seton Hall University
2485,Joe Young,11.4,37,OR,University of Oregon
2486,Joe Young,10.1,26,OR,University of Oregon
2487,Joe Young,9.9,25,OR,University of Oregon
2488,JaJuan Johnson,11.4,37,NC,Wake Forest University
2489,Von Wafer,11.4,37,FL,Florida State University
2490,Von Wafer,10.6,30,FL,Florida State University
2491,Kay Felder,11.4,37,MI,Oakland University
2492,Kay Felder,3.6,4,MI,Oakland University
2493,Orlando Johnson,11.4,37,CA,"University of California, Santa Barbara"
2494,Orlando Johnson,5.3,7,CA,"University of California, Santa Barbara"
2495,Orlando Johnson,3.6,4,CA,"University of California, Santa Barbara"
2496,Luke Walton,11.3,36,AZ,University of Arizona
2497,Luke Walton,5.1,6,AZ,University of Arizona
2498,Luke Walton,3.4,4,AZ,University of Arizona
2499,Markel Brown,11.3,36,KY,Murray State University
2500,Markel Brown,9.1,20,KY,Murray State University
2501,Markel Brown,-1.2,1,KY,Murray State University
2502,Keyon Dooling,11.3,36,MI,University of Missouri
2503,Keyon Dooling,11.2,35,MI,University of Missouri
2504,Keyon Dooling,6.9,11,MI,University of Missouri
2505,Kyle Weaver,11.3,36,WA,Washington State University
2506,Matthew Dellavedova,11.3,36,CA,Saint Mary's College of California
2507,Matthew Dellavedova,10.7,31,CA,Saint Mary's College of California
2508,Matthew Dellavedova,9.4,22,CA,Saint Mary's College of California
2509,Matthew Dellavedova,8.6,17,CA,Saint Mary's College of California
2510,Matthew Dellavedova,8.5,17,CA,Saint Mary's College of California
2511,Josh Davis,11.3,36,OH,University of Dayton
2512,Jerome Dyson,11.3,36,CT,University of Connecticut
2513,Maurice Ndour,11.3,36,OH,Ohio University
2514,Garrett Temple,11.2,35,LA,Louisiana State University
2515,Garrett Temple,10.9,33,LA,Louisiana State University
2516,Garrett Temple,10.2,27,LA,Louisiana State University
2517,Garrett Temple,9.3,21,LA,Louisiana State University
2518,Garrett Temple,8.8,18,LA,Louisiana State University
2519,Garrett Temple,7.8,14,LA,Louisiana State University
2520,Garrett Temple,4.7,6,LA,Louisiana State University
2521,Lazar Hayward,11.2,35,WI,Marquette University
2522,Lazar Hayward,10.8,32,WI,Marquette University
2523,Lazar Hayward,3.1,4,WI,Marquette University
2524,Jonny Flynn,11.2,35,NY,Syracuse University
2525,Jonny Flynn,7.1,11,NY,Syracuse University
2526,Larry Owens,11.2,35,OK,Oral Roberts University
2527,Larry Owens,5.8,8,OK,Oral Roberts University
2528,Wesley Johnson,11.1,34,NY,Syracuse University
2529,Wesley Johnson,11.0,34,NY,Syracuse University
2530,Wesley Johnson,11.0,34,NY,Syracuse University
2531,Wesley Johnson,10.3,28,NY,Syracuse University
2532,Wesley Johnson,10.2,27,NY,Syracuse University
2533,Wesley Johnson,9.8,24,NY,Syracuse University
2534,Wesley Johnson,8.4,16,NY,Syracuse University
2535,Wesley Johnson,8.0,14,NY,Syracuse University
2536,Dionte Christmas,11.1,34,PA,Temple University
2537,Eugene Jeter,11.1,34,OR,University of Portland
2538,Tyler Ennis,11.1,34,NY,Syracuse University
2539,Tyler Ennis,10.9,33,NY,Syracuse University
2540,Tyler Ennis,10.7,31,NY,Syracuse University
2541,Tyler Ennis,7.3,12,NY,Syracuse University
2542,Toure' Murry,11.1,34,KS,Wichita State University
2543,Toure' Murry,1.1,2,KS,Wichita State University
2544,Aaron Gray,11.1,34,PA,University of Pittsburgh
2545,Aaron Gray,11.0,34,PA,University of Pittsburgh
2546,Aaron Gray,9.0,19,PA,University of Pittsburgh
2547,Aaron Gray,7.8,14,PA,University of Pittsburgh
2548,Kevin Jones,11.1,34,WV,West Virginia University
2549,Briante Weber,11.0,34,VA,Virginia Commonwealth University
2550,Briante Weber,10.1,26,VA,Virginia Commonwealth University
2551,Briante Weber,8.9,19,VA,Virginia Commonwealth University
2552,Quincy Pondexter,11.0,34,WA,University of Washington
2553,Quincy Pondexter,10.3,28,WA,University of Washington
2554,Quincy Pondexter,9.9,25,WA,University of Washington
2555,Quincy Pondexter,9.4,22,WA,University of Washington
2556,Quincy Pondexter,8.5,17,WA,University of Washington
2557,Quincy Pondexter,4.0,5,WA,University of Washington
2558,Jabari Brown,11.0,34,MI,University of Missouri
2559,Lorenzo Brown,11.0,34,NC,North Carolina State University
2560,Lorenzo Brown,8.2,15,NC,North Carolina State University
2561,Lorenzo Brown,8.2,15,NC,North Carolina State University
2562,Lorenzo Brown,4.4,5,NC,North Carolina State University
2563,Jarell Eddie,11.0,34,VA,Virginia Polytechnic Institute and State University
2564,Jarell Eddie,9.7,24,VA,Virginia Polytechnic Institute and State University
2565,Jarell Eddie,-1.9,1,VA,Virginia Polytechnic Institute and State University
2566,Doug McDermott,10.9,33,NE,Creighton University
2567,Doug McDermott,10.7,31,NE,Creighton University
2568,Doug McDermott,10.4,29,NE,Creighton University
2569,Doug McDermott,6.1,9,NE,Creighton University
2570,Jamaal Tinsley,10.9,33,IA,Iowa State University
2571,Jamaal Tinsley,10.6,30,IA,Iowa State University
2572,Jamaal Tinsley,1.9,3,IA,Iowa State University
2573,Norris Cole,10.9,33,OH,Cleveland State University
2574,Norris Cole,10.8,32,OH,Cleveland State University
2575,Norris Cole,8.8,18,OH,Cleveland State University
2576,Norris Cole,7.9,14,OH,Cleveland State University
2577,Norris Cole,7.9,14,OH,Cleveland State University
2578,Norris Cole,5.4,7,OH,Cleveland State University
2579,Andre Roberson,10.9,33,OK,Oral Roberts University
2580,Andre Roberson,10.2,27,OK,Oral Roberts University
2581,Andre Roberson,9.6,23,OK,Oral Roberts University
2582,Andre Roberson,9.1,20,OK,Oral Roberts University
2583,Andre Roberson,9.0,19,OK,Oral Roberts University
2584,Hollis Thompson,10.9,33,DC,Georgetown University
2585,Hollis Thompson,9.5,22,DC,Georgetown University
2586,Hollis Thompson,9.2,21,DC,Georgetown University
2587,Hollis Thompson,7.9,14,DC,Georgetown University
2588,Anthony Parker,10.9,33,IL,Bradley University
2589,Anthony Parker,10.5,29,IL,Bradley University
2590,Jared Jeffries,10.9,33,IN,Indiana University
2591,Jared Jeffries,8.0,14,IN,Indiana University
2592,Jared Jeffries,2.4,3,IN,Indiana University
2593,Marshall Plumlee,10.9,33,NC,Duke University
2594,Marshall Plumlee,10.9,33,NC,Duke University
2595,Mike Bibby,10.9,33,AZ,University of Arizona
2596,Mike Bibby,7.8,14,AZ,University of Arizona
2597,Isaiah Taylor,10.9,33,TX,University of Texas at Austin
2598,Isaiah Taylor,0.3,2,TX,University of Texas at Austin
2599,David Andersen,10.9,33,MN,Augsburg College
2600,Willie Warren,10.8,32,OK,University of Oklahoma
2601,Darryl Watkins,10.8,32,NY,Syracuse University
2602,Gilbert Arenas,10.8,32,AZ,University of Arizona
2603,Gilbert Arenas,9.9,25,AZ,University of Arizona
2604,Rodney Carney,10.8,32,TN,University of Memphis
2605,Bobby Brown,10.8,32,FL,Miami University
2606,Bobby Brown,5.5,7,FL,Miami University
2607,Darrun Hilliard,10.7,31,PA,Villanova University
2608,Darrun Hilliard,5.9,8,PA,Villanova University
2609,Darrun Hilliard,3.4,4,PA,Villanova University
2610,Malcolm Delaney,10.6,30,VA,Virginia Polytechnic Institute and State University
2611,Malcolm Delaney,7.5,12,VA,Virginia Polytechnic Institute and State University
2612,Treveon Graham,10.6,30,VA,Virginia Commonwealth University
2613,Treveon Graham,9.0,19,VA,Virginia Commonwealth University
2614,Russ Smith,10.5,29,KY,University of Louisville
2615,Russ Smith,5.2,7,KY,University of Louisville
2616,Josh Howard,10.5,29,NC,Wake Forest University
2617,Josh Howard,9.5,22,NC,Wake Forest University
2618,Josh Howard,9.2,21,NC,Wake Forest University
2619,Henry Ellenson,10.5,29,WI,Marquette University
2620,Henry Ellenson,7.5,12,WI,Marquette University
2621,Brandon Davies,10.5,29,UT,Brigham Young University
2622,Brandon Davies,7.5,12,UT,Brigham Young University
2623,Ben McLemore,10.4,29,KS,University of Kansas
2624,Ben McLemore,9.8,24,KS,University of Kansas
2625,Ben McLemore,9.7,24,KS,University of Kansas
2626,Ben McLemore,8.6,17,KS,University of Kansas
2627,Ben McLemore,7.7,13,KS,University of Kansas
2628,Tyler Honeycutt,10.4,29,CA,"University of California, Los Angeles"
2629,Tyler Honeycutt,1.9,3,CA,"University of California, Los Angeles"
2630,Luke Harangody,10.4,29,IN,University of Notre Dame
2631,Luke Harangody,10.1,26,IN,University of Notre Dame
2632,Jeremy Pargo,10.4,29,WA,Gonzaga University
2633,Jeremy Pargo,4.4,5,WA,Gonzaga University
2634,Lance Thomas,10.4,29,NC,Duke University
2635,Lance Thomas,10.1,26,NC,Duke University
2636,Lance Thomas,10.1,26,NC,Duke University
2637,Lance Thomas,8.4,16,NC,Duke University
2638,Lance Thomas,8.0,14,NC,Duke University
2639,Lance Thomas,6.3,9,NC,Duke University
2640,Lance Thomas,0.5,2,NC,Duke University
2641,Jeffery Taylor,10.3,28,TX,Texas Tech University
2642,Jeffery Taylor,8.2,15,TX,Texas Tech University
2643,Jeffery Taylor,5.9,8,TX,Texas Tech University
2644,Marcus Georges-Hunt,10.2,27,GA,Georgia Institute of Technology
2645,Marcus Georges-Hunt,6.9,11,GA,Georgia Institute of Technology
2646,Ronnie Price,10.2,27,UT,Utah Valley State College
2647,Ronnie Price,9.6,23,UT,Utah Valley State College
2648,Ronnie Price,8.4,16,UT,Utah Valley State College
2649,Ronnie Price,7.6,13,UT,Utah Valley State College
2650,Ronnie Price,6.8,10,UT,Utah Valley State College
2651,Ronnie Price,5.9,8,UT,Utah Valley State College
2652,Ronnie Price,5.5,7,UT,Utah Valley State College
2653,Tony Snell,10.2,27,NM,University of New Mexico
2654,Tony Snell,9.7,24,NM,University of New Mexico
2655,Tony Snell,8.5,17,NM,University of New Mexico
2656,Tony Snell,8.0,14,NM,University of New Mexico
2657,Tony Snell,6.4,9,NM,University of New Mexico
2658,Earl Watson,10.2,27,CA,"University of California, Los Angeles"
2659,Earl Watson,9.5,22,CA,"University of California, Los Angeles"
2660,Earl Watson,7.7,13,CA,"University of California, Los Angeles"
2661,Earl Watson,2.1,3,CA,"University of California, Los Angeles"
2662,Sonny Weems,10.2,27,AR,University of Arkansas
2663,Sonny Weems,3.7,4,AR,University of Arkansas
2664,Tim Quarterman,10.2,27,LA,Louisiana State University
2665,Tim Quarterman,2.9,3,LA,Louisiana State University
2666,Jamario Moon,10.1,26,MS,Meridian Community College
2667,Jamario Moon,3.4,4,MS,Meridian Community College
2668,Perry Jones,10.1,26,TX,Baylor University
2669,Perry Jones,7.8,14,TX,Baylor University
2670,Perry Jones,6.9,11,TX,Baylor University
2671,Derek Fisher,10.1,26,AR,University of Arkansas at Little Rock
2672,Derek Fisher,8.9,19,AR,University of Arkansas at Little Rock
2673,Derek Fisher,8.0,14,AR,University of Arkansas at Little Rock
2674,Derek Fisher,7.7,13,AR,University of Arkansas at Little Rock
2675,Damion James,10.1,26,TX,University of Texas at Austin
2676,Damion James,6.1,9,TX,University of Texas at Austin
2677,Damion James,4.1,5,TX,University of Texas at Austin
2678,Maurice Ager,10.1,26,MI,Michigan State University
2679,Derrick Caracter,10.0,25,TX,University of Texas at El Paso
2680,James Young,10.0,25,KY,University of Kentucky
2681,James Young,8.5,17,KY,University of Kentucky
2682,James Young,4.6,5,KY,University of Kentucky
2683,James Young,3.6,4,KY,University of Kentucky
2684,Courtney Fortson,9.9,25,AR,University of Arkansas
2685,Acie Law,9.9,25,TX,Texas A&M University
2686,Keith Bogans,9.9,25,KY,University of Kentucky
2687,Keith Bogans,9.0,19,KY,University of Kentucky
2688,Keith Bogans,6.7,10,KY,University of Kentucky
2689,Keith Bogans,4.8,6,KY,University of Kentucky
2690,Juwan Howard,9.9,25,MI,University of Michigan
2691,Juwan Howard,8.4,16,MI,University of Michigan
2692,Juwan Howard,3.6,4,MI,University of Michigan
2693,Dan Gadzuric,9.9,25,CA,"University of California, Los Angeles"
2694,Dan Gadzuric,-4.3,1,CA,"University of California, Los Angeles"
2695,Gary Payton,9.8,24,OR,Oregon State University
2696,Gary Payton,4.5,5,OR,Oregon State University
2697,Malcolm Lee,9.8,24,CA,"University of California, Los Angeles"
2698,Malcolm Lee,9.3,21,CA,"University of California, Los Angeles"
2699,Malcolm Lee,-19.7,0,CA,"University of California, Los Angeles"
2700,Robbie Hummel,9.7,24,IN,Purdue University
2701,Robbie Hummel,9.6,23,IN,Purdue University
2702,Erick Dampier,9.7,24,MS,Mississippi State University
2703,Erick Dampier,5.5,7,MS,Mississippi State University
2704,Brian Cardinal,9.7,24,IN,Purdue University
2705,Brian Cardinal,3.3,4,IN,Purdue University
2706,Bryce Dejean-Jones,9.6,23,IA,Iowa State University
2707,Jon Brockman,9.6,23,WA,University of Washington
2708,Jon Brockman,6.6,10,WA,University of Washington
2709,Malachi Richardson,9.6,23,NY,Syracuse University
2710,Malachi Richardson,5.9,8,NY,Syracuse University
2711,Mickell Gladness,9.5,22,AL,Alabama A&M University
2712,Tony Battie,9.5,22,TX,Texas Tech University
2713,Tony Battie,7.3,12,TX,Texas Tech University
2714,DeAndre Liggins,9.4,22,KY,University of Kentucky
2715,DeAndre Liggins,8.9,19,KY,University of Kentucky
2716,DeAndre Liggins,7.5,12,KY,University of Kentucky
2717,DeAndre Liggins,6.0,8,KY,University of Kentucky
2718,Rashad Vaughn,9.3,21,NV,"University of Nevada, Las Vegas"
2719,Rashad Vaughn,7.8,14,NV,"University of Nevada, Las Vegas"
2720,Rashad Vaughn,4.2,5,NV,"University of Nevada, Las Vegas"
2721,Darius Miller,9.3,21,KY,University of Kentucky
2722,Darius Miller,9.0,19,KY,University of Kentucky
2723,Darius Miller,6.3,9,KY,University of Kentucky
2724,Darius Miller,-5.1,0,KY,University of Kentucky
2725,Ron Baker,9.3,21,KS,Wichita State University
2726,Ron Baker,7.5,12,KS,Wichita State University
2727,Eduardo Najera,9.3,21,OK,University of Oklahoma
2728,Eduardo Najera,5.5,7,OK,University of Oklahoma
2729,Darius Morris,9.2,21,MI,University of Michigan
2730,Darius Morris,8.1,15,MI,University of Michigan
2731,Darius Morris,6.7,10,MI,University of Michigan
2732,Darius Morris,5.2,7,MI,University of Michigan
2733,Anthony Carter,9.2,21,HI,University of Hawaii
2734,Anthony Carter,8.7,18,HI,University of Hawaii
2735,Nik Stauskas,9.2,21,MI,University of Michigan
2736,Nik Stauskas,9.0,19,MI,University of Michigan
2737,Nik Stauskas,9.0,19,MI,University of Michigan
2738,Nik Stauskas,7.5,12,MI,University of Michigan
2739,Georges Niang,9.2,21,IA,Iowa State University
2740,Georges Niang,0.1,2,IA,Iowa State University
2741,Troy Murphy,9.1,20,IN,University of Notre Dame
2742,Troy Murphy,9.0,19,IN,University of Notre Dame
2743,Troy Murphy,8.0,14,IN,University of Notre Dame
2744,James White,9.1,20,DC,Georgetown University
2745,Solomon Jones,9.1,20,FL,University of South Florida
2746,Solomon Jones,8.5,17,FL,University of South Florida
2747,Solomon Jones,5.8,8,FL,University of South Florida
2748,Solomon Jones,-5.7,0,FL,University of South Florida
2749,Maurice Evans,9.1,20,TX,University of Texas at Austin
2750,Maurice Evans,9.0,19,TX,University of Texas at Austin
2751,Mario West,9.1,20,VA,Old Dominion University
2752,Bryn Forbes,9.1,20,MI,Michigan State University
2753,Bryn Forbes,5.9,8,MI,Michigan State University
2754,DaJuan Summers,9.0,19,DC,Georgetown University
2755,DaJuan Summers,4.4,5,DC,Georgetown University
2756,DaJuan Summers,4.3,5,DC,Georgetown University
2757,Diante Garrett,9.0,19,IL,Southern Illinois University
