RK,TEAM,GMS,Total Attendance,Average Attendance,Attendance,GMS2,AVG3,PCT4,GMS5,AVG6,PCT7,year,sport,State,Team_Name,12,13,14,15,16,17,18,Spend,SM,PF,,SM-ALL,SM-W,SM-L,SM-T
21,Thunder,41,746323,18203,100,41,18335,95.7,82,18269,97.8,2013,nba,OK,Thunder,15,25.8,70488245,0,1051687,-12017313,-12017313,70696313,77,16,2013OKThunder,82,60,22,0
22,Spurs,41,755700,18431,99.2,41,17290,90.6,82,17861,94.9,2013,nba,TX,Spurs,15,28,63171742,0,"$8,368,190*",-4700810,-4700810,63379810,97,45,2013TXSpurs,82,58,24,0
23,Celtics,40,744960,18624,100,41,17768,91.8,81,18191,95.8,2013,nba,MA,Celtics,15,25.9,69955361,509479,"$1,103,850*",-11965150,-11965150,70644150,20,83,2013MACeltics,81,41,40,0
24,Jazz,41,765915,18680,93.8,41,16769,88.3,82,17724,91.1,2013,nba,UT,Jazz,15,24.3,47893335,9533335,14321330,1252330,1252330,57426670,23,14,2013UTJazz,82,43,39,0
25,Lakers,41,778877,18997,99.7,41,18866,99,82,18931,99.4,2013,nba,CA,Lakers,15,27.2,74858550,2075334,-5341935,-18410935,-18410935,77089935,79,56,2013CALakers,82,45,37,0
26,NY Knicks,41,780353,19033,96.3,41,18271,94.6,82,18652,95.4,2013,nba,NY,Knicks,15,27.8,85994825,2075014,-16529907,-29598907,-29598907,88277907,94,88,2013NYKnicks,82,54,28,0
27,Clippers,41,788293,19226,100.9,41,17806,93.4,82,18516,97.1,2013,nba,CA,Clippers,14,28.5,72099475,2679739,"$-3,233,669*",-16302669,-16302669,74981669,58,73,2013CAClippers,82,56,26,0
28,Warriors,41,794320,19373,98.9,41,17204,90.5,82,18288,94.7,2013,nba,CA,Warriors,15,26.1,71069466,284585,"$341,932*",-12727068,-12727068,71406068,20,54,2013CAWarriors,82,47,35,0
29,Trail Blazers,41,813012,19829,95.4,41,16727,88,82,18278,91.9,2013,nba,OR,Trail Blazers,15,25.1,62599372,100000,9048628,-4020372,-4020372,62699372,47,91,2013ORTrail Blazers,82,33,49,0
30,Heat,41,819290,19982,102,41,19090,99.1,82,19536,100.5,2013,nba,FL,Heat,15,29.7,80541886,0,-8897920,-21966920,-21966920,80645920,12,69,2013FLHeat,82,66,16,0
31,Mavericks,41,821490,20036,104.4,41,17613,92.5,82,18824,98.5,2013,nba,TX,Mavericks,15,27.5,68057497,0,3690503,-9378497,-9378497,68057497,8,63,2013TXMavericks,82,41,41,0
32,Bulls,41,896944,21876,104.6,41,18144,94.4,82,20010,99.7,2013,nba,IL,Bulls,15,28.2,63312273,7542058,674374,-12394626,-12394626,71073626,97,77,2013ILBulls,82,45,37,0
3,Bucks,41,552967,13487,72.1,41,17013,87.7,82,15250,80,2014,nba,WI,Bucks,15,23.7,44560189,10242884,21714519,7950519,7950519,55114481,34,74,2014WIBucks,82,15,67,0
4,76ers,41,568632,13869,68.2,41,17441,90.5,82,15655,79.1,2014,nba,PA,76ers,16,23.7,34387296,22416388,19905944,-789302,6141944,63854302,93,44,2014PA76ers,82,19,63,0
5,Hawks,41,587927,14339,76.6,41,17274,89.5,82,15807,83.2,2014,nba,GA,Hawks,15,27.3,57245276,1000000,"$18,500,043*",4736043,4736043,58328957,28,75,2014GAHawks,82,38,44,0
6,Timberwolves,41,597157,14564,75.2,41,17605,92.1,82,16085,83.6,2014,nba,MN,Timberwolves,16,25.1,64182806,3459307,8909210,-4854790,-4854790,67919790,51,7,2014MNTimberwolves,82,40,42,0
7,Pistons,41,615238,15005,68,41,17280,90.1,82,16143,78.3,2014,nba,MI,Pistons,15,26.7,49558917,14097726,12957005,-806995,-806995,63871995,88,38,2014MIPistons,82,29,53,0
8,Hornets,41,636268,15518,81.3,41,17026,88,82,16272,84.7,2014,nba,NC,Hornets,15,24.8,64710971,915243,"$11,148,948*",-2615052,-2615052,65680052,98,15,2014NCHornets,82,43,39,0
9,Suns,41,650739,15871,86.2,41,17250,90.3,82,16560,88.3,2014,nba,AZ,Suns,15,25.5,55464385,4509503,16591732,2827732,2827732,60237268,71,20,2014AZSuns,82,48,34,0
10,Magic,41,666046,16245,86.2,41,16583,86.1,82,16414,86.1,2014,nba,FL,Magic,15,24.7,41311716,14705259,20812025,4234482,7048025,58830518,33,90,2014FLMagic,82,23,59,0
11,Kings,41,667949,16291,94.1,41,16859,88,82,16575,90.9,2014,nba,CA,Kings,15,26.5,73061908,917630,"$2,652,257*",-11111743,-11111743,74176743,98,15,2014CAKings,82,28,54,0
12,Pelicans,41,672029,16390,95.4,41,17397,90.8,82,16894,93,2014,nba,LA,Pelicans,14,25.4,68280315,1821872,6415405,-7348595,-7348595,70413595,96,45,2014LAPelicans,82,34,48,0
13,Grizzlies,41,685458,16718,92.3,41,17269,90.5,82,16993,91.4,2014,nba,TN,Grizzlies,15,27.1,73989079,657723,"$2,068,674*",-11695326,-11695326,74760326,28,63,2014TNGrizzlies,82,50,32,0
14,Nuggets,41,692898,16899,88.2,41,17211,90.3,82,17055,89.2,2014,nba,CO,Nuggets,15,24.9,53359369,2782985,"$20,686,646*",6922646,6922646,56142354,13,19,2014CONuggets,82,36,46,0
15,Wizards,41,698068,17026,84,41,17183,89.2,82,17104,86.5,2014,nba,DC,Wizards,15,28.3,72952787,400000,"$3,326,319*",-10437681,-10437681,73502681,75,43,2014DCWizards,82,36,46,0
16,Nets,41,707331,17251,95.3,41,17528,90.6,82,17390,92.9,2014,nba,NY,Nets,15,26.4,88024730,350607,-11600175,-25364175,-25364175,88429175,25,80,2014NYNets,82,44,38,0
17,Cavaliers,41,710522,17329,84.3,41,17388,90.4,82,17358,87.2,2014,nba,OH,Cavaliers,15,28.4,80811761,565873,-4548634,-18312634,-18312634,81377634,19,31,2014OHCavaliers,82,33,49,0
18,Pacers,41,717542,17501,96.3,41,17872,92.5,82,17686,94.4,2014,nba,IN,Pacers,15,27.6,74798942,0,"$2,030,058*",-11733942,-11733942,74798942,29,26,2014INPacers,82,56,26,0
19,Celtics,41,742400,18107,97.2,41,17484,90.5,82,17796,93.8,2014,nba,MA,Celtics,15,24.4,52905065,7438483,"$16,425,766*",2661766,2661766,60403234,55,45,2014MACeltics,82,25,57,0
20,Rockets,41,743082,18123,100.4,41,17427,91.1,82,17775,95.7,2014,nba,TX,Rockets,15,26.7,71004520,3045729,"$2,778,751*",-10985249,-10985249,74050249,5,12,2014TXRockets,82,49,33,0
21,Jazz,41,745203,18175,91.3,41,17295,90.6,82,17735,91,2014,nba,UT,Jazz,15,23.2,47940340,10594863,17923382,4159382,4159382,58905618,83,28,2014UTJazz,82,25,57,0
22,Thunder,41,746323,18203,100,41,18170,95.2,82,18186,97.5,2014,nba,OK,Thunder,15,25,77876390,915243,-1962633,-15726633,-15726633,78791633,16,89,2014OKThunder,82,59,23,0
23,Raptors,41,748339,18252,92.2,41,16702,86.8,82,17477,89.5,2014,nba,TT,Raptors,15,25.7,75424914,671609,732477,-13031523,-13031523,76096523,67,62,2014TTRaptors,82,48,34,0
24,Spurs,41,755031,18415,99.1,41,17627,92.2,82,18021,95.6,2014,nba,TX,Spurs,15,28.7,69028330,1213384,"$6,449,767*",-7314233,-7314233,70379233,44,75,2014TXSpurs,82,62,20,0
25,Lakers,41,771974,18828,98.8,41,17845,93.6,82,18337,96.2,2014,nba,CA,Lakers,16,25.8,59483328,10783000,6454958,-7309042,-7309042,70374042,46,67,2014CALakers,82,27,55,0
26,Clippers,41,787692,19212,100.8,41,17218,90.4,82,18215,95.6,2014,nba,CA,Clippers,15,28.3,77554797,2666743,"$-3,800,773*",-17564773,-17564773,80629773,64,56,2014CAClippers,82,57,25,0
27,Warriors,41,803436,19596,100,41,17526,92,82,18561,96.1,2014,nba,CA,Warriors,15,26.4,71881167,644240,"$4,243,907*",-9520093,-9520093,72585093,45,13,2014CAWarriors,82,51,31,0
28,Trail Blazers,41,809612,19746,95,41,17312,91.1,82,18529,93.1,2014,nba,OR,Trail Blazers,15,26.5,72964755,30000,"$3,834,245*",-9929755,-9929755,72994755,94,87,2014ORTrail Blazers,82,54,28,0
29,Heat,41,811036,19781,100.9,41,19190,99.3,82,19486,100.1,2014,nba,FL,Heat,15,27.5,75084575,606791,862596,-12901404,-12901404,75966404,62,24,2014FLHeat,82,54,28,0
30,NY Knicks,41,812292,19812,100,41,17422,90.3,82,18617,95.2,2014,nba,NY,Knicks,15,25.5,54410045,25848489,-3800628,-17564628,-17564628,80629628,25,63,2014NYKnicks,82,37,45,0
31,Mavericks,41,817982,19950,103.9,41,17268,90.8,82,18609,97.4,2014,nba,TX,Mavericks,15,28.9,72183738,2723207,1814379,-11949621,-11949621,75014621,10,42,2014TXMavericks,82,49,33,0
32,Bulls,41,890370,21716,103.8,41,17551,91.1,82,19634,97.7,2014,nba,IL,Bulls,14,27.8,67099204,333333,9396463,-4367537,-4367537,67432537,13,6,2014ILBulls,82,48,34,0
3,76ers,41,571572,13940,68.6,41,17665,91.8,82,15802,79.9,2015,nba,PA,76ers,15,23.9,31052215,31310786,22315223,1201963,7575223,68798037,94,24,2015PA76ers,82,18,64,0
4,Timberwolves,41,595652,14528,75.1,41,18000,94.2,82,16264,84.6,2015,nba,MN,Timberwolves,14,25.4,59841104,10756029,"$14,087,145*",-652855,-652855,70652855,96,60,2015MNTimberwolves,82,16,66,0
5,Nuggets,41,602707,14700,76.7,41,17437,91.5,82,16068,84.1,2015,nba,CO,Nuggets,15,25.1,60186706,11100853,13291247,-1448753,-1448753,71448753,88,38,2015CONuggets,82,30,52,0
6,Bucks,41,611226,14907,79.6,41,17180,88.8,82,16044,84.3,2015,nba,WI,Bucks,15,23.9,68656240,1865546,14160488,-579512,-579512,70579512,79,74,2015WIBucks,82,41,41,0
7,Pistons,41,625917,15266,69.2,41,17866,93,82,16566,80.3,2015,nba,MI,Pistons,14,25.9,66217330,9225207,9136310,-5603690,-5603690,75603690,7,38,2015MIPistons,82,32,50,0
8,Kings,41,680049,16586,95.8,41,17515,91.7,82,17050,93.6,2015,nba,CA,Kings,15,26.2,71733666,937630,12068704,-2671296,-2671296,72671296,70,70,2015CAKings,82,29,53,0
9,Pelicans,41,683757,16677,97,41,17640,92.1,82,17158,94.5,2015,nba,LA,Pelicans,18,26.2,80164538,994597,"$3,314,240*",-11425760,-11425760,81425760,35,12,2015LAPelicans,82,45,37,0
10,Magic,41,688194,16785,89.1,41,17585,91.2,82,17185,90.1,2015,nba,FL,Magic,15,24.4,61108745,3292335,20277144,5537144,5537144,64462856,88,71,2015FLMagic,82,25,57,0
11,Pacers,41,691434,16864,92.8,41,17892,92.4,82,17378,92.6,2015,nba,IN,Pacers,15,25.5,66751826,5606178,12326274,-2413726,-2413726,72413726,52,40,2015INPacers,82,38,44,0
12,Suns,41,693862,16923,91.9,41,17586,92.1,82,17254,92,2015,nba,AZ,Suns,14,25.3,63389393,9633261,11296363,-3443637,-3443637,73443637,33,89,2015AZSuns,82,39,43,0
13,Nets,41,698529,17037,94.1,41,18039,92.9,82,17538,93.5,2015,nba,NY,Nets,15,24.7,51712738,28580247,4236153,-10503847,-10503847,80503847,82,75,2015NYNets,82,38,44,0
14,Hornets,41,704886,17192,90.1,41,17654,91.1,82,17423,90.6,2015,nba,NC,Hornets,15,25.4,78340920,80000,"$6,207,636*",-8532364,-8532364,78532364,46,91,2015NCHornets,82,33,49,0
15,Grizzlies,41,710502,17329,95.6,41,18017,94.4,82,17673,95,2015,nba,TN,Grizzlies,16,28,76017172,6913000,"$1,357,957*",-13382043,-13382043,83382043,65,64,2015TNGrizzlies,82,55,27,0
16,Hawks,41,713909,17412,93,41,17582,90.8,82,17497,91.9,2015,nba,GA,Hawks,15,27.6,71332945,75000,13332055,-1407945,-1407945,71407945,61,72,2015GAHawks,82,60,22,0
17,Celtics,41,721350,17593,94.5,41,17741,91.9,82,17667,93.2,2015,nba,MA,Celtics,15,23.9,58250334,18854561,7573329,-7166671,-7166671,77166671,34,97,2015MACeltics,82,40,42,0
18,Thunder,41,746323,18203,100,41,17956,93.9,82,18079,96.9,2015,nba,OK,Thunder,15,26.5,93765298,0,-9025298,-23765298,-23765298,93765298,91,89,2015OKThunder,82,45,37,0
19,Rockets,41,747412,18229,101,41,17969,94,82,18099,97.4,2015,nba,TX,Rockets,15,26.2,75204953,13182493,"$-3,647,446*",-18387446,-18387446,88387446,3,93,2015TXRockets,82,50,32,0
20,Wizards,41,747796,18238,89.9,41,18253,95,82,18246,92.4,2015,nba,DC,Wizards,15,27.3,76328636,8910202,"$-1,446,114*",-16186114,-16186114,86186114,52,91,2015DCWizards,82,30,52,0
21,Spurs,41,762855,18606,100.1,41,17972,94.1,82,18289,97.1,2015,nba,TX,Spurs,15,31.2,85192733,2402263,-2854996,-17594996,-17594996,87594996,57,49,2015TXSpurs,82,55,27,0
22,Lakers,41,768244,18737,98.3,41,17875,93.6,82,18306,95.9,2015,nba,CA,Lakers,15,26.6,71770430,194942,12774628,-1965372,-1965372,71965372,9,89,2015CALakers,82,21,61,0
23,Jazz,41,772059,18830,94.6,41,17135,90,82,17982,92.4,2015,nba,UT,Jazz,15,23.7,63160091,1527476,19922127,5182127,5182127,64817873,65,52,2015UTJazz,82,38,44,0
24,Clippers,41,785892,19168,100.6,41,18079,94.7,82,18623,97.6,2015,nba,CA,Clippers,15,28.9,94554340,1412964,-11400524,-26140524,-26140524,96140524,59,75,2015CAClippers,82,56,26,0
25,Trail Blazers,41,801733,19554,94,41,17657,92.9,82,18605,93.5,2015,nba,OR,Trail Blazers,15,24.3,48301816,14185050,22253134,3437634,7513134,66562366,21,87,2015ORTrail Blazers,82,51,31,0
26,Warriors,41,803436,19596,100,41,18312,96.2,82,18954,98.1,2015,nba,CA,Warriors,15,26.9,88868997,6908685,-11139899,-25777682,-25777682,95777682,46,7,2015CAWarriors,82,67,15,0
27,Heat,41,808223,19712,100.6,41,17703,92,82,18708,96.3,2015,nba,FL,Heat,15,28.1,82539172,2080465,110429,-14619637,-14619637,84619637,60,83,2015FLHeat,82,37,45,0
28,Raptors,41,809824,19751,99.8,41,17522,90.9,82,18637,95.4,2015,nba,TT,Raptors,15,25.6,71217611,1097276,12425113,-2314887,-2314887,72314887,10,48,2015TTRaptors,82,49,33,0
29,NY Knicks,41,812292,19812,100,41,17462,90.7,82,18637,95.4,2015,nba,NY,Knicks,13,26.4,72920772,442406,"$11,290,212*",-3449788,-3449788,73449788,49,76,2015NYKnicks,82,17,65,0
30,Mavericks,41,827702,20187,105.1,41,17653,92.7,82,18920,98.9,2015,nba,TX,Mavericks,15,29.2,71198732,1898129,11643139,-3096861,-3096861,73096861,59,34,2015TXMavericks,82,50,32,0
31,Cavaliers,41,843042,20562,100,41,18915,98.3,82,19738,99.2,2015,nba,OH,Cavaliers,15,28.9,106997506,0,-22288354,-37028394,-37028394,107028394,9,30,2015OHCavaliers,82,53,29,0
32,Bulls,41,875091,21343,102,41,18404,95.7,82,19874,99,2015,nba,IL,Bulls,17,26.7,88213269,333333,-3806602,-18546602,-18546602,88546602,22,90,2015ILBulls,82,50,32,0
3,Nuggets,41,577898,14095,73.6,41,17751,93.2,82,15923,83.3,2016,nba,CO,Nuggets,15,25.5,78416141,3992779,30705064,-20923504,11561064,115066504,98,26,2016CONuggets,82,33,49,0
4,Timberwolves,41,581178,14175,73.2,41,17831,94,82,16003,83.5,2016,nba,MN,Timberwolves,14,24.7,59494555,9996058,43681043,19908581,24537043,74234419,30,42,2016MNTimberwolves,82,29,53,0
5,76ers,41,610121,14881,73.2,41,17491,90.7,82,16186,81.7,2016,nba,PA,76ers,16,23.9,61656754,23974947,27341235,1842009,8325751,92300991,67,49,2016PA76ers,82,10,72,0
6,Nets,41,620142,15125,83.6,41,18106,93.6,82,16615,88.8,2016,nba,NY,Nets,15,25.1,65405906,18093411,29533862,10412995,10412995,83730005,22,19,2016NYNets,82,21,61,0
7,Bucks,41,621808,15166,81,41,17623,91.4,82,16394,86.3,2016,nba,WI,Bucks,15,25.2,89531619,3093262,"$20,576,173*",1466670,1466670,92676330,75,54,2016WIBucks,82,33,49,0
8,Pistons,41,677138,16515,74.8,41,17814,93,82,17164,83.3,2016,nba,MI,Pistons,15,25.3,102503259,5398678,5385063,-13758937,-13758937,107901937,82,94,2016MIPistons,82,44,38,0
9,Grizzlies,41,684603,16697,92.2,41,17589,92.1,82,17143,92.1,2016,nba,TN,Grizzlies,15,26.9,108352164,2402355,"$2,417,137*",-16726863,-16726863,110869863,29,23,2016TNGrizzlies,82,42,40,0
10,Pelicans,41,688549,16793,97.7,41,17851,93.6,82,17322,95.5,2016,nba,LA,Pelicans,15,25.8,94322677,6708797,11801815,-7274816,-7274816,101417816,68,91,2016LAPelicans,82,30,52,0
11,Hawks,41,690150,16832,89.9,41,17611,91,82,17222,90.4,2016,nba,GA,Hawks,15,27.9,92928845,2474384,17710755,-1420799,-1420799,95563799,64,58,2016GAHawks,82,48,34,0
12,Pacers,41,690733,16847,92.7,41,17851,92.3,82,17349,92.5,2016,nba,IN,Pacers,15,26.3,85614337,8387667,19284996,140996,140996,94002004,87,34,2016INPacers,82,45,37,0
13,Suns,41,701405,17107,92.9,41,16881,88.7,82,16994,90.7,2016,nba,AZ,Suns,15,24.9,72521524,12303041,28231747,9087747,9087747,85055253,36,19,2016AZSuns,82,23,59,0
14,Kings,41,707526,17256,99.7,41,17355,91,82,17306,95.1,2016,nba,CA,Kings,15,25.5,87859206,7807826,17810130,-1524032,-1524032,95667032,21,43,2016CAKings,82,33,49,0
15,Hornets,41,716894,17485,91.7,41,17784,92.4,82,17634,92,2016,nba,NC,Hornets,15,25.5,100201483,1431010,11218834,-7893240,-7893240,102036240,23,61,2016NCHornets,82,48,34,0
16,Magic,41,719275,17543,93.1,41,17175,89.2,82,17359,91.1,2016,nba,FL,Magic,15,25,102595191,1647910,9078555,-10151550,-10151550,104294550,78,84,2016FLMagic,82,35,47,0
17,Wizards,41,725426,17693,87.3,41,17787,92.4,82,17740,89.8,2016,nba,DC,Wizards,15,25.1,100785911,1551805,10075364,-8194716,-8194716,102337716,97,12,2016DCWizards,82,33,49,0
18,Rockets,41,737244,17981,99.7,41,17740,93.3,82,17861,96.4,2016,nba,TX,Rockets,15,25.8,87526799,3409725,21794155,-14927494,3174507,109070494,41,24,2016TXRockets,82,42,40,0
19,Thunder,41,746323,18203,100,41,18258,95.6,82,18230,97.8,2016,nba,OK,Thunder,15,25.3,86981364,4358585,21510091,-10605520,2803051,104748520,34,5,2016OKThunder,82,55,27,0
20,Celtics,41,749076,18270,98.1,41,17439,90.5,82,17854,94.2,2016,nba,MA,Celtics,15,25,91484921,1550240,20251839,-691544,1107839,94834544,12,78,2016MACeltics,82,48,34,0
21,Spurs,41,756445,18449,99.3,41,17938,94.4,82,18194,96.8,2016,nba,TX,Spurs,15,28.8,104866760,3390037,4477899,-14229141,-14229141,108372141,6,1,2016TXSpurs,82,67,15,0
22,Lakers,41,778877,18997,99.7,41,19149,100.9,82,19073,100.3,2016,nba,CA,Lakers,15,25.2,85639596,8500586,19082880,-61120,-61120,94204120,71,75,2016CALakers,82,17,65,0
23,Clippers,41,786910,19192,100.7,41,17792,93.6,82,18492,97.1,2016,nba,CA,Clippers,15,29.4,113657568,1412964,"$-2,220,492*",-20927532,-20927532,115070532,26,92,2016CAClippers,82,53,29,0
24,Jazz,41,791489,19304,97,41,17378,91.6,82,18341,94.3,2016,nba,UT,Jazz,15,25.9,80223192,275000,32788808,13644808,13644808,80498192,11,4,2016UTJazz,82,40,42,0
25,Trail Blazers,41,794085,19367,99.6,41,17703,93.3,82,18535,96.5,2016,nba,OR,Trail Blazers,15,24.1,110932233,1913345,4462,-18702578,-18702578,112845578,53,11,2016ORTrail Blazers,82,44,38,0
26,Warriors,41,803436,19596,100,41,19134,100.5,82,19365,100.3,2016,nba,CA,Warriors,15,27.5,97520106,2608548,13031467,-6098842,-6098842,100241842,68,15,2016CAWarriors,82,73,9,0
27,Heat,41,809350,19740,100.7,41,18044,93.9,82,18892,97.3,2016,nba,FL,Heat,15,26.9,96523509,5200989,11440892,-7677405,-7677405,101820405,30,89,2016FLHeat,82,48,34,0
28,NY Knicks,41,812292,19812,100,41,18440,96,82,19126,98,2016,nba,NY,Knicks,14,26.1,79595502,6017931,9799647,-8470433,-8470433,102613433,99,49,2016NYKnicks,82,32,50,0
29,Raptors,41,812863,19825,100.1,41,17162,89.2,82,18494,94.8,2016,nba,TT,Raptors,15,25.1,108443469,206500,4637031,-14506969,-14506969,108649969,47,99,2016TTRaptors,82,56,26,0
30,Mavericks,41,825901,20143,104.9,41,17727,93.4,82,18935,99.2,2016,nba,TX,Mavericks,15,26.9,92128049,11616535,7613388,-9940711,-9940711,104083711,93,41,2016TXMavericks,82,42,40,0
31,Cavaliers,41,843042,20562,100,41,18910,98.2,82,19736,99.1,2016,nba,OH,Cavaliers,15,29.4,125131982,1342837,-13303785,-32447163,-32447163,126590163,26,22,2016OHCavaliers,82,57,25,0
32,Bulls,41,894659,21820,104.3,41,18156,94.5,82,19988,99.6,2016,nba,IL,Bulls,15,25.5,92681038,494500,20005667,-2855425,967462,96998425,67,60,2016ILBulls,82,42,40,0
3,Nuggets,41,605585,14770,77.1,41,17420,91.7,82,16095,84.4,2017,nba,CO,Nuggets,15,26.1,101779153,4736050,12750797,-7422203,-7422203,106515203,3,62,2017CONuggets,82,40,42,0
4,Timberwolves,41,607203,14809,76.5,41,18113,95.4,82,16461,85.9,2017,nba,MN,Timberwolves,15,26.7,102581006,2598921,13927302,-6086927,-6086927,105179927,7,50,2017MNTimberwolves,82,31,51,0
5,Nets,41,632608,15429,85.2,41,17755,92.1,82,16592,88.8,2017,nba,NY,Nets,15,24.9,88965468,6999092,23142669,3128440,3128440,95964560,54,25,2017NYNets,82,20,62,0
6,Bucks,41,648952,15828,84.6,41,17928,92.8,82,16878,88.8,2017,nba,WI,Bucks,15,25.4,100039227,16092004,3051640,-17121360,-17121360,116214360,96,12,2017WIBucks,82,42,40,0
7,Hawks,41,654306,15958,85.2,41,17816,92.5,82,16887,88.9,2017,nba,GA,Hawks,15,24.3,67426026,32322822,19157543,-1015457,-1015457,100108457,98,33,2017GAHawks,82,43,39,0
8,Pistons,41,655141,15979,72.4,41,17699,92.6,82,16839,81.8,2017,nba,MI,Pistons,15,26.4,113040993,5856729,"$368,278*",-19804722,-19804722,118897722,82,31,2017MIPistons,82,37,45,0
9,Pelicans,41,663099,16173,94.1,41,18062,94.6,82,17118,94.4,2017,nba,LA,Pelicans,15,26.9,115907328,2399540,"$452,641*",-19720359,-19720359,118813359,57,33,2017LAPelicans,82,34,48,0
10,Grizzlies,41,677314,16519,91.2,41,17655,92.7,82,17087,91.9,2017,nba,TN,Grizzlies,15,25.5,100033826,9573432,"$9,363,275*",-10809725,-10809725,109902725,45,77,2017TNGrizzlies,82,43,39,0
11,Pacers,41,684578,16697,91.9,41,17848,92.1,82,17272,92,2017,nba,IN,Pacers,15,25.1,90081320,3534569,25604031,5431031,5431031,93661969,35,24,2017INPacers,82,42,40,0
12,Rockets,41,695903,16973,94.1,41,18140,95.3,82,17556,94.7,2017,nba,TX,Rockets,15,28.9,114484312,3666900,"$994,549*",-19178451,-19178451,118271451,3,15,2017TXRockets,82,33,49,0
13,Wizards,41,697107,17002,83.8,41,17949,93.5,82,17476,88.5,2017,nba,DC,Wizards,15,27.3,122840421,1024235,-4848043,-25021043,-25021043,124114043,10,97,2017DCWizards,82,40,42,0
14,Suns,41,708639,17283,93.8,41,17618,92.5,82,17451,93.2,2017,nba,AZ,Suns,15,23.8,73955365,18369733,26588595,6574366,6574366,92518634,37,88,2017AZSuns,82,24,58,0
15,76ers,41,710557,17330,85.3,41,17209,89.7,82,17269,87.4,2017,nba,PA,76ers,15,25.2,89638648,10225000,19245064,-927936,-927936,100020936,41,41,2017PA76ers,82,28,54,0
16,Hornets,41,710643,17332,90.9,41,17563,91.3,82,17448,91.1,2017,nba,NC,Hornets,14,25.3,117228164,0,2037836,-18135164,-18135164,117228164,2,80,2017NCHornets,82,36,46,0
17,Kings,41,721928,17608,100.6,41,17489,91.4,82,17548,95.8,2017,nba,CA,Kings,15,25.5,77725702,17957122,23583176,1938794,3410176,97154206,60,93,2017CAKings,82,32,50,0
18,Magic,41,727875,17753,94.2,41,17333,89.6,82,17543,91.8,2017,nba,FL,Magic,15,25.3,94946559,333334,23727689,3554689,3554689,95538311,5,16,2017FLMagic,82,29,53,0
19,Thunder,41,746323,18203,100,41,18373,96.4,82,18288,98.2,2017,nba,OK,Thunder,15,27.1,130477891,2442455,-13654346,-33827346,-33827346,132920346,95,62,2017OKThunder,82,47,35,0
20,Spurs,41,755347,18423,99.2,41,18131,95.4,82,18277,97.2,2017,nba,TX,Spurs,15,28.5,113237104,2916450,"$2,297,908*",-17060554,-17060554,116153554,5,30,2017TXSpurs,82,61,21,0
21,Celtics,41,760690,18553,99.6,41,18313,94.6,82,18433,97.1,2017,nba,MA,Celtics,16,24.9,114825547,92858,3534540,-15982693,-15982693,115075693,90,73,2017MACeltics,82,53,29,0
22,Lakers,41,776917,18949,99.4,41,18191,95.6,82,18570,97.5,2017,nba,CA,Lakers,15,24.9,93848506,8134489,17088607,-3084393,-3084393,102177393,50,42,2017CALakers,82,26,56,0
23,Clippers,41,782609,19088,100.1,41,17889,94.1,82,18488,97.1,2017,nba,CA,Clippers,15,26.5,116141747,2509044,"$448,951*",-19724049,-19724049,118817049,88,79,2017CAClippers,82,51,31,0
24,Trail Blazers,41,792029,19317,99.4,41,17555,92.2,82,18436,95.8,2017,nba,OR,Trail Blazers,15,24.1,114016865,5091108,739,-20172261,-20172261,119265261,25,74,2017ORTrail Blazers,82,41,41,0
25,Warriors,41,803436,19596,100,41,19015,100.3,82,19305,100.2,2017,nba,CA,Warriors,15,27.9,132955238,2416508,-16761513,-36278746,-36278746,135371746,93,18,2017CAWarriors,82,67,15,0
26,Heat,41,805400,19643,100.2,41,17818,92.4,82,18731,96.3,2017,nba,FL,Heat,15,27.1,103753306,1312611,14200083,-5972917,-5972917,105065917,22,83,2017FLHeat,82,41,41,0
27,Jazz,41,806605,19673,98.8,41,ILA,90.5,82,18442,94.7,2017,nba,UT,Jazz,15,25.9,103837783,2783993,12403746,-7769254,-7769254,106862254,5,27,2017UTJazz,82,51,31,0
28,NY Knicks,41,810741,19774,99.8,41,17927,93.2,82,18850,96.6,2017,nba,NY,Knicks,15,25.7,98086116,6170722,14860844,-5312156,-5312156,104405156,48,81,2017NYKnicks,82,31,51,0
29,Mavericks,41,811366,19789,103.1,41,17519,91.9,82,18654,97.5,2017,nba,TX,Mavericks,15,26.5,77926451,6925054,33801425,-20282563,13945967,119375563,16,82,2017TXMavericks,82,33,49,0
30,Raptors,41,813050,19830,100.2,41,17925,92.8,82,18878,96.5,2017,nba,TT,Raptors,15,25.1,115391026,1100000,"$2,682,814*",-17490186,-17490186,116583186,90,59,2017TTRaptors,82,51,31,0
31,Cavaliers,41,843042,20562,100,41,19021,98.7,82,19791,99.4,2017,nba,OH,Cavaliers,15,28.3,135777082,0,-16714450,-36887450,-36887450,135980450,36,21,2017OHCavaliers,82,51,31,0
32,Bulls,41,888882,21680,103.6,41,18033,94,82,19856,99,2017,nba,IL,Bulls,15,24.4,63826969,26149447,"$29,160,375*",8987375,8987375,90105625,11,49,2017ILBulls,82,41,41,0
5,Hawks,41,590769,14409,76.9,41,17854,92.7,82,16088,84.7,2018,nba,GA,Hawks,15,24.7,62166838,41007250,20046164,-1703575,-1703575,103572575,93,93,2018GAHawks,82,24,58,0
6,Nets,41,622278,15556,85.9,41,17687,91.8,82,16622,89,2018,nba,NY,Nets,15,24.9,77805720,39671158,6085206,-15702620,-15702620,117571620,34,100,2018NYNets,82,28,54,0
