RK,TEAM,GMS,Total Attendance,Average Attendance,Attendance,GMS2,AVG3,PCT4,GMS5,AVG6,PCT7,year,sport,State,Team_Name,12,13,14,15,16,17,18,Spend,SM,PF,,SM-ALL,SM-W,SM-L,SM-T
16,New England,8,550048,68756,100,8,70241,99.4,16,69498,99.7,2014,nfl,NE,Patriots,59,25.68,106914393,18665581,0,0,4787215,134321836,36,25,2014NEPatriots,16,7,8,1
17,Tennessee,8,553144,69143,100,8,67965,94.8,16,68554,97.3,2014,nfl,TN,Titans,61,26.2,97288788,12688893,0,0,11304261,127601550,52,54,2014TNTitans,16,2,14,0
18,Philadelphia,8,556768,69596,103,8,74616,100.6,16,72106,101.8,2014,nfl,PA,Eagles,56,25.96,112210669,10190533,0,0,14538147,134761802,48,23,2014PAEagles,16,10,6,0
19,Miami,8,560280,70035,92.7,7,69297,98.3,15,69690,95.2,2014,nfl,FL,Dolphins,62,25.61,121775111,8367964,0,0,8166415,142455998,55,61,2014FLDolphins,16,8,8,0
20,Atlanta,7,493515,70502,99,8,67997,98.1,15,69166,98.5,2014,nfl,GA,Falcons,59,26.32,112913137,11065205,0,0,2734439,133009495,50,39,2014GAFalcons,16,6,10,0
21,San Francisco,8,566192,70774,103.3,8,70493,98.9,16,70633,101.1,2014,nfl,CA,49ers,64,26.1,109080815,10210497,0,0,3975960,131507823,49,5,2014CA49ers,16,8,8,0
22,Baltimore,8,568353,71044,100.1,8,65972,95.6,16,68508,97.9,2014,nfl,MD,Ravens,68,25.54,108719340,14865768,0,0,6715305,124870620,29,78,2014MDRavens,16,6,10,0
23,Houston,8,574132,71766,101,8,67731,96.2,16,69748,98.6,2014,nfl,TX,Texans,61,25.54,107817768,20990794,0,0,2419818,132043412,98,3,2014TXTexans,16,9,7,0
24,New Orleans,8,584900,73112,100.2,8,68635,99,16,70874,99.6,2014,nfl,LA,Saints,60,26.2,108853726,16327000,0,0,1067742,131717175,69,13,2014LASaints,16,6,10,0
25,Carolina,8,588861,73607,99.8,8,66806,99.5,16,70207,99.7,2014,nfl,NC,Panthers,54,26.07,89069888,27093734,0,0,5275511,133399423,8,67,2014NCPanthers,16,7,8,1
26,Kansas City,8,599743,74967,97.7,8,65938,94.9,16,70453,96.3,2014,nfl,MO,Chiefs,59,25.81,103806517,9407748,0,0,1750188,132717955,96,68,2014MOChiefs,16,7,9,0
27,Denver,8,615517,76939,101.1,8,67656,96.6,16,72297,98.9,2014,nfl,CO,Broncos,57,25.93,123313050,9483329,0,0,1202072,135047626,99,66,2014COBroncos,16,12,4,0
28,Washington,8,623715,77964,85,8,69448,101.7,16,73706,92.2,2014,nfl,DC,Redskins,61,25.87,109161929,16633031,0,0,-750444,132411712,67,99,2014DCRedskins,16,12,4,0
29,Green Bay,8,625114,78139,107.1,8,65430,98.7,16,71785,103.1,2014,nfl,WI,Packers,60,25.4,127059943,5477890,0,0,7802717,134018492,89,14,2014WIPackers,16,12,4,0
30,NY Jets,8,625280,78160,94.7,8,66494,96.9,16,72327,95.7,2014,nfl,NY,Jets,60,25.75,96032661,19245928,0,0,15764146,118345094,100,69,2014NYJets,16,4,12,0
31,NY Giants,8,631738,78967,95.7,8,70453,98.5,16,74710,97,2014,nfl,NY,Giants,42,0,152735333,0,18501449,750000,0,171336782,18,21,2014NYGiants,16,9,7,0
32,Dallas,8,720558,90069,112.6,7,69840,96.9,15,80629,105.7,2014,nfl,TX,Cowboys,57,25.93,100529973,27564132,0,0,4386302,129488626,20,47,2014TXCowboys,16,2,14,0
1,Los Angeles,8,419220,52402,80.2,8,67306,97.9,16,59854,89.3,2015,nfl,CA,Rams,54,24.98,94367751,11478046,0,0,3986497,140686890,19,16,2015CARams,16,4,12,0
2,Minnesota,8,419440,52430,99.8,8,67359,99.1,16,59894,99.4,2015,nfl,MN,Vikings,56,25.91,126255086,9150229,0,0,2605481,147022479,9,84,2015MNVikings,16,12,4,0
3,Oakland,8,436910,54613,86.5,8,66764,95.9,16,60689,91.4,2015,nfl,CA,Raiders,56,26.09,95984869,16688813,0,0,14800918,137071838,79,96,2015CARaiders,16,4,12,0
4,Detroit,8,490782,61347,94.4,8,66870,98.4,16,64109,96.4,2015,nfl,MI,Lions,56,26.21,109792280,21236686,0,0,1102197,143215794,47,80,2015MILions,16,12,4,0
5,Cincinnati,8,491118,61389,93.7,8,67125,96.7,16,64257,95.2,2015,nfl,OH,Bengals,53,26.11,134100760,4848065,0,0,8216924,143913511,51,24,2015OHBengals,16,12,4,0
6,Jacksonville,7,430247,61463,91.5,8,67780,96.1,15,64832,94,2015,nfl,FL,Jaguars,59,25.1,113939472,9582465,0,0,32238703,136247404,32,17,2015FLJaguars,16,6,10,0
7,Tampa Bay,8,492480,61560,93.5,8,68614,95.4,16,65087,94.5,2015,nfl,FL,Buccaneers,55,25.51,88252175,25305733,0,0,11342607,133567282,3,42,2015FLBuccaneers,16,12,4,0
8,Chicago,8,496287,62035,100.9,8,65472,97.6,16,63754,99.2,2015,nfl,IL,Bears,58,25.79,91954859,29022282,0,0,3518730,141649704,35,88,2015ILBears,16,8,8,0
9,Tennessee,8,498435,62304,90.1,8,68365,96.9,16,65334,93.6,2015,nfl,TN,Titans,56,25.34,91454606,17866172,0,0,25690907,128662671,69,19,2015TNTitans,16,3,13,0
10,Arizona,8,513487,64185,98.7,8,64369,96.1,16,64277,97.4,2015,nfl,AZ,Cardinals,38,0,128814787,3195000,0,3552500,0,132178951,92,39,2015AZCardinals,16,13,3,0
11,Pittsburgh,8,514854,64356,98.3,8,66982,96,16,65669,97.1,2015,nfl,PA,Steelers,61,26.38,111599896,20143726,0,0,5081028,138977441,16,92,2015PASteelers,16,12,4,0
12,Indianapolis,8,528381,66047,104.8,8,67386,97,16,66717,100.7,2015,nfl,IN,Colts,56,26.88,120203501,14263153,0,0,9021215,143402177,26,52,2015INColts,16,8,8,0
13,Cleveland,8,529488,66186,90.4,8,66596,94.4,16,66391,92.4,2015,nfl,OH,Browns,56,25.39,103827287,7054744,0,0,22119840,139647560,13,84,2015OHBrowns,16,12,4,0
14,Los Angeles,8,534180,66772,94.6,8,65284,95.8,16,66028,95.2,2015,nfl,CA,Chargers,55,26.16,92053333,16995532,0,0,2157957,140814655,31,13,2015CAChargers,16,4,12,0
15,New England,8,534632,66829,97.2,8,75206,98.1,16,71017,97.7,2015,nfl,NE,Patriots,57,25.68,98735571,19484524,0,0,3261662,141316422,18,32,2015NEPatriots,16,15,1,0
16,Miami,8,537548,67193,102.9,8,69471,95,16,68332,98.7,2015,nfl,FL,Dolphins,52,25.13,90566641,30559418,0,0,8048001,144878936,47,6,2015FLDolphins,16,6,10,0
17,Seattle,8,552162,69020,103,8,68221,97.2,16,68620,100,2015,nfl,WA,Seahawks,55,25.96,115629474,19635133,0,0,893139,147364599,67,61,2015WASeahawks,16,4,12,0
18,Philadelphia,8,555868,69483,102.8,8,74845,97.4,16,72164,99.9,2015,nfl,PA,Eagles,57,26.21,125895408,19396358,0,0,9547182,150325196,21,89,2015PAEagles,16,12,4,0
19,Buffalo,8,559047,69880,95.6,8,72720,99.8,16,71300,97.7,2015,nfl,NY,Bills,55,25.53,93228100,13643764,0,0,7731712,138342172,18,58,2015NYBills,16,8,8,0
20,Atlanta,8,562845,70355,98.8,8,71478,94.8,16,70916,96.7,2015,nfl,GA,Falcons,53,26.55,99720594,22469541,0,0,10012750,136236065,40,11,2015GAFalcons,16,8,8,0
21,San Francisco,8,566392,70799,103.4,8,64520,94.6,16,67659,99,2015,nfl,CA,49ers,54,25.26,75152917,29094100,0,0,13115521,136740459,86,11,2015CA49ers,16,5,11,0
22,Baltimore,8,568018,71002,100,8,64487,95.1,16,67744,97.6,2015,nfl,MD,Ravens,58,25.69,73305939,24009341,0,0,3914077,141217050,14,6,2015MDRavens,16,12,4,0
23,Houston,8,574159,71769,101,8,65581,95.7,16,68675,98.4,2015,nfl,TX,Texans,58,25.53,104856715,17423845,0,0,3505630,142520116,64,17,2015TXTexans,16,4,12,0
24,New Orleans,8,584305,73038,95.5,8,68840,97.6,16,70939,96.5,2015,nfl,LA,Saints,58,26.62,97128567,34188706,0,0,2170991,142921439,75,55,2015LASaints,16,8,8,0
25,Carolina,8,592454,74056,100.4,8,70654,94.3,16,72355,97.3,2015,nfl,NC,Panthers,55,26.55,123069149,15374865,0,0,4141190,145230447,63,7,2015NCPanthers,16,15,1,0
26,Kansas City,7,518604,74086,96.5,8,66072,97.7,15,69812,97.1,2015,nfl,MO,Chiefs,56,25.75,114623601,21535333,0,0,4699919,141444281,97,11,2015MOChiefs,16,11,5,0
27,Washington,8,609672,76209,89.7,8,73301,96.2,16,74755,92.8,2015,nfl,DC,Redskins,60,26.22,112017096,13087081,0,0,6635213,139956532,44,19,2015DCRedskins,16,12,4,0
28,Denver,8,615381,76922,101,8,65876,97.9,16,71399,99.6,2015,nfl,CO,Broncos,54,26.24,135142144,6148288,0,0,4967125,145098899,62,77,2015COBroncos,16,12,4,0
29,NY Jets,8,625280,78160,94.7,8,72795,99.2,16,75477,96.9,2015,nfl,NY,Jets,55,26.27,137997365,8255570,0,0,3139062,153010332,25,66,2015NYJets,16,10,6,0
30,Green Bay,8,627308,78413,107.2,8,65059,99,16,71736,103.3,2015,nfl,WI,Packers,55,25.56,130544119,5436397,0,0,9615069,141856037,80,49,2015WIPackers,16,10,6,0
31,NY Giants,8,632011,79001,95.8,8,70769,95.4,16,74885,95.6,2015,nfl,NY,Giants,36,0,133109385,38423837,12322089,3732500,0,186413630,75,26,2015NYGiants,16,8,8,0
32,Dallas,8,731672,91459,91.5,8,72607,98.3,16,82033,94.4,2015,nfl,TX,Cowboys,56,25.88,89789032,19218914,0,0,10761815,137816498,33,95,2015TXCowboys,16,4,12,0
1,Oakland,7,382088,54584,86.6,8,68826,96.6,15,62179,92.2,2016,nfl,CA,Raiders,53,25.91,142746501,9198592,0,0,3997657,164335096,18,7,2016CARaiders,16,12,4,0
2,Los Angeles,8,456197,57024,80,8,67734,95.4,16,62379,87.7,2016,nfl,CA,Chargers,53,25.66,101639984,13365371,0,0,1304400,155470367,31,21,2016CAChargers,16,2,14,0
3,Chicago,8,482951,60368,98.2,8,72207,100.9,16,66287,99.6,2016,nfl,IL,Bears,53,25.42,73471561,12797351,0,0,8265326,148323553,72,62,2016ILBears,16,9,7,0
4,Cincinnati,7,423583,60511,92.4,8,72587,97.8,15,66952,95.4,2016,nfl,OH,Bengals,53,26.08,121320842,3968637,0,0,6281306,156396246,63,47,2016OHBengals,16,6,9,1
5,Tampa Bay,8,484998,60624,92.3,8,71200,98.6,16,65912,95.6,2016,nfl,FL,Buccaneers,54,25.5,120636046,6310844,0,0,5413268,155725098,26,63,2016FLBuccaneers,16,9,7,0
6,Detroit,8,486342,60792,94.3,8,73620,102.1,16,67206,98.4,2016,nfl,MI,Lions,53,26.32,116112911,24654669,0,0,7592547,149718669,91,29,2016MILions,16,9,7,0
7,Jacksonville,7,433408,61915,92.2,8,64303,93.5,15,63189,92.9,2016,nfl,FL,Jaguars,52,25.23,109679864,5108643,0,0,39842493,150459217,72,83,2016FLJaguars,16,9,7,0
8,Cleveland,8,514489,64311,87.9,8,66292,93.3,16,65301,90.5,2016,nfl,OH,Browns,55,24.69,81775809,35204018,0,0,46464153,130222141,38,56,2016OHBrowns,16,6,9,1
9,Pittsburgh,8,514503,64312,98.9,8,68890,96.6,16,66601,97.7,2016,nfl,PA,Steelers,53,25.96,120047251,11726970,0,0,5766005,151862973,82,50,2016PASteelers,16,11,5,0
10,Tennessee,8,517273,64659,93.5,8,62404,92.3,16,63531,92.9,2016,nfl,TN,Titans,53,26.09,116118046,18508957,0,0,25895103,150462723,47,53,2016TNTitans,16,11,5,0
11,Arizona,8,518652,64831,102.3,7,69107,98.3,15,66827,100.3,2016,nfl,AZ,Cardinals,36,0,132790389,13596500,2968981,0,0,149355870,58,67,2016AZCardinals,16,10,6,0
12,Miami,8,524101,65512,100.3,7,66506,93.3,15,65976,96.9,2016,nfl,FL,Dolphins,50,25.96,98532410,17521239,0,0,15379972,151387347,22,65,2016FLDolphins,16,9,7,0
13,Indianapolis,8,524393,65549,104,7,70293,96.9,15,67763,100.5,2016,nfl,IN,Colts,53,26.15,114015686,17189353,0,0,8126686,152482343,34,8,2016INColts,16,9,7,0
14,Minnesota,8,534289,66786,91.5,8,68776,96.8,16,67781,94.1,2016,nfl,MN,Vikings,53,26.28,119127210,7538635,0,0,-287169,157201886,44,9,2016MNVikings,16,8,8,0
15,New England,8,534632,66829,97.2,8,70017,98.8,16,68423,98,2016,nfl,NE,Patriots,53,25.89,117616342,17529572,0,0,11967563,147674888,75,81,2016NEPatriots,16,12,4,0
16,Buffalo,8,548073,68509,93.7,7,66707,96.7,15,67668,95,2016,nfl,NY,Bills,53,26.06,112497692,18773045,0,0,5035157,152340574,43,46,2016NYBills,16,12,4,0
17,Seattle,8,552588,69073,103.1,7,70739,100.1,15,69850,101.7,2016,nfl,WA,Seahawks,51,25.84,120240932,14163211,0,0,4221582,150301345,12,38,2016WASeahawks,16,10,5,1
18,Philadelphia,8,556768,69596,103,8,71066,97.4,16,70331,100.1,2016,nfl,PA,Eagles,52,26.08,119020957,24179418,0,0,9612468,151957894,84,69,2016PAEagles,16,7,9,0
19,Atlanta,8,559998,69999,98.2,7,67699,97.5,15,68926,97.9,2016,nfl,GA,Falcons,52,26.67,112615074,26026281,0,0,4980768,153820903,95,6,2016GAFalcons,16,9,7,0
20,San Francisco,8,561424,70178,102.4,7,67726,99.7,15,69033,101.2,2016,nfl,CA,49ers,53,25.83,84921427,12127985,0,0,42579751,134002183,20,56,2016CA49ers,16,2,14,0
21,Baltimore,8,568823,71102,100.1,8,70663,96.7,16,70883,98.4,2016,nfl,MD,Ravens,53,26.3,115846569,15341537,0,0,4219312,150959443,32,99,2016MDRavens,16,8,8,0
22,Houston,8,574947,71868,101.1,7,68684,98.1,15,70382,99.7,2016,nfl,TX,Texans,53,26.26,115226229,8653110,0,0,5125112,152060968,8,94,2016TXTexans,16,9,7,0
23,New Orleans,8,584876,73109,100.2,8,69520,97,16,71314,98.6,2016,nfl,LA,Saints,53,26.77,86319212,42124429,0,0,9273108,146288954,80,55,2016LASaints,16,9,7,0
24,Kansas City,8,586624,73328,95.5,8,66073,95.3,16,69700,95.4,2016,nfl,MO,Chiefs,53,25.28,116014324,14174760,0,0,5459650,152496280,92,31,2016MOChiefs,16,12,4,0
25,Carolina,8,590343,73792,100,7,69032,95.2,15,71571,97.8,2016,nfl,NC,Panthers,53,26.53,98999535,13186584,0,0,18761241,139231900,63,60,2016NCPanthers,16,12,4,0
26,Los Angeles,1,74121,74121,89.8,8,66618,96.3,9,67452,95.5,2016,nfl,CA,Rams,53,24.89,109645297,21365306,0,0,6007539,149657650,79,12,2016CARams,16,12,4,0
27,Denver,8,614193,76774,100.9,8,64968,94.2,16,70871,97.7,2016,nfl,CO,Broncos,53,25.28,112742090,15138349,0,0,6881913,147213128,27,33,2016COBroncos,16,9,7,0
28,NY Jets,8,625280,78160,94.7,8,67887,98,16,73023,96.2,2016,nfl,NY,Jets,54,25.19,97375558,16874389,0,0,-554565,158083299,60,16,2016NYJets,16,11,5,0
29,Green Bay,8,625727,78215,107.3,8,67936,96,16,73075,101.7,2016,nfl,WI,Packers,51,25.37,134428984,4663529,0,0,9232264,154207025,49,6,2016WIPackers,16,10,6,0
30,Washington,8,626432,78304,85.4,7,70819,101.1,15,74811,91.7,2016,nfl,DC,Redskins,53,26.25,117003811,16723788,0,0,15847898,146116126,18,88,2016DCRedskins,16,9,7,0
31,NY Giants,8,630315,78789,95.5,8,73375,96.9,16,76082,96.2,2016,nfl,NY,Giants,36,0,176177032,487120,1082965,4352500,0,178326844,27,49,2016NYGiants,16,11,5,0
32,Dallas,8,740318,92539,115.7,8,72721,97.9,16,82630,107.1,2016,nfl,TX,Cowboys,51,26.47,139363235,3235487,0,0,6524260,152736923,17,83,2016TXCowboys,16,11,5,0
1,Los Angeles,8,202687,25335,-,8,72585,94.6,16,48960,127.6,2017,nfl,CA,Chargers,53,25.87,127034223,18816665,0,0,11949256,157638663,25,20,2017CAChargers,16,10,6,0
2,Cincinnati,8,426207,53275,81.3,8,69039,96.7,16,61157,89.3,2017,nfl,OH,Bengals,52,25.31,128092498,4148865,0,0,11191675,161692991,79,12,2017OHBengals,16,9,7,0
3,Oakland,8,462201,57775,91.5,8,65918,102.5,16,61846,97,2017,nfl,CA,Raiders,53,25.85,144377592,4390741,0,0,9775008,164442467,25,88,2017CARaiders,16,6,10,0
4,Tampa Bay,8,479618,59952,91,8,69667,97,16,64810,94.1,2017,nfl,FL,Buccaneers,53,26.11,125106587,7223802,0,0,18797828,153756128,19,50,2017FLBuccaneers,16,5,11,0
5,Chicago,8,489137,61142,99.4,8,66635,95.3,16,63888,97.2,2017,nfl,IL,Bears,53,25.81,110629152,13239031,0,0,6689489,167722301,38,50,2017ILBears,16,10,6,0
6,Pittsburgh,8,499768,62471,91.3,8,67090,98.2,16,64780,94.8,2017,nfl,PA,Steelers,53,26.08,145814413,11859437,0,0,5498476,163380183,16,26,2017PASteelers,16,13,3,0
7,Los Angeles,8,507136,63392,67.7,8,69390,93.7,16,66391,79.2,2017,nfl,CA,Rams,54,25.13,141016255,10001580,0,0,5094547,156886564,69,91,2017CARams,16,11,5,0
8,Indianapolis,8,507525,63440,100.7,8,64314,89.1,16,63877,94.5,2017,nfl,IN,Colts,53,25.19,90264198,27574758,0,0,18303815,156274655,32,14,2017INColts,16,10,6,0
9,Cleveland,8,511060,63882,87.3,8,57118,98.2,16,60500,92.1,2017,nfl,OH,Browns,53,23.98,77946523,46236097,0,0,59915427,156664052,32,35,2017OHBrowns,16,9,7,0
10,Detroit,8,513100,64137,98.7,8,66708,93.8,16,65422,96.1,2017,nfl,MI,Lions,52,25.79,130190524,10914815,0,0,7312612,161081019,19,86,2017MILions,16,9,7,0
11,Arizona,8,513741,64217,98.8,8,68667,94.3,16,66442,96.4,2017,nfl,AZ,Cardinals,37,0,107961954,6935000,29772125,1747500,0,145256085,72,18,2017AZCardinals,16,10,6,0
12,Jacksonville,8,514427,64303,95.6,8,66892,95.4,16,65598,95.5,2017,nfl,FL,Jaguars,53,25.32,151852626,11295119,0,0,34574646,171292956,41,48,2017FLJaguars,16,10,6,0
13,Tennessee,8,525214,65651,95,8,64363,95,16,65007,95,2017,nfl,TN,Titans,53,26.81,149109415,8068695,0,0,29388759,161252092,85,26,2017TNTitans,16,13,3,0
14,New England,8,527024,65878,100,8,71500,100.2,16,68689,100.1,2017,nfl,NE,Patriots,52,26.87,129468455,7226565,0,0,3847061,163713427,40,58,2017NEPatriots,16,11,5,0
15,Minnesota,8,533769,66721,91.4,8,70767,98.5,16,68744,94.9,2017,nfl,MN,Vikings,54,26.06,135742794,11934841,0,0,16153930,153553781,56,36,2017MNVikings,16,13,3,0
16,Buffalo,8,534200,66775,91.4,8,63339,100.5,16,65057,95.6,2017,nfl,NY,Bills,52,26.48,104955026,28929576,0,0,12422000,154567897,77,20,2017NYBills,16,9,7,0
17,Miami,8,541022,67627,103.5,8,63767,98.5,16,65697,101,2017,nfl,FL,Dolphins,53,25.87,102474406,20045967,0,0,38597,171947683,66,82,2017FLDolphins,16,6,10,0
18,Seattle,8,551809,68976,102.9,8,72266,93.4,16,70621,97.8,2017,nfl,WA,Seahawks,53,25.68,126625244,7356310,0,0,1741563,167367602,42,46,2017WASeahawks,16,9,7,0
19,Philadelphia,8,556768,69596,100,8,70046,96.9,16,69821,98.4,2017,nfl,PA,Eagles,53,26.08,130626348,19582640,0,0,3776455,172566936,58,66,2017PAEagles,16,13,3,0
20,San Francisco,8,561155,70144,102.4,8,67856,94.3,16,69000,98.2,2017,nfl,CA,49ers,53,25.77,78589073,39433149,0,0,59518214,145364821,88,51,2017CA49ers,16,10,6,0
21,Baltimore,8,564709,70588,99.4,8,65452,94.7,16,68020,97.1,2017,nfl,MD,Ravens,53,26.28,112215774,21993528,0,0,4540933,158870983,14,73,2017MDRavens,16,9,7,0
22,Houston,8,574197,71774,101,8,63281,90,16,67527,95.5,2017,nfl,TX,Texans,53,25.81,99775402,13806954,0,0,12580320,159828404,91,1,2017TXTexans,16,9,7,0
23,Atlanta,8,575681,71960,95.9,8,68422,98.1,16,70191,97,2017,nfl,GA,Falcons,53,26.45,147393869,8459139,0,0,1594641,166313787,56,41,2017GAFalcons,16,10,6,0
24,New Orleans,8,585113,73139,95.6,8,70116,94.6,16,71627,95.1,2017,nfl,LA,Saints,51,25.86,97762121,25613267,0,0,1434963,161717460,95,95,2017LASaints,16,10,6,0
25,Carolina,8,588942,73617,99.8,8,68127,97.2,16,70872,98.5,2017,nfl,NC,Panthers,51,27.18,144363005,12130270,0,0,4483933,175448311,72,40,2017NCPanthers,16,11,5,0
26,Kansas City,8,592851,74106,97,8,67664,100,16,70885,98.4,2017,nfl,MO,Chiefs,52,26.02,135438141,16051403,0,0,577735,169575858,22,83,2017MOChiefs,16,10,6,0
27,Washington,8,601405,75175,88.4,8,67029,94.8,16,71102,91.3,2017,nfl,DC,Redskins,54,25.78,114359646,12634355,0,0,1758695,174807970,82,25,2017DCRedskins,16,5,11,0
28,Denver,8,610846,76355,100.3,8,62101,100.3,16,69228,100.3,2017,nfl,CO,Broncos,53,25.42,121736835,5457705,0,0,11413689,156404109,100,69,2017COBroncos,16,5,11,0
29,NY Giants,8,617434,77179,93.6,8,70700,95.3,16,73939,94.4,2017,nfl,NY,Giants,35,0,171792784,7219058,6354972,6605000,0,189806809,17,66,2017NYGiants,16,9,7,0
30,NY Jets,8,620496,77562,94,8,65357,93.5,16,71459,93.8,2017,nfl,NY,Jets,53,25.13,98416921,20767457,0,0,22199908,144902320,79,88,2017NYJets,16,9,7,0
31,Green Bay,8,624742,78092,106.8,8,69851,94.7,16,73972,100.7,2017,nfl,WI,Packers,53,25.23,115603840,12069022,0,0,6583373,168491403,53,32,2017WIPackers,16,7,9,0
32,Dallas,8,741775,92721,92.7,8,70929,97,16,81825,94.5,2017,nfl,TX,Cowboys,54,25.26,114468318,26658546,0,0,9111598,159808251,36,22,2017TXCowboys,16,9,7,0
1,Los Angeles,8,262145,32768,121.4,8,67676,93.6,16,50222,101.1,2018,nfl,CA,Chargers,53,26,144473149,15367556,0,0,2535340,177286710,75,27,2018CAChargers,16,7,9,0
2,Cincinnati,8,406028,50753,77.5,8,63157,96.8,16,56955,87.1,2018,nfl,OH,Bengals,53,25.26,112197398,9127166,0,0,8455266,180328193,13,89,2018OHBengals,16,6,10,0
3,Tampa Bay,8,434855,54356,82.8,8,70623,93.8,16,62490,88.7,2018,nfl,FL,Buccaneers,53,25.85,157768609,11163023,0,0,2494782,189900886,14,76,2018FLBuccaneers,16,5,11,0
4,Oakland,8,463353,57919,103.4,8,61488,95.6,16,59703,99.3,2018,nfl,CA,Raiders,53,25.74,115252545,28994233,0,0,5956643,178870237,50,44,2018CARaiders,16,7,9,0
5,Indianapolis,8,473598,59199,94,8,66595,94.3,16,62897,94.1,2018,nfl,IN,Colts,52,25.21,116290378,12803242,0,0,49789659,144247844,43,61,2018INColts,16,5,11,0
6,Washington,8,488227,61028,74.4,8,69367,93.6,16,65197,83.5,2018,nfl,DC,Redskins,53,25.92,102905158,14621935,0,0,5889026,172795336,22,69,2018DCRedskins,16,6,10,0
7,Chicago,8,494525,61815,100.5,8,69389,98.2,16,65602,99.3,2018,nfl,IL,Bears,53,25.58,151948529,15441260,0,0,5309070,179499788,57,47,2018ILBears,16,5,11,0
8,Arizona,8,496111,62013,95.4,8,65252,93.6,16,63632,94.5,2018,nfl,AZ,Cardinals,36,0,113991329,27345600,20907798,2310900,0,163784311,27,61,2018AZCardinals,16,7,9,0
9,Detroit,8,502361,62795,97.4,8,69033,95.2,16,65914,96.2,2018,nfl,MI,Lions,53,26.4,109575685,24645116,0,0,5854745,175496566,66,46,2018MILions,16,10,6,0
10,Pittsburgh,8,507651,63456,92.8,8,66607,98.2,16,65031,95.5,2018,nfl,PA,Steelers,53,25.72,130326198,8162296,0,0,19555944,161685116,32,22,2018PASteelers,16,9,7,0
11,Tennessee,8,516161,64520,93.3,7,70233,94.2,15,67186,93.7,2018,nfl,TN,Titans,53,25.98,117854426,13200252,0,0,25140608,182398711,65,83,2018TNTitans,16,9,7,0
12,Buffalo,8,519695,64961,90.4,8,69150,97.5,16,67056,93.9,2018,nfl,NY,Bills,53,26.15,104008378,70343254,0,0,9186883,179596576,35,99,2018NYBills,16,7,9,0
13,Miami,8,524480,65560,101.2,8,67212,94.5,16,66386,97.7,2018,nfl,FL,Dolphins,53,26,123506032,20095019,0,0,6918411,170350750,68,6,2018FLDolphins,16,7,9,0
14,Cleveland,8,526122,65765,97.5,8,64914,94.8,16,65340,96.2,2018,nfl,OH,Browns,53,25.11,142452164,25921273,0,0,54065996,182046964,84,92,2018OHBrowns,16,6,10,0
15,New England,8,527024,65878,100,8,67688,98.4,16,66783,99.2,2018,nfl,NE,Patriots,52,27.25,155807993,10991148,0,0,4258337,175954265,11,43,2018NEPatriots,16,7,9,0
16,Jacksonville,7,466719,66674,98.3,8,69663,92.9,15,68268,95.3,2018,nfl,FL,Jaguars,53,25.3,140722671,20812620,0,0,6443654,198525085,67,55,2018FLJaguars,16,5,11,0
17,Minnesota,8,534491,66811,99.9,8,69542,94.7,16,68177,97.2,2018,nfl,MN,Vikings,53,25.75,172763838,7110150,0,0,597781,190331422,76,29,2018MNVikings,16,8,7,1
18,Seattle,8,552009,69001,100.4,8,70761,101.3,16,69881,100.8,2018,nfl,WA,Seahawks,53,25.47,124852499,22740742,0,0,2635991,175111279,43,69,2018WASeahawks,16,7,9,0
19,San Francisco,8,553190,69148,100.9,8,62408,91.7,16,65778,96.3,2018,nfl,CA,49ers,53,25.11,98557855,27399690,0,0,33935479,199312951,48,2,2018CA49ers,16,7,9,0
20,Philadelphia,8,557568,69696,100.1,8,74021,93.4,16,71858,96.6,2018,nfl,PA,Eagles,53,26.43,136119127,14907511,0,0,6157735,171556674,68,46,2018PAEagles,16,9,7,0
21,Baltimore,8,563451,70431,99.2,8,61241,93.7,16,65836,96.6,2018,nfl,MD,Ravens,53,25.92,150160923,14609080,0,0,9943487,170531630,73,10,2018MDRavens,16,10,6,0
22,Houston,8,574439,71804,99.7,8,67255,93.4,16,69530,96.6,2018,nfl,TX,Texans,53,25.43,140536221,15491141,0,0,14931284,172217925,59,98,2018TXTexans,16,9,7,0
23,Los Angeles,8,579439,72429,77.4,8,65371,98.1,16,68900,86,2018,nfl,CA,Rams,53,25.55,158602121,16825476,0,0,1642164,179872330,31,87,2018CARams,16,13,3,0
24,Atlanta,8,583184,72898,97.2,8,66994,92.2,16,69946,94.7,2018,nfl,GA,Falcons,53,27.11,141338061,9172909,0,0,4666533,173654866,20,42,2018GAFalcons,16,5,11,0
25,New Orleans,8,584411,73051,100.1,8,70411,93.8,16,71731,96.9,2018,nfl,LA,Saints,51,26.35,138920060,22778103,0,0,1467541,176019524,78,42,2018LASaints,16,5,11,0
26,Carolina,8,590182,73772,100,8,64071,90.6,16,68922,95.4,2018,nfl,NC,Panthers,53,26.7,138090418,12588681,0,0,-2821461,184421777,4,37,2018NCPanthers,16,7,9,0
27,Kansas City,8,607780,75972,99.4,8,62449,95.5,16,69211,97.6,2018,nfl,MO,Chiefs,52,25.75,143955068,22862302,0,0,2908155,176891845,11,100,2018MOChiefs,16,12,4,0
28,Denver,8,611571,76446,100.4,8,60094,93.9,16,68270,97.4,2018,nfl,CO,Broncos,53,25.29,114730854,26980844,0,0,5788205,181619996,73,63,2018COBroncos,16,6,10,0
