k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
811,Carlos Carrasco\carraca01,0.2,2011,2019,24-32,21,21,16,1,2,0,0,0,1,1,0,8,0,4,0,0,0,0,.125,.176,.125,.301,*1,CLE
812,Taylor Clarke\clarkta01,0.2,2019,2019,26-26,5,8,8,1,3,0,0,1,1,0,0,3,0,0,0,0,0,0,.375,.375,.750,1.125,/*1,ARI
813,Marco Estrada\estrama01,0.2,2011,2019,27-35,135,157,134,3,19,4,0,0,7,6,0,64,0,17,0,1,0,0,.142,.179,.172,.350,*1,MIL-TOR-OAK
814,Marco Gonzales\gonzama02,0.2,2014,2019,22-27,29,18,14,1,4,2,0,0,0,0,0,5,0,4,0,0,0,0,.286,.286,.429,.714,/*1,STL-SEA
815,Robert Gsellman\gsellro01,0.2,2016,2019,22-25,129,66,52,3,6,0,0,0,4,7,0,25,1,5,1,0,0,0,.115,.230,.115,.345,*1/H,NYM
816,Kelvin Gutierrez\gutieke01,0.2,2019,2019,24-24,20,79,73,4,19,2,1,1,11,5,0,24,0,0,1,2,1,0,.260,.304,.356,.660,/*5D,KCR
817,Jeremy Hellickson\hellije01,0.2,2011,2019,24-32,108,209,175,10,25,3,1,0,14,11,0,67,2,20,1,1,0,0,.143,.201,.171,.372,*1/H,TBR-ARI-PHI-BAL-WSN
818,John Hicks\hicksjo02,0.2,2015,2019,25-29,195,667,617,72,151,36,1,18,64,42,0,189,3,2,3,17,4,3,.245,.295,.394,.689,/*32HD5,SEA-DET
819,Bryan Holaday\holadbr01,0.2,2012,2019,24-31,232,630,575,56,135,27,2,7,67,32,3,119,6,9,8,12,1,2,.235,.279,.325,.604,*2/HD14375,DET-TEX-BOS-MIA
820,Dan Jennings\jennida01,0.2,2012,2019,25-32,192,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,.500,.500,.750,1.250,*1,MIA-CHW-TBR-MIL-WSN
821,Nate Karns\karnsna01,0.2,2013,2019,25-31,11,11,8,1,1,0,0,1,1,0,0,4,0,3,0,1,0,0,.125,.125,.500,.625,/*1,WSN-TBR-SEA-KCR-BAL
822,Francisco Liriano\liriafr01,0.2,2011,2019,27-35,137,227,206,7,33,3,0,2,14,8,0,78,0,13,0,4,0,0,.160,.192,.204,.395,*1/H,MIN-CHW-PIT-TOR-HOU-DET
823,Pablo Lopez\lopezpa01,0.2,2018,2019,22-23,24,41,38,2,8,1,0,0,3,1,0,19,0,2,0,0,0,0,.211,.231,.237,.468,/*1H,MIA
824,Tommy Milone\milonto01,0.2,2011,2019,24-32,40,52,43,4,7,0,0,1,7,3,0,13,0,6,0,1,0,0,.163,.217,.233,.450,*1/H,WSN-OAK-MIN-NYM-MIL-SEA
825,Mike Minor\minormi01,0.2,2011,2019,23-31,100,217,193,13,25,6,0,2,10,8,0,85,0,16,0,1,0,0,.130,.164,.192,.356,*1,ATL-KCR-TEX
826,Daniel Norris\norrida01,0.2,2014,2019,21-26,7,12,10,2,2,0,0,1,2,2,0,3,0,0,0,0,0,0,.200,.333,.500,.833,/*1H,TOR-DET
827,Ryan O'Hearn\ohearry01,0.2,2018,2019,24-25,100,383,335,41,74,17,3,18,48,45,1,97,2,0,1,3,0,1,.221,.316,.451,.767,/*3DH7,KCR
828,Oliver Perez\perezol01,0.2,2012,2019,30-37,257,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,.667,.667,1.000,1.667,*1,SEA-ARI-HOU-WSN-CLE
829,Adrian Sanchez\sanchad01,0.2,2017,2019,26-28,76,150,145,15,39,9,1,0,14,2,0,38,1,2,0,2,0,2,.269,.284,.345,.629,/H45637,WSN
830,Dwight Smith Jr.\smithdw02,0.2,2017,2019,24-26,106,347,317,42,83,21,2,13,50,21,0,73,6,0,3,7,5,1,.262,.317,.464,.781,/*7H9D8,TOR-BAL
831,Josh Smith\smithjo07,0.2,2015,2019,27-31,49,21,20,1,4,1,1,0,0,0,0,8,0,1,0,0,0,0,.200,.200,.350,.550,/*1H,CIN-OAK-BOS
832,Matt Strahm\strahma01,0.2,2016,2019,24-27,53,27,25,1,5,2,0,0,0,0,0,14,0,2,0,0,0,0,.200,.200,.280,.480,/*1,KCR-SDP
833,Ranger Suarez\suarera01,0.2,2018,2019,22-23,5,8,7,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,.286,.286,.571,.857,/*1,PHI
834,Jesus Sucre\sucreje01,0.2,2013,2019,25-31,243,721,659,50,146,23,0,10,69,30,2,121,7,18,7,20,3,0,.222,.260,.302,.562,*2/1H3D,SEA-TBR-BAL
835,Chad Wallach\wallach01,0.2,2017,2019,25-27,40,117,104,8,21,4,0,2,8,10,0,40,2,1,0,0,0,0,.202,.284,.298,.583,/*2H3,CIN-MIA
836,Luke Weaver\weavelu01,0.2,2016,2019,22-25,69,103,89,9,16,0,0,1,7,2,0,38,0,11,1,1,0,0,.180,.196,.213,.409,/*1H,STL-ARI
837,Jett Bandy\bandyje01,0.2,2015,2018,25-28,156,492,444,43,97,17,0,16,45,29,0,112,12,3,4,10,2,0,.218,.282,.365,.647,*2/HD,LAA-MIL
838,Jaime Garcia\garcija02,0.2,2011,2018,24-31,139,287,254,18,35,2,1,3,21,8,0,89,1,23,1,3,0,0,.138,.167,.189,.356,*1/H,STL-ATL-NYY-MIN-CHC-TOR
839,Sean Gilmartin\gilmase01,0.2,2015,2018,25-28,76,7,7,2,3,1,0,0,1,0,0,3,0,0,0,0,0,0,.429,.429,.571,1.000,/*1,NYM-BAL
840,Patrick Kivlehan\kivlepa01,0.2,2016,2018,26-28,132,242,212,31,44,5,3,10,28,24,1,78,5,0,1,2,1,2,.208,.302,.401,.703,/*H97358,SDP-CIN-ARI
841,Jefry Marte\marteje01,0.2,2015,2018,24-27,256,728,659,85,146,30,1,30,91,52,0,156,11,2,4,18,4,3,.222,.288,.407,.695,*3/H57D,DET-LAA
842,Bud Norris\norribu01,0.2,2011,2018,26-33,189,179,144,7,22,3,1,0,10,5,0,49,1,27,2,1,0,0,.153,.184,.188,.372,*1/H,HOU-BAL-SDP-LAD-ATL-LAA-STL
843,Andrew Albers\alberan01,0.2,2013,2017,27-31,1,3,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,/*1,MIN-TOR-SEA
844,Ezequiel Carrera\carreez01,0.2,2011,2017,24-30,508,1305,1164,174,305,45,9,19,97,96,2,279,14,26,5,23,44,13,.262,.324,.365,.690,798H/D,CLE-PHI-DET-TOR
845,Tyler Smith\smithty01,0.2,2017,2017,25-25,10,19,16,2,3,1,0,0,1,1,0,8,1,0,1,0,0,0,.188,.263,.250,.513,/*6H4D,SEA
846,Sean Burnett\burnese01,0.2,2011,2016,28-33,144,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,*1,WSN-LAA
847,Jason Coats\coatsja01,0.2,2016,2016,26-26,28,58,50,8,10,4,0,1,4,5,0,12,2,1,0,1,1,0,.200,.298,.340,.638,/9H7D,CHW
848,Todd Cunningham\cunnito01,0.2,2013,2016,24-27,67,130,121,20,25,7,0,0,5,6,1,26,2,1,0,3,2,2,.207,.256,.264,.520,/*7H98D,ATL-LAA
849,Hernan Iribarren\iribahe01,0.2,2016,2016,32-32,24,45,45,6,14,0,3,0,2,0,0,11,0,0,0,2,1,0,.311,.311,.444,.756,/*H8439,CIN
850,Colby Lewis\lewisco01,0.2,2011,2016,31-36,7,19,19,0,5,1,0,0,3,0,0,8,0,0,0,0,0,0,.263,.263,.316,.579,*1,TEX
851,Cory Luebke\luebkco01,0.2,2011,2016,26-31,57,48,44,3,7,0,0,0,0,2,0,22,0,2,0,0,0,0,.159,.196,.159,.355,/*1H,SDP-PIT
852,Logan Schafer\schaflo01,0.2,2011,2016,24-29,318,720,625,71,134,34,8,5,53,62,4,136,8,22,3,8,10,3,.214,.292,.318,.611,H8/79D,MIL-MIN
853,Richie Shaffer\shaffri01,0.2,2015,2016,24-25,51,142,122,16,26,9,0,5,10,15,0,50,3,0,2,2,0,2,.213,.310,.410,.720,/3D5H97,TBR
854,Dean Anna\annade01,0.2,2014,2015,27-28,13,26,23,3,3,1,0,1,3,2,0,6,0,0,1,0,0,0,.130,.192,.304,.497,/*64H1,NYY-STL
855,Jason Bourgeois\bourgja01,0.2,2011,2015,29-33,218,582,545,75,144,15,6,5,38,31,0,71,1,5,0,9,39,11,.264,.305,.341,.646,/8H79D4,HOU-KCR-TBR-CIN
856,David Buchanan\buchada01,0.2,2014,2015,25-26,34,62,50,4,7,2,0,0,3,6,0,18,0,6,0,0,0,0,.140,.232,.180,.412,/*1,PHI
857,Tim Cooney\cooneti01,0.2,2015,2015,24-24,6,11,10,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,.300,.300,.400,.700,/*1,STL
858,Taylor Jordan\jordata01,0.2,2013,2015,24-26,18,32,28,1,5,0,0,0,0,0,0,9,0,4,0,0,0,0,.179,.179,.179,.357,/*1,WSN
859,Andy Parrino\parrian01,0.2,2011,2015,25-29,131,288,246,19,43,11,0,2,14,33,8,83,4,2,3,5,2,0,.175,.280,.244,.524,/6H4597,SDP-OAK
860,Eric Stults\stulter01,0.2,2011,2015,31-35,97,174,152,6,23,5,0,1,8,1,0,56,1,20,0,2,0,0,.151,.162,.204,.366,*1/H,COL-SDP-CHW-ATL
861,Caleb Gindl\gindlca01,0.2,2013,2014,24-25,65,178,151,17,35,7,2,5,14,24,1,30,0,2,1,0,2,1,.232,.335,.404,.739,/7H9,MIL
862,Jose Molina\molinjo01,0.2,2011,2014,36-39,336,1025,930,76,210,37,1,13,75,71,1,222,7,12,5,30,10,3,.226,.284,.310,.594,*2/HD,TOR-TBR
863,Jayson Nix\nixja01,0.2,2011,2014,28-31,248,747,663,73,139,27,2,12,62,53,2,203,11,14,5,12,24,7,.210,.277,.311,.588,*5/64H7D93,TOR-NYY-PIT-PHI-KCR
864,Jonathan Sanchez\sanchjo01,0.2,2011,2013,28-30,28,42,39,3,6,4,0,0,1,2,0,21,0,1,0,1,0,0,.154,.195,.256,.452,/*1H,SFG-COL-KCR-PIT
865,Dave Sappelt\sappeda01,0.2,2011,2013,24-26,95,274,251,28,63,17,0,2,17,17,1,40,1,5,0,3,4,2,.251,.301,.343,.644,/7H98,CIN-CHC
866,Chris Snyder\snydech02,0.2,2011,2013,30-32,119,401,337,36,67,11,0,10,42,54,4,100,5,2,3,7,0,1,.199,.316,.320,.636,*2/H3,PIT-HOU-BAL
867,Luke Carlin\carlilu01,0.2,2012,2012,31-31,4,14,14,2,3,1,0,0,1,0,0,3,0,0,0,1,1,0,.214,.214,.286,.500,/*2,CLE
868,Justin Christian\chrisju01,0.2,2011,2012,31-32,52,112,103,12,19,6,0,0,6,7,0,11,0,2,0,0,5,3,.184,.236,.243,.479,/H798D,SFG
869,Matt Downs\downsma01,0.2,2011,2012,27-28,197,413,377,44,91,22,1,18,57,25,1,85,9,1,1,8,2,4,.241,.303,.448,.752,/H354967,HOU
870,Livan Hernandez\hernali01,0.2,2011,2012,36-37,74,66,50,3,10,1,0,0,7,1,0,3,0,15,0,0,0,0,.200,.216,.220,.436,/*1H,WSN-MIL-ATL
871,Kevin Millwood\millwke01,0.2,2011,2012,36-37,11,28,24,3,3,0,0,2,3,1,0,12,0,3,0,0,0,0,.125,.160,.375,.535,/*1,COL-SEA
872,Eddy Rodriguez\rodried04,0.2,2012,2012,26-26,2,7,5,1,1,0,0,1,1,2,0,3,0,0,0,0,0,0,.200,.429,.800,1.229,/*2,SDP
873,Ramon Castro\castrra01,0.2,2011,2011,35-35,23,75,68,6,16,3,0,4,10,7,0,23,0,0,0,0,0,0,.235,.307,.456,.763,/*2HD,CHW
874,Craig Counsell\counscr01,0.2,2011,2011,40-40,107,187,157,19,28,2,1,1,9,20,2,21,3,5,2,1,2,1,.178,.280,.223,.503,/*H4657,MIL
875,Jack Cust\custja01,0.2,2011,2011,32-32,67,270,225,19,48,15,1,3,23,44,2,87,1,0,0,3,0,0,.213,.344,.329,.673,/*DH,SEA
876,Blake Davis\davisbl01,0.2,2011,2011,27-27,25,65,59,6,15,3,1,1,6,6,0,13,0,0,0,1,1,1,.254,.323,.390,.713,/*4H65,BAL
877,Darren Ford\fordda03,0.2,2011,2011,25-25,26,16,14,7,4,0,0,0,0,1,0,5,1,0,0,0,7,5,.286,.375,.286,.661,/*H*8,SFG
878,Vladimir Guerrero\guerrvl01,0.2,2011,2011,36-36,145,590,562,60,163,30,1,13,63,17,3,56,7,0,4,23,2,2,.290,.317,.416,.733,*D/H,BAL
879,Dane Sardinha\sardida01,0.2,2011,2011,32-32,15,43,32,8,7,1,0,0,1,10,1,13,1,0,0,0,0,0,.219,.419,.250,.669,/*2H,PHI
880,Matt Albers\alberma01,0.1,2011,2019,28-36,152,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,*1,BOS-ARI-CLE-HOU-CHW-WSN-MIL
881,Sandy Alcantara\alcansa01,0.1,2017,2019,21-23,26,36,32,1,4,1,0,0,3,2,0,22,0,2,0,0,0,0,.125,.176,.156,.333,/*1,STL-MIA
882,Jacob Barnes\barneja01,0.1,2016,2019,26-29,154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,*1,MIL
883,Tyler Beede\beedety01,0.1,2018,2019,25-26,8,11,8,1,1,0,0,0,0,1,0,5,0,2,0,0,0,0,.125,.222,.125,.347,/*1,SFG
884,Jose Berrios\berrijo01,0.1,2016,2019,22-25,7,12,12,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,.167,.167,.167,.333,/*1,MIN
885,Jesse Biddle\biddlje01,0.1,2018,2019,26-27,77,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,/*1,ATL-SEA
886,Shane Bieber\biebesh01,0.1,2018,2019,23-24,16,5,4,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,.250,.400,.500,.900,/*1,CLE
887,Skye Bolt\boltsk01,0.1,2019,2019,25-25,4,8,7,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,.143,.250,.286,.536,/*H*89,OAK
888,Matthew Boyd\boydma01,0.1,2015,2019,24-28,6,7,7,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,.286,.286,.286,.571,*1,TOR-DET
889,Steven Brault\braulst01,0.1,2016,2019,24-27,73,59,54,3,9,2,0,0,2,1,0,8,0,4,0,1,0,0,.167,.182,.204,.386,/*1H,PIT
890,John Brebbia\brebbjo01,0.1,2017,2019,27-29,118,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,.250,.250,.500,*1,STL
891,Jeff Brigham\brighje01,0.1,2018,2019,26-27,9,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,.333,.333,.333,.667,/*1,MIA
892,Walker Buehler\buehlwa01,0.1,2017,2019,22-24,43,76,69,2,8,0,0,1,2,4,0,34,0,3,0,0,0,0,.116,.164,.159,.324,/*1,LAD
893,Corbin Burnes\burneco01,0.1,2018,2019,23-24,47,9,7,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,.286,.286,.286,.571,/*1,MIL
894,A.J. Cole\coleaj01,0.1,2015,2019,23-27,39,30,26,1,3,0,0,1,1,2,0,10,0,2,0,2,0,0,.115,.179,.231,.409,/*1,WSN-NYY-CLE
895,Kevin Cron\cronke01,0.1,2019,2019,26-26,16,36,32,6,8,4,0,2,8,3,0,12,0,0,1,0,0,1,.250,.306,.563,.868,/*H3D,ARI
896,Rookie Davis\davisro03,0.1,2017,2019,24-26,12,9,7,0,1,1,0,0,0,0,0,5,1,1,0,0,0,0,.143,.250,.286,.536,/*1,CIN-PIT
897,Wade Davis\daviswa01,0.1,2011,2019,25-33,162,10,7,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,.286,.286,.286,.571,*1/H,TBR-KCR-CHC-COL
898,Nicky Delmonico\delmoni01,0.1,2017,2019,24-26,152,552,488,62,111,17,5,18,54,54,1,136,9,0,1,13,3,3,.227,.315,.393,.709,*7/HD3,CHW
899,Anthony DeSclafani\desclan01,0.1,2014,2019,24-29,94,185,170,5,24,2,0,1,10,5,0,90,0,9,1,2,0,0,.141,.165,.171,.335,/*1,MIA-CIN
900,Mike Dunn\dunnmi01,0.1,2011,2019,26-34,496,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,*1,FLA-MIA-COL
901,Jeurys Familia\familje01,0.1,2012,2019,22-29,356,5,5,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,.400,.400,.400,.800,*1,NYM-OAK
902,Heath Fillmyer\fillmhe01,0.1,2018,2019,24-25,6,5,4,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,.250,.250,.500,.750,/*1,KCR
903,Chris Flexen\flexech01,0.1,2017,2019,22-24,19,16,15,0,3,1,0,0,0,0,0,7,0,1,0,0,0,0,.200,.200,.267,.467,/*1,NYM
904,Brian Flynn\flynnbr01,0.1,2013,2019,23-29,15,9,8,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,.250,.250,.250,.500,/*1,MIA-KCR
905,Wilmer Font\fontwi01,0.1,2012,2019,22-29,22,6,3,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,.333,.333,.333,.667,/*1,TEX-LAD-TBR-OAK-NYM
906,Clint Frazier\frazicl01,0.1,2017,2019,22-24,104,379,346,50,91,23,4,15,52,25,1,111,4,0,4,5,2,2,.263,.317,.483,.799,/79DH8,NYY
907,Max Fried\friedma01,0.1,2017,2019,23-25,42,45,39,8,6,2,0,0,2,2,0,14,0,4,0,0,0,0,.154,.195,.205,.400,/*1H,ATL
908,Sam Gaviglio\gavigsa01,0.1,2017,2019,27-29,5,8,8,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,.250,.250,.375,.625,/*1,SEA-KCR-TOR
909,Kyle Gibson\gibsoky01,0.1,2013,2019,25-31,9,21,19,3,4,0,0,0,0,1,0,10,0,1,0,0,0,0,.211,.250,.211,.461,*1,MIN
910,Ryan Helsley\helslry01,0.1,2019,2019,24-24,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,STL
911,Liam Hendriks\hendrli01,0.1,2011,2019,22-30,19,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.333,.000,.333,*1/H,MIN-TOR-KCR-OAK
912,David Hernandez\hernada01,0.1,2011,2019,26-34,403,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,*1,ARI-PHI-LAA-CIN
913,Rosell Herrera\herrero02,0.1,2018,2019,25-26,145,414,380,35,86,20,3,3,31,27,1,82,4,1,2,8,7,6,.226,.283,.318,.602,/H9847D56,CIN-KCR-MIA
914,Cole Irvin\irvinco01,0.1,2019,2019,25-25,3,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,.250,.400,.250,.650,/*1,PHI
915,Kenley Jansen\janseke01,0.1,2011,2019,23-31,514,7,7,0,2,1,0,0,1,0,0,2,0,0,0,1,0,0,.286,.286,.429,.714,*1,LAD
916,Carson Kelly\kellyca02,0.1,2016,2019,21-24,109,271,242,21,50,13,0,7,30,22,2,46,4,3,0,10,0,0,.207,.284,.347,.631,/*2H5,STL-ARI
917,Joe Kelly\kellyjo05,0.1,2012,2019,24-31,112,100,88,7,15,4,0,0,5,0,0,26,2,9,1,0,1,0,.170,.187,.216,.403,*1/H,STL-BOS-LAD
918,Nick Kingham\kinghni01,0.1,2018,2019,26-27,31,33,29,1,2,1,0,0,4,3,0,14,1,0,0,0,0,0,.069,.182,.103,.285,/*1,PIT
919,Erik Kratz\kratzer01,0.1,2011,2019,31-39,307,885,819,72,171,34,0,31,100,43,7,193,12,2,9,28,1,0,.209,.256,.364,.620,*2/HD13,PHI-TOR-KCR-PIT-HOU-NYY-MIL-SFG-TBR
920,Derek Law\lawde01,0.1,2016,2019,25-28,104,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,*1,SFG-TOR
921,Jorge Lopez\lopezjo02,0.1,2015,2019,22-26,21,5,4,1,1,1,0,0,2,0,0,3,0,1,0,0,0,0,.250,.250,.500,.750,/*1,MIL-KCR
922,Seth Lugo\lugose01,0.1,2016,2019,26-29,109,65,56,7,8,3,0,1,3,2,0,20,0,6,1,1,0,0,.143,.169,.250,.419,*1/H,NYM
923,Jordan Luplow\luplojo01,0.1,2017,2019,23-25,102,312,281,42,60,10,4,14,35,26,0,74,3,0,2,15,4,4,.214,.285,.427,.712,/*97H8D,PIT-CLE
924,Nick Margevicius\margeni01,0.1,2019,2019,23-23,11,16,14,1,3,0,0,0,0,0,0,6,0,2,0,0,0,0,.214,.214,.214,.429,/*1,SDP
925,Phil Maton\matonph01,0.1,2017,2019,24-26,102,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,*1,SDP
926,Ryan McMahon\mcmahry01,0.1,2017,2019,22-24,158,407,360,45,83,17,1,11,43,44,2,116,2,0,1,4,2,0,.231,.317,.375,.692,/H435,COL
927,John Means\meansjo01,0.1,2018,2019,25-26,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1.000,,,/*1,BAL
928,Mark Melancon\melanma01,0.1,2011,2019,26-34,444,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,*1,HOU-BOS-PIT-WSN-SFG
929,Daniel Mengden\mengdda01,0.1,2016,2019,23-26,9,13,11,2,2,0,0,0,1,1,0,4,0,1,0,0,0,0,.182,.250,.182,.432,/*1,OAK
930,Shelby Miller\millesh01,0.1,2012,2019,21-28,128,250,202,16,22,10,1,1,7,11,0,109,2,34,1,3,0,0,.109,.162,.183,.345,*1/7H,STL-ATL-ARI-TEX
931,Mike Montgomery\montgmi01,0.1,2015,2019,25-29,110,82,77,8,10,1,0,1,5,1,0,38,0,4,0,0,0,0,.130,.141,.182,.323,*1/H,SEA-CHC
932,Yairo Munoz\munozya01,0.1,2018,2019,23-24,141,388,351,46,97,19,0,8,44,31,7,85,4,0,2,5,5,7,.276,.340,.399,.739,/6H45978,STL
933,Michael Pineda\pinedmi01,0.1,2011,2019,22-30,7,14,13,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,.154,.154,.154,.308,*1,SEA-NYY-MIN
934,Drew Pomeranz\pomerdr01,0.1,2011,2019,22-30,71,90,80,4,12,2,0,2,5,1,0,49,0,9,0,2,0,0,.150,.160,.250,.410,*1,COL-OAK-SDP-BOS-SFG
935,Rick Porcello\porceri01,0.1,2011,2019,22-30,19,37,35,1,6,2,0,0,3,0,0,15,0,2,0,0,0,0,.171,.171,.229,.400,*1,DET-BOS
936,Roman Quinn\quinnro01,0.1,2016,2019,23-26,72,239,213,24,53,10,4,2,19,20,0,68,3,3,0,1,15,5,.249,.322,.362,.684,/*87H961,PHI
937,Carlos Rodon\rodonca01,0.1,2015,2019,22-26,33,13,10,0,2,1,0,0,2,0,0,5,0,3,0,0,0,0,.200,.200,.300,.500,/*1,CHW
938,Randy Rosario\rosarra01,0.1,2017,2019,23-25,50,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,.500,.667,.500,1.167,/*1,MIN-CHC
939,Joe Ross\rossjo01,0.1,2015,2019,22-26,77,116,106,5,19,4,0,0,2,4,0,45,1,5,0,4,0,0,.179,.216,.217,.433,/*1HD,WSN
940,Adrian Sampson\sampsad01,0.1,2016,2019,24-27,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,/*1,SEA-TEX
941,Dennis Santana\santade01,0.1,2018,2019,22-23,5,4,4,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,.500,.500,.750,1.250,/*1H,LAD
942,Blake Snell\snellbl01,0.1,2016,2019,23-26,18,13,8,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,.000,.333,.000,.333,/*1,TBR
943,Gregory Soto\sotogr01,0.1,2019,2019,24-24,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,DET
944,Beau Taylor\taylobe11,0.1,2018,2019,28-29,9,12,9,0,2,1,0,0,0,2,0,4,1,0,0,0,0,0,.222,.417,.333,.750,/*2HD,OAK
945,Trent Thornton\thorntr01,0.1,2019,2019,25-25,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,/*1,TOR
946,Julio Urias\uriasju01,0.1,2016,2019,19-22,40,44,34,0,6,0,0,0,3,1,0,15,0,9,0,1,0,0,.176,.200,.176,.376,/*1,LAD
947,Andrew Velazquez\velazan01,0.1,2018,2019,23-24,23,24,22,5,4,2,0,0,0,1,0,9,1,0,0,0,1,0,.182,.250,.273,.523,/H546789D,TBR
948,Aaron Wilkerson\wilkeaa01,0.1,2017,2019,28-30,9,7,7,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,.143,.143,.571,.714,/*1,MIL
949,Mac Williamson\willima11,0.1,2015,2019,24-28,142,421,379,44,77,10,1,15,44,37,1,120,4,0,1,10,4,3,.203,.280,.354,.634,/*79HD,SFG-SEA
950,Jesse Winker\winkeje01,0.1,2017,2019,23-25,196,692,600,89,166,32,0,24,76,83,6,107,6,2,1,16,1,2,.277,.370,.450,.820,/97H8D,CIN
951,Mike Wright\wrighmi01,0.1,2015,2019,25-29,25,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,.333,.333,.333,.667,*1,BAL-SEA
