k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
423,Pedro Florimon\floripe01,2.5,2011,2018,24-31,321,867,788,96,166,35,7,12,73,63,1,243,2,11,3,13,26,10,.211,.270,.319,.588,*6/H48951D7,BAL-MIN-PIT-PHI
424,Adam Rosales\rosalad01,2.5,2011,2018,28-35,466,1232,1107,132,243,50,3,37,127,89,5,336,14,9,12,29,13,8,.220,.283,.370,.654,64/H53D719,OAK-TEX-SDP-ARI-CLE
425,Michael McKenry\mckenmi01,2.5,2011,2016,26-31,305,944,831,94,200,48,3,29,103,92,4,230,8,7,6,20,2,6,.241,.320,.410,.731,*2/HD5,PIT-COL-STL
426,Travis Snider\snidetr01,2.5,2011,2015,23-27,447,1296,1171,135,279,60,6,29,138,112,8,312,6,2,5,21,15,7,.238,.307,.374,.681,9H7/D81,TOR-PIT-BAL
427,Pete Alonso\alonspe01,2.4,2019,2019,24-24,67,277,244,40,63,13,2,22,49,23,0,76,8,0,2,6,0,0,.258,.339,.598,.938,/*3HD,NYM
428,Leury Garcia\garcile02,2.4,2013,2019,22-28,382,1183,1100,137,274,37,8,19,100,45,1,298,16,15,7,14,48,13,.249,.287,.349,.636,8/7H4965D1,TEX-CHW
429,JaCoby Jones\jonesja07,2.4,2016,2019,24-27,252,842,769,91,163,37,8,22,70,48,2,275,20,2,3,19,25,7,.212,.275,.367,.642,*8/7HD59,DET
430,Brett Phillips\phillbr02,2.4,2017,2018,23-24,88,245,221,24,49,7,3,6,23,20,2,95,2,1,1,2,6,1,.222,.291,.362,.653,/*89H7D,MIL-KCR
431,Ryan Schimpf\schimry01,2.4,2016,2018,28-30,147,534,446,74,87,19,5,35,78,71,3,178,12,0,5,3,1,1,.195,.318,.496,.814,/45H79D,SDP-LAA
432,Christian Villanueva\villach01,2.4,2017,2018,26-27,122,416,383,47,94,16,0,24,53,23,0,114,9,0,1,12,3,0,.245,.303,.475,.778,*5/H634,SDP
433,Paul Konerko\konerpa01,2.4,2011,2014,35-38,500,1981,1751,191,479,71,0,74,256,188,23,297,23,0,19,49,1,1,.274,.348,.441,.789,*3D/H,CHW
434,Gaby Sanchez\sanchga01,2.4,2011,2014,27-30,523,1597,1397,162,344,87,1,40,177,166,7,262,13,2,18,40,7,1,.246,.328,.396,.724,*3H/D95,FLA-PIT-MIA
435,Placido Polanco\polanpl01,2.4,2011,2013,35-37,330,1267,1149,107,306,42,0,8,92,83,2,100,14,8,13,37,5,0,.266,.320,.324,.644,*5/H4D,PHI-MIA
436,Ian Happ\happia01,2.3,2017,2018,22-23,257,875,751,118,182,36,5,39,112,109,14,296,7,2,6,18,16,8,.242,.341,.459,.801,8/7H49531,CHC
437,Travis Jankowski\jankotr01,2.3,2015,2018,24-27,309,953,847,117,205,29,7,8,42,92,0,225,4,9,0,15,60,20,.242,.319,.321,.640,8/97H,SDP
438,Mike Morse\morsemi01,2.3,2011,2017,29-35,595,2128,1951,223,525,106,5,84,267,130,6,523,33,0,14,65,2,4,.269,.323,.458,.781,73/9HD,WSN-SEA-BAL-SFG-PIT-MIA
439,Jack Hannahan\hannaja01,2.3,2011,2014,31-34,324,896,794,76,189,40,3,13,85,86,1,198,6,5,4,24,2,3,.238,.316,.345,.661,*5/H36D4,CLE-CIN
440,Ramon Santiago\santira01,2.3,2011,2014,31-34,349,1001,870,95,204,34,5,10,78,82,1,147,13,29,7,15,3,2,.234,.308,.320,.627,*4/65H7D,DET-CIN
441,Travis Hafner\hafnetr01,2.3,2011,2013,34-36,242,930,806,95,194,30,3,37,128,100,9,204,20,0,4,21,2,0,.241,.338,.423,.761,*D/H,CLE-NYY
442,Ehire Adrianza\adriaeh01,2.2,2013,2019,23-29,378,1000,886,117,218,50,4,15,102,74,4,185,14,14,11,11,17,6,.246,.311,.362,.673,6H/4573D9,SFG-MIN
443,Justin Ruggiano\ruggiju01,2.2,2011,2017,29-35,431,1383,1250,153,325,68,4,51,153,109,1,362,11,4,7,21,38,25,.260,.323,.443,.766,87H/9D,TBR-MIA-CHC-LAD-SEA-NYM-TEX-SFG
444,Hank Conger\congeha01,2.2,2011,2016,23-28,360,1100,984,92,219,49,1,31,109,92,4,258,10,9,5,25,0,4,.223,.294,.369,.663,*2/HD7,LAA-HOU-TBR
445,George Kottaras\kottage01,2.2,2011,2014,28-31,198,496,412,52,89,16,2,22,65,77,3,132,2,3,2,8,1,1,.216,.341,.425,.766,*2/H3D,MIL-OAK-KCR-STL-TOR-CLE
446,Carlos Pena\penaca01,2.2,2011,2014,33-36,420,1597,1329,186,275,60,6,56,168,235,14,446,21,2,10,22,6,8,.207,.333,.388,.720,*3/DH,CHC-TBR-KCR-HOU-TEX
447,Kelly Shoppach\shoppke01,2.2,2011,2013,31-33,199,625,549,57,111,24,2,22,58,47,4,214,20,7,2,7,1,0,.202,.288,.373,.661,*2/HD,TBR-NYM-BOS-SEA-CLE
448,Andres Torres\torrean02,2.2,2011,2013,33-35,347,1132,994,130,231,58,9,9,75,116,3,246,7,7,6,19,36,14,.232,.315,.336,.651,*8/7H9D,SFG-NYM
449,Scott Rolen\rolensc01,2.2,2011,2012,36-37,157,599,546,57,133,37,4,13,75,40,0,98,7,0,6,9,3,1,.244,.301,.397,.698,*5/H,CIN
450,Jeimer Candelario\candeje01,2.1,2016,2019,22-25,229,952,833,114,186,43,4,24,79,101,3,245,13,0,5,7,5,3,.223,.315,.371,.686,*5/H3D,CHC-DET
451,Guillermo Heredia\heredgu01,2.1,2016,2019,25-28,335,966,852,95,209,38,1,14,63,79,2,155,21,11,3,15,4,10,.245,.324,.342,.665,87/H9D,SEA-TBR
452,Austin Meadows\meadoau01,2.1,2018,2019,23-24,110,410,372,51,114,20,4,18,55,32,6,89,4,0,2,2,13,4,.306,.366,.527,.893,/97DH8,PIT-TBR
453,JT Riddle\riddljt01,2.1,2017,2019,25-27,197,638,591,55,138,26,5,14,71,34,4,136,2,5,6,12,0,5,.234,.275,.365,.640,*6/H8,MIA
454,Rene Rivera\riverre01,2.1,2011,2018,27-34,453,1368,1252,99,275,55,2,37,154,82,10,369,14,10,10,24,0,1,.220,.273,.355,.629,*2/H3D,MIN-SDP-TBR-NYM-CHC-ATL-LAA
455,Munenori Kawasaki\kawasmu01,2.1,2012,2016,31-35,276,738,633,80,150,18,6,1,51,70,0,119,9,22,4,12,12,4,.237,.320,.289,.609,46/H5D,SEA-TOR-CHC
456,J.P. Arencibia\arencjp01,2.1,2011,2015,25-29,455,1650,1538,166,328,66,4,78,241,83,4,473,17,1,11,25,2,3,.213,.260,.414,.673,*2/HD31,TOR-TEX-TBR
457,Brian Bogusevic\bogusbr01,2.1,2011,2015,27-31,302,802,720,88,173,33,4,19,64,69,3,192,9,1,3,19,23,6,.240,.313,.376,.690,*9/H781,HOU-CHC-PHI
458,Travis d'Arnaud\darnatr01,2.0,2013,2019,24-30,428,1565,1423,161,343,68,5,50,175,118,9,272,11,3,10,45,1,0,.241,.302,.401,.703,*2/HD345,NYM-LAD-TBR
459,Yandy Diaz\diazya01,2.0,2017,2019,25-27,141,534,470,72,131,24,4,11,54,58,2,94,2,0,4,19,3,1,.279,.358,.417,.775,/*5D3H7,CLE-TBR
460,Franmil Reyes\reyesfr01,2.0,2018,2019,22-23,152,520,475,66,125,16,0,35,64,41,0,146,0,0,4,10,0,0,.263,.319,.518,.837,*9/HD,SDP
461,Bryan Reynolds\reynobr01,2.0,2019,2019,24-24,48,171,157,24,55,14,2,5,23,13,0,38,1,0,0,1,0,0,.350,.404,.561,.964,/*7H89,PIT
462,Alex Verdugo\verdual01,2.0,2017,2019,21-23,116,319,285,31,80,20,2,6,33,27,0,42,2,1,4,9,3,1,.281,.343,.428,.771,/89H7,LAD
463,Tony Wolters\wolteto01,2.0,2016,2019,24-27,275,879,760,99,183,37,8,7,92,95,17,166,11,7,6,20,6,2,.241,.331,.338,.670,*2/H4675,COL
464,Chris Stewart\stewach01,2.0,2011,2018,29-36,431,1280,1136,102,263,40,2,9,87,96,9,182,18,20,10,23,6,1,.232,.299,.294,.593,*2/H3,SFG-NYY-PIT-ATL-ARI
465,Andrew Toles\tolesan01,2.0,2016,2018,24-26,96,249,231,41,66,14,1,8,35,15,3,49,2,0,1,5,2,2,.286,.333,.459,.792,/H789,LAD
466,Ryan Doumit\doumiry01,2.0,2011,2014,30-33,446,1468,1344,133,350,78,3,45,177,100,10,281,10,1,13,36,2,1,.260,.314,.423,.737,2HD/973,PIT-MIN-ATL
467,Elliot Johnson\johnsel02,2.0,2011,2014,27-30,311,807,730,80,158,26,7,12,69,54,1,211,3,16,4,10,46,15,.216,.272,.321,.592,*6/4H57D938,TBR-ATL-KCR-CLE
468,Todd Helton\heltoto01,2.0,2011,2013,37-39,317,1216,1058,131,283,65,2,36,167,138,7,202,4,0,16,16,1,2,.267,.350,.435,.784,*3/HD,COL
469,Casey Kotchman\kotchca01,2.0,2011,2013,28-30,294,1084,983,90,259,36,2,22,104,75,6,116,19,3,4,29,5,2,.263,.327,.371,.698,*3/HD,TBR-CLE-MIA
470,Jim Thome\thomeji01,2.0,2011,2012,40-41,151,510,440,49,112,23,0,23,75,68,7,153,1,0,1,12,0,0,.255,.355,.464,.819,*D/H3,MIN-CLE-PHI-BAL
471,Jacob deGrom\degroja01,1.9,2014,2019,26-31,154,349,313,20,59,7,0,2,19,14,0,96,0,22,0,8,1,0,.188,.223,.230,.453,*1/H,NYM
472,Ben Gamel\gamelbe01,1.9,2016,2019,24-27,328,1073,967,137,258,52,9,17,99,89,4,250,8,4,5,13,12,5,.267,.332,.392,.724,*79/H8D3,SEA-NYY-MIL
473,Tyler Naquin\naquity01,1.9,2016,2019,25-28,233,703,640,87,179,35,5,19,79,50,6,195,6,3,4,8,10,5,.280,.336,.439,.775,*8/9H7D,CLE
474,Eduardo Nunez\nunezed02,1.9,2011,2019,24-32,808,2903,2713,337,748,143,19,57,297,131,6,393,16,20,23,59,136,38,.276,.310,.405,.716,564H/D791,NYY-MIN-SFG-BOS
475,Christian Vazquez\vazquch01,1.9,2014,2019,23-28,348,1195,1104,126,279,55,4,17,102,71,5,212,9,5,6,34,12,5,.253,.302,.356,.658,*2/HD543,BOS
476,Adam Wainwright\wainwad01,1.9,2012,2019,30-37,178,401,356,27,64,19,1,5,47,10,0,124,0,34,1,6,0,0,.180,.202,.281,.483,*1/H,STL
477,Abraham Almonte\almonab01,1.9,2013,2018,24-29,352,1100,996,130,236,55,12,17,93,82,1,257,3,9,10,25,24,7,.237,.294,.367,.662,8/97HD,SEA-SDP-CLE-KCR
478,Kelby Tomlinson\tomlike01,1.9,2015,2018,25-28,273,687,618,77,164,18,7,3,47,58,3,139,4,4,3,15,19,8,.265,.331,.332,.663,4H/657,SFG
479,Jesus Guzman\guzmaje01,1.9,2011,2014,27-30,391,1094,987,108,244,61,4,25,136,97,6,245,5,2,3,16,18,5,.247,.317,.393,.710,3H7/9D45,SDP-HOU
480,Mike Leake\leakemi01,1.8,2011,2019,23-31,245,465,416,41,76,17,1,6,28,10,0,170,1,38,0,11,0,0,.183,.204,.272,.475,*1/H,CIN-SFG-STL-SEA
481,Fernando Tatis Jr.\tatisfe02,1.8,2019,2019,20-20,34,138,125,21,39,7,2,8,17,10,0,42,2,0,1,3,7,2,.312,.370,.592,.962,/*6H,SDP
482,Billy Burns\burnsbi02,1.8,2014,2017,24-27,242,899,843,114,228,29,13,5,55,36,3,119,12,4,4,8,46,15,.270,.308,.353,.662,*8/H97D,OAK-KCR
483,Christian Colon\colonch01,1.8,2014,2017,25-28,142,386,349,33,88,17,1,1,25,30,1,62,2,5,0,11,5,3,.252,.315,.315,.630,/456HD,KCR-MIA
484,Ike Davis\davisik02,1.8,2011,2016,24-29,518,1791,1553,187,358,84,1,62,220,222,14,400,3,0,13,38,4,6,.231,.326,.406,.731,*3/HD1,NYM-PIT-OAK-NYY
485,Anthony Gose\gosean01,1.8,2012,2016,21-25,372,1252,1128,155,271,47,19,12,69,101,0,353,11,11,1,27,57,23,.240,.309,.348,.656,*8/79HD,TOR-DET
486,Wilin Rosario\rosarwi01,1.8,2011,2015,22-26,447,1601,1512,204,413,83,3,71,241,73,9,354,3,1,12,43,11,7,.273,.306,.473,.779,*2/3HD5,COL
487,Dan Uggla\ugglada01,1.8,2011,2015,31-35,570,2137,1832,260,378,68,6,81,241,263,9,581,31,0,11,30,7,7,.206,.314,.383,.697,*4/HD3,ATL-SFG-WSN
488,John Buck\buckjo01,1.8,2011,2014,30-33,388,1456,1290,118,279,43,2,44,166,140,16,348,18,3,5,33,2,2,.216,.301,.355,.656,*2/HD3,FLA-MIA-PIT-NYM-SEA-LAA
489,Rafael Furcal\furcara02,1.8,2011,2014,33-36,217,937,845,117,209,33,4,13,79,74,1,103,5,8,5,11,21,9,.247,.310,.342,.652,*6/4H,STL-LAD-MIA
490,Luis Cruz\cruzlu01,1.8,2012,2013,28-29,139,483,456,44,109,23,0,7,51,15,2,67,6,4,2,13,3,1,.239,.271,.336,.607,/*56H437,LAD-NYY
491,Casper Wells\wellsca01,1.8,2011,2013,26-28,240,659,595,78,128,25,3,21,64,51,2,182,11,2,0,7,6,3,.215,.289,.373,.662,/97H8D1,SEA-DET-PHI-OAK-CHW
492,Aaron Altherr\altheaa01,1.7,2014,2019,23-28,339,1132,995,138,219,53,10,37,149,109,4,323,22,1,5,33,21,10,.220,.309,.405,.714,*97/H81,PHI-SFG-NYM
493,Niko Goodrum\goodrni01,1.7,2017,2019,25-27,202,762,683,91,161,42,5,22,71,70,1,210,5,0,4,12,19,6,.236,.310,.408,.718,/4376H95D8,MIN-DET
494,Austin Hedges\hedgeau01,1.7,2015,2019,22-26,323,1090,1006,92,207,37,2,41,121,61,8,312,11,4,8,23,7,2,.206,.257,.369,.626,*2/HD5,SDP
495,Eric Young Jr.\younger03,1.7,2011,2018,26-33,570,1676,1496,242,366,61,21,12,103,126,3,306,23,26,5,15,141,29,.245,.312,.338,.650,7H/894D,COL-NYM-ATL-NYY-LAA
496,Travis Wood\woodtr01,1.7,2011,2017,24-30,271,285,261,27,48,6,0,10,34,7,0,100,2,15,0,3,1,0,.184,.211,.322,.533,*1/H7,CIN-CHC-SDP-KCR
497,Nate McLouth\mclouna01,1.7,2011,2014,29-32,395,1374,1203,160,286,63,7,24,79,140,7,234,14,14,3,13,50,11,.238,.324,.362,.685,*7/8H9D,ATL-PIT-BAL-WSN
498,Steven Duggar\duggast01,1.6,2018,2019,24-25,103,402,373,45,92,22,3,6,45,24,1,116,1,0,4,1,6,5,.247,.291,.370,.661,/*89H,SFG
499,Maikel Franco\francma02,1.6,2014,2019,21-26,597,2348,2163,257,536,103,4,94,319,159,32,356,11,0,15,67,3,1,.248,.301,.429,.730,*5/H3D,PHI
500,Nomar Mazara\mazarno01,1.6,2016,2019,21-24,484,1987,1804,223,468,82,7,69,280,150,11,409,18,0,15,42,6,5,.259,.320,.427,.747,*9/7DH,TEX
501,Kristopher Negron\negrokr01,1.6,2012,2018,26-32,130,334,298,35,64,13,1,7,24,27,0,81,5,4,0,6,9,0,.215,.291,.336,.626,/H5476839D,CIN-ARI-SEA
502,Andres Blanco\blancan01,1.6,2011,2017,27-33,337,749,676,81,171,49,4,17,65,50,1,139,11,9,3,24,4,5,.253,.314,.413,.726,H/5463791D,TEX-PHI
503,Rusney Castillo\castiru02,1.6,2014,2016,26-28,99,337,317,45,83,12,2,7,35,16,0,63,2,1,1,11,7,5,.262,.301,.379,.679,/978HD,BOS
504,Jonny Gomes\gomesjo01,1.6,2011,2015,30-34,542,1654,1400,193,327,56,1,58,205,201,9,467,31,1,21,22,12,5,.234,.338,.399,.737,*7H/D91,WSN-CIN-OAK-BOS-ATL-KCR
505,Justin Maxwell\maxweju01,1.6,2012,2015,28-31,319,933,838,111,189,38,8,32,107,77,1,288,12,1,5,14,17,8,.226,.298,.405,.703,9/8H7D,HOU-KCR-SFG
506,Miguel Andujar\andujmi01,1.5,2017,2019,22-24,166,663,627,84,180,49,2,27,97,27,2,108,4,0,5,13,3,1,.287,.318,.501,.819,*5/DH,NYY
507,Jhoulys Chacin\chacijh01,1.5,2011,2019,23-31,174,345,306,16,62,8,0,2,21,10,0,73,1,26,2,3,1,0,.203,.229,.248,.477,*1/H,COL-ARI-ATL-LAA-SDP-MIL
508,Elias Diaz\diazel01,1.5,2015,2019,24-28,187,617,571,64,149,33,0,12,72,40,1,102,1,0,5,16,1,1,.261,.308,.382,.690,*2/HD,PIT
509,Renato Nunez\nunezre01,1.5,2016,2019,22-25,156,549,504,62,124,25,0,25,63,35,1,137,8,0,2,9,0,1,.246,.304,.444,.749,/5DH37,OAK-TEX-BAL
510,Jurickson Profar\profaju01,1.5,2012,2019,19-26,415,1569,1393,185,326,65,10,41,165,135,2,267,25,10,6,23,19,6,.234,.312,.383,.695,46/53H7D,TEX-OAK
511,Noah Syndergaard\syndeno01,1.5,2015,2019,22-26,95,217,189,12,32,7,0,6,15,14,0,119,0,13,1,1,0,0,.169,.225,.302,.527,*1,NYM
512,Ronald Torreyes\torrero01,1.5,2015,2018,22-25,229,615,576,65,162,30,6,4,56,24,0,80,2,7,5,16,4,1,.281,.310,.375,.685,/456HD9,LAD-NYY
513,Bradley Zimmer\zimmebr01,1.5,2017,2018,24-25,135,446,405,55,96,20,2,10,48,33,1,143,5,0,3,6,22,2,.237,.300,.370,.671,*8/H,CLE
514,Tony Campana\campato01,1.5,2011,2014,25-28,257,477,438,70,109,10,2,1,16,27,1,103,2,10,0,1,66,9,.249,.296,.288,.583,H8/79D,CHC-ARI-LAA
515,Ed Lucas\lucased01,1.5,2013,2014,31-32,163,573,530,62,135,19,1,5,37,34,1,126,2,6,1,10,2,1,.255,.302,.323,.624,/5436H79,MIA
516,Tommy Medica\medicto01,1.5,2013,2014,25-26,121,338,309,40,76,13,2,12,37,24,0,98,4,0,1,5,6,1,.246,.308,.417,.725,/*3H7D,SDP
517,Scott Sizemore\sizemsc01,1.5,2011,2014,26-29,118,451,390,53,96,25,1,11,60,53,0,122,2,5,1,8,5,3,.246,.339,.400,.739,/*54H3,OAK-DET-NYY
518,Jerry Hairston\hairsje02,1.5,2011,2013,35-37,294,869,779,79,199,41,2,11,79,70,3,95,10,5,5,21,4,4,.255,.323,.356,.679,5/H748369D,WSN-MIL-LAD
519,Jake Arrieta\arrieja01,1.4,2011,2019,25-33,163,373,338,21,57,5,4,6,25,12,0,173,0,23,0,4,0,0,.169,.197,.260,.457,*1/H,BAL-CHC-PHI
520,Jake Cave\caveja01,1.4,2018,2019,25-26,109,358,324,58,85,19,2,13,48,25,2,115,4,2,3,3,2,1,.262,.320,.454,.774,/*89H7D,MIN
521,Ji-Man Choi\choiji01,1.4,2016,2019,25-28,176,588,509,59,127,28,2,24,74,66,2,135,6,0,7,6,5,7,.250,.338,.454,.792,/3DH7,LAA-NYY-MIL-TBR
522,Colin Moran\moranco01,1.4,2016,2019,23-26,225,703,633,75,171,29,2,21,98,57,6,142,5,0,8,14,0,2,.270,.331,.422,.753,*5/H34D76,HOU-PIT
523,Jose Peraza\perazjo01,1.4,2015,2019,21-25,441,1674,1560,181,428,55,11,27,137,69,6,209,24,12,9,25,75,27,.274,.313,.376,.689,*64/H789D,LAD-CIN
524,Victor Robles\roblevi01,1.4,2017,2019,20-22,99,352,311,48,76,15,4,12,40,19,1,83,14,5,3,6,12,7,.244,.314,.434,.748,/*89H7,WSN
525,Tyson Ross\rossty01,1.4,2011,2019,24-32,135,216,189,14,38,2,1,2,13,6,0,77,2,16,3,2,1,0,.201,.230,.254,.484,*1/H,OAK-SDP-TEX-STL-DET
526,Max Scherzer\scherma01,1.4,2011,2019,26-34,149,363,316,21,60,4,0,1,26,9,0,103,2,36,0,3,1,0,.190,.217,.212,.429,*1/H,DET-WSN
527,Nick Franklin\frankni01,1.4,2013,2018,22-27,301,923,833,83,178,39,5,24,96,77,2,246,7,3,3,8,17,2,.214,.285,.359,.644,4/H763D915,SEA-TBR-MIL-LAA
528,Anthony Recker\reckean01,1.4,2011,2017,27-33,206,630,552,55,110,28,0,18,70,60,4,193,6,7,5,6,3,2,.199,.283,.348,.630,*2/H3D15,OAK-CHC-NYM-ATL
529,Kevin Frandsen\frandke01,1.4,2012,2015,30-33,286,737,678,69,184,28,4,8,57,28,2,76,23,5,3,23,1,1,.271,.321,.360,.681,H/5347,PHI-WSN-SFG
530,Garrett Cooper\coopega03,1.3,2017,2019,26-28,58,208,184,26,53,7,2,6,28,18,0,50,4,0,2,4,0,0,.288,.361,.446,.806,/397H,NYY-MIA
531,Isiah Kiner-Falefa\kineris01,1.3,2018,2019,23-24,149,517,464,58,118,25,3,5,47,38,1,95,8,6,1,16,8,5,.254,.321,.353,.674,/254H6D,TEX
532,Michael Lorenzen\lorenmi01,1.3,2015,2019,23-27,230,101,92,15,22,2,1,6,19,3,0,33,1,5,0,5,2,0,.239,.271,.478,.749,*1/H789,CIN
533,Tyler O'Neill\oneilty01,1.3,2018,2019,23-24,82,181,168,33,43,7,0,10,27,8,0,75,3,0,2,2,2,0,.256,.298,.476,.775,/H978,STL
534,Stephen Strasburg\strasst01,1.3,2011,2019,22-30,198,444,372,19,56,9,0,3,19,22,0,130,1,49,0,6,0,0,.151,.200,.199,.399,*1,WSN
535,Tyler White\whitety01,1.3,2016,2019,25-28,218,737,653,69,158,40,3,25,91,72,1,180,5,0,7,10,1,2,.242,.319,.427,.746,*3/DH4157,HOU
536,Nick Martini\martini02,1.3,2018,2018,28-28,55,179,152,26,45,9,3,1,19,21,1,36,5,0,1,0,0,0,.296,.397,.414,.811,/*7H89,OAK
537,Shane Robinson\robinsh01,1.3,2011,2018,26-33,450,823,735,104,162,22,5,7,65,73,2,118,2,6,7,21,18,5,.220,.290,.293,.583,H789/D1,STL-MIN-LAA-NYY
538,Andrew Romine\rominan01,1.3,2011,2018,25-32,576,1311,1187,149,281,38,5,10,81,82,1,283,13,25,4,25,40,11,.237,.292,.302,.595,65H/4387D912,LAA-DET-SEA
539,Jarrett Parker\parkeja03,1.3,2015,2017,26-28,135,382,342,47,88,17,3,15,51,34,3,119,6,0,0,6,3,3,.257,.335,.456,.791,/7H98D,SFG
540,Kennys Vargas\vargake01,1.3,2014,2017,23-26,236,859,783,104,197,38,1,35,116,65,4,251,5,0,6,24,0,0,.252,.311,.437,.748,D3/H,MIN
541,Joaquin Arias\ariasjo01,1.3,2012,2015,27-30,361,843,795,70,208,32,7,7,72,25,7,112,6,8,9,18,8,1,.262,.286,.346,.632,*5H/643D,SFG
542,Nick Evans\evansni01,1.3,2011,2014,25-28,77,217,198,28,51,12,2,6,32,16,0,58,1,0,2,6,0,1,.258,.313,.429,.743,/*3H957D,NYM-ARI
543,Maicer Izturis\izturma01,1.3,2011,2014,30-33,340,1250,1138,122,294,59,0,12,91,87,3,145,11,7,7,27,28,13,.258,.315,.342,.657,45/6HD,LAA-TOR
544,Ryan Sweeney\sweenry01,1.3,2011,2014,26-29,318,956,867,97,226,52,7,10,80,77,5,155,2,6,4,15,2,1,.261,.321,.371,.692,8/9H7D,OAK-BOS-CHC
545,J.P. Crawford\crawfjp01,1.2,2017,2019,22-24,89,292,248,32,57,16,4,4,23,35,0,79,5,2,1,3,3,1,.230,.336,.375,.711,/*65H4,PHI-SEA
